seed,policy,experiment_condition,weather_scenario,weather_type,day_type,agent_count,planned_activities,completed_activities,activity_completion_rate,planned_necessary_activities,completed_necessary_activities,necessary_activity_completion_rate,weather_cancelled_activities,transport_unmet_activities,necessary_transport_unmet_activities,planned_legs,successful_legs,transport_unmet_legs,transport_success_rate,walking_legs,bus_legs,metro_legs,ride_hailing_legs,walking_mode_share,bus_mode_share,metro_mode_share,ride_hailing_mode_share,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,ride_hailing_failed,fallback_attempts,fallback_successes,fallback_succeeded,fallback_failed,late_but_reached,reached_but_activity_incomplete,transport_unmet,mandatory_activity_incomplete,mean_bus_wait_minutes,mean_metro_wait_minutes,bus_metro_transfer_legs,bus_metro_transfer_share_of_metro,mean_feeder_bus_time_minutes,mean_ride_hailing_wait_minutes,mean_total_travel_time,mean_fare_yuan,on_time_arrivals,on_time_arrival_rate,bus_activity_arrivals,bus_late_arrivals,bus_late_arrival_rate,interzonal_metro_legs,interzonal_metro_share,scheduled_bus_vehicle_trips,bus_demand,bus_feeder_boardings,total_bus_passenger_boardings,successful_ride_hailing_vehicle_trips,road_vehicle_volume,mean_volume_capacity_ratio,mean_road_speed_kmh,intrazonal_successful_legs,interzonal_successful_legs,initial_ride_hailing_vehicles,end_idle_vehicles,end_busy_vehicles,end_idle_by_zone,feedback_flow_is_first_round_successful_rides,metro_enabled,weather_exposed_activities,remote_work,travel_required_activities,transport_related_unmet,necessary_transport_related_unmet,total_outdoor_exposure_minutes,total_heat_hazard_dose_c_min,total_heat_risk_burden,necessary_heat_risk_burden,heat_risk_per_completed_travel_required_necessary_activity,heat_risk_per_planned_travel_required_necessary_activity,total_rain_exposure_minutes,total_system_wait_minutes,vehicle_total,mean_ride_hailing_wait_minutes_per_request,max_ride_hailing_wait_minutes,no_vehicle_failures,wait_limit_failures,non_capacity_failures,competition_event,collapse_event
51,P0_no_policy,fleet_6,W0,normal,workday,50,48,44,0.916667,37,35,0.945946,0,0,0,90,90,0,1.0,3,46,41,0,0.033333,0.511111,0.455556,0.0,5,0,5,5,5,5,5,0,4,4,0,2,7.207,8.706,24,0.585366,25.825,,63.827,3.867,44,0.916667,24,2,0.083333,38,0.730769,646.941,46,28,74,0,646.941,0.72778,15.988,38,52,6,6,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 1, ""Z4"": 0, ""Z5"": 0, ""Z6"": 1, ""Z7"": 1, ""Z8"": 0, ""Z9"": 1}",True,True,0,0,48,0,0,2143.566,0.0,0.0,0.0,0.0,0.0,0.0,788.479,6,20.0,20.0,5,0,0,True,False
51,P0_no_policy,fleet_6,W2,heavy_rain,workday,50,48,40,0.833333,37,34,0.918919,2,0,0,88,88,0,1.0,0,33,48,7,0.0,0.375,0.545455,0.079545,14,7,7,7,7,7,7,0,7,6,0,3,8.114,8.91,29,0.604167,29.148,14.816,66.257,6.22,39,0.847826,18,5,0.277778,43,0.826923,646.941,33,35,68,7,653.941,0.813008,15.545,36,52,6,6,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 1, ""Z4"": 0, ""Z5"": 0, ""Z6"": 1, ""Z7"": 1, ""Z8"": 0, ""Z9"": 1}",True,True,37,0,46,0,0,2145.186,0.0,0.0,0.0,0.0,0.0,1377.032078,939.186,6,17.408248,32.855112,7,0,0,True,False
52,P0_no_policy,fleet_16,W0,normal,workday,50,55,54,0.981818,38,37,0.973684,0,0,0,99,99,0,1.0,3,47,42,7,0.030303,0.474747,0.424242,0.070707,7,7,0,0,0,0,0,0,1,1,0,1,7.188,7.533,21,0.5,24.234,10.548,60.263,5.182,54,0.981818,22,1,0.045455,36,0.631579,678.706,47,21,68,7,685.706,0.709854,18.022,42,57,16,16,0,"{""Z1"": 2, ""Z2"": 3, ""Z3"": 2, ""Z4"": 1, ""Z5"": 1, ""Z6"": 2, ""Z7"": 3, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,55,0,0,2080.803,0.0,0.0,0.0,0.0,0.0,0.0,728.053,16,10.547714,13.333,0,0,0,False,False
52,P0_no_policy,fleet_16,W2,heavy_rain,workday,50,55,52,0.945455,38,38,1.0,3,0,0,90,90,0,1.0,0,29,44,17,0.0,0.322222,0.488889,0.188889,17,17,0,0,0,0,0,0,0,0,0,0,8.403,8.661,26,0.590909,28.787,11.516,60.324,9.237,50,1.0,10,0,0.0,41,0.745455,662.471,29,28,57,17,679.471,0.740616,18.403,35,55,16,16,0,"{""Z1"": 4, ""Z2"": 2, ""Z3"": 2, ""Z4"": 1, ""Z5"": 1, ""Z6"": 3, ""Z7"": 3, ""Z8"": 0, ""Z9"": 0}",True,True,46,2,50,0,0,1920.554,0.0,0.0,0.0,0.0,0.0,1323.558801,820.554,16,11.516176,21.239,0,0,0,False,False
52,P0_no_policy,fleet_12,W0,normal,workday,50,55,54,0.981818,38,37,0.973684,0,0,0,99,99,0,1.0,3,47,42,7,0.030303,0.474747,0.424242,0.070707,7,7,0,0,0,0,0,0,2,1,0,1,7.188,7.533,21,0.5,24.234,13.201,60.45,5.182,53,0.963636,22,1,0.045455,36,0.631579,678.706,47,21,68,7,685.706,0.709854,18.022,42,57,12,12,0,"{""Z1"": 1, ""Z2"": 3, ""Z3"": 1, ""Z4"": 1, ""Z5"": 1, ""Z6"": 1, ""Z7"": 2, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,55,0,0,2099.373,0.0,0.0,0.0,0.0,0.0,0.0,746.623,12,13.200514,29.2366,0,0,0,False,False
52,P0_no_policy,fleet_12,W2,heavy_rain,workday,50,55,52,0.945455,38,38,1.0,3,0,0,90,90,0,1.0,0,29,44,17,0.0,0.322222,0.488889,0.188889,17,17,0,0,0,0,0,0,0,0,0,0,8.403,8.661,26,0.590909,28.787,12.175,60.449,9.237,50,1.0,10,0,0.0,41,0.745455,662.471,29,28,57,17,679.471,0.740616,18.403,35,55,12,12,0,"{""Z1"": 3, ""Z2"": 2, ""Z3"": 1, ""Z4"": 1, ""Z5"": 1, ""Z6"": 2, ""Z7"": 2, ""Z8"": 0, ""Z9"": 0}",True,True,46,2,50,0,0,1931.758,0.0,0.0,0.0,0.0,0.0,1334.762801,831.758,12,12.175262,24.537453,0,0,0,False,False
52,P0_no_policy,fleet_10,W0,normal,workday,50,55,54,0.981818,38,37,0.973684,0,0,0,99,99,0,1.0,3,47,42,7,0.030303,0.474747,0.424242,0.070707,7,7,0,0,0,0,0,0,2,1,0,1,7.188,7.533,21,0.5,24.234,13.201,60.45,5.182,53,0.963636,22,1,0.045455,36,0.631579,678.706,47,21,68,7,685.706,0.709854,18.022,42,57,10,10,0,"{""Z1"": 1, ""Z2"": 2, ""Z3"": 1, ""Z4"": 1, ""Z5"": 0, ""Z6"": 1, ""Z7"": 2, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,55,0,0,2099.373,0.0,0.0,0.0,0.0,0.0,0.0,746.623,10,13.200514,29.2366,0,0,0,False,False
52,P0_no_policy,fleet_10,W2,heavy_rain,workday,50,55,52,0.945455,38,38,1.0,3,0,0,90,90,0,1.0,1,29,44,16,0.011111,0.322222,0.488889,0.177778,17,16,1,1,1,1,1,0,0,0,0,0,8.403,8.661,26,0.590909,28.787,12.27,60.78,9.081,50,1.0,10,0,0.0,41,0.745455,662.471,29,28,57,16,678.471,0.749533,18.152,35,55,10,10,0,"{""Z1"": 3, ""Z2"": 1, ""Z3"": 1, ""Z4"": 1, ""Z5"": 0, ""Z6"": 2, ""Z7"": 2, ""Z8"": 0, ""Z9"": 0}",True,True,46,2,50,0,0,1967.438,0.0,0.0,0.0,0.0,0.0,1334.762801,841.091,10,12.724262,24.537453,1,0,0,True,False
52,P0_no_policy,fleet_8,W0,normal,workday,50,55,54,0.981818,38,37,0.973684,0,0,0,99,99,0,1.0,3,48,42,6,0.030303,0.484848,0.424242,0.060606,7,6,1,1,1,1,1,0,2,1,0,1,7.365,7.533,21,0.5,24.234,13.623,60.888,5.02,53,0.963636,22,1,0.045455,36,0.631579,678.706,48,21,69,6,684.706,0.709823,17.744,42,57,8,8,0,"{""Z1"": 1, ""Z2"": 2, ""Z3"": 1, ""Z4"": 0, ""Z5"": 0, ""Z6"": 1, ""Z7"": 2, ""Z8"": 0, ""Z9"": 1}",True,True,0,0,55,0,0,2136.42,0.0,0.0,0.0,0.0,0.0,0.0,771.67,8,14.5338,29.2366,1,0,0,True,False
52,P0_no_policy,fleet_8,W2,heavy_rain,workday,50,55,51,0.927273,38,37,0.973684,3,0,0,90,90,0,1.0,1,32,45,12,0.011111,0.355556,0.5,0.133333,17,12,5,5,5,5,5,0,1,1,0,1,8.464,8.978,27,0.6,29.124,12.247,62.766,7.909,49,0.98,11,1,0.090909,42,0.763636,662.471,32,29,61,12,674.471,0.748178,17.176,35,55,8,8,0,"{""Z1"": 2, ""Z2"": 1, ""Z3"": 1, ""Z4"": 0, ""Z5"": 0, ""Z6"": 2, ""Z7"": 2, ""Z8"": 0, ""Z9"": 0}",True,True,46,2,50,0,0,2104.144,0.0,0.0,0.0,0.0,0.0,1401.507801,921.797,8,14.527164,24.520786,5,0,0,True,False
52,P0_no_policy,fleet_6,W0,normal,workday,50,55,54,0.981818,38,37,0.973684,0,0,0,99,99,0,1.0,3,48,42,6,0.030303,0.484848,0.424242,0.060606,7,6,1,1,1,1,1,0,2,1,0,1,7.365,7.533,21,0.5,24.234,13.623,60.888,5.02,53,0.963636,22,1,0.045455,36,0.631579,678.706,48,21,69,6,684.706,0.709823,17.744,42,57,6,6,0,"{""Z1"": 0, ""Z2"": 2, ""Z3"": 1, ""Z4"": 0, ""Z5"": 0, ""Z6"": 1, ""Z7"": 1, ""Z8"": 0, ""Z9"": 1}",True,True,0,0,55,0,0,2136.42,0.0,0.0,0.0,0.0,0.0,0.0,771.67,6,14.5338,29.2366,1,0,0,True,False
52,P0_no_policy,fleet_6,W2,heavy_rain,workday,50,55,51,0.927273,38,37,0.973684,3,0,0,90,90,0,1.0,1,32,45,12,0.011111,0.355556,0.5,0.133333,17,12,5,5,5,5,5,0,1,1,0,1,8.464,8.978,27,0.6,29.124,12.247,62.766,7.909,49,0.98,11,1,0.090909,42,0.763636,662.471,32,29,61,12,674.471,0.748178,17.176,35,55,6,6,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 1, ""Z4"": 0, ""Z5"": 0, ""Z6"": 2, ""Z7"": 1, ""Z8"": 0, ""Z9"": 0}",True,True,46,2,50,0,0,2104.144,0.0,0.0,0.0,0.0,0.0,1401.507801,921.797,6,14.527164,24.520786,5,0,0,True,False
53,P0_no_policy,fleet_16,W0,normal,workday,50,52,49,0.942308,38,35,0.921053,0,0,0,95,95,0,1.0,2,50,33,10,0.021053,0.526316,0.347368,0.105263,11,10,1,1,1,1,1,0,3,3,0,3,6.875,7.791,19,0.575758,24.377,11.501,60.912,6.152,49,0.942308,23,3,0.130435,28,0.583333,614.706,50,21,71,10,624.706,0.73855,18.032,47,48,16,16,0,"{""Z1"": 3, ""Z2"": 1, ""Z3"": 3, ""Z4"": 1, ""Z5"": 1, ""Z6"": 2, ""Z7"": 3, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,52,0,0,1905.114,0.0,0.0,0.0,0.0,0.0,0.0,735.864,16,12.273818,20.0,0,1,0,True,False
53,P0_no_policy,fleet_16,W2,heavy_rain,workday,50,52,50,0.961538,38,36,0.947368,0,0,0,93,93,0,1.0,1,37,39,16,0.010753,0.397849,0.419355,0.172043,18,16,2,2,2,2,2,0,2,2,0,2,7.222,8.254,24,0.615385,28.101,11.303,61.549,8.642,49,0.960784,16,2,0.125,32,0.695652,590.706,37,28,65,16,606.706,0.808709,16.809,47,46,16,16,0,"{""Z1"": 3, ""Z2"": 1, ""Z3"": 3, ""Z4"": 1, ""Z5"": 1, ""Z6"": 1, ""Z7"": 3, ""Z8"": 1, ""Z9"": 2}",True,True,44,1,51,0,0,1902.103,0.0,0.0,0.0,0.0,0.0,1355.65597,809.953,16,12.269057,20.0,0,2,0,True,False
53,P0_no_policy,fleet_12,W0,normal,workday,50,52,48,0.923077,38,34,0.894737,0,0,0,95,95,0,1.0,2,51,33,9,0.021053,0.536842,0.347368,0.094737,11,9,2,2,2,2,2,0,4,4,0,4,6.852,7.791,19,0.575758,24.377,11.298,61.325,5.893,48,0.923077,24,4,0.166667,28,0.583333,614.706,51,21,72,9,623.706,0.738485,17.824,47,48,12,12,0,"{""Z1"": 2, ""Z2"": 1, ""Z3"": 2, ""Z4"": 1, ""Z5"": 1, ""Z6"": 1, ""Z7"": 2, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,52,0,0,1929.495,0.0,0.0,0.0,0.0,0.0,0.0,748.245,12,12.879909,20.0,0,2,0,True,False
53,P0_no_policy,fleet_12,W2,heavy_rain,workday,50,52,49,0.942308,38,35,0.921053,0,0,0,93,93,0,1.0,1,41,39,12,0.010753,0.44086,0.419355,0.129032,18,12,6,6,6,6,6,0,3,3,0,3,7.319,8.254,24,0.615385,28.1,11.015,63.748,7.281,48,0.941176,17,3,0.176471,32,0.695652,590.706,41,28,69,12,602.706,0.804623,16.074,47,46,12,12,0,"{""Z1"": 2, ""Z2"": 1, ""Z3"": 2, ""Z4"": 1, ""Z5"": 1, ""Z6"": 0, ""Z7"": 2, ""Z8"": 1, ""Z9"": 2}",True,True,44,1,51,0,0,2014.292,0.0,0.0,0.0,0.0,0.0,1450.13097,874.142,12,14.009779,20.0,5,1,0,True,False
53,P0_no_policy,fleet_10,W0,normal,workday,50,52,47,0.903846,38,33,0.868421,0,0,0,95,95,0,1.0,2,53,33,7,0.021053,0.557895,0.347368,0.073684,11,7,4,4,4,4,4,0,6,5,0,5,6.76,7.791,19,0.575758,24.377,11.954,62.09,5.421,46,0.884615,26,6,0.230769,28,0.583333,614.706,53,21,74,7,621.706,0.738383,17.407,47,48,10,10,0,"{""Z1"": 2, ""Z2"": 0, ""Z3"": 2, ""Z4"": 1, ""Z5"": 0, ""Z6"": 1, ""Z7"": 2, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,52,0,0,1976.295,0.0,0.0,0.0,0.0,0.0,0.0,779.045,10,14.879909,20.0,2,2,0,True,False
53,P0_no_policy,fleet_10,W2,heavy_rain,workday,50,52,48,0.923077,38,34,0.894737,0,0,0,93,93,0,1.0,1,42,40,10,0.010753,0.451613,0.430108,0.107527,18,10,8,8,8,8,8,0,5,4,0,4,7.259,8.347,25,0.625,28.592,11.418,64.653,6.863,46,0.901961,18,4,0.222222,32,0.695652,590.706,42,30,72,10,600.706,0.799055,15.771,47,46,10,10,0,"{""Z1"": 2, ""Z2"": 0, ""Z3"": 2, ""Z4"": 1, ""Z5"": 0, ""Z6"": 0, ""Z7"": 2, ""Z8"": 1, ""Z9"": 2}",True,True,44,1,51,0,0,2077.092,0.0,0.0,0.0,0.0,0.0,1500.130801,912.942,10,15.232001,20.0,7,1,0,True,False
53,P0_no_policy,fleet_8,W0,normal,workday,50,52,45,0.865385,38,31,0.815789,0,0,0,95,95,0,1.0,2,55,33,5,0.021053,0.578947,0.347368,0.052632,11,5,6,6,6,6,6,0,8,7,0,7,6.722,7.791,19,0.575758,24.377,11.8,62.998,4.827,44,0.846154,28,8,0.285714,28,0.583333,614.706,55,21,76,5,619.706,0.738466,16.99,47,48,8,8,0,"{""Z1"": 2, ""Z2"": 0, ""Z3"": 2, ""Z4"": 0, ""Z5"": 0, ""Z6"": 1, ""Z7"": 2, ""Z8"": 0, ""Z9"": 1}",True,True,0,0,52,0,0,2027.044,0.0,0.0,0.0,0.0,0.0,0.0,805.794,8,16.272727,20.0,5,1,0,True,False
53,P0_no_policy,fleet_8,W2,heavy_rain,workday,50,52,44,0.846154,38,32,0.842105,0,0,0,93,93,0,1.0,2,47,40,4,0.021505,0.505376,0.430108,0.043011,18,4,14,14,14,14,14,0,9,8,0,6,7.119,8.347,25,0.625,28.59,10.354,67.592,5.348,42,0.823529,21,7,0.333333,32,0.695652,590.706,47,30,77,4,594.706,0.806816,14.537,47,46,8,8,0,"{""Z1"": 2, ""Z2"": 0, ""Z3"": 2, ""Z4"": 0, ""Z5"": 0, ""Z6"": 0, ""Z7"": 2, ""Z8"": 0, ""Z9"": 2}",True,True,44,1,51,0,0,2261.936,0.0,0.0,0.0,0.0,0.0,1621.752801,989.897,8,17.856556,20.0,14,0,0,True,False
53,P0_no_policy,fleet_6,W0,normal,workday,50,52,45,0.865385,38,31,0.815789,0,0,0,95,95,0,1.0,2,55,33,5,0.021053,0.578947,0.347368,0.052632,11,5,6,6,6,6,6,0,8,7,0,7,6.722,7.791,19,0.575758,24.377,11.8,62.998,4.827,44,0.846154,28,8,0.285714,28,0.583333,614.706,55,21,76,5,619.706,0.738466,16.99,47,48,6,6,0,"{""Z1"": 1, ""Z2"": 0, ""Z3"": 2, ""Z4"": 0, ""Z5"": 0, ""Z6"": 1, ""Z7"": 1, ""Z8"": 0, ""Z9"": 1}",True,True,0,0,52,0,0,2027.044,0.0,0.0,0.0,0.0,0.0,0.0,805.794,6,16.272727,20.0,5,1,0,True,False
53,P0_no_policy,fleet_6,W2,heavy_rain,workday,50,52,44,0.846154,38,32,0.842105,0,0,0,93,93,0,1.0,2,47,40,4,0.021505,0.505376,0.430108,0.043011,18,4,14,14,14,14,14,0,9,8,0,6,7.119,8.347,25,0.625,28.59,10.354,67.592,5.348,42,0.823529,21,7,0.333333,32,0.695652,590.706,47,30,77,4,594.706,0.806816,14.537,47,46,6,6,0,"{""Z1"": 1, ""Z2"": 0, ""Z3"": 2, ""Z4"": 0, ""Z5"": 0, ""Z6"": 0, ""Z7"": 1, ""Z8"": 0, ""Z9"": 2}",True,True,44,1,51,0,0,2261.936,0.0,0.0,0.0,0.0,0.0,1621.752801,989.897,6,17.856556,20.0,14,0,0,True,False
54,P0_no_policy,fleet_16,W0,normal,workday,50,52,50,0.961538,37,35,0.945946,0,0,0,99,99,0,1.0,1,47,46,5,0.010101,0.474747,0.464646,0.050505,5,5,0,0,0,0,0,0,2,2,0,2,7.348,7.583,20,0.434783,26.599,10.0,62.024,4.918,50,0.961538,27,1,0.037037,44,0.709677,726.706,47,22,69,5,731.706,0.680955,17.762,37,62,16,16,0,"{""Z1"": 3, ""Z2"": 2, ""Z3"": 2, ""Z4"": 1, ""Z5"": 1, ""Z6"": 2, ""Z7"": 3, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,52,0,0,2090.679,0.0,0.0,0.0,0.0,0.0,0.0,744.179,16,10.0002,10.667,0,0,0,False,False
54,P0_no_policy,fleet_16,W2,heavy_rain,workday,50,52,50,0.961538,37,36,0.972973,1,0,0,90,90,0,1.0,0,32,46,12,0.0,0.355556,0.511111,0.133333,13,12,1,1,1,1,1,0,1,1,0,1,7.794,7.759,20,0.434783,29.318,11.242,62.204,7.93,46,0.978723,18,0,0.0,43,0.767857,738.706,32,23,55,12,750.706,0.727215,17.754,34,56,16,16,0,"{""Z1"": 3, ""Z2"": 3, ""Z3"": 2, ""Z4"": 1, ""Z5"": 1, ""Z6"": 3, ""Z7"": 3, ""Z8"": 0, ""Z9"": 0}",True,True,39,4,47,0,0,1897.253,0.0,0.0,0.0,0.0,0.0,1128.873092,761.253,16,11.915846,21.239,1,0,0,True,False
54,P0_no_policy,fleet_12,W0,normal,workday,50,52,50,0.961538,37,35,0.945946,0,0,0,99,99,0,1.0,1,47,46,5,0.010101,0.474747,0.464646,0.050505,5,5,0,0,0,0,0,0,2,2,0,2,7.348,7.583,20,0.434783,26.599,10.0,62.024,4.918,50,0.961538,27,1,0.037037,44,0.709677,726.706,47,22,69,5,731.706,0.680955,17.762,37,62,12,12,0,"{""Z1"": 2, ""Z2"": 2, ""Z3"": 1, ""Z4"": 1, ""Z5"": 1, ""Z6"": 1, ""Z7"": 2, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,52,0,0,2090.679,0.0,0.0,0.0,0.0,0.0,0.0,744.179,12,10.0002,10.667,0,0,0,False,False
54,P0_no_policy,fleet_12,W2,heavy_rain,workday,50,52,50,0.961538,37,36,0.972973,1,0,0,90,90,0,1.0,0,32,46,12,0.0,0.355556,0.511111,0.133333,13,12,1,1,1,1,1,0,1,1,0,1,7.794,7.759,20,0.434783,29.318,11.242,62.204,7.93,46,0.978723,18,0,0.0,43,0.767857,738.706,32,23,55,12,750.706,0.727215,17.754,34,56,12,12,0,"{""Z1"": 2, ""Z2"": 3, ""Z3"": 1, ""Z4"": 1, ""Z5"": 1, ""Z6"": 2, ""Z7"": 2, ""Z8"": 0, ""Z9"": 0}",True,True,39,4,47,0,0,1897.253,0.0,0.0,0.0,0.0,0.0,1128.873092,761.253,12,11.915846,21.239,1,0,0,True,False
54,P0_no_policy,fleet_10,W0,normal,workday,50,52,50,0.961538,37,35,0.945946,0,0,0,99,99,0,1.0,2,47,46,4,0.020202,0.474747,0.464646,0.040404,5,4,1,1,1,1,1,0,2,2,0,2,7.348,7.583,20,0.434783,26.599,10.0,62.487,4.758,50,0.961538,27,1,0.037037,44,0.709677,726.706,47,22,69,4,730.706,0.679895,17.565,37,62,10,10,0,"{""Z1"": 2, ""Z2"": 1, ""Z3"": 1, ""Z4"": 1, ""Z5"": 0, ""Z6"": 1, ""Z7"": 2, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,52,0,0,2146.504,0.0,0.0,0.0,0.0,0.0,0.0,754.179,10,12.0002,20.0,1,0,0,True,False
54,P0_no_policy,fleet_10,W2,heavy_rain,workday,50,52,49,0.942308,37,35,0.945946,1,0,0,90,90,0,1.0,0,34,46,10,0.0,0.377778,0.511111,0.111111,13,10,3,3,3,3,3,0,2,2,0,2,7.672,7.759,20,0.434783,29.317,11.157,63.145,7.45,45,0.957447,19,1,0.052632,43,0.767857,738.706,34,23,57,10,748.706,0.732518,17.299,34,56,10,10,0,"{""Z1"": 2, ""Z2"": 2, ""Z3"": 1, ""Z4"": 1, ""Z5"": 0, ""Z6"": 2, ""Z7"": 2, ""Z8"": 0, ""Z9"": 0}",True,True,39,4,47,0,0,1949.348,0.0,0.0,0.0,0.0,0.0,1180.968092,789.348,10,13.197923,21.239,3,0,0,True,False
54,P0_no_policy,fleet_8,W0,normal,workday,50,52,50,0.961538,37,35,0.945946,0,0,0,99,99,0,1.0,2,49,46,2,0.020202,0.494949,0.464646,0.020202,5,2,3,3,3,3,3,0,2,2,0,2,7.689,7.583,20,0.434783,26.599,9.334,63.603,4.084,50,0.961538,27,1,0.037037,44,0.709677,726.706,49,22,71,2,728.706,0.679851,16.977,37,62,8,8,0,"{""Z1"": 2, ""Z2"": 1, ""Z3"": 1, ""Z4"": 0, ""Z5"": 0, ""Z6"": 1, ""Z7"": 2, ""Z8"": 0, ""Z9"": 1}",True,True,0,0,52,0,0,2220.598,0.0,0.0,0.0,0.0,0.0,0.0,804.273,8,15.7334,20.0,3,0,0,True,False
54,P0_no_policy,fleet_8,W2,heavy_rain,workday,50,52,47,0.903846,37,33,0.891892,1,0,0,90,90,0,1.0,0,37,46,7,0.0,0.411111,0.511111,0.077778,13,7,6,6,6,6,6,0,4,4,0,4,7.845,7.759,20,0.434783,29.317,11.082,64.859,6.248,43,0.914894,21,3,0.142857,43,0.767857,738.706,37,23,60,7,745.706,0.724517,16.601,34,56,8,8,0,"{""Z1"": 2, ""Z2"": 1, ""Z3"": 1, ""Z4"": 0, ""Z5"": 0, ""Z6"": 2, ""Z7"": 2, ""Z8"": 0, ""Z9"": 0}",True,True,39,4,47,0,0,2038.776,0.0,0.0,0.0,0.0,0.0,1212.065555,844.776,8,15.197923,21.239,6,0,0,True,False
54,P0_no_policy,fleet_6,W0,normal,workday,50,52,50,0.961538,37,35,0.945946,0,0,0,99,99,0,1.0,2,49,46,2,0.020202,0.494949,0.464646,0.020202,5,2,3,3,3,3,3,0,2,2,0,2,7.689,7.583,20,0.434783,26.599,9.334,63.603,4.084,50,0.961538,27,1,0.037037,44,0.709677,726.706,49,22,71,2,728.706,0.679851,16.977,37,62,6,6,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 1, ""Z4"": 0, ""Z5"": 0, ""Z6"": 1, ""Z7"": 1, ""Z8"": 0, ""Z9"": 1}",True,True,0,0,52,0,0,2220.598,0.0,0.0,0.0,0.0,0.0,0.0,804.273,6,15.7334,20.0,3,0,0,True,False
54,P0_no_policy,fleet_6,W2,heavy_rain,workday,50,52,47,0.903846,37,33,0.891892,1,0,0,90,90,0,1.0,0,37,46,7,0.0,0.411111,0.511111,0.077778,13,7,6,6,6,6,6,0,4,4,0,4,7.845,7.759,20,0.434783,29.317,11.082,64.859,6.248,43,0.914894,21,3,0.142857,43,0.767857,738.706,37,23,60,7,745.706,0.724517,16.601,34,56,6,6,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 1, ""Z4"": 0, ""Z5"": 0, ""Z6"": 2, ""Z7"": 1, ""Z8"": 0, ""Z9"": 0}",True,True,39,4,47,0,0,2038.776,0.0,0.0,0.0,0.0,0.0,1212.065555,844.776,6,15.197923,21.239,6,0,0,True,False
55,P0_no_policy,fleet_16,W0,normal,workday,50,56,54,0.964286,38,36,0.947368,0,0,0,105,105,0,1.0,0,61,42,2,0.0,0.580952,0.4,0.019048,2,2,0,0,0,0,0,0,0,2,0,2,6.89,7.583,20,0.47619,27.402,9.129,63.086,4.043,56,1.0,32,0,0.0,33,0.578947,766.941,61,23,84,2,768.941,0.705426,16.626,48,57,16,16,0,"{""Z1"": 3, ""Z2"": 2, ""Z3"": 2, ""Z4"": 1, ""Z5"": 1, ""Z6"": 2, ""Z7"": 3, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,56,0,0,2123.039,0.0,0.0,0.0,0.0,0.0,0.0,757.039,16,9.129,10.667,0,0,0,False,False
55,P0_no_policy,fleet_16,W2,heavy_rain,workday,50,56,52,0.928571,38,36,0.947368,2,0,0,101,101,0,1.0,0,41,53,7,0.0,0.405941,0.524752,0.069307,7,7,0,0,0,0,0,0,1,2,0,2,7.833,8.169,26,0.490566,33.514,10.481,64.171,5.982,52,0.981132,22,0,0.0,39,0.709091,730.941,41,35,76,7,737.941,0.731694,16.163,46,55,16,16,0,"{""Z1"": 1, ""Z2"": 3, ""Z3"": 3, ""Z4"": 1, ""Z5"": 1, ""Z6"": 2, ""Z7"": 3, ""Z8"": 1, ""Z9"": 1}",True,True,35,1,53,0,0,2201.486,0.0,0.0,0.0,0.0,0.0,1469.006,827.486,16,10.481,13.333,0,0,0,False,False
55,P0_no_policy,fleet_12,W0,normal,workday,50,56,54,0.964286,38,36,0.947368,0,0,0,105,105,0,1.0,0,61,42,2,0.0,0.580952,0.4,0.019048,2,2,0,0,0,0,0,0,0,2,0,2,6.89,7.583,20,0.47619,27.402,9.129,63.086,4.043,56,1.0,32,0,0.0,33,0.578947,766.941,61,23,84,2,768.941,0.705426,16.626,48,57,12,12,0,"{""Z1"": 2, ""Z2"": 2, ""Z3"": 1, ""Z4"": 1, ""Z5"": 1, ""Z6"": 1, ""Z7"": 2, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,56,0,0,2123.039,0.0,0.0,0.0,0.0,0.0,0.0,757.039,12,9.129,10.667,0,0,0,False,False
