vehicle_total,weather_scenario,metric,mean,std_dev,median,minimum,maximum
6,W0,late_but_reached,2.5,2.173067,2.0,0.0,8.0
6,W0,transport_unmet,0.0,0.0,0.0,0.0,0.0
6,W0,mandatory_activity_incomplete,2.0,1.825742,1.5,1.0,7.0
6,W0,activity_completion_rate,0.952938,0.036272,0.963275,0.865385,0.981818
6,W0,necessary_activity_completion_rate,0.946847,0.047831,0.960074,0.815789,0.973684
6,W0,walking_mode_share,0.019422,0.010457,0.019717,0.0,0.033333
6,W0,bus_mode_share,0.552175,0.051491,0.548758,0.484848,0.639175
6,W0,metro_mode_share,0.391359,0.053166,0.39898,0.307692,0.464646
6,W0,ride_hailing_mode_share,0.037044,0.019989,0.039049,0.0,0.060606
6,W0,mean_total_travel_time,64.0226,2.03377,63.715,60.888,68.898
6,W0,mean_road_speed_kmh,16.9221,0.507726,16.9835,15.988,17.744
6,W2,ride_hailing_requests,13.0,3.464102,13.5,7.0,18.0
6,W2,successful_ride_hailing_requests,7.7,2.626785,7.0,4.0,12.0
6,W2,ride_hailing_failed,5.3,3.529243,5.0,2.0,14.0
6,W2,mean_ride_hailing_wait_minutes_per_request,14.741947,2.010578,14.879348,11.653692,17.856556
6,W2,max_ride_hailing_wait_minutes,23.024545,4.285095,21.4805,20.0,32.855112
6,W2,fallback_attempts,5.3,3.529243,5.0,2.0,14.0
6,W2,fallback_succeeded,5.3,3.529243,5.0,2.0,14.0
6,W2,fallback_failed,0.0,0.0,0.0,0.0,0.0
6,W2,late_but_reached,3.6,2.674987,3.0,0.0,9.0
6,W2,transport_unmet,0.0,0.0,0.0,0.0,0.0
6,W2,mandatory_activity_incomplete,2.3,1.702939,2.0,0.0,6.0
6,W2,activity_completion_rate,0.915964,0.051221,0.912254,0.833333,1.0
6,W2,necessary_activity_completion_rate,0.938367,0.045145,0.945906,0.842105,1.0
6,W2,walking_mode_share,0.010492,0.008547,0.010582,0.0,0.021505
6,W2,bus_mode_share,0.401155,0.059616,0.393056,0.326316,0.505376
6,W2,metro_mode_share,0.506529,0.051705,0.522882,0.425743,0.56701
6,W2,ride_hailing_mode_share,0.081824,0.028965,0.078661,0.039604,0.133333
6,W2,mean_total_travel_time,66.1458,2.166642,66.3785,62.766,70.049
6,W2,mean_road_speed_kmh,15.9965,0.795391,15.955,14.537,17.176
