seed,policy,experiment_condition,weather_scenario,weather_type,day_type,agent_count,planned_activities,completed_activities,activity_completion_rate,planned_necessary_activities,completed_necessary_activities,necessary_activity_completion_rate,weather_cancelled_activities,transport_unmet_activities,necessary_transport_unmet_activities,planned_legs,successful_legs,transport_unmet_legs,transport_success_rate,walking_legs,bus_legs,metro_legs,ride_hailing_legs,walking_mode_share,bus_mode_share,metro_mode_share,ride_hailing_mode_share,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,ride_hailing_failed,fallback_attempts,fallback_successes,fallback_succeeded,fallback_failed,late_but_reached,reached_but_activity_incomplete,transport_unmet,mandatory_activity_incomplete,mean_bus_wait_minutes,mean_metro_wait_minutes,bus_metro_transfer_legs,bus_metro_transfer_share_of_metro,mean_feeder_bus_time_minutes,mean_ride_hailing_wait_minutes,mean_total_travel_time,mean_fare_yuan,on_time_arrivals,on_time_arrival_rate,bus_activity_arrivals,bus_late_arrivals,bus_late_arrival_rate,interzonal_metro_legs,interzonal_metro_share,scheduled_bus_vehicle_trips,bus_demand,bus_feeder_boardings,total_bus_passenger_boardings,successful_ride_hailing_vehicle_trips,road_vehicle_volume,mean_volume_capacity_ratio,mean_road_speed_kmh,intrazonal_successful_legs,interzonal_successful_legs,initial_ride_hailing_vehicles,end_idle_vehicles,end_busy_vehicles,end_idle_by_zone,feedback_flow_is_first_round_successful_rides,metro_enabled,weather_exposed_activities,remote_work,travel_required_activities,transport_related_unmet,necessary_transport_related_unmet,total_outdoor_exposure_minutes,total_heat_hazard_dose_c_min,total_heat_risk_burden,necessary_heat_risk_burden,heat_risk_per_completed_travel_required_necessary_activity,heat_risk_per_planned_travel_required_necessary_activity,total_rain_exposure_minutes,total_system_wait_minutes,vehicle_total,mean_ride_hailing_wait_minutes_per_request,max_ride_hailing_wait_minutes,no_vehicle_failures,wait_limit_failures,non_capacity_failures,successful_orders_per_vehicle,vehicle_used_share,competition_event,collapse_event
54,P0_no_policy,fleet_36,W2,heavy_rain,workday,200,211,199,0.943128,145,142,0.97931,8,0,0,363,363,0,1.0,2,139,159,63,0.00551,0.38292,0.438017,0.173554,64,63,1,1,1,1,1,0,2,4,0,3,7.961,8.559,87,0.54717,32.26,11.267,63.001,9.248,191,0.989637,67,0,0.0,134,0.644231,1018.941,139,111,250,63,1081.941,0.768823,17.579,155,208,36,36,0,"{""Z1"": 3, ""Z2"": 5, ""Z3"": 5, ""Z4"": 7, ""Z5"": 3, ""Z6"": 5, ""Z7"": 4, ""Z8"": 4, ""Z9"": 0}",True,True,153,10,193,0,0,7260.445,0.0,0.0,0.0,0.0,0.0,4714.094629,3197.257,36,11.403866,28.712559,0,1,0,1.75,0.694444,True,False
54,P0_no_policy,fleet_24,W0,normal,workday,200,211,208,0.985782,145,142,0.97931,0,0,0,392,392,0,1.0,3,221,142,26,0.007653,0.563776,0.362245,0.066327,26,26,0,0,0,0,0,0,3,3,0,3,7.113,7.833,67,0.471831,28.088,10.462,61.252,5.505,208,0.985782,117,2,0.017094,120,0.528634,1018.941,221,81,302,26,1044.941,0.701678,17.531,165,227,24,24,0,"{""Z1"": 4, ""Z2"": 2, ""Z3"": 3, ""Z4"": 3, ""Z5"": 2, ""Z6"": 4, ""Z7"": 3, ""Z8"": 3, ""Z9"": 0}",True,True,0,0,211,0,0,7266.953,0.0,0.0,0.0,0.0,0.0,0.0,2956.269,24,10.461923,22.0,0,0,0,1.083333,0.541667,False,False
54,P0_no_policy,fleet_24,W1,extreme_heat,workday,200,211,201,0.952607,145,142,0.97931,7,0,0,379,379,0,1.0,2,207,140,30,0.005277,0.546174,0.369393,0.079156,30,30,0,0,0,0,0,0,3,3,0,3,6.949,7.844,66,0.471429,28.346,10.467,61.358,5.917,201,0.985294,110,2,0.018182,118,0.524444,1018.941,207,81,288,30,1048.941,0.711499,17.726,154,225,24,24,0,"{""Z1"": 4, ""Z2"": 2, ""Z3"": 3, ""Z4"": 3, ""Z5"": 1, ""Z6"": 4, ""Z7"": 4, ""Z8"": 3, ""Z9"": 0}",True,True,38,0,204,0,0,6934.213,49961.233668,55731.198131,35153.992264,247.563326,242.441326,0.0,2850.479,24,10.4668,22.0,0,0,0,1.25,0.583333,False,False
54,P0_no_policy,fleet_24,W2,heavy_rain,workday,200,211,195,0.924171,145,139,0.958621,8,1,0,363,362,1,0.997245,2,143,159,58,0.005525,0.395028,0.439227,0.160221,64,58,6,6,6,5,5,1,6,7,1,6,8.009,8.559,87,0.54717,32.258,11.246,63.6,8.704,186,0.96875,70,3,0.042857,134,0.647343,1018.941,143,111,254,58,1076.941,0.766688,17.373,155,207,24,24,0,"{""Z1"": 1, ""Z2"": 3, ""Z3"": 4, ""Z4"": 6, ""Z5"": 2, ""Z6"": 3, ""Z7"": 2, ""Z8"": 3, ""Z9"": 0}",True,True,153,10,193,1,0,7401.467,0.0,0.0,0.0,0.0,0.0,4824.284629,3278.279,24,12.066259,28.695892,0,6,0,2.416667,0.833333,True,True
55,P0_no_policy,fleet_36,W0,normal,workday,200,211,202,0.957346,148,140,0.945946,0,0,0,391,391,0,1.0,4,212,158,17,0.01023,0.542199,0.404092,0.043478,17,17,0,0,0,0,0,0,7,9,0,8,6.902,7.92,76,0.481013,27.923,9.975,63.171,4.713,204,0.966825,110,4,0.036364,129,0.563319,1018.941,212,89,301,17,1035.941,0.712441,17.131,162,229,36,36,0,"{""Z1"": 7, ""Z2"": 7, ""Z3"": 2, ""Z4"": 2, ""Z5"": 3, ""Z6"": 3, ""Z7"": 7, ""Z8"": 2, ""Z9"": 3}",True,True,0,0,211,0,0,7334.925,0.0,0.0,0.0,0.0,0.0,0.0,2884.273,36,9.975294,20.0,0,0,0,0.472222,0.305556,False,False
55,P0_no_policy,fleet_36,W1,extreme_heat,workday,200,211,196,0.92891,148,140,0.945946,6,0,0,382,382,0,1.0,2,202,156,22,0.005236,0.528796,0.408377,0.057592,22,22,0,0,0,0,0,0,7,9,0,8,6.901,7.887,74,0.474359,28.144,10.102,63.151,5.093,198,0.965854,104,4,0.038462,127,0.564444,1018.941,202,87,289,22,1040.941,0.714601,17.439,157,225,36,36,0,"{""Z1"": 6, ""Z2"": 7, ""Z3"": 3, ""Z4"": 2, ""Z5"": 3, ""Z6"": 3, ""Z7"": 7, ""Z8"": 2, ""Z9"": 3}",True,True,33,0,205,0,0,7084.615,50644.513167,56175.241369,36699.459736,262.138998,247.969323,0.0,2846.626,36,10.102136,20.0,0,0,0,0.611111,0.305556,False,False
55,P0_no_policy,fleet_36,W2,heavy_rain,workday,200,211,192,0.909953,148,140,0.945946,11,0,0,369,369,0,1.0,0,137,185,47,0.0,0.371274,0.501355,0.127371,47,47,0,0,0,0,0,0,8,8,0,8,7.513,8.807,104,0.562162,32.049,11.122,64.786,7.84,189,0.959391,71,2,0.028169,150,0.697674,1018.941,137,130,267,47,1065.941,0.772513,17.029,154,215,36,36,0,"{""Z1"": 7, ""Z2"": 7, ""Z3"": 4, ""Z4"": 2, ""Z5"": 3, ""Z6"": 4, ""Z7"": 7, ""Z8"": 1, ""Z9"": 1}",True,True,157,3,197,0,0,7521.194,0.0,0.0,0.0,0.0,0.0,4942.323545,3181.299,36,11.121872,21.72,0,0,0,1.305556,0.527778,False,False
55,P0_no_policy,fleet_24,W0,normal,workday,200,211,202,0.957346,148,140,0.945946,0,0,0,391,391,0,1.0,4,212,158,17,0.01023,0.542199,0.404092,0.043478,17,17,0,0,0,0,0,0,7,9,0,8,6.902,7.92,76,0.481013,27.923,9.975,63.171,4.713,204,0.966825,110,4,0.036364,129,0.563319,1018.941,212,89,301,17,1035.941,0.712441,17.131,162,229,24,24,0,"{""Z1"": 5, ""Z2"": 5, ""Z3"": 1, ""Z4"": 1, ""Z5"": 2, ""Z6"": 2, ""Z7"": 5, ""Z8"": 1, ""Z9"": 2}",True,True,0,0,211,0,0,7334.925,0.0,0.0,0.0,0.0,0.0,0.0,2884.273,24,9.975294,20.0,0,0,0,0.708333,0.458333,False,False
55,P0_no_policy,fleet_24,W1,extreme_heat,workday,200,211,196,0.92891,148,140,0.945946,6,0,0,382,382,0,1.0,2,202,156,22,0.005236,0.528796,0.408377,0.057592,22,22,0,0,0,0,0,0,7,9,0,8,6.901,7.887,74,0.474359,28.144,10.102,63.151,5.093,198,0.965854,104,4,0.038462,127,0.564444,1018.941,202,87,289,22,1040.941,0.714601,17.439,157,225,24,24,0,"{""Z1"": 4, ""Z2"": 5, ""Z3"": 2, ""Z4"": 1, ""Z5"": 2, ""Z6"": 2, ""Z7"": 5, ""Z8"": 1, ""Z9"": 2}",True,True,33,0,205,0,0,7084.615,50644.513167,56175.241369,36699.459736,262.138998,247.969323,0.0,2846.626,24,10.102136,20.0,0,0,0,0.916667,0.458333,False,False
55,P0_no_policy,fleet_24,W2,heavy_rain,workday,200,211,192,0.909953,148,140,0.945946,11,0,0,369,369,0,1.0,0,138,185,46,0.0,0.373984,0.501355,0.124661,47,46,1,1,1,1,1,0,8,8,0,8,7.548,8.807,104,0.562162,32.049,11.022,64.913,7.758,189,0.959391,71,2,0.028169,150,0.697674,1018.941,138,130,268,46,1064.941,0.772464,16.991,154,215,24,24,0,"{""Z1"": 5, ""Z2"": 5, ""Z3"": 3, ""Z4"": 1, ""Z5"": 2, ""Z6"": 3, ""Z7"": 5, ""Z8"": 0, ""Z9"": 0}",True,True,157,3,197,0,0,7553.83,0.0,0.0,0.0,0.0,0.0,4966.965545,3197.935,24,11.213223,22.013461,0,1,0,1.916667,0.708333,True,False
56,P0_no_policy,fleet_36,W0,normal,workday,200,225,223,0.991111,146,144,0.986301,0,0,0,411,411,0,1.0,5,246,128,32,0.012165,0.59854,0.311436,0.077859,32,32,0,0,0,0,0,0,4,2,0,2,7.347,7.525,57,0.445312,25.411,10.668,60.98,5.103,221,0.982222,129,2,0.015504,110,0.484581,1018.941,246,61,307,32,1050.941,0.675704,17.894,184,227,36,36,0,"{""Z1"": 8, ""Z2"": 5, ""Z3"": 2, ""Z4"": 3, ""Z5"": 2, ""Z6"": 3, ""Z7"": 7, ""Z8"": 3, ""Z9"": 3}",True,True,0,0,225,0,0,7587.486,0.0,0.0,0.0,0.0,0.0,0.0,3111.9,36,10.667625,22.0,0,0,0,0.888889,0.416667,False,False
56,P0_no_policy,fleet_36,W1,extreme_heat,workday,200,225,219,0.973333,146,144,0.986301,4,0,0,406,406,0,1.0,5,234,128,39,0.012315,0.576355,0.315271,0.096059,39,39,0,0,0,0,0,0,4,2,0,2,7.285,7.525,57,0.445312,25.411,10.437,60.778,5.567,217,0.9819,121,2,0.016529,110,0.488889,1018.941,234,61,295,39,1057.941,0.67508,18.276,181,225,36,36,0,"{""Z1"": 7, ""Z2"": 5, ""Z3"": 3, ""Z4"": 3, ""Z5"": 2, ""Z6"": 3, ""Z7"": 7, ""Z8"": 3, ""Z9"": 3}",True,True,34,0,221,0,0,7414.582,54079.140665,60975.098833,33885.251235,235.314245,232.090762,0.0,3074.996,36,10.436692,22.0,0,0,0,1.083333,0.416667,False,False
56,P0_no_policy,fleet_36,W2,heavy_rain,workday,200,225,218,0.968889,146,143,0.979452,4,0,0,398,398,0,1.0,4,163,164,67,0.01005,0.409548,0.41206,0.168342,69,67,2,2,2,2,2,0,6,3,0,3,7.955,8.325,89,0.542683,29.312,11.364,63.176,8.514,211,0.97235,78,2,0.025641,141,0.626667,1018.941,163,103,266,67,1085.941,0.735549,17.828,173,225,36,36,0,"{""Z1"": 8, ""Z2"": 5, ""Z3"": 1, ""Z4"": 3, ""Z5"": 2, ""Z6"": 4, ""Z7"": 7, ""Z8"": 4, ""Z9"": 2}",True,True,165,4,217,0,0,7954.31,0.0,0.0,0.0,0.0,0.0,4692.054898,3463.325,36,11.613914,28.950055,0,2,0,1.861111,0.611111,True,False
56,P0_no_policy,fleet_24,W0,normal,workday,200,225,223,0.991111,146,144,0.986301,0,0,0,411,411,0,1.0,5,246,128,32,0.012165,0.59854,0.311436,0.077859,32,32,0,0,0,0,0,0,4,2,0,2,7.347,7.525,57,0.445312,25.411,11.292,61.028,5.103,221,0.982222,129,2,0.015504,110,0.484581,1018.941,246,61,307,32,1050.941,0.675704,17.894,184,227,24,24,0,"{""Z1"": 6, ""Z2"": 3, ""Z3"": 1, ""Z4"": 2, ""Z5"": 1, ""Z6"": 2, ""Z7"": 5, ""Z8"": 2, ""Z9"": 2}",True,True,0,0,225,0,0,7607.458,0.0,0.0,0.0,0.0,0.0,0.0,3131.872,24,11.291741,30.638725,0,0,0,1.333333,0.583333,False,False
56,P0_no_policy,fleet_24,W1,extreme_heat,workday,200,225,219,0.973333,146,144,0.986301,4,0,0,406,406,0,1.0,5,234,128,39,0.012315,0.576355,0.315271,0.096059,39,39,0,0,0,0,0,0,4,2,0,2,7.285,7.525,57,0.445312,25.411,10.949,60.827,5.567,217,0.9819,121,2,0.016529,110,0.488889,1018.941,234,61,295,39,1057.941,0.67508,18.276,181,225,24,24,0,"{""Z1"": 5, ""Z2"": 3, ""Z3"": 2, ""Z4"": 2, ""Z5"": 1, ""Z6"": 2, ""Z7"": 5, ""Z8"": 2, ""Z9"": 2}",True,True,34,0,221,0,0,7434.554,54178.681165,61084.593383,33885.251235,235.314245,232.090762,0.0,3094.968,24,10.948788,30.638725,0,0,0,1.625,0.583333,False,False
56,P0_no_policy,fleet_24,W2,heavy_rain,workday,200,225,217,0.964444,146,142,0.972603,4,0,0,398,398,0,1.0,6,164,164,64,0.015075,0.41206,0.41206,0.160804,69,64,5,5,5,5,5,0,7,4,0,4,7.941,8.325,89,0.542683,29.312,11.396,63.591,8.341,210,0.967742,79,3,0.037975,141,0.626667,1018.941,164,103,267,64,1082.941,0.739027,17.667,173,225,24,24,0,"{""Z1"": 6, ""Z2"": 3, ""Z3"": 0, ""Z4"": 2, ""Z5"": 1, ""Z6"": 3, ""Z7"": 5, ""Z8"": 3, ""Z9"": 1}",True,True,165,4,217,0,0,8110.983,0.0,0.0,0.0,0.0,0.0,4716.434966,3497.04,24,12.019718,28.950572,0,5,0,2.666667,0.791667,True,False
