seed,preference_scenario,weather_scenario,group,agent_count,successful_legs,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,ride_hailing_requests_per_100_agents,ride_hailing_mode_share,mean_ride_hailing_wait_minutes,necessary_activity_completion_rate,transport_related_unmet,total_outdoor_exposure_minutes,total_heat_risk_burden,metro_legs,bus_metro_transfer_legs,bus_metro_transfer_share_of_metro,exposed_travel_required_necessary_activities,completed_exposed_travel_required_necessary_activities,exposed_travel_required_necessary_completion_rate,exposed_necessary_ride_hailing_legs,exposed_necessary_ride_hailing_mode_share,exposed_necessary_outdoor_exposure_minutes,exposed_necessary_heat_risk_burden,exposed_necessary_rain_exposure_minutes,exposed_necessary_bus_metro_transfer_legs,exposed_necessary_bus_metro_transfer_share
47,J_final_candidate,W0,18-39,80,178,20,20,0,25.0,0.11236,11.0327,0.972973,0,3603.706,0.0,90,54,0.6,0,0,,0,,0,0,0,0,
47,J_final_candidate,W0,40-59,66,138,6,6,0,9.090909,0.043478,11.208167,0.967742,0,2447.714,0.0,45,21,0.466667,0,0,,0,,0,0,0,0,
47,J_final_candidate,W0,60+,54,79,1,1,0,1.851852,0.012658,8.0,1.0,0,1434.794,0.0,5,2,0.4,0,0,,0,,0,0,0,0,
47,J_final_candidate,W0,60+_digital,26,36,1,1,0,3.846154,0.027778,8.0,1.0,0,619.98,0.0,2,2,1.0,0,0,,0,,0,0,0,0,
47,J_final_candidate,W0,60+_nondigital_assisted,19,29,0,0,0,0.0,0.0,,1.0,0,519.757,0.0,3,0,0.0,0,0,,0,,0,0,0,0,
47,J_final_candidate,W0,60+_nondigital_unassisted,9,14,0,0,0,0.0,0.0,,1.0,0,295.057,0.0,0,0,,0,0,,0,,0,0,0,0,
47,J_final_candidate,W0,60+_medical_low,28,42,0,0,0,0.0,0.0,,1.0,0,737.18,0.0,2,1,0.5,0,0,,0,,0,0,0,0,
47,J_final_candidate,W0,60+_medical_standard,23,33,1,1,0,4.347826,0.030303,8.0,1.0,0,633.614,0.0,3,1,0.333333,0,0,,0,,0,0,0,0,
47,J_final_candidate,W0,60+_medical_high,3,4,0,0,0,0.0,0.0,,,0,64.0,0.0,0,0,,0,0,,0,,0,0,0,0,
47,J_final_candidate,W0,60+_digital_medical_low,15,18,0,0,0,0.0,0.0,,1.0,0,292.266,0.0,1,1,1.0,0,0,,0,,0,0,0,0,
47,J_final_candidate,W0,60+_digital_medical_standard,11,18,1,1,0,9.090909,0.055556,8.0,1.0,0,327.714,0.0,1,1,1.0,0,0,,0,,0,0,0,0,
47,J_final_candidate,W0,60+_digital_medical_high,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,,0,0,0,0,
47,J_final_candidate,W1,18-39,80,176,20,20,0,25.0,0.113636,11.0327,0.972973,0,3557.992,21448.030332,89,53,0.595506,1,1,1.0,0,0.0,24.5,270.0,0.0,1,1.0
47,J_final_candidate,W1,40-59,66,138,6,6,0,9.090909,0.043478,11.208167,0.967742,0,2447.714,17774.61217,45,21,0.466667,0,0,,0,,0,0,0,0,
47,J_final_candidate,W1,60+,54,78,5,5,0,9.259259,0.064103,8.4,1.0,0,1363.794,19050.095567,5,2,0.4,5,5,1.0,1,0.1,162.0,2651.924167,0.0,0,0.0
47,J_final_candidate,W1,60+_digital,26,35,1,1,0,3.846154,0.028571,8.0,1.0,0,607.98,8642.113566,2,2,1.0,1,1,1.0,0,0.0,30.0,468.0,0.0,0,0.0
47,J_final_candidate,W1,60+_nondigital_assisted,19,29,4,4,0,21.052632,0.137931,8.5,1.0,0,460.757,6262.054501,3,0,0.0,3,3,1.0,1,0.166667,88.0,1483.050834,0.0,0,0.0
47,J_final_candidate,W1,60+_nondigital_unassisted,9,14,0,0,0,0.0,0.0,,1.0,0,295.057,4145.9275,0,0,,1,1,1.0,0,0.0,44.0,700.873333,0.0,0,0.0
47,J_final_candidate,W1,60+_medical_low,28,42,2,2,0,7.142857,0.047619,8.0,1.0,0,709.18,9792.394301,2,1,0.5,1,1,1.0,0,0.0,37.0,612.256667,0.0,0,0.0
47,J_final_candidate,W1,60+_medical_standard,23,32,3,3,0,13.043478,0.09375,8.666667,1.0,0,590.614,8341.591266,3,1,0.333333,4,4,1.0,1,0.125,125.0,2039.6675,0.0,0,0.0
47,J_final_candidate,W1,60+_medical_high,3,4,0,0,0,0.0,0.0,,,0,64.0,916.11,0,0,,0,0,,0,,0,0,0,0,
47,J_final_candidate,W1,60+_digital_medical_low,15,18,0,0,0,0.0,0.0,,1.0,0,292.266,4072.063233,1,1,1.0,0,0,,0,,0,0,0,0,
47,J_final_candidate,W1,60+_digital_medical_standard,11,17,1,1,0,9.090909,0.058824,8.0,1.0,0,315.714,4570.050333,1,1,1.0,1,1,1.0,0,0.0,30.0,468.0,0.0,0,0.0
47,J_final_candidate,W1,60+_digital_medical_high,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,,0,0,0,0,
47,J_final_candidate,W2,18-39,80,166,32,32,0,40.0,0.192771,10.973437,0.972973,0,3595.713,0.0,94,60,0.638298,66,64,0.969697,16,0.136752,2561.184,0.0,1929.01857,51,0.435897
47,J_final_candidate,W2,40-59,66,134,28,27,1,42.424242,0.201493,12.117352,0.919355,0,2586.979,0.0,57,31,0.54386,58,54,0.931034,24,0.216216,2138.375,0.0,1780.200828,27,0.243243
47,J_final_candidate,W2,60+,54,74,3,3,0,5.555556,0.040541,8.5,1.0,0,1379.94,0.0,7,3,0.428571,6,6,1.0,0,0.0,275.223,0.0,158.223,1,0.090909
47,J_final_candidate,W2,60+_digital,26,35,2,2,0,7.692308,0.057143,7.75,1.0,0,608.48,0.0,2,2,1.0,3,3,1.0,0,0.0,121.366,0.0,68.366,1,0.2
47,J_final_candidate,W2,60+_nondigital_assisted,19,25,1,1,0,5.263158,0.04,10.0,1.0,0,470.403,0.0,4,1,0.25,2,2,1.0,0,0.0,100.0,0.0,44.0,0,0.0
47,J_final_candidate,W2,60+_nondigital_unassisted,9,14,0,0,0,0.0,0.0,,1.0,0,301.057,0.0,1,0,0.0,1,1,1.0,0,0.0,53.857,0.0,45.857,0,0.0
47,J_final_candidate,W2,60+_medical_low,28,39,1,1,0,3.571429,0.025641,7.5,1.0,0,699.883,0.0,3,2,0.666667,3,3,1.0,0,0.0,124.651,0.0,90.651,0,0.0
47,J_final_candidate,W2,60+_medical_standard,23,31,1,1,0,4.347826,0.032258,8.0,1.0,0,612.057,0.0,3,1,0.333333,3,3,1.0,0,0.0,150.572,0.0,67.572,1,0.2
47,J_final_candidate,W2,60+_medical_high,3,4,1,1,0,33.333333,0.25,10.0,,0,68.0,0.0,1,0,0.0,0,0,,0,,0,0,0,0,
47,J_final_candidate,W2,60+_digital_medical_low,15,18,1,1,0,6.666667,0.055556,7.5,1.0,0,289.766,0.0,1,1,1.0,1,1,1.0,0,0.0,31.08,0.0,27.08,0,0.0
47,J_final_candidate,W2,60+_digital_medical_standard,11,17,1,1,0,9.090909,0.058824,8.0,1.0,0,318.714,0.0,1,1,1.0,2,2,1.0,0,0.0,90.286,0.0,41.286,1,0.333333
47,J_final_candidate,W2,60+_digital_medical_high,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,,0,0,0,0,
48,J_final_candidate,W0,18-39,80,172,16,16,0,20.0,0.093023,11.465375,0.986301,0,3216.907,0.0,72,34,0.472222,0,0,,0,,0,0,0,0,
48,J_final_candidate,W0,40-59,66,134,5,5,0,7.575758,0.037313,9.6412,1.0,0,2518.962,0.0,56,29,0.517857,0,0,,0,,0,0,0,0,
48,J_final_candidate,W0,60+,54,79,2,2,0,3.703704,0.025316,11.3335,1.0,0,1396.647,0.0,10,4,0.4,0,0,,0,,0,0,0,0,
48,J_final_candidate,W0,60+_digital,26,29,1,1,0,3.846154,0.034483,8.0,1.0,0,487.308,0.0,5,1,0.2,0,0,,0,,0,0,0,0,
48,J_final_candidate,W0,60+_nondigital_assisted,21,37,1,1,0,4.761905,0.027027,14.667,1.0,0,669.553,0.0,3,2,0.666667,0,0,,0,,0,0,0,0,
48,J_final_candidate,W0,60+_nondigital_unassisted,7,13,0,0,0,0.0,0.0,,1.0,0,239.786,0.0,2,1,0.5,0,0,,0,,0,0,0,0,
48,J_final_candidate,W0,60+_medical_low,18,31,1,1,0,5.555556,0.032258,14.667,1.0,0,550.825,0.0,3,1,0.333333,0,0,,0,,0,0,0,0,
48,J_final_candidate,W0,60+_medical_standard,31,37,1,1,0,3.225806,0.027027,8.0,1.0,0,641.608,0.0,6,2,0.333333,0,0,,0,,0,0,0,0,
48,J_final_candidate,W0,60+_medical_high,5,11,0,0,0,0.0,0.0,,1.0,0,204.214,0.0,1,1,1.0,0,0,,0,,0,0,0,0,
48,J_final_candidate,W0,60+_digital_medical_low,5,2,0,0,0,0.0,0.0,,1.0,0,28.0,0.0,1,0,0.0,0,0,,0,,0,0,0,0,
48,J_final_candidate,W0,60+_digital_medical_standard,19,23,1,1,0,5.263158,0.043478,8.0,1.0,0,391.308,0.0,4,1,0.25,0,0,,0,,0,0,0,0,
48,J_final_candidate,W0,60+_digital_medical_high,2,4,0,0,0,0.0,0.0,,1.0,0,68.0,0.0,0,0,,0,0,,0,,0,0,0,0,
48,J_final_candidate,W1,18-39,80,170,16,16,0,20.0,0.094118,11.465375,0.986301,0,3185.907,19531.592666,71,34,0.478873,1,1,1.0,0,0.0,27.5,382.0,0.0,0,0.0
48,J_final_candidate,W1,40-59,66,132,3,3,0,4.545455,0.022727,10.735333,1.0,0,2502.962,18010.716714,56,29,0.517857,0,0,,0,,0,0,0,0,
48,J_final_candidate,W1,60+,54,71,4,4,0,7.407407,0.056338,9.16675,1.0,0,1235.147,16612.537069,10,4,0.4,3,3,1.0,0,0.0,128.0,2308.485834,0.0,0,0.0
48,J_final_candidate,W1,60+_digital,26,27,2,2,0,7.692308,0.074074,8.0,1.0,0,443.308,5622.797701,5,1,0.2,1,1,1.0,0,0.0,30.0,568.999167,0.0,0,0.0
48,J_final_candidate,W1,60+_nondigital_assisted,21,33,2,2,0,9.52381,0.060606,10.3335,1.0,0,582.053,7697.971234,3,2,0.666667,1,1,1.0,0,0.0,68.0,1212.986667,0.0,0,0.0
48,J_final_candidate,W1,60+_nondigital_unassisted,7,11,0,0,0,0.0,0.0,,1.0,0,209.786,3291.768134,2,1,0.5,1,1,1.0,0,0.0,30.0,526.5,0.0,0,0.0
48,J_final_candidate,W1,60+_medical_low,18,28,2,2,0,11.111111,0.071429,10.3335,1.0,0,499.325,6888.953501,3,1,0.333333,1,1,1.0,0,0.0,30.0,526.5,0.0,0,0.0
48,J_final_candidate,W1,60+_medical_standard,31,35,2,2,0,6.451613,0.057143,8.0,1.0,0,597.608,7994.994368,6,2,0.333333,2,2,1.0,0,0.0,98.0,1781.985834,0.0,0,0.0
48,J_final_candidate,W1,60+_medical_high,5,8,0,0,0,0.0,0.0,,1.0,0,138.214,1728.5892,1,1,1.0,0,0,,0,,0,0,0,0,
48,J_final_candidate,W1,60+_digital_medical_low,5,2,0,0,0,0.0,0.0,,1.0,0,28.0,323.375,1,0,0.0,0,0,,0,,0,0,0,0,
48,J_final_candidate,W1,60+_digital_medical_standard,19,21,2,2,0,10.526316,0.095238,8.0,1.0,0,347.308,4387.440201,4,1,0.25,1,1,1.0,0,0.0,30.0,568.999167,0.0,0,0.0
48,J_final_candidate,W1,60+_digital_medical_high,2,4,0,0,0,0.0,0.0,,1.0,0,68.0,911.9825,0,0,,0,0,,0,,0,0,0,0,
48,J_final_candidate,W2,18-39,80,167,37,36,1,46.25,0.215569,12.506826,0.958904,0,3433.749,0.0,87,48,0.551724,67,64,0.955224,23,0.194915,2427.865,0.0,1945.441961,41,0.347458
48,J_final_candidate,W2,40-59,66,131,19,19,0,28.787879,0.145038,11.922737,1.0,0,2599.139,0.0,62,30,0.483871,57,57,1.0,17,0.150442,2228.887,0.0,1816.79819,25,0.221239
48,J_final_candidate,W2,60+,54,65,1,1,0,1.851852,0.015385,8.0,0.923077,0,1177.174,0.0,7,2,0.285714,6,5,0.833333,0,0.0,228.0,0.0,138.0,1,0.083333
48,J_final_candidate,W2,60+_digital,26,26,1,1,0,3.846154,0.038462,8.0,1.0,0,462.788,0.0,5,1,0.2,4,4,1.0,0,0.0,145.714,0.0,73.714,1,0.125
48,J_final_candidate,W2,60+_nondigital_assisted,21,26,0,0,0,0.0,0.0,,0.8,0,469.6,0.0,0,0,,2,1,0.5,0,0.0,82.286,0.0,64.286,0,0.0
48,J_final_candidate,W2,60+_nondigital_unassisted,7,13,0,0,0,0.0,0.0,,1.0,0,244.786,0.0,2,1,0.5,0,0,,0,,0,0,0,0,
48,J_final_candidate,W2,60+_medical_low,18,25,0,0,0,0.0,0.0,,0.8,0,458.586,0.0,2,1,0.5,2,1,0.5,0,0.0,82.286,0.0,64.286,0,0.0
48,J_final_candidate,W2,60+_medical_standard,31,31,1,1,0,3.225806,0.032258,8.0,1.0,0,560.088,0.0,5,1,0.2,3,3,1.0,0,0.0,111.714,0.0,59.714,1,0.166667
48,J_final_candidate,W2,60+_medical_high,5,9,0,0,0,0.0,0.0,,1.0,0,158.5,0.0,0,0,,1,1,1.0,0,0.0,34.0,0.0,14.0,0,0.0
48,J_final_candidate,W2,60+_digital_medical_low,5,0,0,0,0,0.0,,,1.0,0,0,0,0,0,,0,0,,0,,0,0,0,0,
48,J_final_candidate,W2,60+_digital_medical_standard,19,22,1,1,0,5.263158,0.045455,8.0,1.0,0,394.788,0.0,5,1,0.2,3,3,1.0,0,0.0,111.714,0.0,59.714,1,0.166667
48,J_final_candidate,W2,60+_digital_medical_high,2,4,0,0,0,0.0,0.0,,1.0,0,68.0,0.0,0,0,,1,1,1.0,0,0.0,34.0,0.0,14.0,0,0.0
49,J_final_candidate,W0,18-39,80,178,23,23,0,28.75,0.129213,10.975478,0.986301,0,3482.09,0.0,70,41,0.585714,0,0,,0,,0,0,0,0,
49,J_final_candidate,W0,40-59,66,138,4,4,0,6.060606,0.028986,8.64175,0.96875,0,2451.885,0.0,51,21,0.411765,0,0,,0,,0,0,0,0,
49,J_final_candidate,W0,60+,54,75,1,1,0,1.851852,0.013333,8.0,1.0,0,1396.618,0.0,9,3,0.333333,0,0,,0,,0,0,0,0,
49,J_final_candidate,W0,60+_digital,26,39,1,1,0,3.846154,0.025641,8.0,1.0,0,737.533,0.0,3,1,0.333333,0,0,,0,,0,0,0,0,
49,J_final_candidate,W0,60+_nondigital_assisted,23,30,0,0,0,0.0,0.0,,1.0,0,554.571,0.0,3,0,0.0,0,0,,0,,0,0,0,0,
49,J_final_candidate,W0,60+_nondigital_unassisted,5,6,0,0,0,0.0,0.0,,,0,104.514,0.0,3,2,0.666667,0,0,,0,,0,0,0,0,
49,J_final_candidate,W0,60+_medical_low,13,19,1,1,0,7.692308,0.052632,8.0,1.0,0,310.3,0.0,4,1,0.25,0,0,,0,,0,0,0,0,
49,J_final_candidate,W0,60+_medical_standard,35,46,0,0,0,0.0,0.0,,1.0,0,878.553,0.0,4,1,0.25,0,0,,0,,0,0,0,0,
49,J_final_candidate,W0,60+_medical_high,6,10,0,0,0,0.0,0.0,,1.0,0,207.765,0.0,1,1,1.0,0,0,,0,,0,0,0,0,
49,J_final_candidate,W0,60+_digital_medical_low,4,7,1,1,0,25.0,0.142857,8.0,1.0,0,105.143,0.0,0,0,,0,0,,0,,0,0,0,0,
49,J_final_candidate,W0,60+_digital_medical_standard,17,22,0,0,0,0.0,0.0,,1.0,0,424.625,0.0,2,0,0.0,0,0,,0,,0,0,0,0,
49,J_final_candidate,W0,60+_digital_medical_high,5,10,0,0,0,0.0,0.0,,1.0,0,207.765,0.0,1,1,1.0,0,0,,0,,0,0,0,0,
49,J_final_candidate,W1,18-39,80,178,27,27,0,33.75,0.151685,11.151963,0.986301,0,3456.757,20898.074335,70,41,0.585714,0,0,,0,,0,0,0,0,
49,J_final_candidate,W1,40-59,66,138,5,5,0,7.575758,0.036232,8.1134,0.96875,0,2442.885,17168.75234,51,21,0.411765,3,3,1.0,2,0.4,76.381,775.289534,0.0,1,0.2
49,J_final_candidate,W1,60+,54,72,6,6,0,11.111111,0.083333,9.666667,1.0,0,1213.335,17250.765133,8,2,0.25,5,5,1.0,2,0.2,155.0,2597.075,0.0,0,0.0
49,J_final_candidate,W1,60+_digital,26,39,6,6,0,23.076923,0.153846,9.666667,1.0,0,639.964,9635.136333,2,0,0.0,4,4,1.0,2,0.25,125.0,2118.675,0.0,0,0.0
49,J_final_candidate,W1,60+_nondigital_assisted,23,27,0,0,0,0.0,0.0,,1.0,0,468.857,6194.792934,3,0,0.0,1,1,1.0,0,0.0,30.0,478.4,0.0,0,0.0
49,J_final_candidate,W1,60+_nondigital_unassisted,5,6,0,0,0,0.0,0.0,,,0,104.514,1420.835866,3,2,0.666667,0,0,,0,,0,0,0,0,
49,J_final_candidate,W1,60+_medical_low,13,19,1,1,0,7.692308,0.052632,8.0,1.0,0,310.3,4049.495666,4,1,0.25,0,0,,0,,0,0,0,0,
49,J_final_candidate,W1,60+_medical_standard,35,43,3,3,0,8.571429,0.069767,8.666667,1.0,0,747.841,10976.675667,4,1,0.25,2,2,1.0,0,0.0,74.0,1222.0,0.0,0,0.0
49,J_final_candidate,W1,60+_medical_high,6,10,2,2,0,33.333333,0.2,12.0,1.0,0,155.194,2224.5938,0,0,,3,3,1.0,2,0.333333,81.0,1375.075,0.0,0,0.0
49,J_final_candidate,W1,60+_digital_medical_low,4,7,1,1,0,25.0,0.142857,8.0,1.0,0,105.143,1389.297866,0,0,,0,0,,0,,0,0,0,0,
49,J_final_candidate,W1,60+_digital_medical_standard,17,22,3,3,0,17.647059,0.136364,8.666667,1.0,0,379.627,6021.244667,2,0,0.0,1,1,1.0,0,0.0,44.0,743.6,0.0,0,0.0
49,J_final_candidate,W1,60+_digital_medical_high,5,10,2,2,0,40.0,0.2,12.0,1.0,0,155.194,2224.5938,0,0,,3,3,1.0,2,0.333333,81.0,1375.075,0.0,0,0.0
49,J_final_candidate,W2,18-39,80,171,51,50,1,63.75,0.292398,12.153469,0.972603,0,3455.451,0.0,82,52,0.634146,72,70,0.972222,34,0.263566,2634.666,0.0,2216.775342,45,0.348837
49,J_final_candidate,W2,40-59,66,127,14,14,0,21.212121,0.110236,10.440071,0.96875,0,2469.033,0.0,60,30,0.5,56,54,0.964286,10,0.095238,2078.845,0.0,1696.362244,26,0.247619
49,J_final_candidate,W2,60+,54,73,2,2,0,3.703704,0.027397,9.0,1.0,0,1407.11,0.0,12,4,0.333333,7,7,1.0,0,0.0,250.317,0.0,184.7614,0,0.0
49,J_final_candidate,W2,60+_digital,26,37,1,1,0,3.846154,0.027027,8.0,1.0,0,733.636,0.0,6,2,0.333333,4,4,1.0,0,0.0,144.214,0.0,88.214,0,0.0
49,J_final_candidate,W2,60+_nondigital_assisted,23,30,1,1,0,4.347826,0.033333,10.0,1.0,0,566.96,0.0,3,0,0.0,3,3,1.0,0,0.0,106.103,0.0,96.5474,0,0.0
49,J_final_candidate,W2,60+_nondigital_unassisted,5,6,0,0,0,0.0,0.0,,,0,106.514,0.0,3,2,0.666667,0,0,,0,,0,0,0,0,
49,J_final_candidate,W2,60+_medical_low,13,19,1,1,0,7.692308,0.052632,8.0,1.0,0,356.56,0.0,7,2,0.285714,3,3,1.0,0,0.0,138.389,0.0,128.8334,0,0.0
49,J_final_candidate,W2,60+_medical_standard,35,44,1,1,0,2.857143,0.022727,10.0,1.0,0,842.785,0.0,4,1,0.25,3,3,1.0,0,0.0,72.214,0.0,38.214,0,0.0
49,J_final_candidate,W2,60+_medical_high,6,10,0,0,0,0.0,0.0,,1.0,0,207.765,0.0,1,1,1.0,1,1,1.0,0,0.0,39.714,0.0,17.714,0,0.0
49,J_final_candidate,W2,60+_digital_medical_low,4,7,1,1,0,25.0,0.142857,8.0,1.0,0,135.514,0.0,3,1,0.333333,1,1,1.0,0,0.0,50.0,0.0,50.0,0,0.0
49,J_final_candidate,W2,60+_digital_medical_standard,17,20,0,0,0,0.0,0.0,,1.0,0,390.357,0.0,2,0,0.0,2,2,1.0,0,0.0,54.5,0.0,20.5,0,0.0
49,J_final_candidate,W2,60+_digital_medical_high,5,10,0,0,0,0.0,0.0,,1.0,0,207.765,0.0,1,1,1.0,1,1,1.0,0,0.0,39.714,0.0,17.714,0,0.0
50,J_final_candidate,W0,18-39,80,187,24,24,0,30.0,0.128342,11.059767,0.972222,0,3556.447,0.0,86,40,0.465116,0,0,,0,,0,0,0,0,
50,J_final_candidate,W0,40-59,66,133,5,5,0,7.575758,0.037594,11.4734,1.0,0,2356.381,0.0,50,21,0.42,0,0,,0,,0,0,0,0,
50,J_final_candidate,W0,60+,54,77,2,2,0,3.703704,0.025974,7.0,1.0,0,1385.901,0.0,10,3,0.3,0,0,,0,,0,0,0,0,
50,J_final_candidate,W0,60+_digital,26,41,2,2,0,7.692308,0.04878,7.0,1.0,0,691.37,0.0,7,2,0.285714,0,0,,0,,0,0,0,0,
50,J_final_candidate,W0,60+_nondigital_assisted,18,26,0,0,0,0.0,0.0,,1.0,0,485.731,0.0,2,1,0.5,0,0,,0,,0,0,0,0,
50,J_final_candidate,W0,60+_nondigital_unassisted,10,10,0,0,0,0.0,0.0,,1.0,0,208.8,0.0,1,0,0.0,0,0,,0,,0,0,0,0,
50,J_final_candidate,W0,60+_medical_low,15,26,0,0,0,0.0,0.0,,1.0,0,452.614,0.0,3,2,0.666667,0,0,,0,,0,0,0,0,
50,J_final_candidate,W0,60+_medical_standard,29,41,2,2,0,6.896552,0.04878,7.0,1.0,0,721.287,0.0,5,1,0.2,0,0,,0,,0,0,0,0,
50,J_final_candidate,W0,60+_medical_high,10,10,0,0,0,0.0,0.0,,1.0,0,212.0,0.0,2,0,0.0,0,0,,0,,0,0,0,0,
50,J_final_candidate,W0,60+_digital_medical_low,8,16,0,0,0,0.0,0.0,,1.0,0,282.871,0.0,3,2,0.666667,0,0,,0,,0,0,0,0,
50,J_final_candidate,W0,60+_digital_medical_standard,14,21,2,2,0,14.285714,0.095238,7.0,1.0,0,340.499,0.0,2,0,0.0,0,0,,0,,0,0,0,0,
50,J_final_candidate,W0,60+_digital_medical_high,4,4,0,0,0,0.0,0.0,,1.0,0,68.0,0.0,2,0,0.0,0,0,,0,,0,0,0,0,
50,J_final_candidate,W1,18-39,80,186,27,27,0,33.75,0.145161,11.022275,0.972222,0,3517.828,20640.023503,86,40,0.465116,0,0,,0,,0,0,0,0,
50,J_final_candidate,W1,40-59,66,132,7,7,0,10.606061,0.05303,11.052429,1.0,0,2327.023,16604.800306,50,21,0.42,0,0,,0,,0,0,0,0,
50,J_final_candidate,W1,60+,54,69,2,2,0,3.703704,0.028986,7.0,1.0,0,1234.616,17567.128366,6,2,0.333333,3,3,1.0,0,0.0,105.0,1746.636667,0.0,0,0.0
50,J_final_candidate,W1,60+_digital,26,35,1,1,0,3.846154,0.028571,8.0,1.0,0,588.085,8395.921299,5,2,0.4,1,1,1.0,0,0.0,31.0,468.13,0.0,0,0.0
50,J_final_candidate,W1,60+_nondigital_assisted,18,24,1,1,0,5.555556,0.041667,6.0,1.0,0,437.731,5933.152767,0,0,,1,1,1.0,0,0.0,30.0,499.85,0.0,0,0.0
50,J_final_candidate,W1,60+_nondigital_unassisted,10,10,0,0,0,0.0,0.0,,1.0,0,208.8,3238.0543,1,0,0.0,1,1,1.0,0,0.0,44.0,778.656667,0.0,0,0.0
50,J_final_candidate,W1,60+_medical_low,15,24,0,0,0,0.0,0.0,,1.0,0,406.9,5760.295233,2,1,0.5,1,1,1.0,0,0.0,30.0,499.85,0.0,0,0.0
50,J_final_candidate,W1,60+_medical_standard,29,35,2,2,0,6.896552,0.057143,7.0,1.0,0,615.716,8888.668532,2,1,0.5,0,0,,0,,0,0,0,0,
50,J_final_candidate,W1,60+_medical_high,10,10,0,0,0,0.0,0.0,,1.0,0,212.0,2918.164601,2,0,0.0,2,2,1.0,0,0.0,75.0,1246.786667,0.0,0,0.0
50,J_final_candidate,W1,60+_digital_medical_low,8,14,0,0,0,0.0,0.0,,1.0,0,237.157,3420.166966,2,1,0.5,0,0,,0,,0,0,0,0,
50,J_final_candidate,W1,60+_digital_medical_standard,14,17,1,1,0,7.142857,0.058824,8.0,1.0,0,282.928,4056.524333,1,1,1.0,0,0,,0,,0,0,0,0,
50,J_final_candidate,W1,60+_digital_medical_high,4,4,0,0,0,0.0,0.0,,1.0,0,68.0,919.23,2,0,0.0,1,1,1.0,0,0.0,31.0,468.13,0.0,0,0.0
50,J_final_candidate,W2,18-39,80,174,43,42,1,53.75,0.241379,10.673791,0.930556,1,3558.785,0.0,93,48,0.516129,59,57,0.966102,22,0.22449,1992.892,0.0,1573.327766,34,0.346939
50,J_final_candidate,W2,40-59,66,122,15,14,1,22.727273,0.114754,10.6226,0.95082,0,2422.51,0.0,59,28,0.474576,55,52,0.945455,11,0.103774,2142.893,0.0,1653.452386,27,0.254717
50,J_final_candidate,W2,60+,54,73,3,3,0,5.555556,0.041096,8.0,1.0,0,1319.892,0.0,9,2,0.222222,7,7,1.0,0,0.0,262.532,0.0,132.9764,0,0.0
50,J_final_candidate,W2,60+_digital,26,37,2,2,0,7.692308,0.054054,7.0,1.0,0,620.545,0.0,5,1,0.2,2,2,1.0,0,0.0,65.389,0.0,38.8334,0,0.0
50,J_final_candidate,W2,60+_nondigital_assisted,18,26,1,1,0,5.555556,0.038462,10.0,1.0,0,486.347,0.0,3,1,0.333333,4,4,1.0,0,0.0,163.143,0.0,86.143,0,0.0
50,J_final_candidate,W2,60+_nondigital_unassisted,10,10,0,0,0,0.0,0.0,,1.0,0,213.0,0.0,1,0,0.0,1,1,1.0,0,0.0,34.0,0.0,8.0,0,0.0
50,J_final_candidate,W2,60+_medical_low,15,24,0,0,0,0.0,0.0,,1.0,0,403.814,0.0,1,1,1.0,3,3,1.0,0,0.0,94.643,0.0,68.643,0,0.0
50,J_final_candidate,W2,60+_medical_standard,29,39,3,3,0,10.344828,0.076923,8.0,1.0,0,700.189,0.0,6,1,0.166667,2,2,1.0,0,0.0,66.714,0.0,23.714,0,0.0
50,J_final_candidate,W2,60+_medical_high,10,10,0,0,0,0.0,0.0,,1.0,0,215.889,0.0,2,0,0.0,2,2,1.0,0,0.0,101.175,0.0,40.6194,0,0.0
50,J_final_candidate,W2,60+_digital_medical_low,8,14,0,0,0,0.0,0.0,,1.0,0,234.871,0.0,1,1,1.0,1,1,1.0,0,0.0,24.5,0.0,24.5,0,0.0
50,J_final_candidate,W2,60+_digital_medical_standard,14,19,2,2,0,14.285714,0.105263,7.0,1.0,0,313.785,0.0,2,0,0.0,0,0,,0,,0,0,0,0,
50,J_final_candidate,W2,60+_digital_medical_high,4,4,0,0,0,0.0,0.0,,1.0,0,71.889,0.0,2,0,0.0,1,1,1.0,0,0.0,40.889,0.0,14.3334,0,0.0
51,J_final_candidate,W0,18-39,80,177,9,9,0,11.25,0.050847,10.401111,0.986111,0,3450.228,0.0,78,44,0.564103,0,0,,0,,0,0,0,0,
51,J_final_candidate,W0,40-59,66,140,8,8,0,12.121212,0.057143,11.7775,0.952381,0,2425.633,0.0,45,16,0.355556,0,0,,0,,0,0,0,0,
51,J_final_candidate,W0,60+,54,80,1,1,0,1.851852,0.0125,12.0,1.0,0,1467.316,0.0,7,4,0.571429,0,0,,0,,0,0,0,0,
51,J_final_candidate,W0,60+_digital,26,45,1,1,0,3.846154,0.022222,12.0,1.0,0,809.868,0.0,5,4,0.8,0,0,,0,,0,0,0,0,
51,J_final_candidate,W0,60+_nondigital_assisted,17,22,0,0,0,0.0,0.0,,1.0,0,395.014,0.0,2,0,0.0,0,0,,0,,0,0,0,0,
