seed,preference_scenario,weather_scenario,group,agent_count,successful_legs,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,ride_hailing_requests_per_100_agents,ride_hailing_mode_share,mean_ride_hailing_wait_minutes,necessary_activity_completion_rate,transport_related_unmet,total_outdoor_exposure_minutes,total_heat_risk_burden,metro_legs,bus_metro_transfer_legs,bus_metro_transfer_share_of_metro,exposed_travel_required_necessary_activities,completed_exposed_travel_required_necessary_activities,exposed_travel_required_necessary_completion_rate,exposed_necessary_ride_hailing_legs,exposed_necessary_ride_hailing_mode_share,exposed_necessary_outdoor_exposure_minutes,exposed_necessary_heat_risk_burden,exposed_necessary_rain_exposure_minutes,exposed_necessary_bus_metro_transfer_legs,exposed_necessary_bus_metro_transfer_share
55,J_final_candidate,W2,60+_digital_medical_high,1,2,0,0,0,0.0,0.0,,1.0,0,37.0,0.0,0,0,,0,0,,0,,0,0,0,0,
56,J_final_candidate,W0,18-39,80,183,23,23,0,28.75,0.125683,10.421565,1.0,0,3445.922,0.0,74,32,0.432432,0,0,,0,,0,0,0,0,
56,J_final_candidate,W0,40-59,66,136,9,9,0,13.636364,0.066176,11.296444,0.967213,0,2464.25,0.0,43,21,0.488372,0,0,,0,,0,0,0,0,
56,J_final_candidate,W0,60+,54,92,3,3,0,5.555556,0.032609,9.333333,1.0,0,1612.314,0.0,10,3,0.3,0,0,,0,,0,0,0,0,
56,J_final_candidate,W0,60+_digital,26,41,2,2,0,7.692308,0.04878,8.0,1.0,0,676.027,0.0,3,0,0.0,0,0,,0,,0,0,0,0,
56,J_final_candidate,W0,60+_nondigital_assisted,20,38,1,1,0,5.0,0.026316,12.0,1.0,0,730.63,0.0,5,2,0.4,0,0,,0,,0,0,0,0,
56,J_final_candidate,W0,60+_nondigital_unassisted,8,13,0,0,0,0.0,0.0,,,0,205.657,0.0,2,1,0.5,0,0,,0,,0,0,0,0,
56,J_final_candidate,W0,60+_medical_low,17,22,0,0,0,0.0,0.0,,1.0,0,408.157,0.0,4,2,0.5,0,0,,0,,0,0,0,0,
56,J_final_candidate,W0,60+_medical_standard,35,66,3,3,0,8.571429,0.045455,9.333333,1.0,0,1143.157,0.0,5,1,0.2,0,0,,0,,0,0,0,0,
56,J_final_candidate,W0,60+_medical_high,2,4,0,0,0,0.0,0.0,,1.0,0,61.0,0.0,1,0,0.0,0,0,,0,,0,0,0,0,
56,J_final_candidate,W0,60+_digital_medical_low,9,10,0,0,0,0.0,0.0,,,0,185.0,0.0,1,0,0.0,0,0,,0,,0,0,0,0,
56,J_final_candidate,W0,60+_digital_medical_standard,16,29,2,2,0,12.5,0.068966,8.0,1.0,0,460.027,0.0,1,0,0.0,0,0,,0,,0,0,0,0,
56,J_final_candidate,W0,60+_digital_medical_high,1,2,0,0,0,0.0,0.0,,1.0,0,31.0,0.0,1,0,0.0,0,0,,0,,0,0,0,0,
56,J_final_candidate,W1,18-39,80,183,27,27,0,33.75,0.147541,10.26337,1.0,0,3417.908,20583.652665,74,32,0.432432,1,1,1.0,1,0.5,38.286,389.940666,0.0,0,0.0
56,J_final_candidate,W1,40-59,66,134,10,10,0,15.151515,0.074627,11.6335,0.967213,0,2431.203,17250.630836,43,21,0.488372,0,0,,0,,0,0,0,0,
56,J_final_candidate,W1,60+,54,89,8,8,0,14.814815,0.089888,8.5,1.0,0,1478.457,21580.916499,10,3,0.3,3,3,1.0,0,0.0,90.0,1548.3,0.0,0,0.0
56,J_final_candidate,W1,60+_digital,26,39,3,3,0,11.538462,0.076923,7.333333,1.0,0,635.17,9218.562599,3,0,0.0,1,1,1.0,0,0.0,30.0,495.3,0.0,0,0.0
56,J_final_candidate,W1,60+_nondigital_assisted,20,37,5,5,0,25.0,0.135135,9.2,1.0,0,637.63,9405.4402,5,2,0.4,2,2,1.0,0,0.0,60.0,1053.0,0.0,0,0.0
56,J_final_candidate,W1,60+_nondigital_unassisted,8,13,0,0,0,0.0,0.0,,,0,205.657,2956.9137,2,1,0.5,0,0,,0,,0,0,0,0,
56,J_final_candidate,W1,60+_medical_low,17,22,0,0,0,0.0,0.0,,1.0,0,408.157,5846.261632,4,2,0.5,0,0,,0,,0,0,0,0,
56,J_final_candidate,W1,60+_medical_standard,35,63,8,8,0,22.857143,0.126984,8.5,1.0,0,1009.3,14721.954867,5,1,0.2,2,2,1.0,0,0.0,60.0,1002.3,0.0,0,0.0
56,J_final_candidate,W1,60+_medical_high,2,4,0,0,0,0.0,0.0,,1.0,0,61.0,1012.7,1,0,0.0,1,1,1.0,0,0.0,30.0,546.0,0.0,0,0.0
56,J_final_candidate,W1,60+_digital_medical_low,9,10,0,0,0,0.0,0.0,,,0,185.0,2427.176266,1,0,0.0,0,0,,0,,0,0,0,0,
56,J_final_candidate,W1,60+_digital_medical_standard,16,27,3,3,0,18.75,0.111111,7.333333,1.0,0,419.17,6324.686333,1,0,0.0,1,1,1.0,0,0.0,30.0,495.3,0.0,0,0.0
56,J_final_candidate,W1,60+_digital_medical_high,1,2,0,0,0,0.0,0.0,,1.0,0,31.0,466.7,1,0,0.0,0,0,,0,,0,0,0,0,
56,J_final_candidate,W2,18-39,80,182,51,49,2,63.75,0.269231,11.605559,0.986667,0,3772.804,0.0,86,45,0.523256,69,68,0.985507,30,0.263158,2277.79,0.0,1947.677981,34,0.298246
56,J_final_candidate,W2,40-59,66,129,25,24,1,37.878788,0.186047,11.72308,0.967213,0,2479.638,0.0,54,30,0.555556,55,53,0.963636,16,0.152381,2081.599,0.0,1579.453512,27,0.257143
56,J_final_candidate,W2,60+,54,87,4,4,0,7.407407,0.045977,9.5,1.0,0,1553.031,0.0,12,5,0.416667,1,1,1.0,0,0.0,38.389,0.0,28.8334,0,0.0
56,J_final_candidate,W2,60+_digital,26,36,3,3,0,11.538462,0.083333,8.666667,1.0,0,593.494,0.0,4,1,0.25,0,0,,0,,0,0,0,0,
56,J_final_candidate,W2,60+_nondigital_assisted,20,38,1,1,0,5.0,0.026316,12.0,1.0,0,751.88,0.0,6,3,0.5,1,1,1.0,0,0.0,38.389,0.0,28.8334,0,0.0
56,J_final_candidate,W2,60+_nondigital_unassisted,8,13,0,0,0,0.0,0.0,,,0,207.657,0.0,2,1,0.5,0,0,,0,,0,0,0,0,
56,J_final_candidate,W2,60+_medical_low,17,18,0,0,0,0.0,0.0,,1.0,0,324.76,0.0,4,2,0.5,1,1,1.0,0,0.0,38.389,0.0,28.8334,0,0.0
56,J_final_candidate,W2,60+_medical_standard,35,65,4,4,0,11.428571,0.061538,9.5,1.0,0,1165.493,0.0,7,3,0.428571,0,0,,0,,0,0,0,0,
56,J_final_candidate,W2,60+_medical_high,2,4,0,0,0,0.0,0.0,,1.0,0,62.778,0.0,1,0,0.0,0,0,,0,,0,0,0,0,
56,J_final_candidate,W2,60+_digital_medical_low,9,6,0,0,0,0.0,0.0,,,0,97.714,0.0,1,0,0.0,0,0,,0,,0,0,0,0,
56,J_final_candidate,W2,60+_digital_medical_standard,16,28,3,3,0,18.75,0.107143,8.666667,1.0,0,463.002,0.0,2,1,0.5,0,0,,0,,0,0,0,0,
56,J_final_candidate,W2,60+_digital_medical_high,1,2,0,0,0,0.0,0.0,,1.0,0,32.778,0.0,1,0,0.0,0,0,,0,,0,0,0,0,
