leg_id,agent_id,date,day,leg_role,activity_id,purpose,origin_zone,destination_zone,departure_time,final_attempt_departure_time,primary_mode,primary_failed,primary_failure_reason,fallback_attempted,fallback_succeeded,final_mode,transport_succeeded,wait_minutes,failed_attempt_consumed_minutes,cumulative_wait_minutes,access_time_min,transfer_time_min,in_vehicle_time_min,total_travel_time_min,fare_yuan,final_speed_kmh,scenario_vc,weather_type_at_departure,weather_scenario,day_type,policy,outdoor_exposure_minutes,heat_hazard_dose_c_min,age_vulnerability_weight,heat_risk_burden,rain_exposure_minutes
32-2026-07-07-L02,32,2026-07-07,Tuesday,return_home,activity-32-2026-07-07-002,return_home,Z2,Z3,2026-07-07 17:00:00,2026-07-07 17:00:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,8.692,25.986,47.678,4.0,35.0,,normal,W0,workday,P0_no_policy,13.0,0.0,1.1,0.0,0.0
33-2026-07-07-L01,33,2026-07-07,Tuesday,outbound,activity-33-2026-07-07-002,work,Z4,Z7,2026-07-07 09:35:00,2026-07-07 09:35:00,metro,False,,False,False,metro,True,3.994,0.0,3.994,13.0,0.0,28.019,45.013,5.0,35.0,,normal,W0,workday,P0_no_policy,16.994,0.0,1.1,0.0,0.0
33-2026-07-07-L02,33,2026-07-07,Tuesday,return_home,activity-33-2026-07-07-002,return_home,Z7,Z4,2026-07-07 19:00:00,2026-07-07 19:00:00,metro,False,,False,False,metro,True,4.007,0.0,4.007,13.0,0.0,28.019,45.026,5.0,35.0,,normal,W0,workday,P0_no_policy,17.007,0.0,1.1,0.0,0.0
34-2026-07-07-L01,34,2026-07-07,Tuesday,outbound,activity-34-2026-07-07-002,work,Z7,Z2,2026-07-07 07:05:00,2026-07-07 07:05:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,0.0,42.894,55.894,5.0,35.0,,normal,W0,workday,P0_no_policy,13.0,0.0,1.1,0.0,0.0
34-2026-07-07-L02,34,2026-07-07,Tuesday,return_home,activity-34-2026-07-07-002,return_home,Z2,Z7,2026-07-07 17:00:00,2026-07-07 17:00:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,0.0,42.894,55.894,5.0,35.0,,normal,W0,workday,P0_no_policy,13.0,0.0,1.1,0.0,0.0
35-2026-07-07-L01,35,2026-07-07,Tuesday,outbound,activity-35-2026-07-07-002,work,Z2,Z1,2026-07-07 08:00:00,2026-07-07 08:00:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,12.894,27.394,4.0,35.0,,normal,W0,workday,P0_no_policy,14.5,0.0,1.1,0.0,0.0
35-2026-07-07-L02,35,2026-07-07,Tuesday,return_home,activity-35-2026-07-07-002,return_home,Z1,Z2,2026-07-07 18:30:00,2026-07-07 18:30:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,12.894,27.394,4.0,35.0,,normal,W0,workday,P0_no_policy,14.5,0.0,1.1,0.0,0.0
36-2026-07-07-L01,36,2026-07-07,Tuesday,outbound,activity-36-2026-07-07-002,work,Z6,Z3,2026-07-07 07:35:00,2026-07-07 07:35:00,metro,False,,False,False,metro,True,3.6,0.0,3.6,13.0,0.0,26.024,42.624,4.0,35.0,,normal,W0,workday,P0_no_policy,16.6,0.0,1.1,0.0,0.0
36-2026-07-07-L02,36,2026-07-07,Tuesday,return_home,activity-36-2026-07-07-002,return_home,Z3,Z6,2026-07-07 18:00:00,2026-07-07 18:00:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,13.0,0.0,26.024,43.524,4.0,35.0,,normal,W0,workday,P0_no_policy,17.5,0.0,1.1,0.0,0.0
37-2026-07-07-L01,37,2026-07-07,Tuesday,outbound,activity-37-2026-07-07-003,work,Z3,Z7,2026-07-07 06:35:00,2026-07-07 06:35:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,10.0,8.209,43.092,67.301,5.0,35.0,,normal,W0,workday,P0_no_policy,16.0,0.0,1.1,0.0,0.0
37-2026-07-07-L02,37,2026-07-07,Tuesday,return_home,activity-37-2026-07-07-003,return_home,Z7,Z3,2026-07-07 17:30:00,2026-07-07 17:30:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,10.0,43.092,67.592,5.0,35.0,,normal,W0,workday,P0_no_policy,14.5,0.0,1.1,0.0,0.0
38-2026-07-07-L01,38,2026-07-07,Tuesday,outbound,activity-38-2026-07-07-003,medical,Z8,Z8,2026-07-07 08:35:00,2026-07-07 08:35:00,bus,False,,False,False,bus,True,5.714,0.0,5.714,18.0,0.0,27.942,51.657,2.0,15.03,0.924444,normal,W0,workday,P0_no_policy,23.714,0.0,1.3,0.0,0.0
38-2026-07-07-L02,38,2026-07-07,Tuesday,between_activities,activity-38-2026-07-07-004,visit,Z8,Z2,2026-07-07 12:25:00,2026-07-07 12:25:00,bus,False,,False,False,bus,True,10.0,0.0,10.0,15.0,0.0,37.293,62.293,2.0,17.972,0.476667,normal,W0,workday,P0_no_policy,25.0,0.0,1.3,0.0,0.0
38-2026-07-07-L03,38,2026-07-07,Tuesday,return_home,activity-38-2026-07-07-004,return_home,Z2,Z8,2026-07-07 17:00:00,2026-07-07 17:00:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,13.0,0.0,17.408,33.408,4.0,35.0,,normal,W0,workday,P0_no_policy,16.0,0.0,1.3,0.0,0.0
39-2026-07-07-L01,39,2026-07-07,Tuesday,outbound,activity-39-2026-07-07-001,out_of_home_family_activity,Z6,Z6,2026-07-07 15:00:00,2026-07-07 15:00:00,bus,False,,False,False,bus,True,10.0,0.0,10.0,18.0,0.0,29.875,57.875,2.0,17.972,0.476667,normal,W0,workday,P0_no_policy,28.0,0.0,1.3,0.0,0.0
39-2026-07-07-L02,39,2026-07-07,Tuesday,return_home,activity-39-2026-07-07-001,return_home,Z6,Z6,2026-07-07 16:30:00,2026-07-07 16:30:00,bus,False,,False,False,bus,True,10.0,0.0,10.0,18.0,0.0,34.942,62.942,2.0,15.366,0.476667,normal,W0,workday,P0_no_policy,28.0,0.0,1.3,0.0,0.0
4-2026-07-07-L01,4,2026-07-07,Tuesday,outbound,activity-4-2026-07-07-003,work,Z4,Z4,2026-07-07 10:00:00,2026-07-07 10:00:00,bus,False,,False,False,bus,True,6.857,0.0,6.857,18.0,0.0,31.633,56.491,2.0,17.52,0.671373,normal,W0,workday,P0_no_policy,24.857,0.0,1.0,0.0,0.0
4-2026-07-07-L02,4,2026-07-07,Tuesday,return_home,activity-4-2026-07-07-003,return_home,Z4,Z4,2026-07-07 19:30:00,2026-07-07 19:30:00,bus,False,,False,False,bus,True,6.857,0.0,6.857,18.0,0.0,31.601,56.459,2.0,17.537,0.682484,normal,W0,workday,P0_no_policy,24.857,0.0,1.0,0.0,0.0
41-2026-07-07-L01,41,2026-07-07,Tuesday,outbound,activity-41-2026-07-07-002,shopping,Z7,Z7,2026-07-07 09:40:00,2026-07-07 09:40:00,bus,False,,False,False,bus,True,4.8,0.0,4.8,12.0,0.0,24.096,40.896,2.0,15.221,0.671373,normal,W0,workday,P0_no_policy,16.8,0.0,1.3,0.0,0.0
41-2026-07-07-L02,41,2026-07-07,Tuesday,between_activities,activity-41-2026-07-07-003,shopping,Z7,Z7,2026-07-07 14:40:00,2026-07-07 14:40:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,17.628,36.628,2.0,17.972,0.476667,normal,W0,workday,P0_no_policy,19.0,0.0,1.3,0.0,0.0
41-2026-07-07-L03,41,2026-07-07,Tuesday,return_home,activity-41-2026-07-07-003,return_home,Z7,Z7,2026-07-07 17:00:00,2026-07-07 17:00:00,bus,False,,False,False,bus,True,4.5,0.0,4.5,12.0,0.0,23.83,40.33,2.0,15.147,0.733333,normal,W0,workday,P0_no_policy,16.5,0.0,1.3,0.0,0.0
42-2026-07-07-L01,42,2026-07-07,Tuesday,outbound,activity-42-2026-07-07-002,shopping,Z2,Z2,2026-07-07 15:40:00,2026-07-07 15:40:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,19.96,38.96,2.0,17.972,0.476667,normal,W0,workday,P0_no_policy,19.0,0.0,1.3,0.0,0.0
42-2026-07-07-L02,42,2026-07-07,Tuesday,return_home,activity-42-2026-07-07-002,return_home,Z2,Z2,2026-07-07 17:30:00,2026-07-07 17:30:00,ride_hailing,False,,False,False,ride_hailing,True,11.0,0.0,11.0,2.0,0.0,11.85,24.85,20.57,27.519,0.945,normal,W0,workday,P0_no_policy,11.0,0.0,1.3,0.0,0.0
44-2026-07-07-L01,44,2026-07-07,Tuesday,outbound,activity-44-2026-07-07-001,medical,Z4,Z7,2026-07-07 10:35:00,2026-07-07 10:35:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,13.0,0.0,28.019,47.019,5.0,35.0,,normal,W0,workday,P0_no_policy,19.0,0.0,1.3,0.0,0.0
44-2026-07-07-L02,44,2026-07-07,Tuesday,return_home,activity-44-2026-07-07-001,return_home,Z7,Z4,2026-07-07 13:00:00,2026-07-07 13:00:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,13.0,0.0,28.019,46.019,5.0,35.0,,normal,W0,workday,P0_no_policy,18.0,0.0,1.3,0.0,0.0
46-2026-07-07-L01,46,2026-07-07,Tuesday,outbound,activity-46-2026-07-07-001,shopping,Z5,Z5,2026-07-07 15:45:00,2026-07-07 15:45:00,bus,False,,False,False,bus,True,10.0,0.0,10.0,18.0,0.0,15.468,43.468,2.0,17.972,0.476667,normal,W0,workday,P0_no_policy,28.0,0.0,1.3,0.0,0.0
46-2026-07-07-L02,46,2026-07-07,Tuesday,return_home,activity-46-2026-07-07-001,return_home,Z5,Z5,2026-07-07 17:30:00,2026-07-07 17:30:00,bus,False,,False,False,bus,True,5.714,0.0,5.714,18.0,0.0,18.52,42.235,2.0,15.01,0.945,normal,W0,workday,P0_no_policy,23.714,0.0,1.3,0.0,0.0
47-2026-07-07-L01,47,2026-07-07,Tuesday,outbound,activity-47-2026-07-07-002,medical,Z3,Z6,2026-07-07 13:05:00,2026-07-07 13:05:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,15.0,0.0,55.75,77.75,2.0,17.972,0.476667,normal,W0,workday,P0_no_policy,22.0,0.0,1.3,0.0,0.0
47-2026-07-07-L02,47,2026-07-07,Tuesday,return_home,activity-47-2026-07-07-002,return_home,Z6,Z3,2026-07-07 17:00:00,2026-07-07 17:00:00,bus,False,,False,False,bus,True,6.429,0.0,6.429,15.0,0.0,66.345,87.773,2.0,15.102,0.733333,normal,W0,workday,P0_no_policy,21.429,0.0,1.3,0.0,0.0
48-2026-07-07-L01,48,2026-07-07,Tuesday,outbound,activity-48-2026-07-07-003,medical,Z3,Z1,2026-07-07 10:00:00,2026-07-07 10:00:00,bus,False,,False,False,bus,True,4.8,0.0,4.8,12.0,0.0,30.073,46.873,2.0,16.761,0.671373,normal,W0,workday,P0_no_policy,16.8,0.0,1.3,0.0,0.0
48-2026-07-07-L02,48,2026-07-07,Tuesday,return_home,activity-48-2026-07-07-003,return_home,Z1,Z3,2026-07-07 12:00:00,2026-07-07 12:00:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,10.0,0.0,13.092,28.092,4.0,35.0,,normal,W0,workday,P0_no_policy,15.0,0.0,1.3,0.0,0.0
49-2026-07-07-L01,49,2026-07-07,Tuesday,outbound,activity-49-2026-07-07-002,out_of_home_family_activity,Z7,Z7,2026-07-07 10:05:00,2026-07-07 10:05:00,metro,False,,False,False,metro,True,3.2,0.0,3.2,10.0,0.0,26.246,39.446,4.0,35.0,,normal,W0,workday,P0_no_policy,13.2,0.0,1.3,0.0,0.0
49-2026-07-07-L02,49,2026-07-07,Tuesday,return_home,activity-49-2026-07-07-002,return_home,Z7,Z7,2026-07-07 15:00:00,2026-07-07 15:00:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,56.226,75.226,2.0,17.972,0.476667,normal,W0,workday,P0_no_policy,19.0,0.0,1.3,0.0,0.0
5-2026-07-07-L01,5,2026-07-07,Tuesday,outbound,activity-5-2026-07-07-002,work,Z4,Z1,2026-07-07 09:00:00,2026-07-07 09:00:00,metro,False,,False,False,metro,True,4.673,0.0,4.673,13.0,0.0,58.019,75.692,6.0,35.0,,normal,W0,workday,P0_no_policy,17.673,0.0,1.0,0.0,0.0
5-2026-07-07-L02,5,2026-07-07,Tuesday,return_home,activity-5-2026-07-07-002,return_home,Z1,Z4,2026-07-07 20:30:00,2026-07-07 20:30:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,13.0,0.0,58.019,77.019,6.0,35.0,,normal,W0,workday,P0_no_policy,19.0,0.0,1.0,0.0,0.0
50-2026-07-07-L01,50,2026-07-07,Tuesday,outbound,activity-50-2026-07-07-001,out_of_home_family_activity,Z4,Z4,2026-07-07 11:45:00,2026-07-07 11:45:00,bus,False,,False,False,bus,True,10.0,0.0,10.0,18.0,0.0,44.687,72.687,2.0,17.972,0.476667,normal,W0,workday,P0_no_policy,28.0,0.0,1.3,0.0,0.0
50-2026-07-07-L02,50,2026-07-07,Tuesday,return_home,activity-50-2026-07-07-001,return_home,Z4,Z4,2026-07-07 18:30:00,2026-07-07 18:30:00,bus,False,,False,False,bus,True,5.714,0.0,5.714,18.0,0.0,52.973,76.688,2.0,15.16,0.944444,normal,W0,workday,P0_no_policy,23.714,0.0,1.3,0.0,0.0
7-2026-07-07-L01,7,2026-07-07,Tuesday,outbound,activity-7-2026-07-07-002,work,Z1,Z1,2026-07-07 09:05:00,2026-07-07 09:05:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,10.627,25.127,4.0,35.0,,normal,W0,workday,P0_no_policy,14.5,0.0,1.0,0.0,0.0
7-2026-07-07-L02,7,2026-07-07,Tuesday,return_home,activity-7-2026-07-07-002,return_home,Z1,Z1,2026-07-07 18:00:00,2026-07-07 18:00:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,10.627,25.127,4.0,35.0,,normal,W0,workday,P0_no_policy,14.5,0.0,1.0,0.0,0.0
8-2026-07-07-L01,8,2026-07-07,Tuesday,outbound,activity-8-2026-07-07-002,work,Z6,Z6,2026-07-07 08:35:00,2026-07-07 08:35:00,bus,False,,False,False,bus,True,5.714,0.0,5.714,18.0,0.0,30.269,53.983,2.0,15.03,0.924444,normal,W0,workday,P0_no_policy,23.714,0.0,1.0,0.0,0.0
8-2026-07-07-L02,8,2026-07-07,Tuesday,return_home,activity-8-2026-07-07-002,return_home,Z6,Z6,2026-07-07 18:00:00,2026-07-07 18:00:00,ride_hailing,False,,False,False,ride_hailing,True,14.667,0.0,14.667,2.0,0.0,15.029,31.695,24.51,27.519,0.945,normal,W0,workday,P0_no_policy,14.667,0.0,1.0,0.0,0.0
9-2026-07-07-L01,9,2026-07-07,Tuesday,outbound,activity-9-2026-07-07-002,work,Z7,Z3,2026-07-07 07:35:00,2026-07-07 07:35:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,9.443,43.092,65.535,5.0,35.0,,normal,W0,workday,P0_no_policy,13.0,0.0,1.0,0.0,0.0
9-2026-07-07-L02,9,2026-07-07,Tuesday,return_home,activity-9-2026-07-07-002,return_home,Z3,Z7,2026-07-07 17:00:00,2026-07-07 17:00:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,9.211,43.092,65.303,5.0,35.0,,normal,W0,workday,P0_no_policy,13.0,0.0,1.0,0.0,0.0
1-2026-07-11-L01,1,2026-07-11,Saturday,outbound,activity-1-2026-07-11-007,visit,Z3,Z3,2026-07-11 11:10:00,2026-07-11 11:10:00,ride_hailing,False,,False,False,ride_hailing,True,6.0,0.0,6.0,2.0,0.0,10.127,18.127,20.91,32.947,0.477222,normal,W0,rest_day,P0_no_policy,6.0,0.0,1.0,0.0,0.0
1-2026-07-11-L02,1,2026-07-11,Saturday,between_activities,activity-1-2026-07-11-008,social_leisure,Z3,Z2,2026-07-11 15:05:00,2026-07-11 15:05:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,10.0,7.0,25.986,47.986,4.0,35.0,,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.0,0.0,0.0
1-2026-07-11-L03,1,2026-07-11,Saturday,return_home,activity-1-2026-07-11-008,return_home,Z2,Z3,2026-07-11 18:00:00,2026-07-11 18:00:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,10.0,25.986,50.486,4.0,35.0,,normal,W0,rest_day,P0_no_policy,14.5,0.0,1.0,0.0,0.0
10-2026-07-11-L01,10,2026-07-11,Saturday,outbound,activity-10-2026-07-11-009,medical,Z5,Z5,2026-07-11 11:25:00,2026-07-11 11:25:00,bus,False,,False,False,bus,True,10.0,0.0,10.0,18.0,0.0,38.049,66.049,2.0,17.971,0.477222,normal,W0,rest_day,P0_no_policy,28.0,0.0,1.0,0.0,0.0
10-2026-07-11-L02,10,2026-07-11,Saturday,return_home,activity-10-2026-07-11-009,return_home,Z5,Z5,2026-07-11 16:00:00,2026-07-11 16:00:00,ride_hailing,False,,False,False,ride_hailing,True,8.0,0.0,8.0,2.0,0.0,18.866,28.866,33.87,32.947,0.477222,normal,W0,rest_day,P0_no_policy,8.0,0.0,1.0,0.0,0.0
11-2026-07-11-L01,11,2026-07-11,Saturday,outbound,activity-11-2026-07-11-008,social_leisure,Z5,Z5,2026-07-11 10:00:00,2026-07-11 10:00:00,bus,False,,False,False,bus,True,6.857,0.0,6.857,18.0,0.0,31.119,55.977,2.0,17.512,0.671373,normal,W0,rest_day,P0_no_policy,24.857,0.0,1.0,0.0,0.0
11-2026-07-11-L02,11,2026-07-11,Saturday,between_activities,activity-11-2026-07-11-009,shopping,Z5,Z5,2026-07-11 13:45:00,2026-07-11 13:45:00,walk,False,,False,False,walk,True,0.0,0.0,0.0,0.0,0.0,51.188,51.188,0.0,4.8,,normal,W0,rest_day,P0_no_policy,51.188,0.0,1.0,0.0,0.0
11-2026-07-11-L03,11,2026-07-11,Saturday,between_activities,activity-11-2026-07-11-010,social_leisure,Z5,Z5,2026-07-11 19:10:00,2026-07-11 19:10:00,ride_hailing,False,,False,False,ride_hailing,True,25.893,0.0,25.893,2.0,0.0,12.09,39.983,21.07,27.89,0.683039,normal,W0,rest_day,P0_no_policy,25.893,0.0,1.0,0.0,0.0
11-2026-07-11-L04,11,2026-07-11,Saturday,return_home,activity-11-2026-07-11-010,return_home,Z5,Z5,2026-07-11 22:30:00,2026-07-11 22:30:00,bus,False,,False,False,bus,True,15.714,0.0,15.714,18.0,0.0,29.828,63.542,2.0,17.996,0.313889,normal,W0,rest_day,P0_no_policy,33.714,0.0,1.0,0.0,0.0
12-2026-07-11-L01,12,2026-07-11,Saturday,outbound,activity-12-2026-07-11-007,social_leisure,Z5,Z5,2026-07-11 12:15:00,2026-07-11 12:15:00,ride_hailing,False,,False,False,ride_hailing,True,8.0,0.0,8.0,2.0,0.0,7.299,17.299,16.72,32.945,0.477778,normal,W0,rest_day,P0_no_policy,8.0,0.0,1.0,0.0,0.0
12-2026-07-11-L02,12,2026-07-11,Saturday,between_activities,activity-12-2026-07-11-008,shopping,Z5,Z7,2026-07-11 15:00:00,2026-07-11 15:00:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,13.0,0.0,29.362,48.362,5.0,35.0,,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.0,0.0,0.0
12-2026-07-11-L03,12,2026-07-11,Saturday,return_home,activity-12-2026-07-11-008,return_home,Z7,Z5,2026-07-11 17:00:00,2026-07-11 17:00:00,metro,False,,False,False,metro,True,3.04,0.0,3.04,13.0,0.0,29.362,45.402,5.0,35.0,,normal,W0,rest_day,P0_no_policy,16.04,0.0,1.0,0.0,0.0
13-2026-07-11-L01,13,2026-07-11,Saturday,outbound,activity-13-2026-07-11-009,social_leisure,Z2,Z2,2026-07-11 08:25:00,2026-07-11 08:25:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,16.488,30.988,4.0,35.0,,normal,W0,rest_day,P0_no_policy,14.5,0.0,1.0,0.0,0.0
13-2026-07-11-L02,13,2026-07-11,Saturday,between_activities,activity-13-2026-07-11-010,out_of_home_family_activity,Z2,Z3,2026-07-11 13:05:00,2026-07-11 13:05:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,10.0,7.0,25.986,47.986,4.0,35.0,,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.0,0.0,0.0
13-2026-07-11-L03,13,2026-07-11,Saturday,between_activities,activity-13-2026-07-11-011,visit,Z3,Z3,2026-07-11 19:45:00,2026-07-11 19:45:00,bus,False,,False,False,bus,True,7.125,0.0,7.125,12.0,0.0,47.582,66.707,2.0,17.989,0.331928,normal,W0,rest_day,P0_no_policy,19.125,0.0,1.0,0.0,0.0
13-2026-07-11-L04,13,2026-07-11,Saturday,return_home,activity-13-2026-07-11-011,return_home,Z3,Z2,2026-07-11 22:30:00,2026-07-11 22:30:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,10.0,9.0,25.986,50.986,4.0,35.0,,normal,W0,rest_day,P0_no_policy,16.0,0.0,1.0,0.0,0.0
14-2026-07-11-L01,14,2026-07-11,Saturday,outbound,activity-14-2026-07-11-008,shopping,Z6,Z3,2026-07-11 14:35:00,2026-07-11 14:35:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,13.0,0.0,26.024,45.024,4.0,35.0,,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.0,0.0,0.0
14-2026-07-11-L02,14,2026-07-11,Saturday,between_activities,activity-14-2026-07-11-009,shopping,Z3,Z6,2026-07-11 17:05:00,2026-07-11 17:05:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,13.0,0.0,26.024,42.024,4.0,35.0,,normal,W0,rest_day,P0_no_policy,16.0,0.0,1.0,0.0,0.0
14-2026-07-11-L03,14,2026-07-11,Saturday,return_home,activity-14-2026-07-11-009,return_home,Z6,Z6,2026-07-11 19:00:00,2026-07-11 19:00:00,walk,False,,False,False,walk,True,0.0,0.0,0.0,0.0,0.0,49.35,49.35,0.0,4.8,,normal,W0,rest_day,P0_no_policy,49.35,0.0,1.0,0.0,0.0
15-2026-07-11-L01,15,2026-07-11,Saturday,outbound,activity-15-2026-07-11-008,social_leisure,Z7,Z5,2026-07-11 12:30:00,2026-07-11 12:30:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,13.0,0.0,29.362,47.362,5.0,35.0,,normal,W0,rest_day,P0_no_policy,18.0,0.0,1.0,0.0,0.0
15-2026-07-11-L02,15,2026-07-11,Saturday,return_home,activity-15-2026-07-11-008,return_home,Z5,Z7,2026-07-11 15:30:00,2026-07-11 15:30:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,13.0,0.0,29.362,48.362,5.0,35.0,,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.0,0.0,0.0
16-2026-07-11-L01,16,2026-07-11,Saturday,outbound,activity-16-2026-07-11-008,social_leisure,Z1,Z1,2026-07-11 09:10:00,2026-07-11 09:10:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,7.85,22.35,3.0,35.0,,normal,W0,rest_day,P0_no_policy,14.5,0.0,1.0,0.0,0.0
16-2026-07-11-L02,16,2026-07-11,Saturday,between_activities,activity-16-2026-07-11-009,social_leisure,Z1,Z7,2026-07-11 13:00:00,2026-07-11 13:00:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,10.0,0.0,30.0,45.0,5.0,35.0,,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.0,0.0,0.0
16-2026-07-11-L03,16,2026-07-11,Saturday,between_activities,activity-16-2026-07-11-010,visit,Z7,Z5,2026-07-11 18:30:00,2026-07-11 18:30:00,metro,False,,False,False,metro,True,5.04,0.0,5.04,13.0,0.0,29.362,47.402,5.0,35.0,,normal,W0,rest_day,P0_no_policy,18.04,0.0,1.0,0.0,0.0
16-2026-07-11-L04,16,2026-07-11,Saturday,return_home,activity-16-2026-07-11-010,return_home,Z5,Z1,2026-07-11 22:30:00,2026-07-11 22:30:00,metro,False,,False,False,metro,True,7.2,0.0,7.2,13.0,9.0,56.214,85.414,6.0,35.0,,normal,W0,rest_day,P0_no_policy,20.2,0.0,1.0,0.0,0.0
18-2026-07-11-L01,18,2026-07-11,Saturday,outbound,activity-18-2026-07-11-008,social_leisure,Z7,Z7,2026-07-11 08:50:00,2026-07-11 08:50:00,bus,False,,False,False,bus,True,4.0,0.0,4.0,12.0,0.0,50.959,66.959,2.0,15.112,0.924444,normal,W0,rest_day,P0_no_policy,16.0,0.0,1.0,0.0,0.0
18-2026-07-11-L02,18,2026-07-11,Saturday,between_activities,activity-18-2026-07-11-009,social_leisure,Z7,Z1,2026-07-11 14:00:00,2026-07-11 14:00:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,10.0,0.0,30.0,45.0,5.0,35.0,,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.0,0.0,0.0
18-2026-07-11-L03,18,2026-07-11,Saturday,between_activities,activity-18-2026-07-11-010,visit,Z1,Z2,2026-07-11 20:30:00,2026-07-11 20:30:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,10.0,0.0,12.894,28.894,4.0,35.0,,normal,W0,rest_day,P0_no_policy,16.0,0.0,1.0,0.0,0.0
18-2026-07-11-L04,18,2026-07-11,Saturday,return_home,activity-18-2026-07-11-010,return_home,Z2,Z7,2026-07-11 22:00:00,2026-07-11 22:00:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,10.0,0.0,42.894,58.894,5.0,35.0,,normal,W0,rest_day,P0_no_policy,16.0,0.0,1.0,0.0,0.0
19-2026-07-11-L01,19,2026-07-11,Saturday,outbound,activity-19-2026-07-11-009,shopping,Z3,Z3,2026-07-11 12:50:00,2026-07-11 12:50:00,walk,False,,False,False,walk,True,0.0,0.0,0.0,0.0,0.0,37.45,37.45,0.0,4.8,,normal,W0,rest_day,P0_no_policy,37.45,0.0,1.0,0.0,0.0
19-2026-07-11-L02,19,2026-07-11,Saturday,return_home,activity-19-2026-07-11-009,return_home,Z3,Z3,2026-07-11 14:00:00,2026-07-11 14:00:00,ride_hailing,False,,False,False,ride_hailing,True,6.0,0.0,6.0,2.0,0.0,5.456,13.456,14.0,32.947,0.477222,normal,W0,rest_day,P0_no_policy,6.0,0.0,1.0,0.0,0.0
2-2026-07-11-L01,2,2026-07-11,Saturday,outbound,activity-2-2026-07-11-007,out_of_home_family_care,Z7,Z2,2026-07-11 09:35:00,2026-07-11 09:35:00,metro,False,,False,False,metro,True,3.2,0.0,3.2,10.0,0.0,42.894,56.094,5.0,35.0,,normal,W0,rest_day,P0_no_policy,13.2,0.0,1.0,0.0,0.0
2-2026-07-11-L02,2,2026-07-11,Saturday,return_home,activity-2-2026-07-11-007,return_home,Z2,Z7,2026-07-11 13:00:00,2026-07-11 13:00:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,10.0,0.0,42.894,57.894,5.0,35.0,,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.0,0.0,0.0
20-2026-07-11-L01,20,2026-07-11,Saturday,outbound,activity-20-2026-07-11-008,medical,Z2,Z2,2026-07-11 08:25:00,2026-07-11 08:25:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,15.922,30.422,4.0,35.0,,normal,W0,rest_day,P0_no_policy,14.5,0.0,1.0,0.0,0.0
20-2026-07-11-L02,20,2026-07-11,Saturday,return_home,activity-20-2026-07-11-008,return_home,Z2,Z2,2026-07-11 10:00:00,2026-07-11 10:00:00,metro,False,,False,False,metro,True,3.2,0.0,3.2,10.0,0.0,15.922,29.122,4.0,35.0,,normal,W0,rest_day,P0_no_policy,13.2,0.0,1.0,0.0,0.0
