leg_id,agent_id,date,day,leg_role,activity_id,purpose,origin_zone,destination_zone,departure_time,final_attempt_departure_time,primary_mode,primary_failed,primary_failure_reason,fallback_attempted,fallback_succeeded,final_mode,transport_succeeded,wait_minutes,failed_attempt_consumed_minutes,cumulative_wait_minutes,access_time_min,transfer_time_min,in_vehicle_time_min,total_travel_time_min,fare_yuan,final_speed_kmh,scenario_vc,weather_type_at_departure,weather_scenario,day_type,policy,outdoor_exposure_minutes,heat_hazard_dose_c_min,age_vulnerability_weight,heat_risk_burden,rain_exposure_minutes
21-2026-07-11-L01,21,2026-07-11,Saturday,outbound,activity-21-2026-07-11-006,social_leisure,Z9,Z9,2026-07-11 08:20:00,2026-07-11 08:20:00,ride_hailing,False,,False,False,ride_hailing,True,20.0,0.0,20.0,2.0,0.0,24.825,46.825,36.67,27.548,0.925,normal,W0,rest_day,P0_no_policy,20.0,0.0,1.1,0.0,0.0
21-2026-07-11-L02,21,2026-07-11,Saturday,between_activities,activity-21-2026-07-11-007,social_leisure,Z9,Z9,2026-07-11 17:05:00,2026-07-11 17:05:00,ride_hailing,False,,False,False,ride_hailing,True,15.0,0.0,15.0,2.0,0.0,15.101,32.101,24.76,27.753,0.734444,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.1,0.0,0.0
21-2026-07-11-L03,21,2026-07-11,Saturday,return_home,activity-21-2026-07-11-007,return_home,Z9,Z9,2026-07-11 20:30:00,2026-07-11 20:30:00,ride_hailing,False,,False,False,ride_hailing,True,16.0,0.0,16.0,2.0,0.0,15.584,33.584,29.04,32.992,0.313889,normal,W0,rest_day,P0_no_policy,16.0,0.0,1.1,0.0,0.0
22-2026-07-11-L01,22,2026-07-11,Saturday,outbound,activity-22-2026-07-11-008,social_leisure,Z5,Z5,2026-07-11 09:20:00,2026-07-11 09:20:00,bus,False,,False,False,bus,True,6.857,0.0,6.857,18.0,0.0,46.877,71.735,2.0,15.287,0.684444,normal,W0,rest_day,P0_no_policy,24.857,0.0,1.1,0.0,0.0
22-2026-07-11-L02,22,2026-07-11,Saturday,between_activities,activity-22-2026-07-11-009,visit,Z5,Z5,2026-07-11 14:30:00,2026-07-11 14:30:00,bus,False,,False,False,bus,True,10.0,0.0,10.0,18.0,0.0,28.873,56.873,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,28.0,0.0,1.1,0.0,0.0
22-2026-07-11-L03,22,2026-07-11,Saturday,return_home,activity-22-2026-07-11-009,return_home,Z5,Z5,2026-07-11 19:00:00,2026-07-11 19:00:00,ride_hailing,False,,False,False,ride_hailing,True,10.667,0.0,10.667,2.0,0.0,14.559,27.226,24.17,27.89,0.683039,normal,W0,rest_day,P0_no_policy,10.667,0.0,1.1,0.0,0.0
23-2026-07-11-L01,23,2026-07-11,Saturday,outbound,activity-23-2026-07-11-006,social_leisure,Z5,Z7,2026-07-11 08:30:00,2026-07-11 08:30:00,metro,False,,False,False,metro,True,6.048,0.0,6.048,13.0,0.0,29.362,48.41,5.0,35.0,,normal,W0,rest_day,P0_no_policy,19.048,0.0,1.1,0.0,0.0
23-2026-07-11-L02,23,2026-07-11,Saturday,between_activities,activity-23-2026-07-11-007,social_leisure,Z7,Z5,2026-07-11 12:00:00,2026-07-11 12:00:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,13.0,0.0,29.362,47.362,5.0,35.0,,normal,W0,rest_day,P0_no_policy,18.0,0.0,1.1,0.0,0.0
23-2026-07-11-L03,23,2026-07-11,Saturday,return_home,activity-23-2026-07-11-007,return_home,Z5,Z5,2026-07-11 17:00:00,2026-07-11 17:00:00,ride_hailing,False,,False,False,ride_hailing,True,10.0,0.0,10.0,2.0,0.0,16.004,28.004,25.95,27.845,0.734444,normal,W0,rest_day,P0_no_policy,10.0,0.0,1.1,0.0,0.0
25-2026-07-11-L01,25,2026-07-11,Saturday,outbound,activity-25-2026-07-11-006,shopping,Z7,Z7,2026-07-11 17:30:00,2026-07-11 17:30:00,bus,False,,False,False,bus,True,4.0,0.0,4.0,12.0,0.0,39.07,55.07,2.0,15.014,0.944444,normal,W0,rest_day,P0_no_policy,16.0,0.0,1.1,0.0,0.0
25-2026-07-11-L02,25,2026-07-11,Saturday,return_home,activity-25-2026-07-11-006,return_home,Z7,Z7,2026-07-11 19:30:00,2026-07-11 19:30:00,bus,False,,False,False,bus,True,4.8,0.0,4.8,12.0,0.0,34.643,51.443,2.0,16.933,0.681928,normal,W0,rest_day,P0_no_policy,16.8,0.0,1.1,0.0,0.0
26-2026-07-11-L01,26,2026-07-11,Saturday,outbound,activity-26-2026-07-11-006,visit,Z8,Z3,2026-07-11 12:05:00,2026-07-11 12:05:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,13.0,7.0,43.394,69.394,5.0,35.0,,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.1,0.0,0.0
26-2026-07-11-L02,26,2026-07-11,Saturday,return_home,activity-26-2026-07-11-006,return_home,Z3,Z8,2026-07-11 16:30:00,2026-07-11 16:30:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,13.0,7.788,43.394,69.182,5.0,35.0,,normal,W0,rest_day,P0_no_policy,18.0,0.0,1.1,0.0,0.0
27-2026-07-11-L01,27,2026-07-11,Saturday,outbound,activity-27-2026-07-11-009,shopping,Z3,Z3,2026-07-11 12:50:00,2026-07-11 12:50:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,10.548,29.548,2.0,17.971,0.477222,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.1,0.0,0.0
27-2026-07-11-L02,27,2026-07-11,Saturday,return_home,activity-27-2026-07-11-009,return_home,Z3,Z3,2026-07-11 14:30:00,2026-07-11 14:30:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,10.548,29.548,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.1,0.0,0.0
3-2026-07-11-L01,3,2026-07-11,Saturday,outbound,activity-3-2026-07-11-007,social_leisure,Z2,Z2,2026-07-11 11:35:00,2026-07-11 11:35:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,23.698,42.698,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.0,0.0,0.0
3-2026-07-11-L02,3,2026-07-11,Saturday,between_activities,activity-3-2026-07-11-008,out_of_home_family_activity,Z2,Z1,2026-07-11 15:00:00,2026-07-11 15:00:00,ride_hailing,False,,False,False,ride_hailing,True,6.0,0.0,6.0,2.0,0.0,13.697,21.697,26.21,32.947,0.477222,normal,W0,rest_day,P0_no_policy,6.0,0.0,1.0,0.0,0.0
3-2026-07-11-L03,3,2026-07-11,Saturday,return_home,activity-3-2026-07-11-008,return_home,Z1,Z2,2026-07-11 21:30:00,2026-07-11 21:30:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,10.0,0.0,12.894,28.894,4.0,35.0,,normal,W0,rest_day,P0_no_policy,16.0,0.0,1.0,0.0,0.0
30-2026-07-11-L01,30,2026-07-11,Saturday,outbound,activity-30-2026-07-11-008,shopping,Z1,Z1,2026-07-11 13:20:00,2026-07-11 13:20:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,9.045,28.045,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.1,0.0,0.0
30-2026-07-11-L02,30,2026-07-11,Saturday,return_home,activity-30-2026-07-11-008,return_home,Z1,Z1,2026-07-11 14:00:00,2026-07-11 14:00:00,walk,False,,False,False,walk,True,0.0,0.0,0.0,0.0,0.0,30.788,30.788,0.0,4.8,,normal,W0,rest_day,P0_no_policy,30.788,0.0,1.1,0.0,0.0
31-2026-07-11-L01,31,2026-07-11,Saturday,outbound,activity-31-2026-07-11-006,shopping,Z2,Z1,2026-07-11 17:00:00,2026-07-11 17:00:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,0.0,12.894,25.894,4.0,35.0,,normal,W0,rest_day,P0_no_policy,13.0,0.0,1.1,0.0,0.0
31-2026-07-11-L02,31,2026-07-11,Saturday,return_home,activity-31-2026-07-11-006,return_home,Z1,Z2,2026-07-11 19:00:00,2026-07-11 19:00:00,bus,False,,False,False,bus,True,4.8,0.0,4.8,12.0,0.0,32.63,49.43,2.0,15.213,0.683039,normal,W0,rest_day,P0_no_policy,16.8,0.0,1.1,0.0,0.0
32-2026-07-11-L01,32,2026-07-11,Saturday,outbound,activity-32-2026-07-11-006,shopping,Z3,Z3,2026-07-11 17:45:00,2026-07-11 17:45:00,bus,False,,False,False,bus,True,4.0,0.0,4.0,12.0,0.0,19.589,35.589,2.0,15.014,0.944444,normal,W0,rest_day,P0_no_policy,16.0,0.0,1.1,0.0,0.0
32-2026-07-11-L02,32,2026-07-11,Saturday,return_home,activity-32-2026-07-11-006,return_home,Z3,Z3,2026-07-11 19:30:00,2026-07-11 19:30:00,ride_hailing,False,,False,False,ride_hailing,True,8.0,0.0,8.0,2.0,0.0,9.584,19.584,17.93,27.896,0.681928,normal,W0,rest_day,P0_no_policy,8.0,0.0,1.1,0.0,0.0
33-2026-07-11-L01,33,2026-07-11,Saturday,outbound,activity-33-2026-07-11-006,out_of_home_family_care,Z4,Z4,2026-07-11 12:25:00,2026-07-11 12:25:00,ride_hailing,False,,False,False,ride_hailing,True,8.0,0.0,8.0,2.0,0.0,18.733,28.733,33.67,32.945,0.477778,normal,W0,rest_day,P0_no_policy,8.0,0.0,1.1,0.0,0.0
33-2026-07-11-L02,33,2026-07-11,Saturday,return_home,activity-33-2026-07-11-006,return_home,Z4,Z4,2026-07-11 19:00:00,2026-07-11 19:00:00,ride_hailing,False,,False,False,ride_hailing,True,10.667,0.0,10.667,2.0,0.0,22.128,34.795,33.67,27.89,0.683039,normal,W0,rest_day,P0_no_policy,10.667,0.0,1.1,0.0,0.0
34-2026-07-11-L01,34,2026-07-11,Saturday,outbound,activity-34-2026-07-11-006,social_leisure,Z7,Z7,2026-07-11 08:50:00,2026-07-11 08:50:00,bus,False,,False,False,bus,True,4.0,0.0,4.0,12.0,0.0,49.364,65.364,2.0,15.11,0.924444,normal,W0,rest_day,P0_no_policy,16.0,0.0,1.1,0.0,0.0
34-2026-07-11-L02,34,2026-07-11,Saturday,between_activities,activity-34-2026-07-11-007,shopping,Z7,Z7,2026-07-11 16:40:00,2026-07-11 16:40:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,21.291,40.291,2.0,15.344,0.476667,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.1,0.0,0.0
34-2026-07-11-L03,34,2026-07-11,Saturday,between_activities,activity-34-2026-07-11-008,social_leisure,Z7,Z7,2026-07-11 18:50:00,2026-07-11 18:50:00,bus,False,,False,False,bus,True,4.8,0.0,4.8,12.0,0.0,49.26,66.06,2.0,15.18,0.694444,normal,W0,rest_day,P0_no_policy,16.8,0.0,1.1,0.0,0.0
34-2026-07-11-L04,34,2026-07-11,Saturday,return_home,activity-34-2026-07-11-008,return_home,Z7,Z7,2026-07-11 20:30:00,2026-07-11 20:30:00,bus,False,,False,False,bus,True,11.0,0.0,11.0,12.0,0.0,40.42,63.42,2.0,17.996,0.313889,normal,W0,rest_day,P0_no_policy,23.0,0.0,1.1,0.0,0.0
35-2026-07-11-L01,35,2026-07-11,Saturday,outbound,activity-35-2026-07-11-006,visit,Z2,Z2,2026-07-11 08:30:00,2026-07-11 08:30:00,bus,False,,False,False,bus,True,4.0,0.0,4.0,12.0,0.0,34.252,50.252,2.0,15.03,0.924444,normal,W0,rest_day,P0_no_policy,16.0,0.0,1.1,0.0,0.0
35-2026-07-11-L02,35,2026-07-11,Saturday,between_activities,activity-35-2026-07-11-007,visit,Z2,Z2,2026-07-11 10:45:00,2026-07-11 10:45:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,10.0,0.0,20.729,35.729,4.0,35.0,,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.1,0.0,0.0
35-2026-07-11-L03,35,2026-07-11,Saturday,between_activities,activity-35-2026-07-11-008,visit,Z2,Z8,2026-07-11 16:25:00,2026-07-11 16:25:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,13.0,0.0,17.408,35.408,4.0,35.0,,normal,W0,rest_day,P0_no_policy,18.0,0.0,1.1,0.0,0.0
35-2026-07-11-L04,35,2026-07-11,Saturday,return_home,activity-35-2026-07-11-008,return_home,Z8,Z2,2026-07-11 19:00:00,2026-07-11 19:00:00,metro,False,,False,False,metro,True,3.84,0.0,3.84,13.0,0.0,17.408,34.248,4.0,35.0,,normal,W0,rest_day,P0_no_policy,16.84,0.0,1.1,0.0,0.0
36-2026-07-11-L01,36,2026-07-11,Saturday,outbound,activity-36-2026-07-11-007,out_of_home_family_activity,Z6,Z3,2026-07-11 08:05:00,2026-07-11 08:05:00,metro,False,,False,False,metro,True,5.4,0.0,5.4,13.0,0.0,26.024,44.424,4.0,35.0,,normal,W0,rest_day,P0_no_policy,18.4,0.0,1.1,0.0,0.0
36-2026-07-11-L02,36,2026-07-11,Saturday,between_activities,activity-36-2026-07-11-008,visit,Z3,Z3,2026-07-11 11:10:00,2026-07-11 11:10:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,18.609,37.609,2.0,17.971,0.477222,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.1,0.0,0.0
36-2026-07-11-L03,36,2026-07-11,Saturday,between_activities,activity-36-2026-07-11-009,out_of_home_family_care,Z3,Z3,2026-07-11 16:25:00,2026-07-11 16:25:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,10.0,0.0,16.359,31.359,4.0,35.0,,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.1,0.0,0.0
36-2026-07-11-L04,36,2026-07-11,Saturday,between_activities,activity-36-2026-07-11-010,shopping,Z3,Z6,2026-07-11 18:35:00,2026-07-11 18:35:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,13.0,0.0,26.024,43.524,4.0,35.0,,normal,W0,rest_day,P0_no_policy,17.5,0.0,1.1,0.0,0.0
36-2026-07-11-L05,36,2026-07-11,Saturday,return_home,activity-36-2026-07-11-010,return_home,Z6,Z6,2026-07-11 20:30:00,2026-07-11 20:30:00,walk,False,,False,False,walk,True,0.0,0.0,0.0,0.0,0.0,41.363,41.363,0.0,4.8,,normal,W0,rest_day,P0_no_policy,41.363,0.0,1.1,0.0,0.0
37-2026-07-11-L01,37,2026-07-11,Saturday,outbound,activity-37-2026-07-11-008,out_of_home_family_activity,Z3,Z7,2026-07-11 10:35:00,2026-07-11 10:35:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,10.0,7.0,43.092,65.092,5.0,35.0,,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.1,0.0,0.0
37-2026-07-11-L02,37,2026-07-11,Saturday,between_activities,activity-37-2026-07-11-009,shopping,Z7,Z3,2026-07-11 17:05:00,2026-07-11 17:05:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,9.443,43.092,65.535,5.0,35.0,,normal,W0,rest_day,P0_no_policy,13.0,0.0,1.1,0.0,0.0
37-2026-07-11-L03,37,2026-07-11,Saturday,return_home,activity-37-2026-07-11-009,return_home,Z3,Z3,2026-07-11 20:30:00,2026-07-11 20:30:00,bus,False,,False,False,bus,True,11.0,0.0,11.0,12.0,0.0,20.553,43.553,2.0,17.996,0.313889,normal,W0,rest_day,P0_no_policy,23.0,0.0,1.1,0.0,0.0
38-2026-07-11-L01,38,2026-07-11,Saturday,outbound,activity-38-2026-07-11-006,shopping,Z8,Z8,2026-07-11 10:50:00,2026-07-11 10:50:00,bus,False,,False,False,bus,True,10.0,0.0,10.0,18.0,0.0,8.99,36.99,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,28.0,0.0,1.3,0.0,0.0
38-2026-07-11-L02,38,2026-07-11,Saturday,between_activities,activity-38-2026-07-11-007,out_of_home_family_care,Z8,Z2,2026-07-11 13:55:00,2026-07-11 13:55:00,bus,False,,False,False,bus,True,10.0,0.0,10.0,15.0,0.0,37.293,62.293,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,25.0,0.0,1.3,0.0,0.0
38-2026-07-11-L03,38,2026-07-11,Saturday,return_home,activity-38-2026-07-11-007,return_home,Z2,Z8,2026-07-11 16:30:00,2026-07-11 16:30:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,13.0,0.0,17.408,35.408,4.0,35.0,,normal,W0,rest_day,P0_no_policy,18.0,0.0,1.3,0.0,0.0
39-2026-07-11-L01,39,2026-07-11,Saturday,outbound,activity-39-2026-07-11-005,social_leisure,Z6,Z6,2026-07-11 08:30:00,2026-07-11 08:30:00,bus,False,,False,False,bus,True,5.714,0.0,5.714,18.0,0.0,36.009,59.723,2.0,15.03,0.924444,normal,W0,rest_day,P0_no_policy,23.714,0.0,1.3,0.0,0.0
39-2026-07-11-L02,39,2026-07-11,Saturday,between_activities,activity-39-2026-07-11-006,shopping,Z6,Z6,2026-07-11 17:20:00,2026-07-11 17:20:00,walk,False,,False,False,walk,True,0.0,0.0,0.0,0.0,0.0,30.013,30.013,0.0,4.8,,normal,W0,rest_day,P0_no_policy,30.013,0.0,1.3,0.0,0.0
39-2026-07-11-L03,39,2026-07-11,Saturday,return_home,activity-39-2026-07-11-006,return_home,Z6,Z6,2026-07-11 18:00:00,2026-07-11 18:00:00,walk,False,,False,False,walk,True,0.0,0.0,0.0,0.0,0.0,32.375,32.375,0.0,4.8,,normal,W0,rest_day,P0_no_policy,32.375,0.0,1.3,0.0,0.0
40-2026-07-11-L01,40,2026-07-11,Saturday,outbound,activity-40-2026-07-11-003,out_of_home_family_activity,Z5,Z7,2026-07-11 16:00:00,2026-07-11 16:00:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,13.0,0.0,29.362,48.362,5.0,35.0,,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.3,0.0,0.0
40-2026-07-11-L02,40,2026-07-11,Saturday,return_home,activity-40-2026-07-11-003,return_home,Z7,Z5,2026-07-11 18:00:00,2026-07-11 18:00:00,metro,False,,False,False,metro,True,5.04,0.0,5.04,13.0,0.0,29.362,47.402,5.0,35.0,,normal,W0,rest_day,P0_no_policy,18.04,0.0,1.3,0.0,0.0
42-2026-07-11-L01,42,2026-07-11,Saturday,outbound,activity-42-2026-07-11-005,shopping,Z2,Z1,2026-07-11 12:00:00,2026-07-11 12:00:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,10.0,0.0,12.894,27.894,4.0,35.0,,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.3,0.0,0.0
42-2026-07-11-L02,42,2026-07-11,Saturday,between_activities,activity-42-2026-07-11-006,out_of_home_family_activity,Z1,Z8,2026-07-11 14:30:00,2026-07-11 14:30:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,13.0,0.0,30.302,48.302,5.0,35.0,,normal,W0,rest_day,P0_no_policy,18.0,0.0,1.3,0.0,0.0
42-2026-07-11-L03,42,2026-07-11,Saturday,return_home,activity-42-2026-07-11-006,return_home,Z8,Z2,2026-07-11 17:30:00,2026-07-11 17:30:00,bus,False,,False,False,bus,True,5.714,0.0,5.714,15.0,0.0,44.639,65.353,2.0,15.014,0.944444,normal,W0,rest_day,P0_no_policy,20.714,0.0,1.3,0.0,0.0
43-2026-07-11-L01,43,2026-07-11,Saturday,outbound,activity-43-2026-07-11-005,shopping,Z9,Z9,2026-07-11 10:40:00,2026-07-11 10:40:00,bus,False,,False,False,bus,True,18.0,0.0,18.0,28.0,0.0,21.146,67.146,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,46.0,0.0,1.3,0.0,0.0
43-2026-07-11-L02,43,2026-07-11,Saturday,return_home,activity-43-2026-07-11-005,return_home,Z9,Z9,2026-07-11 12:00:00,2026-07-11 12:00:00,bus,False,,False,False,bus,True,18.0,0.0,18.0,28.0,0.0,21.148,67.148,2.0,17.97,0.477778,normal,W0,rest_day,P0_no_policy,46.0,0.0,1.3,0.0,0.0
44-2026-07-11-L01,44,2026-07-11,Saturday,outbound,activity-44-2026-07-11-004,out_of_home_family_activity,Z4,Z4,2026-07-11 09:40:00,2026-07-11 09:40:00,bus,False,,False,False,bus,True,6.857,0.0,6.857,18.0,0.0,20.93,45.787,2.0,15.221,0.671373,normal,W0,rest_day,P0_no_policy,24.857,0.0,1.3,0.0,0.0
44-2026-07-11-L02,44,2026-07-11,Saturday,between_activities,activity-44-2026-07-11-005,out_of_home_family_activity,Z4,Z4,2026-07-11 16:45:00,2026-07-11 16:45:00,bus,False,,False,False,bus,True,6.429,0.0,6.429,18.0,0.0,53.701,78.13,2.0,15.164,0.726667,normal,W0,rest_day,P0_no_policy,24.429,0.0,1.3,0.0,0.0
44-2026-07-11-L03,44,2026-07-11,Saturday,return_home,activity-44-2026-07-11-005,return_home,Z4,Z4,2026-07-11 18:30:00,2026-07-11 18:30:00,bus,False,,False,False,bus,True,5.714,0.0,5.714,18.0,0.0,21.056,44.771,2.0,15.131,0.944444,normal,W0,rest_day,P0_no_policy,23.714,0.0,1.3,0.0,0.0
45-2026-07-11-L01,45,2026-07-11,Saturday,outbound,activity-45-2026-07-11-006,shopping,Z2,Z8,2026-07-11 12:25:00,2026-07-11 12:25:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,13.0,0.0,17.408,35.408,4.0,35.0,,normal,W0,rest_day,P0_no_policy,18.0,0.0,1.3,0.0,0.0
45-2026-07-11-L02,45,2026-07-11,Saturday,between_activities,activity-45-2026-07-11-007,visit,Z8,Z3,2026-07-11 14:05:00,2026-07-11 14:05:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,13.0,7.0,43.394,69.394,5.0,35.0,,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.3,0.0,0.0
45-2026-07-11-L03,45,2026-07-11,Saturday,return_home,activity-45-2026-07-11-007,return_home,Z3,Z2,2026-07-11 17:30:00,2026-07-11 17:30:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,10.0,25.986,50.486,4.0,35.0,,normal,W0,rest_day,P0_no_policy,14.5,0.0,1.3,0.0,0.0
46-2026-07-11-L01,46,2026-07-11,Saturday,outbound,activity-46-2026-07-11-003,out_of_home_family_activity,Z5,Z5,2026-07-11 10:05:00,2026-07-11 10:05:00,bus,False,,False,False,bus,True,6.857,0.0,6.857,18.0,0.0,27.508,52.366,2.0,17.952,0.671373,normal,W0,rest_day,P0_no_policy,24.857,0.0,1.3,0.0,0.0
46-2026-07-11-L02,46,2026-07-11,Saturday,return_home,activity-46-2026-07-11-003,return_home,Z5,Z5,2026-07-11 16:30:00,2026-07-11 16:30:00,bus,False,,False,False,bus,True,10.0,0.0,10.0,18.0,0.0,32.094,60.094,2.0,15.386,0.476667,normal,W0,rest_day,P0_no_policy,28.0,0.0,1.3,0.0,0.0
47-2026-07-11-L01,47,2026-07-11,Saturday,outbound,activity-47-2026-07-11-004,visit,Z3,Z8,2026-07-11 08:05:00,2026-07-11 08:05:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,13.0,10.0,43.394,70.894,5.0,35.0,,normal,W0,rest_day,P0_no_policy,17.5,0.0,1.3,0.0,0.0
47-2026-07-11-L02,47,2026-07-11,Saturday,return_home,activity-47-2026-07-11-004,return_home,Z8,Z3,2026-07-11 17:30:00,2026-07-11 17:30:00,metro,False,,False,False,metro,True,5.4,0.0,5.4,13.0,10.0,43.394,71.794,5.0,35.0,,normal,W0,rest_day,P0_no_policy,18.4,0.0,1.3,0.0,0.0
48-2026-07-11-L01,48,2026-07-11,Saturday,outbound,activity-48-2026-07-11-007,shopping,Z3,Z3,2026-07-11 10:45:00,2026-07-11 10:45:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,13.074,32.074,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.3,0.0,0.0
48-2026-07-11-L02,48,2026-07-11,Saturday,between_activities,activity-48-2026-07-11-008,out_of_home_family_care,Z3,Z3,2026-07-11 15:05:00,2026-07-11 15:05:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,23.508,42.508,2.0,17.971,0.477222,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.3,0.0,0.0
48-2026-07-11-L03,48,2026-07-11,Saturday,return_home,activity-48-2026-07-11-008,return_home,Z3,Z3,2026-07-11 18:30:00,2026-07-11 18:30:00,bus,False,,False,False,bus,True,4.0,0.0,4.0,12.0,0.0,43.019,59.019,2.0,15.126,0.944444,normal,W0,rest_day,P0_no_policy,16.0,0.0,1.3,0.0,0.0
49-2026-07-11-L01,49,2026-07-11,Saturday,outbound,activity-49-2026-07-11-007,shopping,Z7,Z1,2026-07-11 11:00:00,2026-07-11 11:00:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,64.271,83.271,2.0,17.971,0.477222,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.3,0.0,0.0
49-2026-07-11-L02,49,2026-07-11,Saturday,between_activities,activity-49-2026-07-11-008,out_of_home_family_activity,Z1,Z7,2026-07-11 13:00:00,2026-07-11 13:00:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,10.0,0.0,30.0,45.0,5.0,35.0,,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.3,0.0,0.0
49-2026-07-11-L03,49,2026-07-11,Saturday,between_activities,activity-49-2026-07-11-009,out_of_home_family_activity,Z7,Z7,2026-07-11 16:10:00,2026-07-11 16:10:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,17.041,36.041,2.0,17.971,0.477222,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.3,0.0,0.0
49-2026-07-11-L04,49,2026-07-11,Saturday,return_home,activity-49-2026-07-11-009,return_home,Z7,Z7,2026-07-11 18:30:00,2026-07-11 18:30:00,bus,False,,False,False,bus,True,4.0,0.0,4.0,12.0,0.0,66.718,82.718,2.0,15.145,0.944444,normal,W0,rest_day,P0_no_policy,16.0,0.0,1.3,0.0,0.0
5-2026-07-11-L01,5,2026-07-11,Saturday,outbound,activity-5-2026-07-11-006,social_leisure,Z4,Z4,2026-07-11 12:35:00,2026-07-11 12:35:00,ride_hailing,False,,False,False,ride_hailing,True,24.733,0.0,24.733,2.0,0.0,13.257,39.99,25.56,32.947,0.477222,normal,W0,rest_day,P0_no_policy,24.733,0.0,1.0,0.0,0.0
5-2026-07-11-L02,5,2026-07-11,Saturday,between_activities,activity-5-2026-07-11-007,shopping,Z4,Z4,2026-07-11 18:15:00,2026-07-11 18:15:00,walk,False,,False,False,walk,True,0.0,0.0,0.0,0.0,0.0,47.225,47.225,0.0,4.8,,normal,W0,rest_day,P0_no_policy,47.225,0.0,1.0,0.0,0.0
5-2026-07-11-L03,5,2026-07-11,Saturday,return_home,activity-5-2026-07-11-007,return_home,Z4,Z4,2026-07-11 20:00:00,2026-07-11 20:00:00,ride_hailing,False,,False,False,ride_hailing,True,10.667,0.0,10.667,2.0,0.0,11.545,24.212,23.04,32.992,0.313889,normal,W0,rest_day,P0_no_policy,10.667,0.0,1.0,0.0,0.0
6-2026-07-11-L01,6,2026-07-11,Saturday,outbound,activity-6-2026-07-11-005,out_of_home_family_activity,Z6,Z6,2026-07-11 16:05:00,2026-07-11 16:05:00,bus,False,,False,False,bus,True,10.0,0.0,10.0,18.0,0.0,25.235,53.235,2.0,17.971,0.477222,normal,W0,rest_day,P0_no_policy,28.0,0.0,1.0,0.0,0.0
