seed,policy,experiment_condition,weather_scenario,weather_type,day_type,agent_count,planned_activities,completed_activities,activity_completion_rate,planned_necessary_activities,completed_necessary_activities,necessary_activity_completion_rate,weather_cancelled_activities,transport_unmet_activities,necessary_transport_unmet_activities,planned_legs,successful_legs,transport_unmet_legs,transport_success_rate,walking_legs,bus_legs,metro_legs,ride_hailing_legs,walking_mode_share,bus_mode_share,metro_mode_share,ride_hailing_mode_share,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,ride_hailing_failed,fallback_attempts,fallback_successes,fallback_succeeded,fallback_failed,late_but_reached,reached_but_activity_incomplete,transport_unmet,mandatory_activity_incomplete,mean_bus_wait_minutes,mean_metro_wait_minutes,bus_metro_transfer_legs,bus_metro_transfer_share_of_metro,mean_feeder_bus_time_minutes,mean_ride_hailing_wait_minutes,mean_total_travel_time,mean_fare_yuan,on_time_arrivals,on_time_arrival_rate,bus_activity_arrivals,bus_late_arrivals,bus_late_arrival_rate,interzonal_metro_legs,interzonal_metro_share,scheduled_bus_vehicle_trips,bus_demand,bus_feeder_boardings,total_bus_passenger_boardings,successful_ride_hailing_vehicle_trips,road_vehicle_volume,mean_volume_capacity_ratio,mean_road_speed_kmh,intrazonal_successful_legs,interzonal_successful_legs,initial_ride_hailing_vehicles,end_idle_vehicles,end_busy_vehicles,end_idle_by_zone,feedback_flow_is_first_round_successful_rides,metro_enabled,weather_exposed_activities,remote_work,travel_required_activities,transport_related_unmet,necessary_transport_related_unmet,total_outdoor_exposure_minutes,total_heat_hazard_dose_c_min,total_heat_risk_burden,necessary_heat_risk_burden,heat_risk_per_completed_travel_required_necessary_activity,heat_risk_per_planned_travel_required_necessary_activity,total_rain_exposure_minutes,total_system_wait_minutes,ride_hailing_requests_per_100_agents,successful_ride_hailing_requests_per_100_agents,failed_ride_hailing_requests_per_100_agents,fallback_attempts_per_100_agents,transport_related_unmet_per_100_agents,mandatory_activity_incomplete_per_100_agents
47,P0_no_policy,P0_baseline,W0,normal,workday,200,215,211,0.981395,149,145,0.973154,0,0,0,395,395,0,1.0,3,225,140,27,0.007595,0.56962,0.35443,0.068354,27,27,0,0,0,0,0,0,5,4,0,4,7.286,8.439,77,0.55,27.266,10.959,65.158,5.994,210,0.976744,115,1,0.008696,122,0.493927,1018.941,225,89,314,27,1045.941,0.689706,17.568,148,247,48,48,0,"{""Z1"": 7, ""Z2"": 7, ""Z3"": 5, ""Z4"": 4, ""Z5"": 4, ""Z6"": 4, ""Z7"": 9, ""Z8"": 4, ""Z9"": 4}",True,True,0,0,215,0,0,7486.214,0.0,0.0,0.0,0.0,0.0,0.0,3116.681,13.5,13.5,0.0,0.0,0.0,2.0
47,P0_no_policy,P0_baseline,W1,extreme_heat,workday,200,215,209,0.972093,149,145,0.973154,2,0,0,392,392,0,1.0,3,220,142,27,0.007653,0.561224,0.362245,0.068878,27,27,0,0,0,0,0,0,5,4,0,4,7.317,8.403,77,0.542254,27.377,10.959,65.214,6.043,208,0.976526,113,1,0.00885,124,0.508197,1018.941,220,90,310,27,1045.941,0.689178,17.603,148,244,48,48,0,"{""Z1"": 7, ""Z2"": 7, ""Z3"": 5, ""Z4"": 4, ""Z5"": 4, ""Z6"": 4, ""Z7"": 9, ""Z8"": 4, ""Z9"": 4}",True,True,27,0,213,0,0,7447.0,53180.221668,59436.10807,36429.473735,251.23775,244.493112,0.0,3098.967,13.5,13.5,0.0,0.0,0.0,2.0
47,P0_no_policy,P0_baseline,W2,heavy_rain,workday,200,215,197,0.916279,149,141,0.946309,8,0,0,374,374,0,1.0,2,148,177,47,0.005348,0.395722,0.473262,0.125668,47,47,0,0,0,0,0,0,9,10,0,8,8.139,9.097,108,0.610169,31.125,10.838,68.266,8.065,191,0.955,69,2,0.028986,152,0.633333,1018.941,148,134,282,47,1065.941,0.736928,16.967,134,240,48,48,0,"{""Z1"": 7, ""Z2"": 7, ""Z3"": 3, ""Z4"": 4, ""Z5"": 5, ""Z6"": 6, ""Z7"": 9, ""Z8"": 4, ""Z9"": 3}",True,True,170,7,200,0,0,7814.056,0.0,0.0,0.0,0.0,0.0,4955.375985,3324.149,23.5,23.5,0.0,0.0,0.0,4.0
48,P0_no_policy,P0_baseline,W0,normal,workday,200,207,204,0.985507,147,146,0.993197,0,0,0,385,385,0,1.0,4,222,138,21,0.01039,0.576623,0.358442,0.054545,21,21,0,0,0,0,0,0,4,3,0,1,6.73,7.982,67,0.485507,26.466,11.031,63.688,4.892,203,0.980676,113,3,0.026549,118,0.502128,1018.941,222,75,297,21,1039.941,0.723329,17.219,150,235,48,48,0,"{""Z1"": 9, ""Z2"": 6, ""Z3"": 4, ""Z4"": 4, ""Z5"": 4, ""Z6"": 6, ""Z7"": 8, ""Z8"": 5, ""Z9"": 2}",True,True,0,0,207,0,0,7149.564,0.0,0.0,0.0,0.0,0.0,0.0,2827.146,10.5,10.5,0.0,0.0,0.0,0.5
48,P0_no_policy,P0_baseline,W1,extreme_heat,workday,200,207,197,0.951691,147,146,0.993197,7,0,0,373,373,0,1.0,4,213,137,19,0.010724,0.571046,0.367292,0.050938,19,19,0,0,0,0,0,0,4,3,0,1,6.688,7.996,67,0.489051,26.466,11.35,64.367,4.878,196,0.98,107,3,0.028037,118,0.506438,1018.941,213,75,288,19,1037.941,0.733901,17.074,140,233,48,48,0,"{""Z1"": 9, ""Z2"": 6, ""Z3"": 4, ""Z4"": 4, ""Z5"": 4, ""Z6"": 6, ""Z7"": 8, ""Z8"": 5, ""Z9"": 2}",True,True,29,0,200,0,0,6964.064,49175.478166,54793.957014,36245.787413,248.258818,246.569982,0.0,2735.646,9.5,9.5,0.0,0.0,0.0,0.5
48,P0_no_policy,P0_baseline,W2,heavy_rain,workday,200,207,194,0.937198,147,144,0.979592,8,0,0,363,363,0,1.0,4,135,176,48,0.011019,0.371901,0.484848,0.132231,48,48,0,0,0,0,0,0,2,5,0,3,7.367,8.856,99,0.5625,30.907,11.594,65.69,8.047,192,0.989691,59,1,0.016949,152,0.675556,1018.941,135,119,254,48,1066.941,0.790361,16.855,138,225,48,48,0,"{""Z1"": 9, ""Z2"": 8, ""Z3"": 4, ""Z4"": 3, ""Z5"": 5, ""Z6"": 6, ""Z7"": 7, ""Z8"": 4, ""Z9"": 2}",True,True,160,5,194,0,0,7500.037,0.0,0.0,0.0,0.0,0.0,4788.147785,3109.761,24.0,24.0,0.0,0.0,0.0,1.5
49,P0_no_policy,P0_baseline,W0,normal,workday,200,212,209,0.985849,150,147,0.98,0,0,0,391,391,0,1.0,11,223,130,27,0.028133,0.570332,0.332481,0.069054,27,27,0,0,0,0,0,0,1,3,0,3,6.787,7.957,65,0.5,27.048,10.63,61.147,5.192,211,0.995283,121,0,0.0,112,0.525822,1018.941,223,75,298,27,1045.941,0.731847,17.398,178,213,48,48,0,"{""Z1"": 7, ""Z2"": 9, ""Z3"": 4, ""Z4"": 5, ""Z5"": 5, ""Z6"": 4, ""Z7"": 6, ""Z8"": 4, ""Z9"": 4}",True,True,0,0,212,0,0,7344.593,0.0,0.0,0.0,0.0,0.0,0.0,2834.922,13.5,13.5,0.0,0.0,0.0,1.5
49,P0_no_policy,P0_baseline,W1,extreme_heat,workday,200,212,207,0.976415,150,147,0.98,2,0,0,388,388,0,1.0,11,213,133,31,0.028351,0.548969,0.342784,0.079897,31,31,0,0,0,0,0,0,1,3,0,3,6.684,8.019,68,0.511278,27.097,10.613,60.918,5.484,209,0.995238,116,0,0.0,115,0.539906,1018.941,213,79,292,31,1049.941,0.730511,17.668,175,213,48,48,0,"{""Z1"": 7, ""Z2"": 9, ""Z3"": 4, ""Z4"": 5, ""Z5"": 5, ""Z6"": 4, ""Z7"": 6, ""Z8"": 4, ""Z9"": 4}",True,True,29,0,210,0,0,7252.593,51457.34767,57398.869906,35375.779339,240.65156,235.838529,0.0,2819.322,15.5,15.5,0.0,0.0,0.0,1.5
49,P0_no_policy,P0_baseline,W2,heavy_rain,workday,200,212,200,0.943396,150,147,0.98,9,0,0,371,371,0,1.0,3,140,176,52,0.008086,0.377358,0.474394,0.140162,52,52,0,0,0,0,0,0,3,3,0,3,7.543,8.705,102,0.579545,31.698,11.795,64.301,7.782,196,0.984925,70,0,0.0,147,0.710145,1018.941,140,129,269,52,1070.941,0.810099,16.849,164,207,48,48,0,"{""Z1"": 10, ""Z2"": 6, ""Z3"": 4, ""Z4"": 5, ""Z5"": 6, ""Z6"": 4, ""Z7"": 5, ""Z8"": 4, ""Z9"": 4}",True,True,177,4,199,0,0,7644.36,0.0,0.0,0.0,0.0,0.0,5162.010896,3201.321,26.0,26.0,0.0,0.0,0.0,1.5
