seed,day_type,vehicle_id,current_zone,status,busy_until,destination_zone,weather_scenario,policy,experiment_condition
48,workday,N9RH-workday-Z7-003,Z7,idle,0.0,,W2,P0_no_policy,P0_baseline
48,workday,N9RH-workday-Z7-004,Z7,idle,0.0,,W2,P0_no_policy,P0_baseline
48,workday,N9RH-workday-Z7-005,Z7,idle,0.0,,W2,P0_no_policy,P0_baseline
48,workday,N9RH-workday-Z7-006,Z7,idle,0.0,,W2,P0_no_policy,P0_baseline
48,workday,N9RH-workday-Z7-007,Z7,idle,0.0,,W2,P0_no_policy,P0_baseline
48,workday,N9RH-workday-Z7-008,Z7,idle,0.0,,W2,P0_no_policy,P0_baseline
48,workday,N9RH-workday-Z8-001,Z2,idle,1205.563572,,W2,P0_no_policy,P0_baseline
48,workday,N9RH-workday-Z8-002,Z8,idle,0.0,,W2,P0_no_policy,P0_baseline
48,workday,N9RH-workday-Z8-003,Z8,idle,0.0,,W2,P0_no_policy,P0_baseline
48,workday,N9RH-workday-Z8-004,Z8,idle,0.0,,W2,P0_no_policy,P0_baseline
48,workday,N9RH-workday-Z9-001,Z6,idle,529.8133066666667,,W2,P0_no_policy,P0_baseline
48,workday,N9RH-workday-Z9-002,Z6,idle,590.561526,,W2,P0_no_policy,P0_baseline
48,workday,N9RH-workday-Z9-003,Z9,idle,590.054681,,W2,P0_no_policy,P0_baseline
48,workday,N9RH-workday-Z9-004,Z9,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-001,Z2,idle,1043.708763,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-002,Z2,idle,1219.9834409999999,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-003,Z1,idle,1244.408609,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-004,Z1,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-005,Z1,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-006,Z1,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-007,Z1,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-008,Z1,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-001,Z1,idle,529.985273,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-002,Z2,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-003,Z2,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-004,Z2,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-005,Z2,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-006,Z2,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-007,Z2,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-008,Z2,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z3-001,Z3,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z3-002,Z3,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z3-003,Z3,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z3-004,Z3,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z4-001,Z4,idle,1287.846136,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z4-002,Z4,idle,1169.9097749999999,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z4-003,Z4,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z4-004,Z4,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z5-001,Z5,idle,1372.948211,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z5-002,Z5,idle,1367.4957849999998,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z5-003,Z5,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z5-004,Z5,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z6-001,Z6,idle,1372.290039,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z6-002,Z6,idle,559.9991713333333,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z6-003,Z6,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z6-004,Z6,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-001,Z5,idle,1064.737794,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-002,Z4,idle,1211.287966,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-003,Z7,idle,1252.519646,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-004,Z7,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-005,Z7,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-006,Z7,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-007,Z7,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-008,Z7,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z8-001,Z8,idle,1224.277417,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z8-002,Z8,idle,1225.905826,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z8-003,Z8,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z8-004,Z8,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z9-001,Z9,idle,1057.180898,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z9-002,Z9,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z9-003,Z9,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z9-004,Z9,idle,0.0,,W0,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-001,Z2,idle,1043.708763,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-002,Z2,idle,1219.9834409999999,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-003,Z1,idle,1244.408609,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-004,Z1,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-005,Z1,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-006,Z1,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-007,Z1,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-008,Z1,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-001,Z1,idle,529.985273,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-002,Z2,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-003,Z2,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-004,Z2,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-005,Z2,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-006,Z2,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-007,Z2,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-008,Z2,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z3-001,Z3,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z3-002,Z3,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z3-003,Z3,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z3-004,Z3,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z4-001,Z4,idle,1287.846136,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z4-002,Z4,idle,1169.9097749999999,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z4-003,Z4,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z4-004,Z4,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z5-001,Z5,idle,1372.948211,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z5-002,Z5,idle,1367.4957849999998,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z5-003,Z5,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z5-004,Z5,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z6-001,Z6,idle,1372.290039,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z6-002,Z6,idle,559.9991713333333,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z6-003,Z6,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z6-004,Z6,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-001,Z5,idle,1064.737794,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-002,Z4,idle,1211.287966,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-003,Z7,idle,1252.519646,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-004,Z7,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-005,Z7,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-006,Z7,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-007,Z7,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-008,Z7,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z8-001,Z8,idle,1224.277417,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z8-002,Z8,idle,1225.905826,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z8-003,Z8,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z8-004,Z8,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z9-001,Z9,idle,1057.180898,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z9-002,Z9,idle,1093.695146,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z9-003,Z9,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z9-004,Z9,idle,0.0,,W1,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-001,Z3,idle,1129.9992113333335,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-002,Z2,idle,1306.91639,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-003,Z1,idle,1245.12133,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-004,Z1,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-005,Z1,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-006,Z1,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-007,Z1,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z1-008,Z1,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-001,Z1,idle,559.9636323333333,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-002,Z1,idle,529.9898063333334,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-003,Z1,idle,618.1201986666666,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-004,Z2,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-005,Z2,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-006,Z2,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-007,Z2,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z2-008,Z2,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z3-001,Z1,idle,500.50138400000003,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z3-002,Z3,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z3-003,Z3,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z3-004,Z3,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z4-001,Z4,idle,1247.786107,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z4-002,Z4,idle,1174.837489,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z4-003,Z4,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z4-004,Z4,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z5-001,Z5,idle,1367.495715,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z5-002,Z5,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z5-003,Z5,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z5-004,Z5,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z6-001,Z6,idle,1372.289918,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z6-002,Z6,idle,1172.9546719999998,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z6-003,Z6,idle,571.4571603333333,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z6-004,Z6,idle,529.9857463333334,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-001,Z5,idle,1075.898665,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-002,Z4,idle,1216.5911130000002,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-003,Z5,idle,1219.9508863333335,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-004,Z7,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-005,Z7,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-006,Z7,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-007,Z7,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z7-008,Z7,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z8-001,Z8,idle,1225.7910729999999,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z8-002,Z8,idle,1227.600582,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z8-003,Z8,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z8-004,Z8,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z9-001,Z9,idle,1140.441352,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z9-002,Z9,idle,1099.544074,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z9-003,Z9,idle,0.0,,W2,P0_no_policy,P0_baseline
49,workday,N9RH-workday-Z9-004,Z9,idle,0.0,,W2,P0_no_policy,P0_baseline
