event_sequence,decision_sequence,agent_id,leg_id,mode,flow_contribution_pcu_per_hour,shared_state_key,departure_time,time_bin_start,base_flow_pcu_per_hour,endogenous_flow_before,endogenous_flow_after,total_flow_before,total_flow_after,state_version_after,global_version_after
441,1906,13,13-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T21:00,2026-07-07 21:00:00,2026-07-07 21:00:00,24.0,60.0,66.0,84.0,90.0,11,441
442,1907,212,212-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T21:00,2026-07-07 21:00:00,2026-07-07 21:00:00,24.0,66.0,72.0,90.0,96.0,12,442
443,1908,199,199-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T21:00,2026-07-07 21:00:00,2026-07-07 21:00:00,24.0,72.0,78.0,96.0,102.0,13,443
444,1909,371,371-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T21:00,2026-07-07 21:00:00,2026-07-07 21:00:00,24.0,78.0,84.0,102.0,108.0,14,444
445,1910,110,110-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T21:00,2026-07-07 21:00:00,2026-07-07 21:00:00,24.0,84.0,90.0,108.0,114.0,15,445
446,1911,64,64-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T21:00,2026-07-07 21:01:21,2026-07-07 21:00:00,24.0,90.0,96.0,114.0,120.0,16,446
447,1913,189,189-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T21:00,2026-07-07 21:05:09.180000,2026-07-07 21:00:00,24.0,96.0,102.0,120.0,126.0,17,447
448,1915,344,344-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T21:30,2026-07-07 21:30:00,2026-07-07 21:30:00,24.0,0.0,6.0,24.0,30.0,1,448
449,1917,253,253-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T21:30,2026-07-07 21:30:00,2026-07-07 21:30:00,24.0,6.0,12.0,30.0,36.0,2,449
450,1922,150,150-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T21:30,2026-07-07 21:30:00,2026-07-07 21:30:00,24.0,12.0,18.0,36.0,42.0,3,450
451,1928,242,242-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,0.0,6.0,24.0,30.0,1,451
452,1932,138,138-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,6.0,12.0,30.0,36.0,2,452
453,1934,264,264-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,12.0,18.0,36.0,42.0,3,453
454,1935,356,356-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,18.0,24.0,42.0,48.0,4,454
455,1937,298,298-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,24.0,30.0,48.0,54.0,5,455
456,1941,363,363-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,30.0,36.0,54.0,60.0,6,456
457,1947,169,169-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,36.0,42.0,60.0,66.0,7,457
458,1948,197,197-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,42.0,48.0,66.0,72.0,8,458
459,1950,399,399-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,48.0,54.0,72.0,78.0,9,459
460,1953,118,118-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,54.0,60.0,78.0,84.0,10,460
461,1955,39,39-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,60.0,66.0,84.0,90.0,11,461
462,1956,313,313-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,66.0,72.0,90.0,96.0,12,462
463,1957,153,153-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,72.0,78.0,96.0,102.0,13,463
464,1958,260,260-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,78.0,84.0,102.0,108.0,14,464
465,1959,220,220-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,84.0,90.0,108.0,114.0,15,465
466,1960,100,100-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,90.0,96.0,114.0,120.0,16,466
467,1961,306,306-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,96.0,102.0,120.0,126.0,17,467
468,1962,339,339-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,102.0,108.0,126.0,132.0,18,468
469,1963,365,365-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,108.0,114.0,132.0,138.0,19,469
470,1964,267,267-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:00,2026-07-07 22:00:00,2026-07-07 22:00:00,24.0,114.0,120.0,138.0,144.0,20,470
471,1970,304,304-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,0.0,6.0,24.0,30.0,1,471
472,1971,171,171-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,6.0,12.0,30.0,36.0,2,472
473,1973,200,200-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,12.0,18.0,36.0,42.0,3,473
474,1974,302,302-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,18.0,24.0,42.0,48.0,4,474
475,1975,158,158-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,24.0,30.0,48.0,54.0,5,475
476,1977,284,284-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,30.0,36.0,54.0,60.0,6,476
477,1979,263,263-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,36.0,42.0,60.0,66.0,7,477
478,1982,10,10-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,42.0,48.0,66.0,72.0,8,478
479,1985,126,126-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,48.0,54.0,72.0,78.0,9,479
480,1987,71,71-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,54.0,60.0,78.0,84.0,10,480
481,1988,144,144-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,60.0,66.0,84.0,90.0,11,481
482,1990,233,233-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,66.0,72.0,90.0,96.0,12,482
483,1991,319,319-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,72.0,78.0,96.0,102.0,13,483
484,1992,221,221-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,78.0,84.0,102.0,108.0,14,484
485,1993,69,69-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,84.0,90.0,108.0,114.0,15,485
486,1994,181,181-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,90.0,96.0,114.0,120.0,16,486
487,1995,43,43-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,96.0,102.0,120.0,126.0,17,487
488,1996,341,341-2026-07-07-L03,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T22:30,2026-07-07 22:30:00,2026-07-07 22:30:00,24.0,102.0,108.0,126.0,132.0,18,488
