leg_id,agent_id,leg_role,purpose,request_time,dispatch_priority,dispatch_priority_policy,dispatch_priority_group_rank,effective_dispatch_priority,age_group,origin_zone,destination_zone,coupon_bound,coupon_scheme_id,coupon_pricing_type,coupon_fare_eligible,coupon_ineligibility_reason,fare_before_coupon_yuan,fare_after_coupon_yuan,request_network_distance_km,coupon_subsidy_yuan,succeeded,failure_reason,dispatch_time,pickup_wait_min,queue_wait_min,pending_queue_size_at_dispatch,dispatch_sequence,vehicle_id,idle_vehicles_at_request,busy_start,busy_until,previous_busy_until,idle_vehicles_after_dispatch,weather_scenario,policy,experiment_condition,day_type
319-2026-07-07-L01,319,outbound,work,597.5833333333334,0.001710587,P0_first_come,0,0.001710587,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,20.88,20.88,5.548,0.0,True,,597.5833333333334,10.0,0.0,1,201,N9RH-workday-Z6-006,19,597.5833333333334,621.2395853333334,592.5930659999999,18,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
323-2026-07-07-L01,323,outbound,visit,597.75,0.020402733,P0_first_come,0,0.020402733,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,20.67,20.67,5.469,0.0,True,,597.75,10.0,0.0,1,202,N9RH-workday-Z5-004,18,597.75,621.228307,531.3192529999999,17,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
474-2026-07-07-L01,474,outbound,work,598.7,0.91780374,P0_first_come,0,0.91780374,40-59,Z5,Z5,True,percentage,percentage,True,,19.38,15.5,4.993,3.88,True,,598.7,10.0,0.0,1,203,N9RH-workday-Z5-001,18,598.7,621.018991,597.8701596666667,17,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
440-2026-07-07-L01,440,outbound,medical,604.2833333333333,0.488332569,P0_first_come,0,0.488332569,40-59,Z4,Z4,True,percentage,percentage,True,,41.55,33.24,13.204,8.31,True,,604.2833333333333,10.0,0.0,1,204,N9RH-workday-Z2-009,13,604.2833333333333,643.1351153333333,599.2137829999999,12,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
736-2026-07-07-L01,736,outbound,medical,623.1833333333333,0.0003208,P0_first_come,0,0.0003208,60+,Z5,Z7,True,percentage,percentage,True,,52.15,41.72,17.128,10.43,True,,623.1833333333333,8.961,0.0,1,205,N9RH-workday-Z3-001,22,623.1833333333333,666.8463233333333,599.2875856666667,21,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
944-2026-07-07-L01,944,outbound,medical,629.5166666666667,0.116114492,P0_first_come,0,0.116114492,60+,Z4,Z4,True,percentage,percentage,True,,24.77,19.82,6.99,4.95,True,,629.5166666666667,8.0,0.0,1,206,N9RH-workday-Z4-001,13,629.5166666666667,651.6828946666667,599.8624656666666,12,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
996-2026-07-07-L01,996,outbound,medical,638.5833333333334,0.127843508,P0_first_come,0,0.127843508,60+,Z9,Z9,True,percentage,percentage,True,,33.37,26.7,10.173,6.67,True,,638.5833333333334,12.0,0.0,1,207,N9RH-workday-Z6-004,11,638.5833333333334,671.1787843333334,590.648613,10,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
954-2026-07-07-L01,954,outbound,medical,639.3666666666667,0.908221759,P0_first_come,0,0.908221759,60+,Z8,Z2,True,percentage,percentage,True,,33.32,26.66,10.155,6.66,True,,639.3666666666667,8.0,0.0,1,208,N9RH-workday-Z2-010,15,639.3666666666667,667.9314546666667,590.9038473333334,14,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
739-2026-07-07-L01,739,outbound,social_leisure,653.6333333333333,0.504314359,P0_first_come,0,0.504314359,60+,Z5,Z5,True,percentage,percentage,True,,30.24,24.19,9.015,6.05,True,,653.6333333333333,8.0,0.0,1,209,N9RH-workday-Z5-001,21,653.6333333333333,679.8957623333333,621.018991,20,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
669-2026-07-07-L01,669,outbound,visit,659.4166666666666,0.496585283,P0_first_come,0,0.496585283,40-59,Z9,Z9,False,percentage,percentage,False,coupon_unavailable,40.19,40.19,12.7,0.0,True,,659.4166666666666,12.0,0.0,1,210,N9RH-workday-Z6-012,10,659.4166666666666,697.1519926666666,621.9202793333333,9,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
874-2026-07-07-L02,874,between_activities,medical,660.0,0.24972762,P0_first_come,0,0.24972762,60+,Z5,Z2,False,percentage,percentage,False,coupon_unavailable,114.74,114.74,40.313,0.0,True,,660.0,8.0,0.0,1,211,N9RH-workday-Z5-002,20,660.0,746.437828,620.929755,19,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
367-2026-07-07-L01,367,outbound,visit,661.9833333333333,0.109390144,P0_first_come,0,0.109390144,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,24.83,24.83,7.012,0.0,True,,661.9833333333333,8.0,0.0,1,212,N9RH-workday-Z5-003,19,661.9833333333333,684.1836513333334,621.2523783333334,18,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
836-2026-07-07-L01,836,outbound,shopping,662.1333333333333,0.302144955,P0_first_come,0,0.302144955,60+,Z9,Z9,True,percentage,percentage,True,,14.0,11.2,2.902,2.8,True,,662.1333333333333,12.0,0.0,1,213,N9RH-workday-Z9-008,9,662.1333333333333,680.0117163333333,595.913762,8,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
796-2026-07-07-L01,796,outbound,out_of_home_family_activity,666.8,0.988680338,P0_first_come,0,0.988680338,60+,Z6,Z6,True,percentage,percentage,True,,14.0,11.2,2.574,2.8,True,,666.8,8.0,0.0,1,214,N9RH-workday-Z3-003,30,666.8,680.015942,597.7629963333333,29,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
926-2026-07-07-L01,926,outbound,medical,676.6,0.241602902,P0_first_come,0,0.241602902,60+,Z9,Z9,True,percentage,percentage,True,,27.54,22.03,8.015,5.51,True,,676.6,12.0,0.0,1,215,N9RH-workday-Z6-004,9,676.6,704.846974,671.1787843333334,8,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
702-2026-07-07-L01,702,outbound,out_of_home_family_care,685.85,0.743956868,P0_first_come,0,0.743956868,40-59,Z2,Z2,True,percentage,percentage,True,,34.72,27.78,10.673,6.94,True,,685.85,6.0,0.0,1,216,N9RH-workday-Z1-001,36,685.85,713.490959,599.160801,35,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
253-2026-07-07-L01,253,outbound,shopping,695.9666666666667,0.311097489,P0_first_come,0,0.311097489,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,22.12,22.12,6.009,0.0,True,,695.9666666666667,8.0,0.0,1,217,N9RH-workday-Z5-001,20,695.9666666666667,716.1317456666667,679.8957623333333,19,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
113-2026-07-07-L01,113,outbound,shopping,699.45,0.336819121,P0_first_come,0,0.336819121,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,19.55,19.55,5.057,0.0,True,,699.45,8.0,0.0,1,218,N9RH-workday-Z3-003,30,699.45,717.6917390000001,680.015942,29,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
898-2026-07-07-L01,898,outbound,medical,703.3166666666667,0.783747579,P0_first_come,0,0.783747579,60+,Z2,Z2,True,percentage,percentage,True,,21.86,17.49,5.91,4.37,True,,703.3166666666667,6.0,0.0,1,219,N9RH-workday-Z1-004,35,703.3166666666667,720.9561126666667,601.5012176666667,34,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
977-2026-07-07-L01,977,outbound,medical,733.0,0.963098696,P0_first_come,0,0.963098696,60+,Z9,Z9,True,percentage,percentage,True,,30.19,24.15,8.997,6.04,True,,733.0,12.0,0.0,1,220,N9RH-workday-Z6-004,11,733.0,761.383896,704.846974,10,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
821-2026-07-07-L01,821,outbound,medical,735.7333333333333,0.125970023,P0_first_come,0,0.125970023,60+,Z2,Z2,True,percentage,percentage,True,,20.08,16.06,5.252,4.02,True,,735.7333333333333,6.0,0.0,1,221,N9RH-workday-Z1-001,36,735.7333333333333,751.2995273333333,713.490959,35,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
317-2026-07-07-L01,317,outbound,visit,737.9166666666666,0.639075399,P0_first_come,0,0.639075399,18-39,Z9,Z9,False,percentage,percentage,False,coupon_unavailable,35.71,35.71,11.041,0.0,True,,737.9166666666666,12.0,0.0,1,222,N9RH-workday-Z6-012,10,737.9166666666666,770.0322736666666,697.1519926666666,9,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
755-2026-07-07-L01,755,outbound,medical,746.0,0.050298419,P0_first_come,0,0.050298419,60+,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,29.45,29.45,8.723,0.0,True,,746.0,8.0,0.0,1,223,N9RH-workday-Z2-009,14,746.0,769.895677,643.1351153333333,13,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
886-2026-07-07-L01,886,outbound,visit,751.5333333333333,0.515477034,P0_first_come,0,0.515477034,60+,Z2,Z2,True,percentage,percentage,True,,24.41,19.53,6.856,4.88,True,,751.5333333333333,6.0,0.0,1,224,N9RH-workday-Z1-001,37,751.5333333333333,770.0180663333333,751.2995273333333,36,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
149-2026-07-07-L01,149,outbound,visit,757.3333333333334,0.84124822,P0_first_come,0,0.84124822,18-39,Z3,Z6,False,percentage,percentage,False,coupon_unavailable,46.89,46.89,15.181,0.0,True,,757.3333333333334,6.0,0.0,1,225,N9RH-workday-Z1-002,9,757.3333333333334,790.9840323333334,592.2474126666667,8,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
921-2026-07-07-L01,921,outbound,social_leisure,757.9166666666666,0.807276736,P0_first_come,0,0.807276736,60+,Z8,Z8,True,percentage,percentage,True,,20.68,16.54,5.474,4.14,True,,757.9166666666666,8.0,0.0,1,226,N9RH-workday-Z2-014,14,757.9166666666666,775.8897986666666,592.66494,13,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
681-2026-07-07-L01,681,outbound,visit,770.6333333333333,0.400044776,P0_first_come,0,0.400044776,40-59,Z3,Z3,True,percentage,percentage,True,,26.94,21.55,7.791,5.39,True,,770.6333333333333,6.0,0.0,1,227,N9RH-workday-Z1-003,8,770.6333333333333,790.8301973333333,601.326736,7,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
952-2026-07-07-L01,952,outbound,visit,787.4166666666666,0.227769644,P0_first_come,0,0.227769644,60+,Z2,Z1,True,percentage,percentage,True,,26.21,20.97,7.521,5.24,True,,787.4166666666666,6.0,0.0,1,228,N9RH-workday-Z1-001,37,787.4166666666666,807.1133146666666,770.0180663333333,36,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
600-2026-07-07-L01,600,outbound,visit,810.3166666666667,0.121555201,P0_first_come,0,0.121555201,40-59,Z5,Z5,True,percentage,percentage,True,,23.23,18.58,6.419,4.65,True,,810.3166666666667,8.0,0.0,1,229,N9RH-workday-Z5-001,20,810.3166666666667,830.0061426666667,716.1317456666667,19,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
951-2026-07-07-L02,951,return_home,return_home,840.0,0.271434594,P0_first_come,0,0.271434594,60+,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,40.41,40.41,12.78,0.0,True,,840.0,8.0,0.0,1,230,N9RH-workday-Z1-002,31,840.0,871.272784,790.9840323333334,30,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
287-2026-07-07-L01,287,outbound,medical,841.4333333333333,0.986571053,P0_first_come,0,0.986571053,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,25.46,25.46,7.244,0.0,True,,841.4333333333333,8.0,0.0,1,231,N9RH-workday-Z5-001,20,841.4333333333333,862.6280493333333,830.0061426666667,19,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
531-2026-07-07-L01,531,outbound,shopping,847.4166666666666,0.239340302,P0_first_come,0,0.239340302,40-59,Z2,Z1,True,percentage,percentage,True,,26.21,20.97,7.521,5.24,True,,847.4166666666666,6.0,0.0,1,232,N9RH-workday-Z1-004,36,847.4166666666666,867.1193276666667,720.9561126666667,35,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
187-2026-07-07-L02,187,between_activities,medical,870.1,0.485010287,P0_first_come,0,0.485010287,18-39,Z3,Z1,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,870.1,6.0,0.0,1,233,N9RH-workday-Z1-003,8,870.1,890.007982,790.8301973333333,7,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
150-2026-07-07-L02,150,between_activities,out_of_home_family_activity,876.9833333333333,0.909466584,P0_first_come,0,0.909466584,18-39,Z1,Z3,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,876.9833333333333,6.0,0.0,1,234,N9RH-workday-Z1-001,65,876.9833333333333,896.8943363333334,807.1133146666666,64,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
953-2026-07-07-L01,953,outbound,shopping,886.5666666666667,0.769108371,P0_first_come,0,0.769108371,60+,Z5,Z5,True,percentage,percentage,True,,14.31,11.45,3.115,2.86,True,,886.5666666666667,8.0,0.0,1,235,N9RH-workday-Z5-001,20,886.5666666666667,900.2421236666668,862.6280493333333,19,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
705-2026-07-07-L01,705,outbound,social_leisure,908.45,0.22925111,P0_first_come,0,0.22925111,40-59,Z4,Z4,True,percentage,percentage,True,,20.29,16.23,5.33,4.06,True,,908.45,8.0,0.0,1,236,N9RH-workday-Z2-009,14,908.45,926.156341,769.895677,13,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
544-2026-07-07-L01,544,outbound,medical,930.5833333333334,0.704867537,P0_first_come,0,0.704867537,40-59,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,26.09,26.09,7.476,0.0,True,,930.5833333333334,8.0,0.0,1,237,N9RH-workday-Z2-009,14,930.5833333333334,952.1978523333333,926.156341,13,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
367-2026-07-07-L02,367,return_home,return_home,960.0,0.267053265,P0_first_come,0,0.267053265,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,24.83,24.83,7.012,0.0,True,,960.0,8.0,0.0,1,239,N9RH-workday-Z5-001,20,960.0,980.774788,900.2421236666668,19,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
270-2026-07-07-L02,270,return_home,return_home,960.0,0.341268437,P0_first_come,0,0.341268437,18-39,Z2,Z3,False,percentage,percentage,False,coupon_unavailable,46.83,46.83,15.158,0.0,True,,960.0,6.0,0.0,1,238,N9RH-workday-Z2-010,35,960.0,993.604631,667.9314546666667,34,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
317-2026-07-07-L02,317,return_home,return_home,960.0,0.627863807,P0_first_come,0,0.627863807,18-39,Z9,Z9,False,percentage,percentage,False,coupon_unavailable,35.71,35.71,11.041,0.0,True,,960.0,12.0,0.0,1,240,N9RH-workday-Z6-004,11,960.0,992.111147,761.383896,10,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
180-2026-07-07-L01,180,outbound,out_of_home_family_activity,981.6666666666666,0.696908822,P0_first_come,0,0.696908822,18-39,Z9,Z6,False,percentage,percentage,False,coupon_unavailable,72.16,72.16,24.539,0.0,True,,981.6666666666666,12.0,0.0,1,241,N9RH-workday-Z6-012,10,981.6666666666666,1048.3582626666666,770.0322736666666,9,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
179-2026-07-07-L02,179,return_home,return_home,990.0,0.405791247,P0_first_come,0,0.405791247,18-39,Z2,Z2,False,percentage,percentage,False,coupon_unavailable,27.99,27.99,8.18,0.0,True,,990.0,6.0,0.0,1,242,N9RH-workday-Z2-019,34,990.0,1010.896545,620.5908726666668,33,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
364-2026-07-07-L02,364,return_home,return_home,990.0,0.962600238,P0_first_come,0,0.962600238,18-39,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,38.45,38.45,12.054,0.0,True,,990.0,8.0,0.0,1,243,N9RH-workday-Z2-009,14,990.0,1020.904371,952.1978523333333,13,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
659-2026-07-07-L01,659,outbound,out_of_home_family_care,994.15,0.549238554,P0_first_come,0,0.549238554,40-59,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,14.0,14.0,2.933,0.0,True,,994.15,8.0,0.0,1,244,N9RH-workday-Z4-001,13,994.15,1007.493787,651.6828946666667,12,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
254-2026-07-07-L02,254,return_home,return_home,1020.0,0.001418311,P0_first_come,0,0.001418311,18-39,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,32.13,32.13,9.715,0.0,True,,1020.0,7.5,0.0,5,278,N9RH-workday-Z3-001,42,1020.0,1053.975415,666.8463233333333,41,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
194-2026-07-07-L02,194,return_home,return_home,1020.0,0.023553114,P0_first_come,0,0.023553114,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,43.21,43.21,13.817,0.0,True,,1020.0,10.0,0.0,5,273,N9RH-workday-Z1-002,31,1020.0,1070.719642,871.272784,30,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
584-2026-07-07-L02,584,return_home,return_home,1020.0,0.033801632,P0_first_come,0,0.033801632,40-59,Z9,Z9,False,percentage,percentage,False,coupon_unavailable,40.98,40.98,12.992,0.0,True,,1020.0,15.0,0.0,1,283,N9RH-workday-Z6-004,10,1020.0,1072.75211,992.111147,9,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
553-2026-07-07-L02,553,return_home,return_home,1020.0,0.037036495,P0_first_come,0,0.037036495,40-59,Z1,Z3,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,1020.0,7.5,0.0,10,245,N9RH-workday-Z1-003,65,1020.0,1049.700331,890.007982,64,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
67-2026-07-07-L02,67,return_home,return_home,1020.0,0.037777107,P0_first_come,0,0.037777107,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,19.32,19.32,4.971,0.0,True,,1020.0,10.0,0.0,4,274,N9RH-workday-Z3-003,31,1020.0,1043.667684,717.6917390000001,29,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
49-2026-07-07-L02,49,return_home,return_home,1020.0,0.046610244,P0_first_come,0,0.046610244,18-39,Z1,Z3,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,1020.0,7.5,0.0,9,246,N9RH-workday-Z1-004,65,1020.0,1048.377435,867.1193276666667,63,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
341-2026-07-07-L02,341,between_activities,visit,1020.0,0.052125194,P0_first_come,0,0.052125194,18-39,Z2,Z6,False,percentage,percentage,False,coupon_unavailable,87.82,87.82,30.339,0.0,True,,1020.0,7.5,0.0,8,255,N9RH-workday-Z2-019,34,1020.0,1117.377744,1010.896545,33,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
40-2026-07-07-L02,40,return_home,return_home,1020.0,0.082019533,P0_first_come,0,0.082019533,18-39,Z2,Z8,False,percentage,percentage,False,coupon_unavailable,33.32,33.32,10.155,0.0,True,,1020.0,7.5,0.0,7,256,N9RH-workday-Z2-020,34,1020.0,1056.296917,0.0,32,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
94-2026-07-07-L02,94,return_home,return_home,1020.0,0.155466201,P0_first_come,0,0.155466201,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,33.82,33.82,10.339,0.0,True,,1020.0,10.0,0.0,4,269,N9RH-workday-Z5-001,20,1020.0,1058.334681,980.774788,19,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
56-2026-07-07-L02,56,return_home,return_home,1020.0,0.156067269,P0_first_come,0,0.156067269,18-39,Z1,Z2,False,percentage,percentage,False,coupon_unavailable,26.21,26.21,7.521,0.0,True,,1020.0,7.5,0.0,8,247,N9RH-workday-Z1-005,65,1020.0,1048.664798,620.559842,62,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
718-2026-07-07-L02,718,return_home,return_home,1020.0,0.162918118,P0_first_come,0,0.162918118,40-59,Z1,Z3,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,1020.0,7.5,0.0,7,248,N9RH-workday-Z1-006,65,1020.0,1049.310758,592.2254023333334,61,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
296-2026-07-07-L02,296,return_home,return_home,1020.0,0.200178823,P0_first_come,0,0.200178823,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,33.19,33.19,10.106,0.0,True,,1020.0,10.0,0.0,3,275,N9RH-workday-Z6-001,31,1020.0,1059.759417,620.5287103333334,28,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
482-2026-07-07-L02,482,return_home,return_home,1020.0,0.213558126,P0_first_come,0,0.213558126,40-59,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,36.88,36.88,11.474,0.0,True,,1020.0,7.5,0.0,4,279,N9RH-workday-Z4-002,42,1020.0,1060.369824,565.736988,40,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
517-2026-07-07-L02,517,return_home,return_home,1020.0,0.232541203,P0_first_come,0,0.232541203,40-59,Z1,Z3,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,1020.0,7.5,0.0,6,249,N9RH-workday-Z1-007,65,1020.0,1048.345364,608.4930116666667,60,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
453-2026-07-07-L02,453,return_home,return_home,1020.0,0.242534508,P0_first_come,0,0.242534508,40-59,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,36.67,36.67,11.397,0.0,True,,1020.0,10.0,0.0,3,270,N9RH-workday-Z5-003,20,1020.0,1062.360252,684.1836513333334,18,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
236-2026-07-07-L02,236,return_home,return_home,1020.0,0.258592911,P0_first_come,0,0.258592911,18-39,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,28.07,28.07,8.211,0.0,True,,1020.0,10.0,0.0,3,266,N9RH-workday-Z4-001,13,1020.0,1052.642231,1007.493787,12,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
663-2026-07-07-L02,663,return_home,return_home,1020.0,0.343327089,P0_first_come,0,0.343327089,40-59,Z2,Z8,False,percentage,percentage,False,coupon_unavailable,33.32,33.32,10.155,0.0,True,,1020.0,7.5,0.0,6,257,N9RH-workday-Z2-021,34,1020.0,1056.110923,0.0,31,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
3-2026-07-07-L02,3,return_home,return_home,1020.0,0.527790735,P0_first_come,0,0.527790735,18-39,Z3,Z2,False,percentage,percentage,False,coupon_unavailable,46.83,46.83,15.158,0.0,True,,1020.0,7.5,0.0,3,263,N9RH-workday-Z1-001,9,1020.0,1069.864689,896.8943363333334,8,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
448-2026-07-07-L02,448,return_home,return_home,1020.0,0.528538133,P0_first_come,0,0.528538133,40-59,Z1,Z3,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,1020.0,7.5,0.0,5,250,N9RH-workday-Z1-008,65,1020.0,1049.045913,0.0,59,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
186-2026-07-07-L02,186,return_home,return_home,1020.0,0.544025357,P0_first_come,0,0.544025357,18-39,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,29.58,29.58,8.77,0.0,True,,1020.0,10.0,0.0,2,267,N9RH-workday-Z4-009,13,1020.0,1054.545328,595.4230346666667,11,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
139-2026-07-07-L02,139,return_home,return_home,1020.0,0.560042963,P0_first_come,0,0.560042963,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,35.68,35.68,11.03,0.0,True,,1020.0,10.0,0.0,2,276,N9RH-workday-Z6-002,31,1020.0,1060.190173,620.9573003333333,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
707-2026-07-07-L02,707,return_home,return_home,1020.0,0.572349129,P0_first_come,0,0.572349129,40-59,Z2,Z4,False,percentage,percentage,False,coupon_unavailable,62.55,62.55,20.98,0.0,True,,1020.0,7.5,0.0,5,258,N9RH-workday-Z2-022,34,1020.0,1086.624108,0.0,30,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
657-2026-07-07-L02,657,return_home,return_home,1020.0,0.60026572,P0_first_come,0,0.60026572,40-59,Z1,Z2,False,percentage,percentage,False,coupon_unavailable,26.21,26.21,7.521,0.0,True,,1020.0,7.5,0.0,4,251,N9RH-workday-Z1-009,65,1020.0,1048.832169,0.0,58,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
359-2026-07-07-L02,359,return_home,return_home,1020.0,0.616310449,P0_first_come,0,0.616310449,18-39,Z3,Z6,False,percentage,percentage,False,coupon_unavailable,46.89,46.89,15.181,0.0,True,,1020.0,7.5,0.0,2,264,N9RH-workday-Z2-002,9,1020.0,1072.698186,591.277212,7,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
613-2026-07-07-L02,613,return_home,return_home,1020.0,0.633177072,P0_first_come,0,0.633177072,40-59,Z1,Z2,False,percentage,percentage,False,coupon_unavailable,26.21,26.21,7.521,0.0,True,,1020.0,7.5,0.0,3,252,N9RH-workday-Z1-010,65,1020.0,1047.875745,0.0,57,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
347-2026-07-07-L02,347,return_home,return_home,1020.0,0.674642347,P0_first_come,0,0.674642347,18-39,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,41.11,41.11,13.041,0.0,True,,1020.0,7.5,0.0,3,280,N9RH-workday-Z4-005,42,1020.0,1065.257597,598.614497,39,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
352-2026-07-07-L02,352,return_home,return_home,1020.0,0.739932594,P0_first_come,0,0.739932594,18-39,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,36.75,36.75,11.427,0.0,True,,1020.0,10.0,0.0,1,268,N9RH-workday-Z4-010,13,1020.0,1062.2232,593.0926466666666,10,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
167-2026-07-07-L02,167,return_home,return_home,1020.0,0.747977291,P0_first_come,0,0.747977291,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,32.69,32.69,9.921,0.0,True,,1020.0,10.0,0.0,2,271,N9RH-workday-Z5-004,20,1020.0,1057.78102,621.228307,17,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
358-2026-07-07-L02,358,return_home,return_home,1020.0,0.78644977,P0_first_come,0,0.78644977,18-39,Z3,Z1,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,1020.0,7.5,0.0,1,265,N9RH-workday-Z2-003,9,1020.0,1049.265039,591.4707303333333,6,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
205-2026-07-07-L02,205,return_home,return_home,1020.0,0.805401075,P0_first_come,0,0.805401075,18-39,Z2,Z2,False,percentage,percentage,False,coupon_unavailable,30.73,30.73,9.198,0.0,True,,1020.0,7.5,0.0,4,259,N9RH-workday-Z2-023,34,1020.0,1054.222656,0.0,29,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
