leg_id,agent_id,leg_role,purpose,request_time,dispatch_priority,dispatch_priority_policy,dispatch_priority_group_rank,effective_dispatch_priority,age_group,origin_zone,destination_zone,coupon_bound,coupon_scheme_id,coupon_pricing_type,coupon_fare_eligible,coupon_ineligibility_reason,fare_before_coupon_yuan,fare_after_coupon_yuan,request_network_distance_km,coupon_subsidy_yuan,succeeded,failure_reason,dispatch_time,pickup_wait_min,queue_wait_min,pending_queue_size_at_dispatch,dispatch_sequence,vehicle_id,idle_vehicles_at_request,busy_start,busy_until,previous_busy_until,idle_vehicles_after_dispatch,weather_scenario,policy,experiment_condition,day_type
92-2026-07-07-L02,92,return_home,return_home,1020.0,0.808042902,P0_first_come,0,0.808042902,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,31.08,31.08,9.327,0.0,True,,1020.0,10.0,0.0,1,277,N9RH-workday-Z6-003,31,1020.0,1055.97906,621.2650393333333,26,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
598-2026-07-07-L02,598,return_home,return_home,1020.0,0.820922354,P0_first_come,0,0.820922354,40-59,Z2,Z8,False,percentage,percentage,False,coupon_unavailable,33.32,33.32,10.155,0.0,True,,1020.0,7.5,0.0,3,260,N9RH-workday-Z2-024,34,1020.0,1056.971082,0.0,28,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
594-2026-07-07-L02,594,return_home,return_home,1020.0,0.848862363,P0_first_come,0,0.848862363,40-59,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,20.02,20.02,5.23,0.0,True,,1020.0,7.5,0.0,2,281,N9RH-workday-Z4-007,42,1020.0,1042.543495,592.374596,38,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
499-2026-07-07-L02,499,return_home,return_home,1020.0,0.853023661,P0_first_come,0,0.853023661,40-59,Z2,Z2,False,percentage,percentage,False,coupon_unavailable,26.92,26.92,7.786,0.0,True,,1020.0,7.5,0.0,2,261,N9RH-workday-Z2-025,34,1020.0,1048.858693,0.0,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
497-2026-07-07-L02,497,return_home,return_home,1020.0,0.861118297,P0_first_come,0,0.861118297,40-59,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,22.56,22.56,6.169,0.0,True,,1020.0,10.0,0.0,1,272,N9RH-workday-Z5-005,20,1020.0,1046.735309,0.0,16,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
442-2026-07-07-L02,442,return_home,return_home,1020.0,0.870350139,P0_first_come,0,0.870350139,40-59,Z1,Z2,False,percentage,percentage,False,coupon_unavailable,26.21,26.21,7.521,0.0,True,,1020.0,7.5,0.0,2,253,N9RH-workday-Z1-011,65,1020.0,1048.0860950000001,0.0,56,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
97-2026-07-07-L02,97,return_home,return_home,1020.0,0.931604846,P0_first_come,0,0.931604846,18-39,Z2,Z2,False,percentage,percentage,False,coupon_unavailable,25.78,25.78,7.364,0.0,True,,1020.0,7.5,0.0,1,262,N9RH-workday-Z2-026,34,1020.0,1048.015975,0.0,26,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
281-2026-07-07-L02,281,return_home,return_home,1020.0,0.95139215,P0_first_come,0,0.95139215,18-39,Z1,Z2,False,percentage,percentage,False,coupon_unavailable,26.21,26.21,7.521,0.0,True,,1020.0,7.5,0.0,1,254,N9RH-workday-Z1-012,65,1020.0,1048.584686,0.0,55,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
193-2026-07-07-L02,193,return_home,return_home,1020.0,0.990282619,P0_first_come,0,0.990282619,18-39,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,31.31,31.31,9.41,0.0,True,,1020.0,7.5,0.0,1,282,N9RH-workday-Z4-012,42,1020.0,1053.547752,560.1048436666667,37,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
635-2026-07-07-L02,635,between_activities,shopping,1045.9333333333334,0.086683163,P0_first_come,0,0.086683163,40-59,Z2,Z2,False,percentage,percentage,False,coupon_unavailable,19.09,19.09,4.886,0.0,True,,1045.9333333333334,10.036,0.0,1,284,N9RH-workday-Z2-027,26,1045.9333333333334,1070.9997813333334,0.0,25,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
322-2026-07-07-L02,322,between_activities,social_leisure,1047.4333333333334,0.066896672,P0_first_come,0,0.066896672,18-39,Z1,Z2,False,percentage,percentage,False,coupon_unavailable,26.21,26.21,7.521,0.0,True,,1047.4333333333334,10.741,0.0,2,285,N9RH-workday-Z1-013,55,1047.4333333333334,1081.4678183333333,0.0,54,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
142-2026-07-07-L02,142,between_activities,social_leisure,1047.4333333333334,0.69168688,P0_first_come,0,0.69168688,18-39,Z1,Z2,False,percentage,percentage,False,coupon_unavailable,26.21,26.21,7.521,0.0,True,,1047.4333333333334,10.741,0.0,1,286,N9RH-workday-Z1-014,55,1047.4333333333334,1081.3887723333335,0.0,53,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
238-2026-07-07-L02,238,return_home,return_home,1050.0,0.026794339,P0_first_come,0,0.026794339,18-39,Z3,Z3,False,percentage,percentage,False,coupon_unavailable,32.15,32.15,9.723,0.0,True,,1050.0,11.0,0.0,1,295,N9RH-workday-Z1-003,11,1050.0,1087.944963,1049.700331,10,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
137-2026-07-07-L02,137,return_home,return_home,1050.0,0.040177374,P0_first_come,0,0.040177374,18-39,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,35.03,35.03,10.789,0.0,True,,1050.0,11.0,0.0,2,302,N9RH-workday-Z4-007,38,1050.0,1091.305297,1042.543495,37,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
328-2026-07-07-L02,328,return_home,return_home,1050.0,0.214358349,P0_first_come,0,0.214358349,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,36.01,36.01,11.152,0.0,True,,1050.0,14.667,0.0,5,297,N9RH-workday-Z3-003,28,1050.0,1096.804968,1043.667684,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
240-2026-07-07-L02,240,return_home,return_home,1050.0,0.279492252,P0_first_come,0,0.279492252,18-39,Z1,Z3,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,1050.0,11.0,0.0,3,287,N9RH-workday-Z1-015,54,1050.0,1082.27844,0.0,53,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
93-2026-07-07-L02,93,return_home,return_home,1050.0,0.28696323,P0_first_come,0,0.28696323,18-39,Z2,Z4,False,percentage,percentage,False,coupon_unavailable,62.55,62.55,20.98,0.0,True,,1050.0,11.0,0.0,5,290,N9RH-workday-Z1-005,32,1050.0,1120.259077,1048.664798,31,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
47-2026-07-07-L02,47,between_activities,visit,1050.0,0.324824959,P0_first_come,0,0.324824959,18-39,Z6,Z8,False,percentage,percentage,False,coupon_unavailable,115.23,115.23,40.494,0.0,True,,1050.0,15.629,0.0,4,298,N9RH-workday-Z6-005,28,1050.0,1190.125906,623.6357716666666,26,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
272-2026-07-07-L02,272,return_home,return_home,1050.0,0.341836477,P0_first_come,0,0.341836477,18-39,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,38.32,38.32,12.009,0.0,True,,1050.0,11.0,0.0,1,303,N9RH-workday-Z4-013,38,1050.0,1094.826832,559.9507956666666,36,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
135-2026-07-07-L02,135,return_home,return_home,1050.0,0.44038221,P0_first_come,0,0.44038221,18-39,Z2,Z8,False,percentage,percentage,False,coupon_unavailable,33.32,33.32,10.155,0.0,True,,1050.0,11.0,0.0,4,291,N9RH-workday-Z1-009,32,1050.0,1090.178674,1048.832169,30,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
213-2026-07-07-L02,213,between_activities,visit,1050.0,0.461734916,P0_first_come,0,0.461734916,18-39,Z6,Z9,False,percentage,percentage,False,coupon_unavailable,72.16,72.16,24.539,0.0,True,,1050.0,15.4,0.0,3,299,N9RH-workday-Z6-006,28,1050.0,1141.3590210000002,621.2395853333334,25,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
28-2026-07-07-L02,28,return_home,return_home,1050.0,0.549000002,P0_first_come,0,0.549000002,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,36.01,36.01,11.151,0.0,True,,1050.0,14.667,0.0,2,300,N9RH-workday-Z6-007,28,1050.0,1096.8983819999999,599.822433,24,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
201-2026-07-07-L02,201,return_home,return_home,1050.0,0.619159971,P0_first_come,0,0.619159971,18-39,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,24.49,24.49,6.884,0.0,True,,1050.0,14.667,0.0,1,296,N9RH-workday-Z2-009,11,1050.0,1084.3327459999998,1020.904371,10,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
471-2026-07-07-L02,471,return_home,return_home,1050.0,0.624507193,P0_first_come,0,0.624507193,40-59,Z1,Z1,False,percentage,percentage,False,coupon_unavailable,14.22,14.22,3.083,0.0,True,,1050.0,11.0,0.0,2,288,N9RH-workday-Z1-016,54,1050.0,1069.781626,0.0,52,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
627-2026-07-07-L02,627,between_activities,out_of_home_family_activity,1050.0,0.67289759,P0_first_come,0,0.67289759,40-59,Z2,Z4,False,percentage,percentage,False,coupon_unavailable,62.55,62.55,20.98,0.0,True,,1050.0,11.0,0.0,3,292,N9RH-workday-Z1-010,32,1050.0,1119.295712,1047.875745,29,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
112-2026-07-07-L02,112,return_home,return_home,1050.0,0.867754951,P0_first_come,0,0.867754951,18-39,Z2,Z8,False,percentage,percentage,False,coupon_unavailable,33.32,33.32,10.155,0.0,True,,1050.0,11.0,0.0,2,293,N9RH-workday-Z1-011,32,1050.0,1089.763238,1048.0860950000001,28,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
325-2026-07-07-L02,325,return_home,return_home,1050.0,0.892974139,P0_first_come,0,0.892974139,18-39,Z2,Z2,False,percentage,percentage,False,coupon_unavailable,31.92,31.92,9.637,0.0,True,,1050.0,11.0,0.0,1,294,N9RH-workday-Z1-012,32,1050.0,1088.611068,1048.584686,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
388-2026-07-07-L02,388,return_home,return_home,1050.0,0.982361648,P0_first_come,0,0.982361648,18-39,Z1,Z3,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,1050.0,11.0,0.0,1,289,N9RH-workday-Z1-017,54,1050.0,1082.335975,0.0,51,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
390-2026-07-07-L02,390,return_home,return_home,1050.0,0.984793438,P0_first_come,0,0.984793438,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,31.1,31.1,9.333,0.0,True,,1050.0,14.667,0.0,1,301,N9RH-workday-Z6-008,28,1050.0,1091.177573,599.905079,23,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
69-2026-07-07-L02,69,between_activities,visit,1050.05,0.585757868,P0_first_come,0,0.585757868,18-39,Z8,Z8,False,percentage,percentage,False,coupon_unavailable,22.04,22.04,5.978,0.0,True,,1050.05,14.667,0.0,1,304,N9RH-workday-Z2-014,14,1050.05,1082.0470039999998,775.8897986666666,13,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
253-2026-07-07-L02,253,between_activities,social_leisure,1066.0666666666666,0.534847442,P0_first_come,0,0.534847442,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,25.35,25.35,7.204,0.0,True,,1066.0666666666666,14.667,0.0,1,305,N9RH-workday-Z5-001,20,1066.0666666666666,1101.6802966666664,1058.334681,19,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
379-2026-07-07-L02,379,between_activities,shopping,1069.7666666666667,0.402884643,P0_first_come,0,0.402884643,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,21.62,21.62,5.821,0.0,True,,1069.7666666666667,14.667,0.0,1,306,N9RH-workday-Z6-001,26,1069.7666666666667,1101.4109486666666,1059.759417,25,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
564-2026-07-07-L02,564,between_activities,medical,1077.4333333333334,0.812454155,P0_first_come,0,0.812454155,40-59,Z2,Z1,False,percentage,percentage,False,coupon_unavailable,26.21,26.21,7.521,0.0,True,,1077.4333333333334,11.0,0.0,1,307,N9RH-workday-Z1-001,30,1077.4333333333334,1110.4354213333334,1069.864689,29,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
268-2026-07-07-L02,268,return_home,return_home,1080.0,0.13386464,P0_first_come,0,0.13386464,18-39,Z9,Z9,False,percentage,percentage,False,coupon_unavailable,39.12,39.12,12.302,0.0,True,,1080.0,22.0,0.0,1,315,N9RH-workday-Z6-004,10,1080.0,1136.555393,1072.75211,9,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
386-2026-07-07-L02,386,return_home,return_home,1080.0,0.431928415,P0_first_come,0,0.431928415,18-39,Z2,Z4,False,percentage,percentage,False,coupon_unavailable,62.55,62.55,20.98,0.0,True,,1080.0,11.0,0.0,2,309,N9RH-workday-Z2-023,29,1080.0,1149.471369,1054.222656,28,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
134-2026-07-07-L02,134,return_home,return_home,1080.0,0.438466844,P0_first_come,0,0.438466844,18-39,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,30.16,30.16,8.985,0.0,True,,1080.0,14.667,0.0,1,311,N9RH-workday-Z4-001,13,1080.0,1119.699737,1052.642231,12,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
86-2026-07-07-L02,86,return_home,return_home,1080.0,0.549954432,P0_first_come,0,0.549954432,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,25.08,25.08,7.104,0.0,True,,1080.0,14.667,0.0,3,312,N9RH-workday-Z1-002,27,1080.0,1114.676497,1070.719642,26,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
332-2026-07-07-L02,332,return_home,return_home,1080.0,0.571439513,P0_first_come,0,0.571439513,18-39,Z2,Z2,False,percentage,percentage,False,coupon_unavailable,21.33,21.33,5.716,0.0,True,,1080.0,11.0,0.0,1,310,N9RH-workday-Z2-025,29,1080.0,1106.968947,1048.858693,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
274-2026-07-07-L02,274,return_home,return_home,1080.0,0.659293507,P0_first_come,0,0.659293507,18-39,Z1,Z3,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,1080.0,11.0,0.0,1,308,N9RH-workday-Z1-016,52,1080.0,1112.109414,1069.781626,51,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
8-2026-07-07-L02,8,return_home,return_home,1080.0,0.675503416,P0_first_come,0,0.675503416,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,24.51,24.51,6.893,0.0,True,,1080.0,14.667,0.0,2,313,N9RH-workday-Z2-002,27,1080.0,1113.820759,1072.698186,25,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
129-2026-07-07-L02,129,return_home,return_home,1080.0,0.927855837,P0_first_come,0,0.927855837,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,28.13,28.13,8.234,0.0,True,,1080.0,14.667,0.0,1,314,N9RH-workday-Z6-002,27,1080.0,1117.485929,1060.190173,24,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
371-2026-07-07-L02,371,between_activities,social_leisure,1082.6,0.436763716,P0_first_come,0,0.436763716,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,20.76,20.76,5.504,0.0,True,,1082.6,14.667,0.0,1,316,N9RH-workday-Z5-003,19,1082.6,1112.8130899999999,1062.360252,18,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
307-2026-07-07-L02,307,between_activities,social_leisure,1090.0833333333333,0.849632554,P0_first_come,0,0.849632554,18-39,Z9,Z9,False,percentage,percentage,False,coupon_unavailable,28.32,28.32,8.303,0.0,True,,1090.0833333333333,22.0,0.0,1,317,N9RH-workday-Z9-008,9,1090.0833333333333,1135.6011713333332,680.0117163333333,8,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
23-2026-07-07-L01,23,outbound,social_leisure,1100.8333333333333,0.353072138,P0_first_come,0,0.353072138,18-39,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,24.24,24.24,6.794,0.0,True,,1100.8333333333333,11.0,0.0,1,318,N9RH-workday-Z3-001,42,1100.8333333333333,1131.1323553333332,1053.975415,41,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
88-2026-07-07-L02,88,between_activities,social_leisure,1107.6166666666666,0.074527804,P0_first_come,0,0.074527804,18-39,Z1,Z1,False,percentage,percentage,False,coupon_unavailable,17.38,17.38,4.252,0.0,True,,1107.6166666666666,11.0,0.0,1,319,N9RH-workday-Z1-018,51,1107.6166666666666,1130.7291996666665,0.0,50,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
117-2026-07-07-L02,117,return_home,return_home,1110.0,0.039106455,P0_first_come,0,0.039106455,18-39,Z1,Z2,False,percentage,percentage,False,coupon_unavailable,26.21,26.21,7.521,0.0,True,,1110.0,11.0,0.0,3,320,N9RH-workday-Z1-019,50,1110.0,1142.016387,0.0,49,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
190-2026-07-07-L02,190,return_home,return_home,1110.0,0.097681787,P0_first_come,0,0.097681787,18-39,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,26.72,26.72,7.711,0.0,True,,1110.0,14.667,0.0,1,328,N9RH-workday-Z2-009,14,1110.0,1146.29228,1084.3327459999998,13,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
50-2026-07-07-L02,50,return_home,return_home,1110.0,0.112637598,P0_first_come,0,0.112637598,18-39,Z9,Z9,False,percentage,percentage,False,coupon_unavailable,26.95,26.95,7.798,0.0,True,,1110.0,22.0,0.0,1,331,N9RH-workday-Z9-009,8,1110.0,1153.664206,595.9281893333333,7,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
690-2026-07-07-L02,690,return_home,return_home,1110.0,0.132501118,P0_first_come,0,0.132501118,40-59,Z1,Z2,False,percentage,percentage,False,coupon_unavailable,26.21,26.21,7.521,0.0,True,,1110.0,11.0,0.0,2,321,N9RH-workday-Z1-020,50,1110.0,1141.719182,0.0,48,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
318-2026-07-07-L02,318,return_home,return_home,1110.0,0.198463853,P0_first_come,0,0.198463853,18-39,Z2,Z2,False,percentage,percentage,False,coupon_unavailable,24.64,24.64,6.94,0.0,True,,1110.0,11.0,0.0,4,323,N9RH-workday-Z1-012,31,1110.0,1140.378615,1088.611068,30,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
16-2026-07-07-L02,16,between_activities,visit,1110.0,0.207759005,P0_first_come,0,0.207759005,18-39,Z3,Z4,False,percentage,percentage,False,coupon_unavailable,103.47,103.47,36.138,0.0,True,,1110.0,11.0,0.0,1,327,N9RH-workday-Z1-003,13,1110.0,1214.105879,1087.944963,12,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
218-2026-07-07-L02,218,return_home,return_home,1110.0,0.388914116,P0_first_come,0,0.388914116,18-39,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,32.59,32.59,9.885,0.0,True,,1110.0,11.0,0.0,1,330,N9RH-workday-Z4-002,41,1110.0,1148.361427,1060.369824,40,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
14-2026-07-07-L02,14,return_home,return_home,1110.0,0.400995772,P0_first_come,0,0.400995772,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,31.7,31.7,9.556,0.0,True,,1110.0,14.667,0.0,1,329,N9RH-workday-Z3-003,28,1110.0,1151.3091049999998,1096.804968,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
276-2026-07-07-L02,276,return_home,return_home,1110.0,0.579152633,P0_first_come,0,0.579152633,18-39,Z2,Z2,False,percentage,percentage,False,coupon_unavailable,25.82,25.82,7.377,0.0,True,,1110.0,11.0,0.0,3,324,N9RH-workday-Z1-013,31,1110.0,1141.72377,1081.4678183333333,29,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
51-2026-07-07-L02,51,return_home,return_home,1110.0,0.664853731,P0_first_come,0,0.664853731,18-39,Z1,Z2,False,percentage,percentage,False,coupon_unavailable,26.21,26.21,7.521,0.0,True,,1110.0,11.0,0.0,1,322,N9RH-workday-Z1-021,50,1110.0,1142.067357,0.0,47,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
244-2026-07-07-L02,244,return_home,return_home,1110.0,0.78772599,P0_first_come,0,0.78772599,18-39,Z2,Z8,False,percentage,percentage,False,coupon_unavailable,33.32,33.32,10.155,0.0,True,,1110.0,11.0,0.0,2,325,N9RH-workday-Z1-014,31,1110.0,1149.037514,1081.3887723333335,28,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
384-2026-07-07-L02,384,return_home,return_home,1110.0,0.856204945,P0_first_come,0,0.856204945,18-39,Z2,Z8,False,percentage,percentage,False,coupon_unavailable,33.32,33.32,10.155,0.0,True,,1110.0,11.0,0.0,1,326,N9RH-workday-Z2-025,31,1110.0,1148.921577,1106.968947,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
344-2026-07-07-L02,344,between_activities,social_leisure,1113.0166666666667,0.819139492,P0_first_come,0,0.819139492,18-39,Z2,Z1,False,percentage,percentage,False,coupon_unavailable,26.21,26.21,7.521,0.0,True,,1113.0166666666667,11.0,0.0,1,332,N9RH-workday-Z2-026,27,1113.0166666666667,1145.2386046666666,1048.015975,26,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
152-2026-07-07-L02,152,between_activities,social_leisure,1114.7166666666667,0.322190963,P0_first_come,0,0.322190963,18-39,Z1,Z1,False,percentage,percentage,False,coupon_unavailable,14.0,14.0,1.902,0.0,True,,1114.7166666666667,11.0,0.0,1,333,N9RH-workday-Z1-001,48,1114.7166666666667,1131.1657636666666,1110.4354213333334,47,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
259-2026-07-07-L02,259,between_activities,shopping,1116.7833333333333,0.697076724,P0_first_come,0,0.697076724,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,18.1,18.1,4.517,0.0,True,,1116.7833333333333,14.667,0.0,1,334,N9RH-workday-Z5-001,20,1116.7833333333333,1144.1846033333331,1101.6802966666664,19,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
312-2026-07-07-L02,312,between_activities,social_leisure,1122.7333333333333,0.020815705,P0_first_come,0,0.020815705,18-39,Z1,Z1,False,percentage,percentage,False,coupon_unavailable,18.15,18.15,4.537,0.0,True,,1122.7333333333333,11.0,0.0,1,335,N9RH-workday-Z1-022,47,1122.7333333333333,1146.4595213333334,0.0,46,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
222-2026-07-07-L02,222,between_activities,social_leisure,1125.15,0.38793165,P0_first_come,0,0.38793165,18-39,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,32.18,32.18,9.734,0.0,True,,1125.15,11.0,0.0,1,336,N9RH-workday-Z4-005,40,1125.15,1163.206578,1065.257597,39,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
43-2026-07-07-L02,43,between_activities,out_of_home_family_activity,1131.5666666666666,0.489521719,P0_first_come,0,0.489521719,18-39,Z1,Z3,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,1131.5666666666666,9.751,0.0,1,337,N9RH-workday-Z1-001,48,1131.5666666666666,1162.5184476666666,1131.1657636666666,47,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
54-2026-07-07-L02,54,between_activities,shopping,1138.0166666666667,0.211399176,P0_first_come,0,0.211399176,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,17.32,17.32,4.229,0.0,True,,1138.0166666666667,10.667,0.0,1,338,N9RH-workday-Z1-002,31,1138.0166666666667,1160.4406096666667,1114.676497,30,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
383-2026-07-07-L02,383,return_home,return_home,1140.0,0.064366856,P0_first_come,0,0.064366856,18-39,Z1,Z1,False,percentage,percentage,False,coupon_unavailable,18.39,18.39,4.626,0.0,True,,1140.0,8.0,0.0,5,339,N9RH-workday-Z1-018,47,1140.0,1160.732961,1130.7291996666665,46,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
726-2026-07-07-L02,726,return_home,return_home,1140.0,0.072816268,P0_first_come,0,0.072816268,40-59,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,21.02,21.02,5.6,0.0,True,,1140.0,10.667,0.0,5,350,N9RH-workday-Z5-003,19,1140.0,1166.0597799999998,1112.8130899999999,18,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
128-2026-07-07-L02,128,return_home,return_home,1140.0,0.0876559,P0_first_come,0,0.0876559,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,28.76,28.76,8.465,0.0,True,,1140.0,10.667,0.0,2,355,N9RH-workday-Z2-002,30,1140.0,1173.582927,1113.820759,29,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
144-2026-07-07-L02,144,between_activities,social_leisure,1140.0,0.107096399,P0_first_come,0,0.107096399,18-39,Z2,Z4,False,percentage,percentage,False,coupon_unavailable,62.55,62.55,20.98,0.0,True,,1140.0,8.0,0.0,2,344,N9RH-workday-Z2-027,26,1140.0,1203.912302,1070.9997813333334,25,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
659-2026-07-07-L02,659,return_home,return_home,1140.0,0.118015453,P0_first_come,0,0.118015453,40-59,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,14.0,14.0,2.933,0.0,True,,1140.0,10.667,0.0,2,348,N9RH-workday-Z1-005,16,1140.0,1158.718283,1120.259077,15,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
343-2026-07-07-L02,343,return_home,return_home,1140.0,0.129884581,P0_first_come,0,0.129884581,18-39,Z3,Z3,False,percentage,percentage,False,coupon_unavailable,34.21,34.21,10.487,0.0,True,,1140.0,8.0,0.0,2,346,N9RH-workday-Z1-004,13,1140.0,1177.114394,1048.377435,12,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
664-2026-07-07-L02,664,return_home,return_home,1140.0,0.206296406,P0_first_come,0,0.206296406,40-59,Z1,Z1,False,percentage,percentage,False,coupon_unavailable,26.84,26.84,7.755,0.0,True,,1140.0,8.0,0.0,4,340,N9RH-workday-Z1-023,47,1140.0,1169.147983,0.0,45,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
300-2026-07-07-L02,300,return_home,return_home,1140.0,0.214486226,P0_first_come,0,0.214486226,18-39,Z9,Z9,False,percentage,percentage,False,coupon_unavailable,34.16,34.16,10.468,0.0,True,,1140.0,16.0,0.0,3,358,N9RH-workday-Z6-004,9,1140.0,1184.510824,1136.555393,8,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
324-2026-07-07-L02,324,between_activities,social_leisure,1140.0,0.220743768,P0_first_come,0,0.220743768,18-39,Z4,Z7,False,percentage,percentage,False,coupon_unavailable,50.03,50.03,16.345,0.0,True,,1140.0,10.667,0.0,1,349,N9RH-workday-Z1-010,16,1140.0,1195.0184259999999,1119.295712,14,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
