agent_id,day_type,age_group,digital_access,family_assistance,nondigital_unassisted,coupon_policy,coupon_eligible,coupon_reached,coupon_participated,coupon_awarded,public_coupon_participated,elder_reserve_reached,coupon_pool_type,coupon_allocation_rank,coupon_access_channel,public_participation_probability,public_participation_draw,public_dispatch_rank,elder_reserve_rank,community_phone_covered,community_phone_coverage_draw,pg_official_parent_agent_class,pg_adapter_agent_class,pg_num_rounds,pg_initial_endowment,pg_public_pool_multiplier,pg_round_contributions,pg_final_contribution,pg_total_contribution,pg_cumulative_payoff,pg_need_score,pg_cooperation_score,pg_priority_score,pg_peer_feedback_source_count,pg_peer_signal_round_2,pg_peer_signal_round_3,pg_linked_decision,pg_physical_coupon_pool,pg_coupons_created_by_multiplier,pg_allocation_reason,pg_api_round_one_called,pg_api_round_one_succeeded,pg_api_contribution_tokens,pg_api_response_source
167,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.4933077002508776,0.42565383946140645,,False,0.012265046014934496,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
168,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5978276601504982,0.6904891116493382,,False,0.8289475683225781,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
169,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.45052870499841324,0.5928445463528218,,False,0.603665268292111,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
170,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.3529130419407461,0.1560326828883459,,False,0.7386859423688774,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
171,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.7761086805460605,0.5180324635332003,,False,0.14930850779505253,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
172,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.25443417808003455,0.9275962582451138,,False,0.4721889608246473,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
173,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.47043913780412117,0.5019310280470775,,False,0.849942832389382,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
174,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.7947518610148451,0.37693419304851156,,False,0.04367901182538116,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
175,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9176235462671659,,,False,0.8361697890788452,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
176,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.12646372390319038,0.3873215363330973,,False,0.9942621709385323,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
177,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9740395976114861,,,False,0.9466053181726286,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
178,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5586719849035264,0.6947886879260274,,False,0.20535143156512825,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
179,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.15593797608346047,0.9685774952352079,,False,0.8501801605768198,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
180,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9168496183681424,,,False,0.40899400274283987,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
181,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.6540026130221711,0.7746438027453921,,False,0.37722465902064845,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
182,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.267187369095201,0.428779739326399,,False,0.9911251327799069,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
183,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.6786732241353054,0.8797711465865912,,False,0.764993947359978,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
184,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5051989317097821,0.06345996411221216,,False,0.20084807354949558,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
185,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.4362133853325747,0.8938663524458457,,False,0.23997599933851466,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
186,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.34705128440253863,0.14208401581029576,,False,0.18245519085836132,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
187,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.10322235096140414,0.8845110669127408,,False,0.6931194938399435,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
188,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.6763263106160049,0.10595356282522703,,False,0.9598461876453664,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
189,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.43225743487416857,0.9425219597046983,,False,0.5615168489956776,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
190,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.345993192927823,0.8327809268981214,,False,0.3762382399682232,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
191,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.6505737467914452,0.9838039006910455,,False,0.4077096076425745,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
192,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.4409353314786924,0.4555540304777451,,False,0.14688502160302658,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
193,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.8849078122363107,,,False,0.3918897995862732,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
194,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.6404645541271138,0.7234712739262473,,False,0.7380222089921229,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,12|14|14,14,40,84.725402,0.1,0.666667,0.298333,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,12,live_api
195,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.40854798021962724,0.6775418601300878,,False,0.7916761480652265,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,12|14|14,14,40,84.725402,0.1,0.666667,0.298333,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,12,live_api
196,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.7741483110239401,0.997574643384596,,False,0.14277074122594338,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
197,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.32393360287401174,0.13093873341780846,,False,0.44503983841388234,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
198,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.6095776682024604,0.19079643394354653,,False,0.2762429704982088,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,12|14|14,14,40,84.725402,0.1,0.666667,0.298333,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,12,live_api
199,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.21114877965362977,0.2042833198442055,,False,0.6135929828215979,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
200,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.23948110900938951,0.984476130878372,,False,0.49716503471608614,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
201,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.10126013899565807,0.07496175445191677,,False,0.659897653047903,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
202,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.40673616184701794,0.4407966433884821,,False,0.33588145205450004,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
203,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.3854000412048337,0.09572346417080851,,False,0.7863615687436822,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
204,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5612719552179739,0.8559726170800944,,False,0.4158586883984659,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
205,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5630873403104478,0.3973848469210616,,False,0.3979984692625767,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
206,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.11182721617540109,0.5540797758140747,,False,0.22781117416873023,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
207,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.30876812251160146,0.7557184307501228,,False,0.281621371846046,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
208,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.527775777275617,0.2384816737609566,,False,0.3923555786648276,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
209,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.3089070188874394,0.38051388521556845,,False,0.9876632284783453,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
210,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5168754044440781,0.09733268910079,,False,0.64785321594622,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
211,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.7423115287732265,0.9485298282594201,,False,0.9453753642217035,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
212,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.4588230333788918,0.9743812288535946,,False,0.8728165416985946,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
213,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.6153862095227527,0.18159107544983238,,False,0.3524609833037449,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
214,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.05353560471366233,0.31793984524602914,,False,0.8701209852655872,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
215,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9326961729391787,,,False,0.5368005364478943,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
216,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.2964793652648997,0.6711283886789268,,False,0.4746700771468773,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
217,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.17357611219486732,0.4390317907447171,,False,0.9100793740618514,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
218,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.07967895478479427,0.33781486074599254,,False,0.994600955437254,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
219,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9583757245112713,,,False,0.5860211004744259,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
220,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.18754196183985647,0.6935685277314629,,False,0.009950096682291456,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
221,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.14876345615198958,0.49371514466484934,,False,0.9173405724196445,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
222,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.4898341991393009,0.7849098250462808,,False,0.37997706096029493,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
223,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.33549118270146694,0.19529979353968435,,False,0.5247613724223943,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
224,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.6685735081699464,0.28355236149975205,,False,0.5575106026406637,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
225,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5317321264021063,0.986264026383154,,False,0.20297881516112523,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
226,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.31006989112102457,0.8777443095718802,,False,0.019539493208602956,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
227,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9751089925553958,,,False,0.21440738132521173,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
228,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.005705538793872534,0.852481931973552,,False,0.43602456125282985,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
229,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5137800753089474,0.9035357766849529,,False,0.27511470599264765,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
230,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.09285975492292588,0.3027844683080604,,False,0.4350526447749763,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,11|13|13,13,37,87.725402,0.1,0.616667,0.280833,621,0.807484,0.848473,True,200,0,below_priority_cutoff,True,True,11,live_api
