leg_id,agent_id,date,day,leg_role,activity_id,purpose,origin_zone,destination_zone,departure_time,planned_activity_start_time,earliest_feasible_departure,unconcentrated_departure_time,departure_time_concentrated,reliability_buffer_min,expected_arrival_time,actual_arrival_time,arrival_delay_minutes,on_time_arrival,activity_completed,late_but_reached,maximum_commute_time_exceeded,maximum_lateness_exceeded,completion_failure_reason,metro_origin_accessible,metro_destination_accessible,origin_feeder_mode,destination_feeder_mode,bus_metro_transfer_count,feeder_bus_time_minutes,feeder_bus_wait_minutes,feeder_bus_access_minutes,feeder_bus_in_vehicle_minutes,feeder_bus_fare_yuan,metro_main_time_minutes,origin_feeder_total_time_minutes,origin_feeder_access_minutes,origin_feeder_wait_minutes,origin_metro_walk_access_minutes,destination_feeder_total_time_minutes,destination_feeder_access_minutes,destination_feeder_wait_minutes,destination_metro_walk_access_minutes,final_attempt_departure_time,primary_mode,primary_failed,primary_failure_reason,fallback_attempted,fallback_succeeded,final_mode,itinerary_pattern,transport_succeeded,wait_minutes,failed_attempt_consumed_minutes,cumulative_wait_minutes,access_time_min,transfer_time_min,in_vehicle_time_min,total_travel_time_min,fare_yuan,primary_network_distance_km,final_network_distance_km,primary_fare_before_coupon_yuan,primary_fare_after_coupon_yuan,fare_before_coupon_yuan,coupon_bound,coupon_scheme_id,coupon_pricing_type,coupon_fare_eligible,coupon_ineligibility_reason,coupon_redeemed,coupon_expired_after_failed_request,coupon_subsidy_yuan,final_speed_kmh,scenario_vc,weather_type_at_departure,expected_outdoor_exposure_minutes_at_choice,weather_exposure_age_weight,weather_exposure_disutility,weather_scenario,policy,experiment_condition,day_type
535-2026-07-07-L01,535,2026-07-07,Tuesday,outbound,activity-535-2026-07-07-002,work,Z3,Z1,2026-07-07 07:49:34.740000,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 07:49:34.740000,False,8.0,2026-07-07 08:20:48.830220,2026-07-07 08:20:48.830220,0.0,True,True,False,False,False,,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:49:34.740000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,7.0,0.0,7.0,2.0,0.0,22.235,31.235,26.52,7.637,7.637,26.52,26.52,26.52,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,20.609,0.933333,heavy_rain,7.0,1.2,0.294,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
535-2026-07-07-L02,535,2026-07-07,Tuesday,return_home,activity-535-2026-07-07-002,return_home,Z1,Z3,2026-07-07 18:00:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,37.592,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 18:00:00,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,13.092,37.592,4.0,8.917,8.917,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,35.0,,heavy_rain,20.0,1.2,0.84,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
536-2026-07-07-L01,536,2026-07-07,Tuesday,outbound,activity-536-2026-07-07-002,work,Z3,Z2,2026-07-07 06:41:50.580000,2026-07-07 08:00:00,2026-07-07 06:00:00,2026-07-07 06:41:50.580000,False,5.0,2026-07-07 08:00:32.370060,2026-07-07 08:00:32.370060,0.54,True,True,False,False,False,,False,True,bus,walk,1,26.711,10.502,8.0,8.209,2.0,46.986,26.711,8.0,10.502,0.0,0.0,0.0,0.0,10.0,2026-07-07 06:41:50.580000,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,13.502,0.0,13.502,18.0,13.0,34.195,78.697,6.0,18.088,18.088,6.0,6.0,6.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,29.492,,normal,28.502,1.2,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
536-2026-07-07-L02,536,2026-07-07,Tuesday,return_home,activity-536-2026-07-07-002,return_home,Z2,Z3,2026-07-07 17:00:00,,,,False,5.0,,,,,,False,False,False,,False,True,bus,walk,1,20.942,4.5,8.0,8.442,2.0,50.486,20.942,8.0,4.5,0.0,0.0,0.0,0.0,10.0,2026-07-07 17:00:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,9.0,0.0,9.0,18.0,15.0,34.428,76.428,6.0,18.088,18.088,6.0,6.0,6.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,29.292,,heavy_rain,22.5,1.2,0.945,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
538-2026-07-07-L01,538,2026-07-07,Tuesday,outbound,activity-538-2026-07-07-001,visit,Z2,Z3,2026-07-07 12:09:25.200000,2026-07-07 13:30:00,2026-07-07 11:30:00,2026-07-07 12:09:25.200000,False,5.0,2026-07-07 13:03:24.360000,2026-07-07 13:03:24.360000,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,53.986,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,2026-07-07 12:09:25.200000,metro,False,,False,False,metro,walk-metro-walk,True,5.0,0.0,5.0,16.0,7.0,25.986,53.986,4.0,16.438,16.438,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,34.999,,normal,16.0,1.2,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
538-2026-07-07-L02,538,2026-07-07,Tuesday,return_home,activity-538-2026-07-07-001,return_home,Z3,Z2,2026-07-07 19:30:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,56.659,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.889,2026-07-07 19:30:00,metro,False,,False,False,metro,walk-metro-walk,True,3.2,0.0,3.2,18.889,8.584,25.986,56.659,4.0,16.438,16.438,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,34.999,,heavy_rain,18.888889,1.2,0.793333,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
539-2026-07-07-L01,539,2026-07-07,Tuesday,outbound,activity-539-2026-07-07-002,work,Z6,Z8,2026-07-07 07:00:00,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 07:00:00,False,8.0,2026-07-07 09:01:36.654120,2026-07-07 09:01:36.654120,1.611,True,False,False,True,False,maximum_commute_time_exceeded,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:00:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,9.333,0.0,9.333,2.0,0.0,110.278,121.611,115.23,40.494,40.494,115.23,115.23,115.23,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,22.032,0.839216,heavy_rain,9.333,1.2,0.391986,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
539-2026-07-07-L02,539,2026-07-07,Tuesday,return_home,activity-539-2026-07-07-002,return_home,Z8,Z6,2026-07-07 17:30:00,,,,False,5.0,,,,,,False,False,False,,False,False,bus,bus,2,62.637,12.571,24.0,26.066,4.0,83.838,32.201,12.0,5.714,0.0,30.436,12.0,6.857,0.0,2026-07-07 17:30:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk-bus-walk,True,17.971,0.0,17.971,24.0,19.02,95.484,156.475,11.0,47.914,47.914,11.0,11.0,11.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,28.902,,heavy_rain,36.571,1.2,1.535982,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
54-2026-07-07-L01,54,2026-07-07,Tuesday,outbound,activity-54-2026-07-07-002,work,Z6,Z6,2026-07-07 08:46:45.660000,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 08:46:45.660000,False,8.0,2026-07-07 09:23:24.791820,2026-07-07 09:23:24.791820,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:46:45.660000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,13.333,0.0,13.333,2.0,0.0,21.319,36.652,26.0,7.445,7.445,26.0,26.0,26.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,20.952,1.142484,heavy_rain,13.333,1.0,0.466655,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
54-2026-07-07-L02,54,2026-07-07,Tuesday,between_activities,activity-54-2026-07-07-003,shopping,Z6,Z6,2026-07-07 18:58:01.560000,2026-07-07 19:30:00,2026-07-07 18:00:00,2026-07-07 18:58:01.560000,False,8.0,2026-07-07 19:22:26.996580,2026-07-07 19:22:26.996580,0.0,True,True,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:58:01.560000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,10.667,0.0,10.667,2.0,0.0,11.757,24.424,17.32,4.229,4.229,17.32,17.32,17.32,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,21.582,0.887582,heavy_rain,10.667,1.0,0.373345,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
54-2026-07-07-L03,54,2026-07-07,Tuesday,return_home,activity-54-2026-07-07-003,return_home,Z6,Z6,2026-07-07 20:00:00,,,,False,8.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 20:00:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,10.667,0.0,10.667,2.0,0.0,11.88,24.547,21.76,5.873,5.873,21.76,21.76,21.76,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,29.662,0.374775,normal,10.667,1.0,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
540-2026-07-07-L01,540,2026-07-07,Tuesday,outbound,activity-540-2026-07-07-002,work,Z5,Z7,2026-07-07 06:30:00,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 06:30:00,False,5.0,2026-07-07 07:58:16.392300,2026-07-07 07:58:16.392300,0.0,True,True,False,False,False,,False,True,bus,walk,1,40.168,15.714,12.0,12.453,2.0,43.105,40.168,12.0,15.714,0.0,0.0,0.0,0.0,10.0,2026-07-07 06:30:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,19.458,0.0,19.458,22.0,5.0,41.815,88.273,7.0,21.478,21.478,7.0,7.0,7.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,28.523,,normal,37.714,1.2,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
540-2026-07-07-L02,540,2026-07-07,Tuesday,return_home,activity-540-2026-07-07-002,return_home,Z7,Z5,2026-07-07 17:30:00,,,,False,5.0,,,,,,False,False,False,,False,False,bus,bus,2,51.991,9.714,20.0,22.277,4.0,34.402,20.405,8.0,4.0,0.0,31.586,12.0,5.714,0.0,2026-07-07 17:30:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk-bus-walk,True,14.754,0.0,14.754,20.0,10.0,51.639,96.393,9.0,23.128,23.128,9.0,9.0,9.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,25.014,,heavy_rain,29.714,1.2,1.247988,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
541-2026-07-07-L01,541,2026-07-07,Tuesday,outbound,activity-541-2026-07-07-002,work,Z7,Z7,2026-07-07 09:05:20.460000,2026-07-07 10:00:00,2026-07-07 08:00:00,2026-07-07 09:05:20.460000,False,5.0,2026-07-07 09:55:08.640000,2026-07-07 09:55:08.640000,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,49.803,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 09:05:20.460000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,25.303,49.803,4.0,16.04,16.04,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,35.0,,heavy_rain,20.0,1.2,0.84,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
541-2026-07-07-L02,541,2026-07-07,Tuesday,return_home,activity-541-2026-07-07-002,return_home,Z7,Z7,2026-07-07 19:30:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,bus,False,,False,False,bus,walk-bus-walk,True,4.8,0.0,4.8,8.0,0.0,64.717,77.517,2.0,16.876,16.876,2.0,2.0,2.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,15.053,0.84083,heavy_rain,12.8,1.2,0.5376,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
542-2026-07-07-L01,542,2026-07-07,Tuesday,outbound,activity-542-2026-07-07-002,work,Z2,Z1,2026-07-07 09:18:54.360000,2026-07-07 10:00:00,2026-07-07 08:00:00,2026-07-07 09:18:54.360000,False,5.0,2026-07-07 09:55:00,2026-07-07 09:55:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,36.094,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 09:18:54.360000,metro,False,,False,False,metro,walk-metro-walk,True,3.2,0.0,3.2,20.0,0.0,12.894,36.094,4.0,8.801,8.801,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,34.998,,heavy_rain,20.0,1.2,0.84,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
542-2026-07-07-L02,542,2026-07-07,Tuesday,return_home,activity-542-2026-07-07-002,return_home,Z1,Z2,2026-07-07 18:30:00,,,,False,10.0,,,,,,False,False,False,,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:30:00,bus,False,,False,False,bus,walk-bus-walk,True,4.0,0.0,4.0,8.0,0.0,41.56,53.56,2.0,8.913,8.913,2.0,2.0,2.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,11.944,1.115033,heavy_rain,12.0,1.2,0.504,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
543-2026-07-07-L01,543,2026-07-07,Tuesday,outbound,activity-543-2026-07-07-002,work,Z9,Z9,2026-07-07 08:18:14.940000,2026-07-07 10:00:00,2026-07-07 08:00:00,2026-07-07 08:18:14.940000,False,10.0,2026-07-07 10:00:58.211700,2026-07-07 10:00:58.211700,0.97,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:18:14.940000,bus,False,,False,False,bus,walk-bus-walk,True,10.286,0.0,10.286,16.0,0.0,76.435,102.721,2.0,16.086,16.086,2.0,2.0,2.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,11.622,1.142484,heavy_rain,26.286,1.2,1.104012,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
543-2026-07-07-L02,543,2026-07-07,Tuesday,return_home,activity-543-2026-07-07-002,return_home,Z9,Z9,2026-07-07 18:00:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:00:00,bus,False,,False,False,bus,walk-bus-walk,True,10.286,0.0,10.286,16.0,0.0,74.543,100.829,2.0,16.086,16.086,2.0,2.0,2.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,11.917,1.118954,heavy_rain,26.286,1.2,1.104012,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
544-2026-07-07-L01,544,2026-07-07,Tuesday,outbound,activity-544-2026-07-07-002,medical,Z4,Z4,2026-07-07 15:30:35.280000,2026-07-07 16:30:00,2026-07-07 14:30:00,2026-07-07 15:30:35.280000,False,8.0,2026-07-07 15:54:12.151140,2026-07-07 15:54:12.151140,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 15:30:35.280000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,8.0,0.0,8.0,2.0,0.0,13.615,23.615,26.09,7.476,7.476,26.09,26.09,26.09,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,32.948,0.476667,normal,8.0,1.2,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
544-2026-07-07-L02,544,2026-07-07,Tuesday,return_home,activity-544-2026-07-07-002,return_home,Z4,Z4,2026-07-07 19:30:00,,,,False,10.0,,,,,,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,bus,False,,False,False,bus,walk-bus-walk,True,6.857,0.0,6.857,12.0,0.0,33.424,52.281,2.0,9.184,9.184,2.0,2.0,2.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,14.762,0.844752,heavy_rain,18.857,1.2,0.791994,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
545-2026-07-07-L01,545,2026-07-07,Tuesday,outbound,activity-545-2026-07-07-002,work,Z8,Z2,2026-07-07 08:07:11.520000,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 08:07:11.520000,False,5.0,2026-07-07 08:55:00,2026-07-07 08:55:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,47.808,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,2026-07-07 08:07:11.520000,metro,False,,False,False,metro,walk-metro-walk,True,5.4,0.0,5.4,25.0,0.0,17.408,47.808,4.0,11.755,11.755,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,35.001,,heavy_rain,25.0,1.2,1.05,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
545-2026-07-07-L02,545,2026-07-07,Tuesday,between_activities,activity-545-2026-07-07-003,social_leisure,Z2,Z1,2026-07-07 18:48:54.360000,2026-07-07 19:30:00,2026-07-07 17:30:00,2026-07-07 18:48:54.360000,False,5.0,2026-07-07 19:25:00,2026-07-07 19:25:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,36.094,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 18:48:54.360000,metro,False,,False,False,metro,walk-metro-walk,True,3.2,0.0,3.2,20.0,0.0,12.894,36.094,4.0,8.801,8.801,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,34.998,,heavy_rain,20.0,1.2,0.84,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
545-2026-07-07-L03,545,2026-07-07,Tuesday,return_home,activity-545-2026-07-07-003,return_home,Z1,Z8,2026-07-07 20:30:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,58.524,0.0,0.0,0.0,8.889,0.0,0.0,0.0,13.333,2026-07-07 20:30:00,metro,False,,False,False,metro,walk-metro-walk,True,6.0,0.0,6.0,22.222,0.0,30.302,58.524,5.0,19.276,19.276,5.0,5.0,5.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,35.0,,normal,22.222222,1.2,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
546-2026-07-07-L01,546,2026-07-07,Tuesday,outbound,activity-546-2026-07-07-002,work,Z2,Z1,2026-07-07 07:57:26.640000,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 07:57:26.640000,False,5.0,2026-07-07 08:34:50.280000,2026-07-07 08:34:50.280000,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,37.394,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 07:57:26.640000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,12.894,37.394,4.0,8.801,8.801,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,34.998,,heavy_rain,20.0,1.2,0.84,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
546-2026-07-07-L02,546,2026-07-07,Tuesday,return_home,activity-546-2026-07-07-002,return_home,Z1,Z2,2026-07-07 18:00:00,,,,False,10.0,,,,,,False,False,False,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:00:00,bus,False,,False,False,bus,walk-bus-walk,True,4.0,0.0,4.0,8.0,0.0,41.924,53.924,2.0,8.913,8.913,2.0,2.0,2.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,11.841,1.111111,heavy_rain,12.0,1.2,0.504,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
547-2026-07-07-L01,547,2026-07-07,Tuesday,outbound,activity-547-2026-07-07-002,work,Z7,Z2,2026-07-07 08:31:43.080000,2026-07-07 10:00:00,2026-07-07 08:00:00,2026-07-07 08:31:43.080000,False,5.0,2026-07-07 09:55:08.044560,2026-07-07 09:55:08.044560,0.0,True,True,False,False,False,,True,False,walk,bus,1,21.022,4.8,8.0,8.222,2.0,57.394,0.0,0.0,0.0,10.0,21.022,8.0,4.8,0.0,2026-07-07 08:31:43.080000,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,9.3,0.0,9.3,18.0,5.0,51.116,83.416,7.0,27.951,27.951,7.0,7.0,7.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,31.306,,heavy_rain,22.8,1.2,0.9576,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
547-2026-07-07-L02,547,2026-07-07,Tuesday,return_home,activity-547-2026-07-07-002,return_home,Z2,Z7,2026-07-07 19:30:00,,,,False,5.0,,,,,,False,False,False,,True,False,walk,bus,1,25.122,11.0,8.0,6.122,2.0,56.094,0.0,0.0,0.0,10.0,25.122,8.0,11.0,0.0,2026-07-07 19:30:00,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,14.2,0.0,14.2,18.0,5.0,49.016,86.216,7.0,27.951,27.951,7.0,7.0,7.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,32.648,,heavy_rain,29.0,1.2,1.218,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
548-2026-07-07-L01,548,2026-07-07,Tuesday,outbound,activity-548-2026-07-07-002,work,Z7,Z7,2026-07-07 09:19:21.600000,2026-07-07 10:30:00,2026-07-07 08:30:00,2026-07-07 09:19:21.600000,False,8.0,2026-07-07 10:00:37.469820,2026-07-07 10:00:37.469820,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 09:19:21.600000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,9.66,0.0,9.66,2.0,0.0,29.604,41.264,27.92,10.741,10.741,34.9,27.92,34.9,True,percentage,percentage,True,,True,False,6.98,21.769,0.864052,heavy_rain,9.66,1.2,0.40572,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
548-2026-07-07-L02,548,2026-07-07,Tuesday,return_home,activity-548-2026-07-07-002,return_home,Z7,Z7,2026-07-07 20:00:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,42.191,0.0,0.0,0.0,8.889,0.0,0.0,0.0,8.889,2026-07-07 20:00:00,metro,False,,False,False,metro,walk-metro-walk,True,6.0,0.0,6.0,17.778,0.0,18.413,42.191,4.0,12.021,12.021,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,35.0,,normal,17.777778,1.2,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
549-2026-07-07-L01,549,2026-07-07,Tuesday,outbound,activity-549-2026-07-07-002,work,Z4,Z7,2026-07-07 06:30:00,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 06:30:00,False,10.0,2026-07-07 08:17:18.835800,2026-07-07 08:17:18.835800,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 06:30:00,bus,False,,False,False,bus,walk-bus-walk,True,9.558,0.0,9.558,10.0,0.0,87.755,107.314,2.0,18.779,18.779,2.0,2.0,2.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,12.293,0.793333,normal,19.558,1.2,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
549-2026-07-07-L02,549,2026-07-07,Tuesday,return_home,activity-549-2026-07-07-002,return_home,Z7,Z4,2026-07-07 17:00:00,,,,False,5.0,,,,,,False,False,False,,False,False,bus,bus,2,52.616,10.214,20.0,22.402,4.0,31.139,20.792,8.0,4.5,0.0,31.825,12.0,5.714,0.0,2026-07-07 17:00:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk-bus-walk,True,13.334,0.0,13.334,20.0,10.0,50.421,93.755,9.0,22.345,22.345,9.0,9.0,9.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,24.686,,heavy_rain,30.214,1.2,1.268988,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
55-2026-07-07-L01,55,2026-07-07,Tuesday,outbound,activity-55-2026-07-07-002,work,Z1,Z2,2026-07-07 08:17:36.360000,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 08:17:36.360000,False,5.0,2026-07-07 08:55:00,2026-07-07 08:55:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,37.394,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 08:17:36.360000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,12.894,37.394,4.0,8.801,8.801,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,34.998,,heavy_rain,20.0,1.0,0.7,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
55-2026-07-07-L02,55,2026-07-07,Tuesday,return_home,activity-55-2026-07-07-002,return_home,Z2,Z1,2026-07-07 17:30:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,37.394,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 17:30:00,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,12.894,37.394,4.0,8.801,8.801,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,34.998,,heavy_rain,20.0,1.0,0.7,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
550-2026-07-07-L01,550,2026-07-07,Tuesday,outbound,activity-550-2026-07-07-002,work,Z8,Z3,2026-07-07 07:00:00,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 07:00:00,False,5.0,2026-07-07 08:58:49.522800,2026-07-07 08:58:49.522800,0.0,True,True,False,False,False,,False,False,bus,bus,2,52.352,10.429,20.0,21.924,4.0,56.473,32.074,12.0,6.429,0.0,20.279,8.0,4.0,0.0,2026-07-07 07:00:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk-bus-walk,True,14.029,0.0,14.029,20.0,19.478,65.318,118.825,9.0,31.313,31.313,9.0,9.0,9.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,27.294,,heavy_rain,30.429,1.2,1.278018,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
