leg_id,agent_id,date,day,leg_role,activity_id,purpose,origin_zone,destination_zone,departure_time,planned_activity_start_time,earliest_feasible_departure,unconcentrated_departure_time,departure_time_concentrated,reliability_buffer_min,expected_arrival_time,actual_arrival_time,arrival_delay_minutes,on_time_arrival,activity_completed,late_but_reached,maximum_commute_time_exceeded,maximum_lateness_exceeded,completion_failure_reason,metro_origin_accessible,metro_destination_accessible,origin_feeder_mode,destination_feeder_mode,bus_metro_transfer_count,feeder_bus_time_minutes,feeder_bus_wait_minutes,feeder_bus_access_minutes,feeder_bus_in_vehicle_minutes,feeder_bus_fare_yuan,metro_main_time_minutes,origin_feeder_total_time_minutes,origin_feeder_access_minutes,origin_feeder_wait_minutes,origin_metro_walk_access_minutes,destination_feeder_total_time_minutes,destination_feeder_access_minutes,destination_feeder_wait_minutes,destination_metro_walk_access_minutes,final_attempt_departure_time,primary_mode,primary_failed,primary_failure_reason,fallback_attempted,fallback_succeeded,final_mode,itinerary_pattern,transport_succeeded,wait_minutes,failed_attempt_consumed_minutes,cumulative_wait_minutes,access_time_min,transfer_time_min,in_vehicle_time_min,total_travel_time_min,fare_yuan,primary_network_distance_km,final_network_distance_km,primary_fare_before_coupon_yuan,primary_fare_after_coupon_yuan,fare_before_coupon_yuan,coupon_bound,coupon_scheme_id,coupon_pricing_type,coupon_fare_eligible,coupon_ineligibility_reason,coupon_redeemed,coupon_expired_after_failed_request,coupon_subsidy_yuan,final_speed_kmh,scenario_vc,weather_type_at_departure,expected_outdoor_exposure_minutes_at_choice,weather_exposure_age_weight,weather_exposure_disutility,weather_scenario,policy,experiment_condition,day_type
189-2026-07-07-L02,189,2026-07-07,Tuesday,between_activities,activity-189-2026-07-07-003,shopping,Z3,Z2,2026-07-07 17:24:30.840000,2026-07-07 18:30:00,2026-07-07 17:00:00,2026-07-07 17:24:30.840000,False,5.0,2026-07-07 18:25:00,2026-07-07 18:25:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,60.486,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 17:24:30.840000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,10.0,25.986,60.486,4.0,16.438,16.438,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,34.999,,heavy_rain,20.0,1.0,0.7,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
189-2026-07-07-L03,189,2026-07-07,Tuesday,between_activities,activity-189-2026-07-07-004,shopping,Z2,Z2,2026-07-07 21:05:09.180000,2026-07-07 21:30:00,2026-07-07 20:00:00,2026-07-07 21:05:09.180000,False,8.0,2026-07-07 21:22:00.818220,2026-07-07 21:22:00.818220,0.0,True,True,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 21:05:09.180000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,8.0,0.0,8.0,2.0,0.0,6.861,16.861,15.05,3.389,3.389,15.05,15.05,15.05,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,29.64,0.396396,normal,8.0,1.0,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
189-2026-07-07-L04,189,2026-07-07,Tuesday,return_home,activity-189-2026-07-07-004,return_home,Z2,Z2,2026-07-07 22:00:00,,,,False,3.0,,,,,,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 22:00:00,walk,False,,False,False,walk,walk,True,0.0,0.0,0.0,0.0,0.0,36.05,36.05,0.0,2.884,2.884,0.0,0.0,0.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,4.8,,normal,36.05,1.0,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
19-2026-07-07-L01,19,2026-07-07,Tuesday,outbound,activity-19-2026-07-07-004,social_leisure,Z4,Z4,2026-07-07 09:31:36.540000,2026-07-07 10:30:00,2026-07-07 08:30:00,2026-07-07 09:31:36.540000,False,8.0,2026-07-07 10:02:19.915800,2026-07-07 10:02:19.915800,0.0,True,True,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 09:31:36.540000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,10.0,0.0,10.0,2.0,0.0,18.723,30.723,24.86,7.023,7.023,24.86,24.86,24.86,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,22.506,0.801615,heavy_rain,10.0,1.0,0.35,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
19-2026-07-07-L02,19,2026-07-07,Tuesday,return_home,activity-19-2026-07-07-004,return_home,Z4,Z4,2026-07-07 20:30:00,,,,False,8.0,,,,,,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 20:30:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,10.667,0.0,10.667,2.0,0.0,14.205,26.871,24.86,7.023,7.023,24.86,24.86,24.86,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,29.665,0.371171,normal,10.667,1.0,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
190-2026-07-07-L01,190,2026-07-07,Tuesday,outbound,activity-190-2026-07-07-002,work,Z4,Z4,2026-07-07 09:19:40.380000,2026-07-07 10:00:00,2026-07-07 08:00:00,2026-07-07 09:19:40.380000,False,8.0,2026-07-07 09:55:05.878800,2026-07-07 09:55:05.878800,0.0,True,True,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 09:19:40.380000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,12.082,0.0,12.082,2.0,0.0,21.344,35.425,26.72,7.711,7.711,26.72,26.72,26.72,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,21.676,0.867974,heavy_rain,12.082,1.0,0.42287,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
190-2026-07-07-L02,190,2026-07-07,Tuesday,return_home,activity-190-2026-07-07-002,return_home,Z4,Z4,2026-07-07 18:30:00,,,,False,8.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:30:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,14.667,0.0,14.667,2.0,0.0,21.625,38.291,26.72,7.711,7.711,26.72,26.72,26.72,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,21.394,1.150327,heavy_rain,14.667,1.0,0.513345,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
191-2026-07-07-L01,191,2026-07-07,Tuesday,outbound,activity-191-2026-07-07-003,work,Z2,Z2,2026-07-07 07:50:48.240000,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 07:50:48.240000,False,8.0,2026-07-07 08:21:00.053700,2026-07-07 08:21:00.053700,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:50:48.240000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,7.0,0.0,7.0,2.0,0.0,21.197,30.197,25.28,7.179,7.179,25.28,25.28,25.28,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,20.321,0.94902,heavy_rain,7.0,1.0,0.245,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
191-2026-07-07-L02,191,2026-07-07,Tuesday,return_home,activity-191-2026-07-07-003,return_home,Z2,Z2,2026-07-07 18:30:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,36.807,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 18:30:00,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,12.307,36.807,4.0,8.459,8.459,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,35.0,,heavy_rain,20.0,1.0,0.7,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
192-2026-07-07-L01,192,2026-07-07,Tuesday,outbound,activity-192-2026-07-07-003,work,Z2,Z1,2026-07-07 07:47:36.360000,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 07:47:36.360000,False,5.0,2026-07-07 08:25:00,2026-07-07 08:25:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,37.394,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 07:47:36.360000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,12.894,37.394,4.0,8.801,8.801,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,34.998,,heavy_rain,20.0,1.0,0.7,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
192-2026-07-07-L02,192,2026-07-07,Tuesday,return_home,activity-192-2026-07-07-003,return_home,Z1,Z2,2026-07-07 17:00:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,35.894,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 17:00:00,metro,False,,False,False,metro,walk-metro-walk,True,3.0,0.0,3.0,20.0,0.0,12.894,35.894,4.0,8.801,8.801,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,34.998,,heavy_rain,20.0,1.0,0.7,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
193-2026-07-07-L01,193,2026-07-07,Tuesday,outbound,activity-193-2026-07-07-002,work,Z7,Z7,2026-07-07 07:44:22.140000,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 07:44:22.140000,False,5.0,2026-07-07 08:25:00,2026-07-07 08:25:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,40.631,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 07:44:22.140000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,16.131,40.631,4.0,10.69,10.69,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,35.001,,heavy_rain,20.0,1.0,0.7,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
193-2026-07-07-L02,193,2026-07-07,Tuesday,return_home,activity-193-2026-07-07-002,return_home,Z7,Z7,2026-07-07 17:00:00,,,,False,8.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 17:00:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,7.5,0.0,7.5,2.0,0.0,26.048,35.548,31.31,9.41,9.41,31.31,31.31,31.31,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,21.675,0.905882,heavy_rain,7.5,1.0,0.2625,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
194-2026-07-07-L01,194,2026-07-07,Tuesday,outbound,activity-194-2026-07-07-002,work,Z6,Z6,2026-07-07 06:17:04.080000,2026-07-07 08:00:00,2026-07-07 06:00:00,2026-07-07 06:17:04.080000,False,8.0,2026-07-07 06:54:52.378800,2026-07-07 06:54:52.378800,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 06:17:04.080000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,10.667,0.0,10.667,2.0,0.0,25.138,37.805,43.21,13.817,13.817,43.21,43.21,43.21,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,32.979,0.333333,normal,10.667,1.0,0.373345,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
194-2026-07-07-L02,194,2026-07-07,Tuesday,return_home,activity-194-2026-07-07-002,return_home,Z6,Z6,2026-07-07 17:00:00,,,,False,8.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 17:00:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,10.0,0.0,10.0,2.0,0.0,40.72,52.72,43.21,13.817,13.817,43.21,43.21,43.21,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,20.359,0.992157,heavy_rain,10.0,1.0,0.35,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
195-2026-07-07-L01,195,2026-07-07,Tuesday,outbound,activity-195-2026-07-07-002,work,Z6,Z2,2026-07-07 08:36:15.546667,2026-07-07 10:30:00,2026-07-07 08:30:00,2026-07-07 08:36:15.546667,False,5.0,2026-07-07 10:27:23.696340,2026-07-07 10:27:23.696340,0.0,True,True,False,False,False,,False,True,bus,walk,1,31.697,5.714,12.0,13.983,2.0,74.439,31.697,12.0,5.714,0.0,0.0,0.0,0.0,8.889,2026-07-07 08:36:15.546667,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,11.114,0.0,11.114,20.889,13.14,65.993,111.136,8.0,34.689,34.689,8.0,8.0,8.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,30.084,,heavy_rain,26.602889,1.0,0.931101,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
195-2026-07-07-L02,195,2026-07-07,Tuesday,return_home,activity-195-2026-07-07-002,return_home,Z2,Z6,2026-07-07 20:30:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 20:30:00,bus,False,,False,False,bus,walk-bus-walk,True,11.0,0.0,11.0,10.0,8.0,118.259,147.259,2.0,34.173,34.173,2.0,2.0,2.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,16.932,0.371171,normal,21.0,1.0,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
197-2026-07-07-L01,197,2026-07-07,Tuesday,outbound,activity-197-2026-07-07-002,work,Z6,Z6,2026-07-07 09:47:36.720000,2026-07-07 10:30:00,2026-07-07 08:30:00,2026-07-07 09:47:36.720000,False,8.0,2026-07-07 10:22:30.170760,2026-07-07 10:22:30.170760,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 09:47:36.720000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,10.0,0.0,10.0,2.0,0.0,22.891,34.891,31.33,9.42,9.42,31.33,31.33,31.33,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,24.691,0.848674,heavy_rain,10.0,1.0,0.35,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
197-2026-07-07-L02,197,2026-07-07,Tuesday,between_activities,activity-197-2026-07-07-003,social_leisure,Z6,Z6,2026-07-07 19:23:01.800000,2026-07-07 20:00:00,2026-07-07 18:30:00,2026-07-07 19:23:01.800000,False,8.0,2026-07-07 19:54:04.262280,2026-07-07 19:54:04.262280,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:23:01.800000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,10.667,0.0,10.667,2.0,0.0,18.374,31.041,23.66,6.578,6.578,23.66,23.66,23.66,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,21.48,0.899654,heavy_rain,10.667,1.0,0.373345,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
197-2026-07-07-L03,197,2026-07-07,Tuesday,return_home,activity-197-2026-07-07-003,return_home,Z6,Z6,2026-07-07 22:00:00,,,,False,8.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 22:00:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,10.667,0.0,10.667,2.0,0.0,9.731,22.398,20.34,5.348,5.348,20.34,20.34,20.34,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,32.977,0.336667,normal,10.667,1.0,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
198-2026-07-07-L01,198,2026-07-07,Tuesday,outbound,activity-198-2026-07-07-002,work,Z4,Z7,2026-07-07 07:40:50.700000,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 07:40:50.700000,False,5.0,2026-07-07 08:55:22.875240,2026-07-07 08:55:22.875240,0.0,True,True,False,False,False,,True,False,walk,bus,1,20.469,4.0,8.0,8.469,2.0,49.067,0.0,0.0,0.0,15.0,20.469,8.0,4.0,0.0,2026-07-07 07:40:50.700000,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,10.048,0.0,10.048,23.0,5.0,36.488,74.536,7.0,19.595,19.595,7.0,7.0,7.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,29.59,,heavy_rain,27.0,1.0,0.945,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
198-2026-07-07-L02,198,2026-07-07,Tuesday,return_home,activity-198-2026-07-07-002,return_home,Z7,Z4,2026-07-07 17:30:00,,,,False,5.0,,,,,,False,False,False,,False,False,bus,bus,2,52.123,9.714,20.0,22.409,4.0,33.059,20.451,8.0,4.0,0.0,31.672,12.0,5.714,0.0,2026-07-07 17:30:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk-bus-walk,True,14.754,0.0,14.754,20.0,10.0,50.428,95.182,9.0,22.345,22.345,9.0,9.0,9.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,24.683,,heavy_rain,29.714,1.0,1.03999,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
199-2026-07-07-L01,199,2026-07-07,Tuesday,outbound,activity-199-2026-07-07-003,work,Z3,Z1,2026-07-07 07:47:24.480000,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 07:47:24.480000,False,5.0,2026-07-07 08:25:00,2026-07-07 08:25:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,37.592,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 07:47:24.480000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,13.092,37.592,4.0,8.917,8.917,4.0,4.0,4.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,35.0,,heavy_rain,20.0,1.0,0.7,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
199-2026-07-07-L02,199,2026-07-07,Tuesday,between_activities,activity-199-2026-07-07-004,shopping,Z1,Z1,2026-07-07 19:36:39.240000,2026-07-07 20:00:00,2026-07-07 18:30:00,2026-07-07 19:36:39.240000,False,8.0,2026-07-07 19:53:56.836260,2026-07-07 19:53:56.836260,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:36:39.240000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,8.0,0.0,8.0,2.0,0.0,7.293,17.293,14.0,2.646,2.646,14.0,14.0,14.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,21.768,0.86436,heavy_rain,8.0,1.0,0.28,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
199-2026-07-07-L03,199,2026-07-07,Tuesday,return_home,activity-199-2026-07-07-004,return_home,Z1,Z3,2026-07-07 21:00:00,,,,False,8.0,,,,,,False,False,False,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 21:00:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,8.0,0.0,8.0,2.0,0.0,15.453,25.453,26.52,7.637,7.637,26.52,26.52,26.52,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,29.655,0.381982,normal,8.0,1.0,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
2-2026-07-07-L01,2,2026-07-07,Tuesday,outbound,activity-2-2026-07-07-003,work,Z6,Z6,2026-07-07 09:57:17.940000,2026-07-07 10:30:00,2026-07-07 08:30:00,2026-07-07 09:57:17.940000,False,8.0,2026-07-07 10:23:16.842360,2026-07-07 10:23:16.842360,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 09:57:17.940000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,10.0,0.0,10.0,2.0,0.0,13.982,25.982,21.27,5.693,5.693,21.27,21.27,21.27,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,24.431,0.823105,heavy_rain,10.0,1.0,0.35,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
2-2026-07-07-L02,2,2026-07-07,Tuesday,return_home,activity-2-2026-07-07-003,return_home,Z6,Z6,2026-07-07 19:30:00,,,,False,8.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,10.667,0.0,10.667,2.0,0.0,15.486,28.153,21.27,5.693,5.693,21.27,21.27,21.27,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,22.057,0.825144,heavy_rain,10.667,1.0,0.373345,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
20-2026-07-07-L01,20,2026-07-07,Tuesday,outbound,activity-20-2026-07-07-003,work,Z3,Z6,2026-07-07 09:16:33.280000,2026-07-07 10:30:00,2026-07-07 08:30:00,2026-07-07 09:16:33.280000,False,5.0,2026-07-07 10:24:26.139840,2026-07-07 10:24:26.139840,0.0,True,True,False,False,False,,False,True,bus,walk,1,20.324,4.0,8.0,8.324,2.0,42.557,20.324,8.0,4.0,0.0,0.0,0.0,0.0,13.333,2026-07-07 09:16:33.280000,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,7.2,0.0,7.2,21.333,5.0,34.348,67.881,6.0,18.431,18.431,6.0,6.0,6.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,29.401,,heavy_rain,25.333333,1.0,0.886667,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
20-2026-07-07-L02,20,2026-07-07,Tuesday,return_home,activity-20-2026-07-07-003,return_home,Z6,Z3,2026-07-07 18:30:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:30:00,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,10.0,0.0,81.026,96.741,2.0,17.499,17.499,2.0,2.0,2.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,12.365,1.111111,heavy_rain,15.714,1.0,0.54999,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
200-2026-07-07-L01,200,2026-07-07,Tuesday,outbound,activity-200-2026-07-07-003,work,Z1,Z7,2026-07-07 08:15:24.720000,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 08:15:24.720000,False,5.0,2026-07-07 09:25:34.469940,2026-07-07 09:25:34.469940,0.0,True,True,False,False,False,,True,False,walk,bus,1,20.662,4.0,8.0,8.662,2.0,44.5,0.0,0.0,0.0,10.0,20.662,8.0,4.0,0.0,2026-07-07 08:15:24.720000,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,8.5,0.0,8.5,18.0,5.0,38.662,70.162,7.0,20.43,20.43,7.0,7.0,7.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,29.719,,heavy_rain,22.0,1.0,0.77,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
200-2026-07-07-L02,200,2026-07-07,Tuesday,between_activities,activity-200-2026-07-07-004,out_of_home_family_activity,Z7,Z3,2026-07-07 19:47:54.486667,2026-07-07 21:30:00,2026-07-07 19:30:00,2026-07-07 19:47:54.486667,False,5.0,2026-07-07 21:19:44.181840,2026-07-07 21:19:44.181840,0.0,True,True,False,False,False,,False,True,bus,walk,1,19.847,5.715,8.0,6.132,2.0,66.981,19.847,8.0,5.715,0.0,0.0,0.0,0.0,8.889,2026-07-07 19:47:54.486667,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,11.715,0.0,11.715,16.889,14.0,49.224,91.828,7.0,28.067,28.067,7.0,7.0,7.0,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,32.651,,heavy_rain,22.603889,1.0,0.791136,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
200-2026-07-07-L03,200,2026-07-07,Tuesday,return_home,activity-200-2026-07-07-004,return_home,Z3,Z1,2026-07-07 22:30:00,,,,False,8.0,,,,,,False,False,False,,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 22:30:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,8.0,0.0,8.0,2.0,0.0,13.891,23.891,26.52,7.637,7.637,26.52,26.52,26.52,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,32.988,0.32,normal,8.0,1.0,0.0,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
201-2026-07-07-L01,201,2026-07-07,Tuesday,outbound,activity-201-2026-07-07-003,work,Z4,Z4,2026-07-07 07:48:15.660000,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 07:48:15.660000,False,8.0,2026-07-07 08:19:29.862480,2026-07-07 08:19:29.862480,0.0,True,True,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:48:15.660000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,9.333,0.0,9.333,2.0,0.0,19.904,31.237,24.49,6.884,6.884,24.49,24.49,24.49,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,20.751,0.921569,heavy_rain,9.333,1.0,0.326655,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
201-2026-07-07-L02,201,2026-07-07,Tuesday,return_home,activity-201-2026-07-07-003,return_home,Z4,Z4,2026-07-07 17:30:00,,,,False,8.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 17:30:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,14.667,0.0,14.667,2.0,0.0,19.666,36.333,24.49,6.884,6.884,24.49,24.49,24.49,False,percentage,percentage,False,coupon_unavailable,False,False,0.0,21.002,1.15817,heavy_rain,14.667,1.0,0.513345,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
