policy,weather_scenario,metric,seed_count,mean,std_dev,median,minimum,maximum
C2_elder_limited,W2,transport_unmet,10,0.0,0.0,0.0,0.0,0.0
C2_elder_limited,W2,mandatory_activity_incomplete,10,1.1,0.994429,1.0,0.0,3.0
C2_elder_limited,W2,activity_completion_rate,10,0.950589,0.025891,0.943882,0.913793,1.0
C2_elder_limited,W2,necessary_activity_completion_rate,10,0.97046,0.026453,0.972973,0.921053,1.0
C2_elder_limited,W2,walking_mode_share,10,0.007275,0.006991,0.010105,0.0,0.020619
C2_elder_limited,W2,bus_mode_share,10,0.367553,0.057736,0.347881,0.295455,0.465347
C2_elder_limited,W2,metro_mode_share,10,0.501236,0.053497,0.517931,0.419355,0.56701
C2_elder_limited,W2,ride_hailing_mode_share,10,0.123937,0.036057,0.131183,0.069307,0.188889
C2_elder_limited,W2,mean_total_travel_time,10,64.2769,2.726732,63.9595,60.449,69.793
C2_elder_limited,W2,mean_road_speed_kmh,10,16.9103,0.864968,16.748,16.074,18.403
C2_elder_limited,W2,total_outdoor_exposure_minutes,10,2077.804,161.594413,2023.5395,1897.253,2315.783
C2_elder_limited,W2,total_heat_risk_burden,10,0.0,0.0,0.0,0.0,0.0
C3_mixed,W0,coupon_reached,10,48.4,0.843274,48.0,47.0,50.0
C3_mixed,W0,coupon_participated,10,32.3,2.311805,32.0,28.0,36.0
C3_mixed,W0,coupon_awarded,10,10.0,0.0,10.0,10.0,10.0
C3_mixed,W0,coupon_redeemed,10,1.7,1.251666,2.0,0.0,4.0
C3_mixed,W0,coupon_induced_requests,10,0.9,0.875595,1.0,0.0,2.0
C3_mixed,W0,coupon_subsidy_yuan,10,10.857,8.294421,10.195,0.0,23.77
C3_mixed,W0,ride_hailing_requests,10,6.8,2.097618,6.5,4.0,11.0
C3_mixed,W0,successful_ride_hailing_requests,10,6.5,1.840894,6.5,4.0,9.0
C3_mixed,W0,ride_hailing_failed,10,0.3,0.674949,0.0,0.0,2.0
C3_mixed,W0,mean_ride_hailing_wait_minutes_per_request,10,10.620677,1.315193,10.055767,9.357222,13.200514
C3_mixed,W0,fallback_attempts,10,0.3,0.674949,0.0,0.0,2.0
C3_mixed,W0,fallback_succeeded,10,0.3,0.674949,0.0,0.0,2.0
C3_mixed,W0,transport_unmet,10,0.0,0.0,0.0,0.0,0.0
C3_mixed,W0,mandatory_activity_incomplete,10,1.5,0.971825,1.0,1.0,4.0
C3_mixed,W0,activity_completion_rate,10,0.96851,0.017958,0.972917,0.923077,0.981818
C3_mixed,W0,necessary_activity_completion_rate,10,0.960009,0.025457,0.972598,0.894737,0.974359
C3_mixed,W0,walking_mode_share,10,0.016357,0.009945,0.01477,0.0,0.030612
C3_mixed,W0,bus_mode_share,10,0.529729,0.053002,0.538829,0.464646,0.608247
C3_mixed,W0,metro_mode_share,10,0.388277,0.054986,0.393877,0.307692,0.464646
C3_mixed,W0,ride_hailing_mode_share,10,0.065637,0.018042,0.066282,0.038095,0.094737
C3_mixed,W0,mean_total_travel_time,10,62.8389,2.258934,62.832,60.45,68.582
