seed,policy,weather_scenario,day_type,group,agent_count,coupon_reached,coupon_participated,coupon_awarded,coupon_redeemed,coupon_induced_requests,coupon_subsidy_yuan,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,mean_ride_hailing_wait_minutes_per_request,fallback_attempts,transport_unmet,mandatory_activity_incomplete,necessary_activity_completion_rate,walking_legs,bus_legs,metro_legs,ride_hailing_legs,total_outdoor_exposure_minutes,total_heat_risk_burden
51,C0_no_coupon,W2,workday,60+_nondigital_assisted,4,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,2,0,86.0,0.0
51,C0_no_coupon,W2,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,44.0,0.0
51,C1_public_limited,W0,workday,18-39,20,20,12,1,0,0,0.0,5,5,0,10.0002,0,0,1,0.944444,2,18,20,5,956.093,0.0
51,C1_public_limited,W0,workday,40-59,17,17,10,7,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,19,0,743.694,0.0
51,C1_public_limited,W0,workday,60+_digital,6,6,2,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,6,0,0,82.58,0.0
51,C1_public_limited,W0,workday,60+_nondigital_assisted,4,4,4,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,2,0,103.714,0.0
51,C1_public_limited,W0,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,44.0,0.0
51,C1_public_limited,W2,workday,18-39,20,20,12,1,0,0,0.0,14,14,0,12.694034,0,0,1,0.944444,0,9,21,14,864.607,0.0
51,C1_public_limited,W2,workday,40-59,17,17,10,7,1,1,4.79,1,1,0,7.5,0,0,0,1.0,0,8,23,1,806.713,0.0
51,C1_public_limited,W2,workday,60+_digital,6,6,2,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,1,0,96.94,0.0
51,C1_public_limited,W2,workday,60+_nondigital_assisted,4,4,4,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,2,0,86.0,0.0
51,C1_public_limited,W2,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,44.0,0.0
51,C2_elder_limited,W0,workday,18-39,20,0,0,0,0,0,0.0,5,5,0,10.0002,0,0,1,0.944444,2,18,20,5,956.093,0.0
51,C2_elder_limited,W0,workday,40-59,17,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,19,0,743.694,0.0
51,C2_elder_limited,W0,workday,60+_digital,6,6,0,6,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,6,0,0,82.58,0.0
51,C2_elder_limited,W0,workday,60+_nondigital_assisted,4,4,0,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,2,0,103.714,0.0
51,C2_elder_limited,W0,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,44.0,0.0
51,C2_elder_limited,W2,workday,18-39,20,0,0,0,0,0,0.0,14,14,0,12.694034,0,0,1,0.944444,0,9,21,14,864.607,0.0
51,C2_elder_limited,W2,workday,40-59,17,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,8,24,0,818.213,0.0
51,C2_elder_limited,W2,workday,60+_digital,6,6,0,6,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,1,0,96.94,0.0
51,C2_elder_limited,W2,workday,60+_nondigital_assisted,4,4,0,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,2,0,86.0,0.0
51,C2_elder_limited,W2,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,44.0,0.0
51,C3_mixed,W0,workday,18-39,20,20,12,0,0,0,0.0,5,5,0,10.0002,0,0,1,0.944444,2,18,20,5,956.093,0.0
51,C3_mixed,W0,workday,40-59,17,17,10,5,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,19,0,743.694,0.0
51,C3_mixed,W0,workday,60+_digital,6,6,2,3,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,6,0,0,82.58,0.0
51,C3_mixed,W0,workday,60+_nondigital_assisted,4,4,4,2,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,2,0,103.714,0.0
51,C3_mixed,W0,workday,60+_nondigital_unassisted,3,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,44.0,0.0
51,C3_mixed,W2,workday,18-39,20,20,12,0,0,0,0.0,14,14,0,12.694034,0,0,1,0.944444,0,9,21,14,864.607,0.0
51,C3_mixed,W2,workday,40-59,17,17,10,5,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,8,24,0,818.213,0.0
51,C3_mixed,W2,workday,60+_digital,6,6,2,3,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,1,0,96.94,0.0
51,C3_mixed,W2,workday,60+_nondigital_assisted,4,4,4,2,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,2,0,86.0,0.0
51,C3_mixed,W2,workday,60+_nondigital_unassisted,3,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,44.0,0.0
52,C0_no_coupon,W0,workday,18-39,20,0,0,0,0,0,0.0,4,4,0,14.51765,0,0,0,1.0,3,16,20,4,963.632,0.0
52,C0_no_coupon,W0,workday,40-59,17,0,0,0,0,0,0.0,3,3,0,11.444333,0,0,1,0.9375,0,14,16,3,688.716,0.0
52,C0_no_coupon,W0,workday,60+_digital,6,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,207.357,0.0
52,C0_no_coupon,W0,workday,60+_nondigital_assisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,0,0,69.714,0.0
52,C0_no_coupon,W0,workday,60+_nondigital_unassisted,4,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,4,0,169.954,0.0
52,C0_no_coupon,W2,workday,18-39,20,0,0,0,0,0,0.0,11,11,0,10.927545,0,0,0,1.0,0,10,20,11,853.058,0.0
52,C0_no_coupon,W2,workday,40-59,17,0,0,0,0,0,0.0,6,6,0,14.462742,0,0,0,1.0,0,9,16,6,677.189,0.0
52,C0_no_coupon,W2,workday,60+_digital,6,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,7,3,0,204.143,0.0
52,C0_no_coupon,W2,workday,60+_nondigital_assisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,30.0,0.0
52,C0_no_coupon,W2,workday,60+_nondigital_unassisted,4,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,1,5,0,167.368,0.0
52,C1_public_limited,W0,workday,18-39,20,20,17,5,0,0,0.0,4,4,0,14.51765,0,0,0,1.0,3,16,20,4,963.632,0.0
52,C1_public_limited,W0,workday,40-59,17,17,11,2,0,0,0.0,3,3,0,11.444333,0,0,1,0.9375,0,14,16,3,688.716,0.0
52,C1_public_limited,W0,workday,60+_digital,6,6,2,2,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,207.357,0.0
52,C1_public_limited,W0,workday,60+_nondigital_assisted,3,3,1,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,0,0,69.714,0.0
52,C1_public_limited,W0,workday,60+_nondigital_unassisted,4,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,4,0,169.954,0.0
52,C1_public_limited,W2,workday,18-39,20,20,17,5,1,0,6.6,11,11,0,10.927545,0,0,0,1.0,0,10,20,11,853.058,0.0
52,C1_public_limited,W2,workday,40-59,17,17,11,2,0,0,0.0,6,6,0,14.46552,0,0,0,1.0,0,9,16,6,677.206,0.0
52,C1_public_limited,W2,workday,60+_digital,6,6,2,2,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,7,3,0,204.143,0.0
52,C1_public_limited,W2,workday,60+_nondigital_assisted,3,3,1,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,30.0,0.0
52,C1_public_limited,W2,workday,60+_nondigital_unassisted,4,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,1,5,0,167.368,0.0
52,C2_elder_limited,W0,workday,18-39,20,0,0,0,0,0,0.0,4,4,0,14.51765,0,0,0,1.0,3,16,20,4,963.632,0.0
52,C2_elder_limited,W0,workday,40-59,17,0,0,0,0,0,0.0,3,3,0,11.444333,0,0,1,0.9375,0,14,16,3,688.716,0.0
52,C2_elder_limited,W0,workday,60+_digital,6,6,0,6,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,207.357,0.0
52,C2_elder_limited,W0,workday,60+_nondigital_assisted,3,3,0,3,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,0,0,69.714,0.0
52,C2_elder_limited,W0,workday,60+_nondigital_unassisted,4,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,4,0,169.954,0.0
52,C2_elder_limited,W2,workday,18-39,20,0,0,0,0,0,0.0,11,11,0,10.927545,0,0,0,1.0,0,10,20,11,853.058,0.0
52,C2_elder_limited,W2,workday,40-59,17,0,0,0,0,0,0.0,6,6,0,14.462742,0,0,0,1.0,0,9,16,6,677.189,0.0
52,C2_elder_limited,W2,workday,60+_digital,6,6,0,6,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,7,3,0,204.143,0.0
52,C2_elder_limited,W2,workday,60+_nondigital_assisted,3,3,0,3,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,30.0,0.0
52,C2_elder_limited,W2,workday,60+_nondigital_unassisted,4,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,1,5,0,167.368,0.0
52,C3_mixed,W0,workday,18-39,20,20,17,4,0,0,0.0,4,4,0,14.51765,0,0,0,1.0,3,16,20,4,963.632,0.0
52,C3_mixed,W0,workday,40-59,17,17,11,1,0,0,0.0,3,3,0,11.444333,0,0,1,0.9375,0,14,16,3,688.716,0.0
52,C3_mixed,W0,workday,60+_digital,6,6,2,3,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,207.357,0.0
52,C3_mixed,W0,workday,60+_nondigital_assisted,3,3,1,2,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,0,0,69.714,0.0
52,C3_mixed,W0,workday,60+_nondigital_unassisted,4,2,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,4,0,169.954,0.0
52,C3_mixed,W2,workday,18-39,20,20,17,4,1,0,6.6,11,11,0,10.927545,0,0,0,1.0,0,10,20,11,853.058,0.0
52,C3_mixed,W2,workday,40-59,17,17,11,1,0,0,0.0,6,6,0,14.46552,0,0,0,1.0,0,9,16,6,677.206,0.0
52,C3_mixed,W2,workday,60+_digital,6,6,2,3,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,7,3,0,204.143,0.0
52,C3_mixed,W2,workday,60+_nondigital_assisted,3,3,1,2,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,30.0,0.0
52,C3_mixed,W2,workday,60+_nondigital_unassisted,4,2,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,1,5,0,167.368,0.0
53,C0_no_coupon,W0,workday,18-39,20,0,0,0,0,0,0.0,6,5,1,13.166667,1,0,1,0.944444,2,13,23,5,987.726,0.0
53,C0_no_coupon,W0,workday,40-59,17,0,0,0,0,0,0.0,5,4,1,12.5358,1,0,3,0.823529,0,24,8,4,650.019,0.0
53,C0_no_coupon,W0,workday,60+_digital,6,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,0,0,97.479,0.0
53,C0_no_coupon,W0,workday,60+_nondigital_assisted,4,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,1,0,108.571,0.0
53,C0_no_coupon,W0,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,1,0,85.7,0.0
53,C0_no_coupon,W2,workday,18-39,20,0,0,0,0,0,0.0,10,5,5,15.349702,5,0,2,0.888889,1,12,25,5,1088.094,0.0
53,C0_no_coupon,W2,workday,40-59,17,0,0,0,0,0,0.0,8,7,1,12.334875,1,0,1,0.941176,0,16,11,7,627.292,0.0
53,C0_no_coupon,W2,workday,60+_digital,6,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,0,0,97.857,0.0
53,C0_no_coupon,W2,workday,60+_nondigital_assisted,4,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,1,0,108.349,0.0
53,C0_no_coupon,W2,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,2,0,92.7,0.0
53,C1_public_limited,W0,workday,18-39,20,20,16,5,1,0,6.62,6,5,1,13.166667,1,0,1,0.944444,2,13,23,5,987.726,0.0
53,C1_public_limited,W0,workday,40-59,17,17,10,4,0,0,0.0,5,4,1,12.5358,1,0,3,0.823529,0,24,8,4,650.019,0.0
53,C1_public_limited,W0,workday,60+_digital,6,6,2,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,0,0,97.479,0.0
53,C1_public_limited,W0,workday,60+_nondigital_assisted,4,4,3,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,1,0,108.571,0.0
53,C1_public_limited,W0,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,1,0,85.7,0.0
53,C1_public_limited,W2,workday,18-39,20,20,16,5,1,1,2.96,11,6,5,14.681547,5,0,2,0.888889,1,11,25,6,1083.294,0.0
53,C1_public_limited,W2,workday,40-59,17,17,10,4,2,2,16.78,10,9,1,11.728,1,0,1,0.941176,0,15,10,9,599.323,0.0
53,C1_public_limited,W2,workday,60+_digital,6,6,2,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,0,0,97.857,0.0
53,C1_public_limited,W2,workday,60+_nondigital_assisted,4,4,3,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,1,0,108.349,0.0
53,C1_public_limited,W2,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,2,0,92.7,0.0
53,C2_elder_limited,W0,workday,18-39,20,0,0,0,0,0,0.0,6,5,1,13.166667,1,0,1,0.944444,2,13,23,5,987.726,0.0
53,C2_elder_limited,W0,workday,40-59,17,0,0,0,0,0,0.0,5,4,1,12.5358,1,0,3,0.823529,0,24,8,4,650.019,0.0
53,C2_elder_limited,W0,workday,60+_digital,6,6,0,6,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,0,0,97.479,0.0
53,C2_elder_limited,W0,workday,60+_nondigital_assisted,4,4,0,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,1,0,108.571,0.0
53,C2_elder_limited,W0,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,1,0,85.7,0.0
53,C2_elder_limited,W2,workday,18-39,20,0,0,0,0,0,0.0,10,5,5,15.349702,5,0,2,0.888889,1,12,25,5,1088.094,0.0
53,C2_elder_limited,W2,workday,40-59,17,0,0,0,0,0,0.0,8,7,1,12.334875,1,0,1,0.941176,0,16,11,7,627.292,0.0
53,C2_elder_limited,W2,workday,60+_digital,6,6,0,6,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,0,0,97.857,0.0
53,C2_elder_limited,W2,workday,60+_nondigital_assisted,4,4,0,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,1,0,108.349,0.0
53,C2_elder_limited,W2,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,2,0,92.7,0.0
53,C3_mixed,W0,workday,18-39,20,20,16,3,1,0,6.62,6,5,1,13.166667,1,0,1,0.944444,2,13,23,5,987.726,0.0
53,C3_mixed,W0,workday,40-59,17,17,10,3,0,0,0.0,5,4,1,12.5358,1,0,3,0.823529,0,24,8,4,650.019,0.0
53,C3_mixed,W0,workday,60+_digital,6,6,2,3,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,0,0,97.479,0.0
53,C3_mixed,W0,workday,60+_nondigital_assisted,4,4,3,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,1,0,108.571,0.0
53,C3_mixed,W0,workday,60+_nondigital_unassisted,3,2,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,1,0,85.7,0.0
53,C3_mixed,W2,workday,18-39,20,20,16,3,0,0,0.0,10,5,5,15.349702,5,0,2,0.888889,1,12,25,5,1088.094,0.0
53,C3_mixed,W2,workday,40-59,17,17,10,3,1,1,6.35,9,8,1,11.797667,1,0,1,0.941176,0,15,11,8,622.73,0.0
53,C3_mixed,W2,workday,60+_digital,6,6,2,3,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,0,0,97.857,0.0
53,C3_mixed,W2,workday,60+_nondigital_assisted,4,4,3,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,1,0,108.349,0.0
53,C3_mixed,W2,workday,60+_nondigital_unassisted,3,2,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,4,2,0,92.7,0.0
54,C0_no_coupon,W0,workday,18-39,20,0,0,0,0,0,0.0,3,3,0,9.778,0,0,1,0.944444,1,15,26,3,1025.347,0.0
54,C0_no_coupon,W0,workday,40-59,17,0,0,0,0,0,0.0,2,2,0,10.3335,0,0,1,0.9375,0,19,13,2,631.422,0.0
54,C0_no_coupon,W0,workday,60+_digital,6,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,7,0,273.405,0.0
54,C0_no_coupon,W0,workday,60+_nondigital_assisted,4,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,39.791,0.0
54,C0_no_coupon,W0,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,6,0,0,120.714,0.0
54,C0_no_coupon,W2,workday,18-39,20,0,0,0,0,0,0.0,8,7,1,11.208375,1,0,1,0.944444,0,10,25,7,935.363,0.0
54,C0_no_coupon,W2,workday,40-59,17,0,0,0,0,0,0.0,5,5,0,13.0478,0,0,0,1.0,0,12,15,5,609.176,0.0
54,C0_no_coupon,W2,workday,60+_digital,6,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,5,0,211.8,0.0
54,C0_no_coupon,W2,workday,60+_nondigital_assisted,4,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
54,C0_no_coupon,W2,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,1,0,140.914,0.0
54,C1_public_limited,W0,workday,18-39,20,20,20,7,1,1,4.63,4,4,0,10.00025,0,0,1,0.944444,1,14,26,4,1008.3,0.0
54,C1_public_limited,W0,workday,40-59,17,17,9,3,0,0,0.0,2,2,0,10.3335,0,0,1,0.9375,0,19,13,2,631.422,0.0
54,C1_public_limited,W0,workday,60+_digital,6,6,2,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,7,0,273.405,0.0
54,C1_public_limited,W0,workday,60+_nondigital_assisted,4,4,3,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,39.791,0.0
54,C1_public_limited,W0,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,6,0,0,120.714,0.0
54,C1_public_limited,W2,workday,18-39,20,20,20,7,2,1,13.45,9,8,1,11.444444,1,0,1,0.944444,0,9,25,8,930.982,0.0
54,C1_public_limited,W2,workday,40-59,17,17,9,3,0,0,0.0,5,5,0,13.048,0,0,0,1.0,0,12,15,5,609.177,0.0
54,C1_public_limited,W2,workday,60+_digital,6,6,2,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,5,0,211.8,0.0
54,C1_public_limited,W2,workday,60+_nondigital_assisted,4,4,3,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
54,C1_public_limited,W2,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,1,0,140.914,0.0
54,C2_elder_limited,W0,workday,18-39,20,0,0,0,0,0,0.0,3,3,0,9.778,0,0,1,0.944444,1,15,26,3,1025.347,0.0
54,C2_elder_limited,W0,workday,40-59,17,0,0,0,0,0,0.0,2,2,0,10.3335,0,0,1,0.9375,0,19,13,2,631.422,0.0
54,C2_elder_limited,W0,workday,60+_digital,6,6,0,6,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,7,0,273.405,0.0
54,C2_elder_limited,W0,workday,60+_nondigital_assisted,4,4,0,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,39.791,0.0
54,C2_elder_limited,W0,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,6,0,0,120.714,0.0
54,C2_elder_limited,W2,workday,18-39,20,0,0,0,0,0,0.0,8,7,1,11.208375,1,0,1,0.944444,0,10,25,7,935.363,0.0
54,C2_elder_limited,W2,workday,40-59,17,0,0,0,0,0,0.0,5,5,0,13.0478,0,0,0,1.0,0,12,15,5,609.176,0.0
54,C2_elder_limited,W2,workday,60+_digital,6,6,0,6,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,5,0,211.8,0.0
54,C2_elder_limited,W2,workday,60+_nondigital_assisted,4,4,0,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
54,C2_elder_limited,W2,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,1,0,140.914,0.0
54,C3_mixed,W0,workday,18-39,20,20,20,4,1,1,4.63,4,4,0,10.00025,0,0,1,0.944444,1,14,26,4,1008.3,0.0
54,C3_mixed,W0,workday,40-59,17,17,9,3,0,0,0.0,2,2,0,10.3335,0,0,1,0.9375,0,19,13,2,631.422,0.0
54,C3_mixed,W0,workday,60+_digital,6,6,2,2,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,7,0,273.405,0.0
54,C3_mixed,W0,workday,60+_nondigital_assisted,4,4,3,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,39.791,0.0
54,C3_mixed,W0,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,6,0,0,120.714,0.0
54,C3_mixed,W2,workday,18-39,20,20,20,4,1,0,4.63,8,7,1,11.208375,1,0,1,0.944444,0,10,25,7,935.363,0.0
54,C3_mixed,W2,workday,40-59,17,17,9,3,0,0,0.0,5,5,0,13.0478,0,0,0,1.0,0,12,15,5,609.176,0.0
54,C3_mixed,W2,workday,60+_digital,6,6,2,2,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,5,0,211.8,0.0
54,C3_mixed,W2,workday,60+_nondigital_assisted,4,4,3,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
54,C3_mixed,W2,workday,60+_nondigital_unassisted,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,5,1,0,140.914,0.0
55,C0_no_coupon,W0,workday,18-39,20,0,0,0,0,0,0.0,1,1,0,10.667,0,0,1,0.944444,0,18,24,1,904.363,0.0
55,C0_no_coupon,W0,workday,40-59,17,0,0,0,0,0,0.0,1,1,0,7.591,0,0,1,0.9375,0,18,15,1,689.775,0.0
55,C0_no_coupon,W0,workday,60+_digital,6,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,1,0,247.772,0.0
55,C0_no_coupon,W0,workday,60+_nondigital_assisted,6,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,219.415,0.0
55,C0_no_coupon,W0,workday,60+_nondigital_unassisted,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,0,0,61.714,0.0
55,C0_no_coupon,W2,workday,18-39,20,0,0,0,0,0,0.0,5,5,0,10.7218,0,0,2,0.888889,0,7,30,5,980.348,0.0
55,C0_no_coupon,W2,workday,40-59,17,0,0,0,0,0,0.0,2,2,0,9.879,0,0,0,1.0,0,12,18,2,682.493,0.0
55,C0_no_coupon,W2,workday,60+_digital,6,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,3,0,276.02,0.0
55,C0_no_coupon,W2,workday,60+_nondigital_assisted,6,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,218.625,0.0
55,C0_no_coupon,W2,workday,60+_nondigital_unassisted,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,44.0,0.0
55,C1_public_limited,W0,workday,18-39,20,20,19,5,3,2,16.9,3,3,0,11.266667,0,0,1,0.944444,0,16,24,3,897.782,0.0
55,C1_public_limited,W0,workday,40-59,17,17,13,3,1,1,8.47,2,2,0,11.7955,0,0,1,0.9375,0,17,15,2,661.489,0.0
55,C1_public_limited,W0,workday,60+_digital,6,6,2,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,1,0,247.772,0.0
55,C1_public_limited,W0,workday,60+_nondigital_assisted,6,6,2,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,219.415,0.0
55,C1_public_limited,W0,workday,60+_nondigital_unassisted,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,0,0,61.714,0.0
55,C1_public_limited,W2,workday,18-39,20,20,19,5,4,3,26.91,8,7,1,12.979669,1,0,2,0.888889,0,6,29,7,977.021,0.0
55,C1_public_limited,W2,workday,40-59,17,17,13,3,2,2,14.09,4,4,0,11.273,0,0,0,1.0,0,10,18,4,645.111,0.0
55,C1_public_limited,W2,workday,60+_digital,6,6,2,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,3,0,276.02,0.0
55,C1_public_limited,W2,workday,60+_nondigital_assisted,6,6,2,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,218.625,0.0
55,C1_public_limited,W2,workday,60+_nondigital_unassisted,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,44.0,0.0
55,C2_elder_limited,W0,workday,18-39,20,0,0,0,0,0,0.0,1,1,0,10.667,0,0,1,0.944444,0,18,24,1,904.363,0.0
55,C2_elder_limited,W0,workday,40-59,17,0,0,0,0,0,0.0,1,1,0,7.591,0,0,1,0.9375,0,18,15,1,689.775,0.0
55,C2_elder_limited,W0,workday,60+_digital,6,6,0,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,1,0,247.772,0.0
55,C2_elder_limited,W0,workday,60+_nondigital_assisted,6,6,0,6,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,219.415,0.0
55,C2_elder_limited,W0,workday,60+_nondigital_unassisted,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,0,0,61.714,0.0
55,C2_elder_limited,W2,workday,18-39,20,0,0,0,0,0,0.0,5,5,0,10.7218,0,0,2,0.888889,0,7,30,5,980.348,0.0
55,C2_elder_limited,W2,workday,40-59,17,0,0,0,0,0,0.0,2,2,0,9.879,0,0,0,1.0,0,12,18,2,682.493,0.0
