seed,policy,experiment_condition,weather_scenario,weather_type,day_type,agent_count,planned_activities,completed_activities,activity_completion_rate,planned_necessary_activities,completed_necessary_activities,necessary_activity_completion_rate,weather_cancelled_activities,transport_unmet_activities,necessary_transport_unmet_activities,planned_legs,successful_legs,transport_unmet_legs,transport_success_rate,walking_legs,bus_legs,metro_legs,ride_hailing_legs,walking_mode_share,bus_mode_share,metro_mode_share,ride_hailing_mode_share,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,ride_hailing_failed,fallback_attempts,fallback_successes,fallback_succeeded,fallback_failed,late_but_reached,reached_but_activity_incomplete,transport_unmet,mandatory_activity_incomplete,mean_bus_wait_minutes,mean_metro_wait_minutes,bus_metro_transfer_legs,bus_metro_transfer_share_of_metro,mean_feeder_bus_time_minutes,mean_ride_hailing_wait_minutes,mean_total_travel_time,mean_fare_yuan,on_time_arrivals,on_time_arrival_rate,bus_activity_arrivals,bus_late_arrivals,bus_late_arrival_rate,interzonal_metro_legs,interzonal_metro_share,scheduled_bus_vehicle_trips,bus_demand,bus_feeder_boardings,total_bus_passenger_boardings,successful_ride_hailing_vehicle_trips,road_vehicle_volume,mean_volume_capacity_ratio,mean_road_speed_kmh,intrazonal_successful_legs,interzonal_successful_legs,initial_ride_hailing_vehicles,end_idle_vehicles,end_busy_vehicles,end_idle_by_zone,feedback_flow_is_first_round_successful_rides,metro_enabled,weather_exposed_activities,remote_work,travel_required_activities,transport_related_unmet,necessary_transport_related_unmet,total_outdoor_exposure_minutes,total_heat_hazard_dose_c_min,total_heat_risk_burden,necessary_heat_risk_burden,heat_risk_per_completed_travel_required_necessary_activity,heat_risk_per_planned_travel_required_necessary_activity,total_rain_exposure_minutes,total_system_wait_minutes,coupon_reached,coupon_participated,coupon_awarded,coupon_redeemed,coupon_expired_after_failed_request,coupon_induced_requests,coupon_subsidy_yuan,mean_ride_hailing_wait_minutes_per_request
55,C2_elder_limited,coupon_C2_elder_limited,W0,normal,workday,50,56,54,0.964286,38,36,0.947368,0,0,0,105,105,0,1.0,0,61,42,2,0.0,0.580952,0.4,0.019048,2,2,0,0,0,0,0,0,0,2,0,2,6.89,7.583,20,0.47619,27.402,9.129,63.086,4.043,56,1.0,32,0,0.0,33,0.578947,1018.941,61,23,84,2,1020.941,0.705426,16.626,48,57,12,12,0,"{""Z1"": 2, ""Z2"": 2, ""Z3"": 1, ""Z4"": 1, ""Z5"": 1, ""Z6"": 1, ""Z7"": 2, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,56,0,0,2123.039,0.0,0.0,0.0,0.0,0.0,0.0,757.039,12,0,10,0,0,0,0.0,9.129
55,C2_elder_limited,coupon_C2_elder_limited,W2,heavy_rain,workday,50,56,52,0.928571,38,36,0.947368,2,0,0,101,101,0,1.0,0,41,53,7,0.0,0.405941,0.524752,0.069307,7,7,0,0,0,0,0,0,1,2,0,2,7.833,8.169,26,0.490566,33.514,10.481,64.171,5.982,52,0.981132,22,0,0.0,39,0.709091,1018.941,41,35,76,7,1025.941,0.731694,16.163,46,55,12,12,0,"{""Z1"": 0, ""Z2"": 3, ""Z3"": 2, ""Z4"": 1, ""Z5"": 1, ""Z6"": 1, ""Z7"": 2, ""Z8"": 1, ""Z9"": 1}",True,True,35,1,53,0,0,2201.486,0.0,0.0,0.0,0.0,0.0,1469.006,827.486,12,0,10,0,0,0,0.0,10.481
55,C3_mixed,coupon_C3_mixed,W0,normal,workday,50,56,54,0.964286,38,36,0.947368,0,0,0,105,105,0,1.0,0,59,42,4,0.0,0.561905,0.4,0.038095,4,4,0,0,0,0,0,0,0,2,0,2,6.959,7.583,20,0.47619,27.402,10.348,62.729,4.42,56,1.0,30,0,0.0,33,0.578947,1018.941,59,23,82,4,1022.941,0.701537,17.026,48,57,12,12,0,"{""Z1"": 2, ""Z2"": 2, ""Z3"": 1, ""Z4"": 1, ""Z5"": 1, ""Z6"": 1, ""Z7"": 2, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,56,0,0,2116.458,0.0,0.0,0.0,0.0,0.0,0.0,770.458,49,36,10,2,0,2,10.89,10.34775
55,C3_mixed,coupon_C3_mixed,W2,heavy_rain,workday,50,56,52,0.928571,38,36,0.947368,2,0,0,101,101,0,1.0,0,40,52,9,0.0,0.39604,0.514851,0.089109,9,9,0,0,0,0,0,0,1,2,0,2,7.868,7.952,25,0.480769,33.226,10.278,63.606,6.404,52,0.981132,21,0,0.0,38,0.690909,1018.941,40,34,74,9,1027.941,0.736356,16.467,46,55,12,12,0,"{""Z1"": 0, ""Z2"": 3, ""Z3"": 2, ""Z4"": 0, ""Z5"": 1, ""Z6"": 1, ""Z7"": 3, ""Z8"": 1, ""Z9"": 1}",True,True,35,1,53,0,0,2162.732,0.0,0.0,0.0,0.0,0.0,1457.966,820.732,49,36,10,4,0,2,26.52,10.277778
56,C0_no_coupon,coupon_C0_no_coupon,W0,normal,workday,50,53,52,0.981132,39,38,0.974359,0,0,0,97,97,0,1.0,1,60,30,6,0.010309,0.618557,0.309278,0.061856,6,6,0,0,0,0,0,0,1,1,0,1,6.313,7.231,12,0.4,28.314,11.056,63.311,5.093,52,0.981132,33,1,0.030303,24,0.444444,1018.941,60,14,74,6,1024.941,0.77703,16.92,43,54,12,12,0,"{""Z1"": 1, ""Z2"": 2, ""Z3"": 2, ""Z4"": 1, ""Z5"": 0, ""Z6"": 1, ""Z7"": 3, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,53,0,0,1836.614,0.0,0.0,0.0,0.0,0.0,0.0,662.052,0,0,0,0,0,0,0.0,11.055667
56,C0_no_coupon,coupon_C0_no_coupon,W2,heavy_rain,workday,50,53,52,0.981132,39,38,0.974359,0,0,0,94,94,0,1.0,1,38,42,13,0.010638,0.404255,0.446809,0.138298,14,13,1,1,1,1,1,0,2,1,0,1,6.86,8.263,22,0.52381,30.284,12.44,64.768,8.175,49,0.960784,20,1,0.05,35,0.673077,1018.941,38,26,64,13,1031.941,0.885105,16.104,42,52,12,12,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 3, ""Z4"": 1, ""Z5"": 0, ""Z6"": 2, ""Z7"": 3, ""Z8"": 1, ""Z9"": 0}",True,True,46,2,51,0,0,1973.633,0.0,0.0,0.0,0.0,0.0,1374.059473,789.453,0,0,0,0,0,0,0.0,12.97954
56,C1_public_limited,coupon_C1_public_limited,W0,normal,workday,50,53,52,0.981132,39,38,0.974359,0,0,0,97,97,0,1.0,1,58,30,8,0.010309,0.597938,0.309278,0.082474,8,8,0,0,0,0,0,0,1,1,0,1,6.354,7.231,12,0.4,28.314,10.896,62.683,5.657,52,0.981132,32,1,0.03125,24,0.444444,1018.941,58,14,72,8,1026.941,0.777283,17.3,43,54,12,12,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 3, ""Z4"": 1, ""Z5"": 0, ""Z6"": 1, ""Z7"": 3, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,53,0,0,1827.233,0.0,0.0,0.0,0.0,0.0,0.0,672.671,48,35,10,3,0,2,21.31,10.895875
56,C1_public_limited,coupon_C1_public_limited,W2,heavy_rain,workday,50,53,52,0.981132,39,38,0.974359,0,0,0,94,94,0,1.0,1,38,42,13,0.010638,0.404255,0.446809,0.138298,14,13,1,1,1,1,1,0,2,1,0,1,6.86,8.263,22,0.52381,30.284,12.44,64.768,7.949,49,0.960784,20,1,0.05,35,0.673077,1018.941,38,26,64,13,1031.941,0.885105,16.104,42,52,12,12,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 3, ""Z4"": 1, ""Z5"": 0, ""Z6"": 2, ""Z7"": 3, ""Z8"": 1, ""Z9"": 0}",True,True,46,2,51,0,0,1973.633,0.0,0.0,0.0,0.0,0.0,1374.059473,789.453,48,35,10,3,0,0,21.31,12.97954
56,C2_elder_limited,coupon_C2_elder_limited,W0,normal,workday,50,53,52,0.981132,39,38,0.974359,0,0,0,97,97,0,1.0,1,60,30,6,0.010309,0.618557,0.309278,0.061856,6,6,0,0,0,0,0,0,1,1,0,1,6.313,7.231,12,0.4,28.314,11.056,63.311,5.093,52,0.981132,33,1,0.030303,24,0.444444,1018.941,60,14,74,6,1024.941,0.77703,16.92,43,54,12,12,0,"{""Z1"": 1, ""Z2"": 2, ""Z3"": 2, ""Z4"": 1, ""Z5"": 0, ""Z6"": 1, ""Z7"": 3, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,53,0,0,1836.614,0.0,0.0,0.0,0.0,0.0,0.0,662.052,11,0,10,0,0,0,0.0,11.055667
56,C2_elder_limited,coupon_C2_elder_limited,W2,heavy_rain,workday,50,53,52,0.981132,39,38,0.974359,0,0,0,94,94,0,1.0,1,38,42,13,0.010638,0.404255,0.446809,0.138298,14,13,1,1,1,1,1,0,2,1,0,1,6.86,8.263,22,0.52381,30.284,12.44,64.768,8.175,49,0.960784,20,1,0.05,35,0.673077,1018.941,38,26,64,13,1031.941,0.885105,16.104,42,52,12,12,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 3, ""Z4"": 1, ""Z5"": 0, ""Z6"": 2, ""Z7"": 3, ""Z8"": 1, ""Z9"": 0}",True,True,46,2,51,0,0,1973.633,0.0,0.0,0.0,0.0,0.0,1374.059473,789.453,11,0,10,0,0,0,0.0,12.97954
56,C3_mixed,coupon_C3_mixed,W0,normal,workday,50,53,52,0.981132,39,38,0.974359,0,0,0,97,97,0,1.0,1,59,30,7,0.010309,0.608247,0.309278,0.072165,7,7,0,0,0,0,0,0,1,1,0,1,6.344,7.231,12,0.4,28.314,10.548,62.935,5.404,52,0.981132,33,1,0.030303,24,0.444444,1018.941,59,14,73,7,1025.941,0.777064,17.112,43,54,12,12,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 3, ""Z4"": 1, ""Z5"": 0, ""Z6"": 1, ""Z7"": 3, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,53,0,0,1831.614,0.0,0.0,0.0,0.0,0.0,0.0,665.052,48,35,10,2,0,1,14.67,10.547714
56,C3_mixed,coupon_C3_mixed,W2,heavy_rain,workday,50,53,52,0.981132,39,38,0.974359,0,0,0,94,94,0,1.0,1,38,42,13,0.010638,0.404255,0.446809,0.138298,14,13,1,1,1,1,1,0,2,1,0,1,6.86,8.263,22,0.52381,30.284,12.44,64.768,8.019,49,0.960784,20,1,0.05,35,0.673077,1018.941,38,26,64,13,1031.941,0.885105,16.104,42,52,12,12,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 3, ""Z4"": 1, ""Z5"": 0, ""Z6"": 2, ""Z7"": 3, ""Z8"": 1, ""Z9"": 0}",True,True,46,2,51,0,0,1973.633,0.0,0.0,0.0,0.0,0.0,1374.059473,789.453,48,35,10,2,0,0,14.67,12.97954
