leg_id,agent_id,request_time,dispatch_priority,origin_zone,destination_zone,coupon_bound,fare_before_coupon_yuan,fare_after_coupon_yuan,coupon_subsidy_yuan,succeeded,failure_reason,dispatch_time,pickup_wait_min,vehicle_id,idle_vehicles_at_request,busy_start,busy_until,previous_busy_until,idle_vehicles_after_dispatch,weather_scenario,day_type,policy,experiment_condition
12-2026-07-07-L01,12,560.6833333333333,0.264364505,Z2,Z1,False,26.21,26.21,0.0,True,,560.6833333333333,9.326,N9RH-workday-Z2-001,2,560.6833333333333,590.4085063333333,0.0,1,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
26-2026-07-07-L02,26,1083.4,0.749366252,Z9,Z9,False,29.91,29.91,0.0,True,,1083.4,22.0,N9RH-workday-Z6-001,2,1083.4,1129.990788,559.4366246666667,1,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
17-2026-07-07-L02,17,1101.0,0.875382517,Z6,Z6,False,19.88,19.88,0.0,False,no_vehicle_available,,20.0,,0,,,,,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
22-2026-07-07-L02,22,1129.5166666666667,0.517087945,Z1,Z3,False,26.52,26.52,0.0,True,,1129.5166666666667,10.312,N9RH-workday-Z1-001,3,1129.5166666666667,1160.5551656666667,0.0,2,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
9-2026-07-07-L02,9,1135.3,0.050734177,Z6,Z6,False,19.32,19.32,0.0,False,no_vehicle_available,,20.0,,0,,,,,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
10-2026-07-07-L02,10,1140.5666666666666,0.949375668,Z1,Z4,False,82.85,82.85,0.0,True,,1140.5666666666666,9.2,N9RH-workday-Z1-002,2,1140.5666666666666,1220.1192316666666,0.0,1,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
26-2026-07-07-L03,26,1200.0,0.603595968,Z9,Z9,False,23.23,23.23,0.0,True,,1200.0,16.0,N9RH-workday-Z6-001,2,1200.0,1228.967596,1129.990788,1,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
20-2026-07-07-L03,20,1320.0,0.866434828,Z5,Z5,False,31.93,31.93,0.0,True,,1320.0,10.667,N9RH-workday-Z5-001,1,1320.0,1348.1982209999999,0.0,0,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
9-2026-07-07-L03,9,1350.0,0.086166986,Z6,Z6,False,23.16,23.16,0.0,False,no_vehicle_available,,20.0,,0,,,,,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
37-2026-07-07-L01,37,443.01666666666665,0.711717999,Z7,Z7,False,30.94,30.94,0.0,True,,443.01666666666665,7.0,N9RH-workday-Z7-001,2,443.01666666666665,469.98906766666664,0.0,1,W0,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
12-2026-07-07-L01,12,565.8833333333333,0.264364505,Z2,Z1,False,26.21,26.21,0.0,True,,565.8833333333333,8.027,N9RH-workday-Z2-001,2,565.8833333333333,590.1219183333334,0.0,1,W0,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
22-2026-07-07-L02,22,1134.8833333333334,0.517087945,Z1,Z3,False,26.52,26.52,0.0,True,,1134.8833333333334,8.847,N9RH-workday-Z1-001,3,1134.8833333333334,1160.1976043333334,0.0,2,W0,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
23-2026-07-07-L03,23,1200.0,0.328304556,Z7,Z7,False,27.46,27.46,0.0,True,,1200.0,8.0,N9RH-workday-Z7-001,2,1200.0,1222.519646,469.98906766666664,1,W0,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
26-2026-07-07-L03,26,1200.0,0.603595968,Z9,Z9,False,23.23,23.23,0.0,True,,1200.0,16.0,N9RH-workday-Z9-001,1,1200.0,1227.66993,0.0,0,W0,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
20-2026-07-07-L03,20,1320.0,0.866434828,Z5,Z5,False,31.93,31.93,0.0,True,,1320.0,10.667,N9RH-workday-Z5-001,1,1320.0,1348.1982209999999,0.0,0,W0,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
9-2026-07-07-L03,9,1350.0,0.086166986,Z6,Z6,False,23.16,23.16,0.0,True,,1350.0,10.667,N9RH-workday-Z6-001,1,1350.0,1372.289798,0.0,0,W0,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
9-2026-07-07-L01,9,433.35,0.948018744,Z6,Z6,False,33.12,33.12,0.0,True,,433.35,9.333,N9RH-workday-Z6-001,1,433.35,469.98433200000005,0.0,0,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
7-2026-07-07-L01,7,433.5833333333333,0.694688486,Z6,Z6,False,44.12,44.12,0.0,False,vehicle_wait_limit_exceeded,,20.0,,0,,,,,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
37-2026-07-07-L01,37,437.8833333333333,0.711717999,Z7,Z7,False,30.94,30.94,0.0,True,,437.8833333333333,7.0,N9RH-workday-Z7-001,2,437.8833333333333,469.99704433333335,0.0,1,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
28-2026-07-07-L01,28,478.9166666666667,0.053240825,Z6,Z9,False,72.16,72.16,0.0,True,,478.9166666666667,13.333,N9RH-workday-Z6-001,1,478.9166666666667,559.4366246666667,469.98433200000005,0,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
17-2026-07-07-L01,17,496.4166666666667,0.398893154,Z6,Z6,False,25.69,25.69,0.0,False,no_vehicle_available,,20.0,,0,,,,,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
31-2026-07-07-L01,31,537.8,0.826870351,Z3,Z3,False,17.83,17.83,0.0,True,,537.8,10.0,N9RH-workday-Z3-001,1,537.8,559.999644,0.0,0,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
12-2026-07-07-L01,12,560.6833333333333,0.264364505,Z2,Z1,False,26.21,26.21,0.0,True,,560.6833333333333,9.326,N9RH-workday-Z2-001,2,560.6833333333333,590.4085063333333,0.0,1,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
26-2026-07-07-L02,26,1083.4,0.749366252,Z9,Z9,False,29.91,29.91,0.0,True,,1083.4,22.0,N9RH-workday-Z6-001,2,1083.4,1129.990788,559.4366246666667,1,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
17-2026-07-07-L02,17,1101.0,0.875382517,Z6,Z6,False,19.88,19.88,0.0,False,no_vehicle_available,,20.0,,0,,,,,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
22-2026-07-07-L02,22,1129.5166666666667,0.517087945,Z1,Z3,False,26.52,26.52,0.0,True,,1129.5166666666667,10.312,N9RH-workday-Z1-001,3,1129.5166666666667,1160.5551656666667,0.0,2,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
9-2026-07-07-L02,9,1135.3,0.050734177,Z6,Z6,False,19.32,19.32,0.0,False,no_vehicle_available,,20.0,,0,,,,,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
10-2026-07-07-L02,10,1140.5666666666666,0.949375668,Z1,Z4,False,82.85,82.85,0.0,True,,1140.5666666666666,9.2,N9RH-workday-Z1-002,2,1140.5666666666666,1220.1192316666666,0.0,1,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
26-2026-07-07-L03,26,1200.0,0.603595968,Z9,Z9,False,23.23,23.23,0.0,True,,1200.0,16.0,N9RH-workday-Z6-001,2,1200.0,1228.967596,1129.990788,1,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
20-2026-07-07-L03,20,1320.0,0.866434828,Z5,Z5,False,31.93,31.93,0.0,True,,1320.0,10.667,N9RH-workday-Z5-001,1,1320.0,1348.1982209999999,0.0,0,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
9-2026-07-07-L03,9,1350.0,0.086166986,Z6,Z6,False,23.16,23.16,0.0,False,no_vehicle_available,,20.0,,0,,,,,W2,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
27-2026-07-07-L01,27,543.35,0.520754881,Z1,Z1,False,14.14,14.14,0.0,True,,543.35,10.0,N9RH-workday-Z1-001,2,543.35,559.999581,0.0,1,W0,workday,D0_baseline,elder_access_D0_baseline
7-2026-07-07-L01,7,811.85,0.244614894,Z4,Z4,False,20.93,20.93,0.0,True,,811.85,8.0,N9RH-workday-Z4-001,1,811.85,829.988388,0.0,0,W0,workday,D0_baseline,elder_access_D0_baseline
6-2026-07-07-L02,6,1170.0,0.450334858,Z1,Z1,False,19.21,19.21,0.0,True,,1170.0,8.0,N9RH-workday-Z1-001,2,1170.0,1188.605213,559.999581,1,W0,workday,D0_baseline,elder_access_D0_baseline
18-2026-07-07-L02,18,1203.15,0.134713761,Z1,Z1,False,19.03,19.03,0.0,True,,1203.15,8.0,N9RH-workday-Z1-001,2,1203.15,1219.99613,1188.605213,1,W0,workday,D0_baseline,elder_access_D0_baseline
10-2026-07-07-L02,10,1230.0,0.320260999,Z7,Z7,False,45.38,45.38,0.0,True,,1230.0,8.0,N9RH-workday-Z7-001,2,1230.0,1264.591402,0.0,1,W0,workday,D0_baseline,elder_access_D0_baseline
19-2026-07-07-L03,19,1320.0,0.539228362,Z6,Z6,False,20.59,20.59,0.0,True,,1320.0,10.667,N9RH-workday-Z6-001,1,1320.0,1340.560382,0.0,0,W0,workday,D0_baseline,elder_access_D0_baseline
4-2026-07-07-L03,4,1350.0,0.248375966,Z5,Z5,False,24.52,24.52,0.0,True,,1350.0,10.667,N9RH-workday-Z5-001,1,1350.0,1373.206019,0.0,0,W0,workday,D0_baseline,elder_access_D0_baseline
26-2026-07-07-L01,26,468.1,0.132079058,Z4,Z4,False,28.19,28.19,0.0,True,,468.1,9.333,N9RH-workday-Z4-001,1,468.1,500.03109800000004,0.0,0,W2,workday,D0_baseline,elder_access_D0_baseline
27-2026-07-07-L01,27,541.5666666666667,0.520754881,Z1,Z1,False,14.14,14.14,0.0,True,,541.5666666666667,10.0,N9RH-workday-Z1-001,2,541.5666666666667,559.9983436666668,0.0,1,W2,workday,D0_baseline,elder_access_D0_baseline
5-2026-07-07-L01,5,550.0833333333334,0.590403819,Z6,Z6,False,32.33,32.33,0.0,True,,550.0833333333334,13.333,N9RH-workday-Z6-001,1,550.0833333333334,590.0521333333334,0.0,0,W2,workday,D0_baseline,elder_access_D0_baseline
7-2026-07-07-L01,7,811.85,0.244614894,Z4,Z4,False,20.93,20.93,0.0,True,,811.85,8.0,N9RH-workday-Z4-001,1,811.85,829.988388,500.03109800000004,0,W2,workday,D0_baseline,elder_access_D0_baseline
6-2026-07-07-L02,6,1170.0,0.450334858,Z1,Z1,False,19.21,19.21,0.0,True,,1170.0,8.0,N9RH-workday-Z1-001,2,1170.0,1191.322375,559.9983436666668,1,W2,workday,D0_baseline,elder_access_D0_baseline
5-2026-07-07-L02,5,1194.3166666666666,0.31289663,Z6,Z6,False,25.95,25.95,0.0,True,,1194.3166666666666,10.667,N9RH-workday-Z6-001,1,1194.3166666666666,1219.9963086666664,590.0521333333334,0,W2,workday,D0_baseline,elder_access_D0_baseline
18-2026-07-07-L02,18,1202.1666666666667,0.134713761,Z1,Z1,False,19.03,19.03,0.0,True,,1202.1666666666667,8.0,N9RH-workday-Z1-001,2,1202.1666666666667,1219.9965646666667,1191.322375,1,W2,workday,D0_baseline,elder_access_D0_baseline
10-2026-07-07-L02,10,1230.0,0.320260999,Z7,Z7,False,45.38,45.38,0.0,True,,1230.0,8.0,N9RH-workday-Z7-001,2,1230.0,1267.548601,0.0,1,W2,workday,D0_baseline,elder_access_D0_baseline
19-2026-07-07-L03,19,1320.0,0.539228362,Z6,Z6,False,20.59,20.59,0.0,True,,1320.0,10.667,N9RH-workday-Z6-001,1,1320.0,1340.560382,1219.9963086666664,0,W2,workday,D0_baseline,elder_access_D0_baseline
4-2026-07-07-L03,4,1350.0,0.248375966,Z5,Z5,False,24.52,24.52,0.0,True,,1350.0,10.667,N9RH-workday-Z5-001,1,1350.0,1373.206019,0.0,0,W2,workday,D0_baseline,elder_access_D0_baseline
27-2026-07-07-L01,27,543.35,0.520754881,Z1,Z1,False,14.14,14.14,0.0,True,,543.35,10.0,N9RH-workday-Z1-001,2,543.35,559.999581,0.0,1,W0,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
7-2026-07-07-L01,7,811.85,0.244614894,Z4,Z4,False,20.93,20.93,0.0,True,,811.85,8.0,N9RH-workday-Z4-001,1,811.85,829.988388,0.0,0,W0,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
6-2026-07-07-L02,6,1170.0,0.450334858,Z1,Z1,False,19.21,19.21,0.0,True,,1170.0,8.0,N9RH-workday-Z1-001,2,1170.0,1188.605213,559.999581,1,W0,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
18-2026-07-07-L02,18,1203.15,0.134713761,Z1,Z1,False,19.03,19.03,0.0,True,,1203.15,8.0,N9RH-workday-Z1-001,2,1203.15,1219.99613,1188.605213,1,W0,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
10-2026-07-07-L02,10,1230.0,0.320260999,Z7,Z7,False,45.38,45.38,0.0,True,,1230.0,8.0,N9RH-workday-Z7-001,2,1230.0,1264.591402,0.0,1,W0,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
19-2026-07-07-L03,19,1320.0,0.539228362,Z6,Z6,False,20.59,20.59,0.0,True,,1320.0,10.667,N9RH-workday-Z6-001,1,1320.0,1340.560382,0.0,0,W0,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
4-2026-07-07-L03,4,1350.0,0.248375966,Z5,Z5,False,24.52,24.52,0.0,True,,1350.0,10.667,N9RH-workday-Z5-001,1,1350.0,1373.206019,0.0,0,W0,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
26-2026-07-07-L01,26,468.1,0.132079058,Z4,Z4,False,28.19,28.19,0.0,True,,468.1,9.333,N9RH-workday-Z4-001,1,468.1,500.03109800000004,0.0,0,W2,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
27-2026-07-07-L01,27,541.5666666666667,0.520754881,Z1,Z1,False,14.14,14.14,0.0,True,,541.5666666666667,10.0,N9RH-workday-Z1-001,2,541.5666666666667,559.9983436666668,0.0,1,W2,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
5-2026-07-07-L01,5,550.0833333333334,0.590403819,Z6,Z6,False,32.33,32.33,0.0,True,,550.0833333333334,13.333,N9RH-workday-Z6-001,1,550.0833333333334,590.0521333333334,0.0,0,W2,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
7-2026-07-07-L01,7,811.85,0.244614894,Z4,Z4,False,20.93,20.93,0.0,True,,811.85,8.0,N9RH-workday-Z4-001,1,811.85,829.988388,500.03109800000004,0,W2,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
6-2026-07-07-L02,6,1170.0,0.450334858,Z1,Z1,False,19.21,19.21,0.0,True,,1170.0,8.0,N9RH-workday-Z1-001,2,1170.0,1191.322375,559.9983436666668,1,W2,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
5-2026-07-07-L02,5,1194.3166666666666,0.31289663,Z6,Z6,False,25.95,25.95,0.0,True,,1194.3166666666666,10.667,N9RH-workday-Z6-001,1,1194.3166666666666,1219.9963086666664,590.0521333333334,0,W2,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
18-2026-07-07-L02,18,1202.1666666666667,0.134713761,Z1,Z1,False,19.03,19.03,0.0,True,,1202.1666666666667,8.0,N9RH-workday-Z1-001,2,1202.1666666666667,1219.9965646666667,1191.322375,1,W2,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
10-2026-07-07-L02,10,1230.0,0.320260999,Z7,Z7,False,45.38,45.38,0.0,True,,1230.0,8.0,N9RH-workday-Z7-001,2,1230.0,1267.548601,0.0,1,W2,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
19-2026-07-07-L03,19,1320.0,0.539228362,Z6,Z6,False,20.59,20.59,0.0,True,,1320.0,10.667,N9RH-workday-Z6-001,1,1320.0,1340.560382,1219.9963086666664,0,W2,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
4-2026-07-07-L03,4,1350.0,0.248375966,Z5,Z5,False,24.52,24.52,0.0,True,,1350.0,10.667,N9RH-workday-Z5-001,1,1350.0,1373.206019,0.0,0,W2,workday,D1_targeted_digital_training_75pct,elder_access_D1_targeted_digital_training_75pct
27-2026-07-07-L01,27,543.35,0.520754881,Z1,Z1,False,14.14,14.14,0.0,True,,543.35,10.0,N9RH-workday-Z1-001,2,543.35,559.999581,0.0,1,W0,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
7-2026-07-07-L01,7,811.85,0.244614894,Z4,Z4,False,20.93,20.93,0.0,True,,811.85,8.0,N9RH-workday-Z4-001,1,811.85,829.988388,0.0,0,W0,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
6-2026-07-07-L02,6,1170.0,0.450334858,Z1,Z1,False,19.21,19.21,0.0,True,,1170.0,8.0,N9RH-workday-Z1-001,2,1170.0,1188.605213,559.999581,1,W0,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
18-2026-07-07-L02,18,1203.15,0.134713761,Z1,Z1,False,19.03,19.03,0.0,True,,1203.15,8.0,N9RH-workday-Z1-001,2,1203.15,1219.99613,1188.605213,1,W0,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
10-2026-07-07-L02,10,1230.0,0.320260999,Z7,Z7,False,45.38,45.38,0.0,True,,1230.0,8.0,N9RH-workday-Z7-001,2,1230.0,1264.591402,0.0,1,W0,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
19-2026-07-07-L03,19,1320.0,0.539228362,Z6,Z6,False,20.59,20.59,0.0,True,,1320.0,10.667,N9RH-workday-Z6-001,1,1320.0,1340.560382,0.0,0,W0,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
4-2026-07-07-L03,4,1350.0,0.248375966,Z5,Z5,False,24.52,24.52,0.0,True,,1350.0,10.667,N9RH-workday-Z5-001,1,1350.0,1373.206019,0.0,0,W0,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
26-2026-07-07-L01,26,468.1,0.132079058,Z4,Z4,False,28.19,28.19,0.0,True,,468.1,9.333,N9RH-workday-Z4-001,1,468.1,500.03109800000004,0.0,0,W2,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
27-2026-07-07-L01,27,541.5666666666667,0.520754881,Z1,Z1,False,14.14,14.14,0.0,True,,541.5666666666667,10.0,N9RH-workday-Z1-001,2,541.5666666666667,559.9983436666668,0.0,1,W2,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
5-2026-07-07-L01,5,550.0833333333334,0.590403819,Z6,Z6,False,32.33,32.33,0.0,True,,550.0833333333334,13.333,N9RH-workday-Z6-001,1,550.0833333333334,590.0521333333334,0.0,0,W2,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
7-2026-07-07-L01,7,811.85,0.244614894,Z4,Z4,False,20.93,20.93,0.0,True,,811.85,8.0,N9RH-workday-Z4-001,1,811.85,829.988388,500.03109800000004,0,W2,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
6-2026-07-07-L02,6,1170.0,0.450334858,Z1,Z1,False,19.21,19.21,0.0,True,,1170.0,8.0,N9RH-workday-Z1-001,2,1170.0,1191.322375,559.9983436666668,1,W2,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
5-2026-07-07-L02,5,1194.3166666666666,0.31289663,Z6,Z6,False,25.95,25.95,0.0,True,,1194.3166666666666,10.667,N9RH-workday-Z6-001,1,1194.3166666666666,1219.9963086666664,590.0521333333334,0,W2,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
18-2026-07-07-L02,18,1202.1666666666667,0.134713761,Z1,Z1,False,19.03,19.03,0.0,True,,1202.1666666666667,8.0,N9RH-workday-Z1-001,2,1202.1666666666667,1219.9965646666667,1191.322375,1,W2,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
10-2026-07-07-L02,10,1230.0,0.320260999,Z7,Z7,False,45.38,45.38,0.0,True,,1230.0,8.0,N9RH-workday-Z7-001,2,1230.0,1267.548601,0.0,1,W2,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
19-2026-07-07-L03,19,1320.0,0.539228362,Z6,Z6,False,20.59,20.59,0.0,True,,1320.0,10.667,N9RH-workday-Z6-001,1,1320.0,1340.560382,1219.9963086666664,0,W2,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
4-2026-07-07-L03,4,1350.0,0.248375966,Z5,Z5,False,24.52,24.52,0.0,True,,1350.0,10.667,N9RH-workday-Z5-001,1,1350.0,1373.206019,0.0,0,W2,workday,D2_family_assistance_90pct,elder_access_D2_family_assistance_90pct
27-2026-07-07-L01,27,543.35,0.520754881,Z1,Z1,False,14.14,14.14,0.0,True,,543.35,10.0,N9RH-workday-Z1-001,2,543.35,559.999581,0.0,1,W0,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
7-2026-07-07-L01,7,811.85,0.244614894,Z4,Z4,False,20.93,20.93,0.0,True,,811.85,8.0,N9RH-workday-Z4-001,1,811.85,829.988388,0.0,0,W0,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
6-2026-07-07-L02,6,1170.0,0.450334858,Z1,Z1,False,19.21,19.21,0.0,True,,1170.0,8.0,N9RH-workday-Z1-001,2,1170.0,1188.605213,559.999581,1,W0,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
18-2026-07-07-L02,18,1203.15,0.134713761,Z1,Z1,False,19.03,19.03,0.0,True,,1203.15,8.0,N9RH-workday-Z1-001,2,1203.15,1219.99613,1188.605213,1,W0,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
10-2026-07-07-L02,10,1230.0,0.320260999,Z7,Z7,False,45.38,45.38,0.0,True,,1230.0,8.0,N9RH-workday-Z7-001,2,1230.0,1264.591402,0.0,1,W0,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
19-2026-07-07-L03,19,1320.0,0.539228362,Z6,Z6,False,20.59,20.59,0.0,True,,1320.0,10.667,N9RH-workday-Z6-001,1,1320.0,1340.560382,0.0,0,W0,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
4-2026-07-07-L03,4,1350.0,0.248375966,Z5,Z5,False,24.52,24.52,0.0,True,,1350.0,10.667,N9RH-workday-Z5-001,1,1350.0,1373.206019,0.0,0,W0,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
26-2026-07-07-L01,26,468.1,0.132079058,Z4,Z4,False,28.19,28.19,0.0,True,,468.1,9.333,N9RH-workday-Z4-001,1,468.1,500.03109800000004,0.0,0,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
27-2026-07-07-L01,27,541.5666666666667,0.520754881,Z1,Z1,False,14.14,14.14,0.0,True,,541.5666666666667,10.0,N9RH-workday-Z1-001,2,541.5666666666667,559.9983436666668,0.0,1,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
5-2026-07-07-L01,5,550.0833333333334,0.590403819,Z6,Z6,False,32.33,32.33,0.0,True,,550.0833333333334,13.333,N9RH-workday-Z6-001,1,550.0833333333334,590.0521333333334,0.0,0,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
7-2026-07-07-L01,7,811.85,0.244614894,Z4,Z4,False,20.93,20.93,0.0,True,,811.85,8.0,N9RH-workday-Z4-001,1,811.85,829.988388,500.03109800000004,0,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
6-2026-07-07-L02,6,1170.0,0.450334858,Z1,Z1,False,19.21,19.21,0.0,True,,1170.0,8.0,N9RH-workday-Z1-001,2,1170.0,1191.322375,559.9983436666668,1,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
5-2026-07-07-L02,5,1194.3166666666666,0.31289663,Z6,Z6,False,25.95,25.95,0.0,True,,1194.3166666666666,10.667,N9RH-workday-Z6-001,1,1194.3166666666666,1219.9963086666664,590.0521333333334,0,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
18-2026-07-07-L02,18,1202.1666666666667,0.134713761,Z1,Z1,False,19.03,19.03,0.0,True,,1202.1666666666667,8.0,N9RH-workday-Z1-001,2,1202.1666666666667,1219.9965646666667,1191.322375,1,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
10-2026-07-07-L02,10,1230.0,0.320260999,Z7,Z7,False,45.38,45.38,0.0,True,,1230.0,8.0,N9RH-workday-Z7-001,2,1230.0,1267.548601,0.0,1,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
19-2026-07-07-L03,19,1320.0,0.539228362,Z6,Z6,False,20.59,20.59,0.0,True,,1320.0,10.667,N9RH-workday-Z6-001,1,1320.0,1340.560382,1219.9963086666664,0,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
4-2026-07-07-L03,4,1350.0,0.248375966,Z5,Z5,False,24.52,24.52,0.0,True,,1350.0,10.667,N9RH-workday-Z5-001,1,1350.0,1373.206019,0.0,0,W2,workday,D3_universal_elder_digital_access,elder_access_D3_universal_elder_digital_access
27-2026-07-07-L01,27,543.35,0.520754881,Z1,Z1,False,14.14,14.14,0.0,True,,543.35,10.0,N9RH-workday-Z1-001,2,543.35,559.999581,0.0,1,W0,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
7-2026-07-07-L01,7,811.85,0.244614894,Z4,Z4,False,20.93,20.93,0.0,True,,811.85,8.0,N9RH-workday-Z4-001,1,811.85,829.988388,0.0,0,W0,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
6-2026-07-07-L02,6,1170.0,0.450334858,Z1,Z1,False,19.21,19.21,0.0,True,,1170.0,8.0,N9RH-workday-Z1-001,2,1170.0,1188.605213,559.999581,1,W0,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
18-2026-07-07-L02,18,1203.15,0.134713761,Z1,Z1,False,19.03,19.03,0.0,True,,1203.15,8.0,N9RH-workday-Z1-001,2,1203.15,1219.99613,1188.605213,1,W0,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
10-2026-07-07-L02,10,1230.0,0.320260999,Z7,Z7,False,45.38,45.38,0.0,True,,1230.0,8.0,N9RH-workday-Z7-001,2,1230.0,1264.591402,0.0,1,W0,workday,D4_limited_community_phone_25pct,elder_access_D4_limited_community_phone_25pct
