seed,policy,weather_scenario,day_type,baseline_access_group,agent_count,policy_digital_agent_count,policy_assisted_agent_count,policy_proxy_agent_count,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,mean_ride_hailing_wait_minutes_per_request,fallback_attempts,transport_unmet,planned_necessary_activities,completed_necessary_activities,mandatory_activity_incomplete,necessary_activity_completion_rate,walking_legs,bus_legs,metro_legs,ride_hailing_legs,mean_total_travel_time,total_outdoor_exposure_minutes,total_heat_risk_burden
53,D1_targeted_digital_training_75pct,W2,workday,40-59,17,17,0,0,8,7,1,12.334875,1,0,17,16,1,0.941176,0,16,11,7,62.340647,627.292,0.0
53,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,0,0,69.1662,97.857,0.0
53,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_nondigital_assisted,4,3,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,1,0,59.77,108.349,0.0
53,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_nondigital_unassisted,3,1,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,2,0,61.493667,92.7,0.0
53,D2_family_assistance_90pct,W0,workday,18-39,20,20,0,0,6,5,1,13.166667,1,0,18,17,1,0.944444,2,13,23,5,59.84814,987.726,0.0
53,D2_family_assistance_90pct,W0,workday,40-59,17,17,0,0,5,4,1,12.5358,1,0,17,14,3,0.823529,0,24,8,4,63.820111,650.019,0.0
53,D2_family_assistance_90pct,W0,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,0,0,61.8488,97.479,0.0
53,D2_family_assistance_90pct,W0,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,1,0,57.1322,108.571,0.0
53,D2_family_assistance_90pct,W0,workday,elder_baseline_nondigital_unassisted,3,0,3,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,1,0,60.003667,85.7,0.0
53,D2_family_assistance_90pct,W2,workday,18-39,20,20,0,0,10,5,5,15.349702,5,0,18,16,2,0.888889,1,12,25,5,65.007047,1088.094,0.0
53,D2_family_assistance_90pct,W2,workday,40-59,17,17,0,0,8,7,1,12.334875,1,0,17,16,1,0.941176,0,16,11,7,62.340647,627.292,0.0
53,D2_family_assistance_90pct,W2,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,0,0,69.1662,97.857,0.0
53,D2_family_assistance_90pct,W2,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,1,0,59.77,108.349,0.0
53,D2_family_assistance_90pct,W2,workday,elder_baseline_nondigital_unassisted,3,0,3,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,2,0,61.493667,92.7,0.0
53,D3_universal_elder_digital_access,W0,workday,18-39,20,20,0,0,6,5,1,13.166667,1,0,18,17,1,0.944444,2,13,23,5,59.84814,987.726,0.0
53,D3_universal_elder_digital_access,W0,workday,40-59,17,17,0,0,5,4,1,12.5358,1,0,17,14,3,0.823529,0,24,8,4,63.820111,650.019,0.0
53,D3_universal_elder_digital_access,W0,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,0,0,61.8488,97.479,0.0
53,D3_universal_elder_digital_access,W0,workday,elder_baseline_nondigital_assisted,4,4,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,1,0,57.1322,108.571,0.0
53,D3_universal_elder_digital_access,W0,workday,elder_baseline_nondigital_unassisted,3,3,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,1,0,60.003667,85.7,0.0
53,D3_universal_elder_digital_access,W2,workday,18-39,20,20,0,0,10,5,5,15.349702,5,0,18,16,2,0.888889,1,12,25,5,65.007047,1088.094,0.0
53,D3_universal_elder_digital_access,W2,workday,40-59,17,17,0,0,8,7,1,12.334875,1,0,17,16,1,0.941176,0,16,11,7,62.340647,627.292,0.0
53,D3_universal_elder_digital_access,W2,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,0,0,69.1662,97.857,0.0
53,D3_universal_elder_digital_access,W2,workday,elder_baseline_nondigital_assisted,4,4,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,1,0,59.77,108.349,0.0
53,D3_universal_elder_digital_access,W2,workday,elder_baseline_nondigital_unassisted,3,3,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,2,0,61.493667,92.7,0.0
53,D4_limited_community_phone_25pct,W0,workday,18-39,20,20,0,0,6,5,1,13.166667,1,0,18,17,1,0.944444,2,13,23,5,59.84814,987.726,0.0
53,D4_limited_community_phone_25pct,W0,workday,40-59,17,17,0,0,5,4,1,12.5358,1,0,17,14,3,0.823529,0,24,8,4,63.820111,650.019,0.0
53,D4_limited_community_phone_25pct,W0,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,0,0,61.8488,97.479,0.0
53,D4_limited_community_phone_25pct,W0,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,1,0,57.1322,108.571,0.0
53,D4_limited_community_phone_25pct,W0,workday,elder_baseline_nondigital_unassisted,3,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,1,0,60.003667,85.7,0.0
53,D4_limited_community_phone_25pct,W2,workday,18-39,20,20,0,0,10,5,5,15.349702,5,0,18,16,2,0.888889,1,12,25,5,65.007047,1088.094,0.0
53,D4_limited_community_phone_25pct,W2,workday,40-59,17,17,0,0,8,7,1,12.334875,1,0,17,16,1,0.941176,0,16,11,7,62.340647,627.292,0.0
53,D4_limited_community_phone_25pct,W2,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,0,0,69.1662,97.857,0.0
53,D4_limited_community_phone_25pct,W2,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,1,0,59.77,108.349,0.0
53,D4_limited_community_phone_25pct,W2,workday,elder_baseline_nondigital_unassisted,3,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,2,0,61.493667,92.7,0.0
54,D0_baseline,W0,workday,18-39,20,20,0,0,3,3,0,9.778,0,0,18,17,1,0.944444,1,15,26,3,64.617844,1025.347,0.0
54,D0_baseline,W0,workday,40-59,17,17,0,0,2,2,0,10.3335,0,0,16,15,1,0.9375,0,19,13,2,62.772559,631.422,0.0
54,D0_baseline,W0,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,3,3,0,1.0,0,5,7,0,55.17625,273.405,0.0
54,D0_baseline,W0,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,37.9855,39.791,0.0
54,D0_baseline,W0,workday,elder_baseline_nondigital_unassisted,3,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,6,0,0,60.028667,120.714,0.0
54,D0_baseline,W2,workday,18-39,20,20,0,0,8,7,1,11.208375,1,0,18,17,1,0.944444,0,10,25,7,66.362952,935.363,0.0
54,D0_baseline,W2,workday,40-59,17,17,0,0,5,5,0,13.0478,0,0,16,16,0,1.0,0,12,15,5,60.279,609.176,0.0
54,D0_baseline,W2,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,3,3,0,1.0,0,5,5,0,51.2453,211.8,0.0
54,D0_baseline,W2,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,0,0,0,0.0,0,0
54,D0_baseline,W2,workday,elder_baseline_nondigital_unassisted,3,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,5,1,0,61.626333,140.914,0.0
54,D1_targeted_digital_training_75pct,W0,workday,18-39,20,20,0,0,3,3,0,9.778,0,0,18,17,1,0.944444,1,15,26,3,64.617844,1025.347,0.0
54,D1_targeted_digital_training_75pct,W0,workday,40-59,17,17,0,0,2,2,0,10.3335,0,0,16,15,1,0.9375,0,19,13,2,62.772559,631.422,0.0
54,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,3,3,0,1.0,0,5,7,0,55.17625,273.405,0.0
54,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_nondigital_assisted,4,1,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,37.9855,39.791,0.0
54,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_nondigital_unassisted,3,3,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,6,0,0,60.028667,120.714,0.0
54,D1_targeted_digital_training_75pct,W2,workday,18-39,20,20,0,0,8,7,1,11.208375,1,0,18,17,1,0.944444,0,10,25,7,66.362952,935.363,0.0
54,D1_targeted_digital_training_75pct,W2,workday,40-59,17,17,0,0,5,5,0,13.0478,0,0,16,16,0,1.0,0,12,15,5,60.279,609.176,0.0
54,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,3,3,0,1.0,0,5,5,0,51.2453,211.8,0.0
54,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_nondigital_assisted,4,1,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,0,0,0,0.0,0,0
54,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_nondigital_unassisted,3,3,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,5,1,0,61.626333,140.914,0.0
54,D2_family_assistance_90pct,W0,workday,18-39,20,20,0,0,3,3,0,9.778,0,0,18,17,1,0.944444,1,15,26,3,64.617844,1025.347,0.0
54,D2_family_assistance_90pct,W0,workday,40-59,17,17,0,0,2,2,0,10.3335,0,0,16,15,1,0.9375,0,19,13,2,62.772559,631.422,0.0
54,D2_family_assistance_90pct,W0,workday,elder_baseline_digital,6,6,6,0,0,0,0,0.0,0,0,3,3,0,1.0,0,5,7,0,55.17625,273.405,0.0
54,D2_family_assistance_90pct,W0,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,37.9855,39.791,0.0
54,D2_family_assistance_90pct,W0,workday,elder_baseline_nondigital_unassisted,3,0,2,0,0,0,0,0.0,0,0,0,0,0,1.0,0,6,0,0,60.028667,120.714,0.0
54,D2_family_assistance_90pct,W2,workday,18-39,20,20,0,0,8,7,1,11.208375,1,0,18,17,1,0.944444,0,10,25,7,66.362952,935.363,0.0
54,D2_family_assistance_90pct,W2,workday,40-59,17,17,0,0,5,5,0,13.0478,0,0,16,16,0,1.0,0,12,15,5,60.279,609.176,0.0
54,D2_family_assistance_90pct,W2,workday,elder_baseline_digital,6,6,6,0,0,0,0,0.0,0,0,3,3,0,1.0,0,5,5,0,51.2453,211.8,0.0
54,D2_family_assistance_90pct,W2,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,0,0,0,0.0,0,0
54,D2_family_assistance_90pct,W2,workday,elder_baseline_nondigital_unassisted,3,0,2,0,0,0,0,0.0,0,0,0,0,0,1.0,0,5,1,0,61.626333,140.914,0.0
54,D3_universal_elder_digital_access,W0,workday,18-39,20,20,0,0,3,3,0,9.778,0,0,18,17,1,0.944444,1,15,26,3,64.617844,1025.347,0.0
54,D3_universal_elder_digital_access,W0,workday,40-59,17,17,0,0,2,2,0,10.3335,0,0,16,15,1,0.9375,0,19,13,2,62.772559,631.422,0.0
54,D3_universal_elder_digital_access,W0,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,3,3,0,1.0,0,5,7,0,55.17625,273.405,0.0
54,D3_universal_elder_digital_access,W0,workday,elder_baseline_nondigital_assisted,4,4,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,37.9855,39.791,0.0
54,D3_universal_elder_digital_access,W0,workday,elder_baseline_nondigital_unassisted,3,3,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,6,0,0,60.028667,120.714,0.0
54,D3_universal_elder_digital_access,W2,workday,18-39,20,20,0,0,8,7,1,11.208375,1,0,18,17,1,0.944444,0,10,25,7,66.362952,935.363,0.0
54,D3_universal_elder_digital_access,W2,workday,40-59,17,17,0,0,5,5,0,13.0478,0,0,16,16,0,1.0,0,12,15,5,60.279,609.176,0.0
54,D3_universal_elder_digital_access,W2,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,3,3,0,1.0,0,5,5,0,51.2453,211.8,0.0
54,D3_universal_elder_digital_access,W2,workday,elder_baseline_nondigital_assisted,4,4,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,0,0,0,0.0,0,0
54,D3_universal_elder_digital_access,W2,workday,elder_baseline_nondigital_unassisted,3,3,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,5,1,0,61.626333,140.914,0.0
54,D4_limited_community_phone_25pct,W0,workday,18-39,20,20,0,0,3,3,0,9.778,0,0,18,17,1,0.944444,1,15,26,3,64.617844,1025.347,0.0
54,D4_limited_community_phone_25pct,W0,workday,40-59,17,17,0,0,2,2,0,10.3335,0,0,16,15,1,0.9375,0,19,13,2,62.772559,631.422,0.0
54,D4_limited_community_phone_25pct,W0,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,3,3,0,1.0,0,5,7,0,55.17625,273.405,0.0
54,D4_limited_community_phone_25pct,W0,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,37.9855,39.791,0.0
54,D4_limited_community_phone_25pct,W0,workday,elder_baseline_nondigital_unassisted,3,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,6,0,0,60.028667,120.714,0.0
54,D4_limited_community_phone_25pct,W2,workday,18-39,20,20,0,0,8,7,1,11.208375,1,0,18,17,1,0.944444,0,10,25,7,66.362952,935.363,0.0
54,D4_limited_community_phone_25pct,W2,workday,40-59,17,17,0,0,5,5,0,13.0478,0,0,16,16,0,1.0,0,12,15,5,60.279,609.176,0.0
54,D4_limited_community_phone_25pct,W2,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,3,3,0,1.0,0,5,5,0,51.2453,211.8,0.0
54,D4_limited_community_phone_25pct,W2,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,0,0,0,0.0,0,0
54,D4_limited_community_phone_25pct,W2,workday,elder_baseline_nondigital_unassisted,3,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,5,1,0,61.626333,140.914,0.0
55,D0_baseline,W0,workday,18-39,20,20,0,0,1,1,0,10.667,0,0,18,17,1,0.944444,0,18,24,1,64.149953,904.363,0.0
55,D0_baseline,W0,workday,40-59,17,17,0,0,1,1,0,7.591,0,0,16,15,1,0.9375,0,18,15,1,64.356235,689.775,0.0
55,D0_baseline,W0,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,2,2,0,1.0,0,13,1,0,67.742,247.772,0.0
55,D0_baseline,W0,workday,elder_baseline_nondigital_assisted,6,0,6,0,0,0,0,0.0,0,0,1,1,0,1.0,0,9,2,0,53.418273,219.415,0.0
55,D0_baseline,W0,workday,elder_baseline_nondigital_unassisted,1,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,3,0,0,47.172667,61.714,0.0
55,D0_baseline,W2,workday,18-39,20,20,0,0,5,5,0,10.7218,0,0,18,16,2,0.888889,0,7,30,5,64.536024,980.348,0.0
55,D0_baseline,W2,workday,40-59,17,17,0,0,2,2,0,9.879,0,0,16,16,0,1.0,0,12,18,2,64.935531,682.493,0.0
55,D0_baseline,W2,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,2,2,0,1.0,0,11,3,0,69.250429,276.02,0.0
55,D0_baseline,W2,workday,elder_baseline_nondigital_assisted,6,0,6,0,0,0,0,0.0,0,0,1,1,0,1.0,0,9,2,0,56.669545,218.625,0.0
55,D0_baseline,W2,workday,elder_baseline_nondigital_unassisted,1,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,0,0,49.962,44.0,0.0
55,D1_targeted_digital_training_75pct,W0,workday,18-39,20,20,0,0,1,1,0,10.667,0,0,18,17,1,0.944444,0,18,24,1,64.149953,904.363,0.0
55,D1_targeted_digital_training_75pct,W0,workday,40-59,17,17,0,0,1,1,0,7.591,0,0,16,15,1,0.9375,0,18,15,1,64.356235,689.775,0.0
55,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,2,2,0,1.0,0,13,1,0,67.742,247.772,0.0
55,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_nondigital_assisted,6,3,6,0,0,0,0,0.0,0,0,1,1,0,1.0,0,9,2,0,53.418273,219.415,0.0
55,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_nondigital_unassisted,1,1,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,3,0,0,47.172667,61.714,0.0
55,D1_targeted_digital_training_75pct,W2,workday,18-39,20,20,0,0,5,5,0,10.7218,0,0,18,16,2,0.888889,0,7,30,5,64.536024,980.348,0.0
55,D1_targeted_digital_training_75pct,W2,workday,40-59,17,17,0,0,2,2,0,9.879,0,0,16,16,0,1.0,0,12,18,2,64.935531,682.493,0.0
55,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,2,2,0,1.0,0,11,3,0,69.250429,276.02,0.0
55,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_nondigital_assisted,6,3,6,0,0,0,0,0.0,0,0,1,1,0,1.0,0,9,2,0,56.669545,218.625,0.0
55,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_nondigital_unassisted,1,1,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,0,0,49.962,44.0,0.0
55,D2_family_assistance_90pct,W0,workday,18-39,20,20,0,0,1,1,0,10.667,0,0,18,17,1,0.944444,0,18,24,1,64.149953,904.363,0.0
55,D2_family_assistance_90pct,W0,workday,40-59,17,17,0,0,1,1,0,7.591,0,0,16,15,1,0.9375,0,18,15,1,64.356235,689.775,0.0
55,D2_family_assistance_90pct,W0,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,2,2,0,1.0,0,13,1,0,67.742,247.772,0.0
55,D2_family_assistance_90pct,W0,workday,elder_baseline_nondigital_assisted,6,0,6,0,0,0,0,0.0,0,0,1,1,0,1.0,0,9,2,0,53.418273,219.415,0.0
55,D2_family_assistance_90pct,W0,workday,elder_baseline_nondigital_unassisted,1,0,1,0,0,0,0,0.0,0,0,1,1,0,1.0,0,3,0,0,47.172667,61.714,0.0
55,D2_family_assistance_90pct,W2,workday,18-39,20,20,0,0,5,5,0,10.7218,0,0,18,16,2,0.888889,0,7,30,5,64.536024,980.348,0.0
55,D2_family_assistance_90pct,W2,workday,40-59,17,17,0,0,2,2,0,9.879,0,0,16,16,0,1.0,0,12,18,2,64.935531,682.493,0.0
55,D2_family_assistance_90pct,W2,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,2,2,0,1.0,0,11,3,0,69.250429,276.02,0.0
55,D2_family_assistance_90pct,W2,workday,elder_baseline_nondigital_assisted,6,0,6,0,0,0,0,0.0,0,0,1,1,0,1.0,0,9,2,0,56.669545,218.625,0.0
55,D2_family_assistance_90pct,W2,workday,elder_baseline_nondigital_unassisted,1,0,1,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,0,0,49.962,44.0,0.0
55,D3_universal_elder_digital_access,W0,workday,18-39,20,20,0,0,1,1,0,10.667,0,0,18,17,1,0.944444,0,18,24,1,64.149953,904.363,0.0
55,D3_universal_elder_digital_access,W0,workday,40-59,17,17,0,0,1,1,0,7.591,0,0,16,15,1,0.9375,0,18,15,1,64.356235,689.775,0.0
55,D3_universal_elder_digital_access,W0,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,2,2,0,1.0,0,13,1,0,67.742,247.772,0.0
55,D3_universal_elder_digital_access,W0,workday,elder_baseline_nondigital_assisted,6,6,6,0,0,0,0,0.0,0,0,1,1,0,1.0,0,9,2,0,53.418273,219.415,0.0
55,D3_universal_elder_digital_access,W0,workday,elder_baseline_nondigital_unassisted,1,1,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,3,0,0,47.172667,61.714,0.0
55,D3_universal_elder_digital_access,W2,workday,18-39,20,20,0,0,5,5,0,10.7218,0,0,18,16,2,0.888889,0,7,30,5,64.536024,980.348,0.0
55,D3_universal_elder_digital_access,W2,workday,40-59,17,17,0,0,2,2,0,9.879,0,0,16,16,0,1.0,0,12,18,2,64.935531,682.493,0.0
55,D3_universal_elder_digital_access,W2,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,2,2,0,1.0,0,11,3,0,69.250429,276.02,0.0
55,D3_universal_elder_digital_access,W2,workday,elder_baseline_nondigital_assisted,6,6,6,0,0,0,0,0.0,0,0,1,1,0,1.0,0,9,2,0,56.669545,218.625,0.0
55,D3_universal_elder_digital_access,W2,workday,elder_baseline_nondigital_unassisted,1,1,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,0,0,49.962,44.0,0.0
55,D4_limited_community_phone_25pct,W0,workday,18-39,20,20,0,0,1,1,0,10.667,0,0,18,17,1,0.944444,0,18,24,1,64.149953,904.363,0.0
55,D4_limited_community_phone_25pct,W0,workday,40-59,17,17,0,0,1,1,0,7.591,0,0,16,15,1,0.9375,0,18,15,1,64.356235,689.775,0.0
55,D4_limited_community_phone_25pct,W0,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,2,2,0,1.0,0,13,1,0,67.742,247.772,0.0
55,D4_limited_community_phone_25pct,W0,workday,elder_baseline_nondigital_assisted,6,0,6,0,0,0,0,0.0,0,0,1,1,0,1.0,0,9,2,0,53.418273,219.415,0.0
55,D4_limited_community_phone_25pct,W0,workday,elder_baseline_nondigital_unassisted,1,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,3,0,0,47.172667,61.714,0.0
55,D4_limited_community_phone_25pct,W2,workday,18-39,20,20,0,0,5,5,0,10.7218,0,0,18,16,2,0.888889,0,7,30,5,64.536024,980.348,0.0
55,D4_limited_community_phone_25pct,W2,workday,40-59,17,17,0,0,2,2,0,9.879,0,0,16,16,0,1.0,0,12,18,2,64.935531,682.493,0.0
55,D4_limited_community_phone_25pct,W2,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,2,2,0,1.0,0,11,3,0,69.250429,276.02,0.0
55,D4_limited_community_phone_25pct,W2,workday,elder_baseline_nondigital_assisted,6,0,6,0,0,0,0,0.0,0,0,1,1,0,1.0,0,9,2,0,56.669545,218.625,0.0
55,D4_limited_community_phone_25pct,W2,workday,elder_baseline_nondigital_unassisted,1,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,0,0,49.962,44.0,0.0
56,D0_baseline,W0,workday,18-39,20,20,0,0,6,6,0,11.055667,0,0,18,18,0,1.0,0,19,19,6,61.996523,847.06,0.0
56,D0_baseline,W0,workday,40-59,17,17,0,0,0,0,0,0.0,0,0,16,15,1,0.9375,1,22,10,0,69.531,610.683,0.0
56,D0_baseline,W0,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,2,2,0,1.0,0,9,0,0,55.105778,182.214,0.0
56,D0_baseline,W0,workday,elder_baseline_nondigital_assisted,5,0,5,0,0,0,0,0.0,0,0,3,3,0,1.0,0,7,1,0,66.7385,156.857,0.0
56,D0_baseline,W0,workday,elder_baseline_nondigital_unassisted,2,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,3,0,0,29.644333,39.8,0.0
56,D0_baseline,W2,workday,18-39,20,20,0,0,10,9,1,11.1834,1,0,18,17,1,0.944444,0,9,25,9,63.764023,943.767,0.0
56,D0_baseline,W2,workday,40-59,17,17,0,0,4,4,0,17.469889,0,0,16,16,0,1.0,1,10,16,4,67.936516,650.495,0.0
56,D0_baseline,W2,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,2,2,0,1.0,0,9,0,0,59.590111,182.214,0.0
56,D0_baseline,W2,workday,elder_baseline_nondigital_assisted,5,0,5,0,0,0,0,0.0,0,0,3,3,0,1.0,0,7,1,0,76.009875,157.357,0.0
56,D0_baseline,W2,workday,elder_baseline_nondigital_unassisted,2,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,3,0,0,31.986333,39.8,0.0
56,D1_targeted_digital_training_75pct,W0,workday,18-39,20,20,0,0,6,6,0,11.055667,0,0,18,18,0,1.0,0,19,19,6,61.996523,847.06,0.0
56,D1_targeted_digital_training_75pct,W0,workday,40-59,17,17,0,0,0,0,0,0.0,0,0,16,15,1,0.9375,1,22,10,0,69.531,610.683,0.0
56,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,2,2,0,1.0,0,9,0,0,55.105778,182.214,0.0
56,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_nondigital_assisted,5,3,5,0,0,0,0,0.0,0,0,3,3,0,1.0,0,7,1,0,66.7385,156.857,0.0
56,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_nondigital_unassisted,2,1,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,3,0,0,29.644333,39.8,0.0
56,D1_targeted_digital_training_75pct,W2,workday,18-39,20,20,0,0,10,9,1,11.1834,1,0,18,17,1,0.944444,0,9,25,9,63.764023,943.767,0.0
56,D1_targeted_digital_training_75pct,W2,workday,40-59,17,17,0,0,4,4,0,17.469889,0,0,16,16,0,1.0,1,10,16,4,67.936516,650.495,0.0
56,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,2,2,0,1.0,0,9,0,0,59.590111,182.214,0.0
56,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_nondigital_assisted,5,3,5,0,0,0,0,0.0,0,0,3,3,0,1.0,0,7,1,0,76.009875,157.357,0.0
56,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_nondigital_unassisted,2,1,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,3,0,0,31.986333,39.8,0.0
56,D2_family_assistance_90pct,W0,workday,18-39,20,20,0,0,6,6,0,11.055667,0,0,18,18,0,1.0,0,19,19,6,61.996523,847.06,0.0
56,D2_family_assistance_90pct,W0,workday,40-59,17,17,0,0,0,0,0,0.0,0,0,16,15,1,0.9375,1,22,10,0,69.531,610.683,0.0
56,D2_family_assistance_90pct,W0,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,2,2,0,1.0,0,9,0,0,55.105778,182.214,0.0
56,D2_family_assistance_90pct,W0,workday,elder_baseline_nondigital_assisted,5,0,5,0,0,0,0,0.0,0,0,3,3,0,1.0,0,7,1,0,66.7385,156.857,0.0
56,D2_family_assistance_90pct,W0,workday,elder_baseline_nondigital_unassisted,2,0,2,0,0,0,0,0.0,0,0,0,0,0,1.0,0,3,0,0,29.644333,39.8,0.0
56,D2_family_assistance_90pct,W2,workday,18-39,20,20,0,0,10,9,1,11.1834,1,0,18,17,1,0.944444,0,9,25,9,63.764023,943.767,0.0
56,D2_family_assistance_90pct,W2,workday,40-59,17,17,0,0,4,4,0,17.469889,0,0,16,16,0,1.0,1,10,16,4,67.936516,650.495,0.0
56,D2_family_assistance_90pct,W2,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,2,2,0,1.0,0,9,0,0,59.590111,182.214,0.0
