seed,policy,weather_scenario,day_type,baseline_access_group,agent_count,policy_digital_agent_count,policy_assisted_agent_count,policy_proxy_agent_count,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,mean_ride_hailing_wait_minutes_per_request,fallback_attempts,transport_unmet,planned_necessary_activities,completed_necessary_activities,mandatory_activity_incomplete,necessary_activity_completion_rate,walking_legs,bus_legs,metro_legs,ride_hailing_legs,mean_total_travel_time,total_outdoor_exposure_minutes,total_heat_risk_burden
50,D0_baseline,W0,workday,elder_baseline_nondigital_unassisted,1,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,1,0,76.906333,59.0,0.0
50,D0_baseline,W2,workday,18-39,20,20,0,0,8,8,0,9.66675,0,0,18,17,1,0.944444,1,7,28,8,65.020023,1074.551,0.0
50,D0_baseline,W2,workday,40-59,17,17,0,0,2,2,0,9.6665,0,0,16,16,0,1.0,0,10,20,2,67.000687,707.917,0.0
50,D0_baseline,W2,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,6,2,0,68.338,188.466,0.0
50,D0_baseline,W2,workday,elder_baseline_nondigital_assisted,6,0,6,0,0,0,0,0.0,0,0,0,0,0,1.0,0,8,2,0,47.9742,174.572,0.0
50,D0_baseline,W2,workday,elder_baseline_nondigital_unassisted,1,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,1,0,86.627333,59.0,0.0
50,D1_targeted_digital_training_75pct,W0,workday,18-39,20,20,0,0,6,6,0,8.889,0,0,18,17,1,0.944444,1,15,28,6,64.24758,1169.481,0.0
50,D1_targeted_digital_training_75pct,W0,workday,40-59,17,17,0,0,1,1,0,10.0,0,0,16,16,0,1.0,0,21,13,1,67.070229,689.534,0.0
50,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,7,1,0,61.0775,171.966,0.0
50,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_nondigital_assisted,6,4,6,0,0,0,0,0.0,0,0,0,0,0,1.0,0,9,1,0,46.1233,166.514,0.0
50,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_nondigital_unassisted,1,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,1,0,76.906333,59.0,0.0
50,D1_targeted_digital_training_75pct,W2,workday,18-39,20,20,0,0,8,8,0,9.66675,0,0,18,17,1,0.944444,1,7,28,8,65.020023,1074.551,0.0
50,D1_targeted_digital_training_75pct,W2,workday,40-59,17,17,0,0,2,2,0,9.6665,0,0,16,16,0,1.0,0,10,20,2,67.000687,707.917,0.0
50,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,6,2,0,68.338,188.466,0.0
50,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_nondigital_assisted,6,4,6,0,0,0,0,0.0,0,0,0,0,0,1.0,0,8,2,0,47.9742,174.572,0.0
50,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_nondigital_unassisted,1,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,1,0,86.627333,59.0,0.0
50,D2_family_assistance_90pct,W0,workday,18-39,20,20,0,0,6,6,0,8.889,0,0,18,17,1,0.944444,1,15,28,6,64.24758,1169.481,0.0
50,D2_family_assistance_90pct,W0,workday,40-59,17,17,0,0,1,1,0,10.0,0,0,16,16,0,1.0,0,21,13,1,67.070229,689.534,0.0
50,D2_family_assistance_90pct,W0,workday,elder_baseline_digital,6,6,6,0,0,0,0,0.0,0,0,0,0,0,1.0,0,7,1,0,61.0775,171.966,0.0
50,D2_family_assistance_90pct,W0,workday,elder_baseline_nondigital_assisted,6,0,6,0,0,0,0,0.0,0,0,0,0,0,1.0,0,9,1,0,46.1233,166.514,0.0
50,D2_family_assistance_90pct,W0,workday,elder_baseline_nondigital_unassisted,1,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,1,0,76.906333,59.0,0.0
50,D2_family_assistance_90pct,W2,workday,18-39,20,20,0,0,8,8,0,9.66675,0,0,18,17,1,0.944444,1,7,28,8,65.020023,1074.551,0.0
50,D2_family_assistance_90pct,W2,workday,40-59,17,17,0,0,2,2,0,9.6665,0,0,16,16,0,1.0,0,10,20,2,67.000687,707.917,0.0
50,D2_family_assistance_90pct,W2,workday,elder_baseline_digital,6,6,6,0,0,0,0,0.0,0,0,0,0,0,1.0,0,6,2,0,68.338,188.466,0.0
50,D2_family_assistance_90pct,W2,workday,elder_baseline_nondigital_assisted,6,0,6,0,0,0,0,0.0,0,0,0,0,0,1.0,0,8,2,0,47.9742,174.572,0.0
50,D2_family_assistance_90pct,W2,workday,elder_baseline_nondigital_unassisted,1,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,1,0,86.627333,59.0,0.0
50,D3_universal_elder_digital_access,W0,workday,18-39,20,20,0,0,6,6,0,8.889,0,0,18,17,1,0.944444,1,15,28,6,64.24758,1169.481,0.0
50,D3_universal_elder_digital_access,W0,workday,40-59,17,17,0,0,1,1,0,10.0,0,0,16,16,0,1.0,0,21,13,1,67.070229,689.534,0.0
50,D3_universal_elder_digital_access,W0,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,7,1,0,61.0775,171.966,0.0
50,D3_universal_elder_digital_access,W0,workday,elder_baseline_nondigital_assisted,6,6,6,0,0,0,0,0.0,0,0,0,0,0,1.0,0,9,1,0,46.1233,166.514,0.0
50,D3_universal_elder_digital_access,W0,workday,elder_baseline_nondigital_unassisted,1,1,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,1,0,76.906333,59.0,0.0
50,D3_universal_elder_digital_access,W2,workday,18-39,20,20,0,0,8,8,0,9.66675,0,0,18,17,1,0.944444,1,7,28,8,65.020023,1074.551,0.0
50,D3_universal_elder_digital_access,W2,workday,40-59,17,17,0,0,2,2,0,9.6665,0,0,16,16,0,1.0,0,10,20,2,67.000687,707.917,0.0
50,D3_universal_elder_digital_access,W2,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,6,2,0,68.338,188.466,0.0
50,D3_universal_elder_digital_access,W2,workday,elder_baseline_nondigital_assisted,6,6,6,0,0,0,0,0.0,0,0,0,0,0,1.0,0,8,2,0,47.9742,174.572,0.0
50,D3_universal_elder_digital_access,W2,workday,elder_baseline_nondigital_unassisted,1,1,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,1,0,86.627333,59.0,0.0
50,D4_limited_community_phone_25pct,W0,workday,18-39,20,20,0,0,6,6,0,8.889,0,0,18,17,1,0.944444,1,15,28,6,64.24758,1169.481,0.0
50,D4_limited_community_phone_25pct,W0,workday,40-59,17,17,0,0,1,1,0,10.0,0,0,16,16,0,1.0,0,21,13,1,67.070229,689.534,0.0
50,D4_limited_community_phone_25pct,W0,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,7,1,0,61.0775,171.966,0.0
50,D4_limited_community_phone_25pct,W0,workday,elder_baseline_nondigital_assisted,6,0,6,0,0,0,0,0.0,0,0,0,0,0,1.0,0,9,1,0,46.1233,166.514,0.0
50,D4_limited_community_phone_25pct,W0,workday,elder_baseline_nondigital_unassisted,1,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,1,0,76.906333,59.0,0.0
50,D4_limited_community_phone_25pct,W2,workday,18-39,20,20,0,0,8,8,0,9.66675,0,0,18,17,1,0.944444,1,7,28,8,65.020023,1074.551,0.0
50,D4_limited_community_phone_25pct,W2,workday,40-59,17,17,0,0,2,2,0,9.6665,0,0,16,16,0,1.0,0,10,20,2,67.000687,707.917,0.0
50,D4_limited_community_phone_25pct,W2,workday,elder_baseline_digital,6,6,4,0,0,0,0,0.0,0,0,0,0,0,1.0,0,6,2,0,68.338,188.466,0.0
50,D4_limited_community_phone_25pct,W2,workday,elder_baseline_nondigital_assisted,6,0,6,0,0,0,0,0.0,0,0,0,0,0,1.0,0,8,2,0,47.9742,174.572,0.0
50,D4_limited_community_phone_25pct,W2,workday,elder_baseline_nondigital_unassisted,1,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,1,0,86.627333,59.0,0.0
51,D0_baseline,W0,workday,18-39,20,20,0,0,5,5,0,10.0002,0,0,18,17,1,0.944444,2,18,20,5,57.376911,956.093,0.0
51,D0_baseline,W0,workday,40-59,17,17,0,0,0,0,0,0.0,0,0,16,16,0,1.0,0,13,19,0,68.8695,743.694,0.0
51,D0_baseline,W0,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,2,2,0,1.0,0,6,0,0,64.9735,82.58,0.0
51,D0_baseline,W0,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,3,2,0,51.3158,103.714,0.0
51,D0_baseline,W0,workday,elder_baseline_nondigital_unassisted,3,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,31.229,44.0,0.0
51,D0_baseline,W2,workday,18-39,20,20,0,0,14,14,0,12.694034,0,0,18,17,1,0.944444,0,9,21,14,56.821273,864.607,0.0
51,D0_baseline,W2,workday,40-59,17,17,0,0,0,0,0,0.0,0,0,16,16,0,1.0,0,8,24,0,71.621406,818.213,0.0
51,D0_baseline,W2,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,2,2,0,1.0,0,5,1,0,69.745333,96.94,0.0
51,D0_baseline,W2,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,2,0,54.831,86.0,0.0
51,D0_baseline,W2,workday,elder_baseline_nondigital_unassisted,3,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,31.229,44.0,0.0
51,D1_targeted_digital_training_75pct,W0,workday,18-39,20,20,0,0,5,5,0,10.0002,0,0,18,17,1,0.944444,2,18,20,5,57.376911,956.093,0.0
51,D1_targeted_digital_training_75pct,W0,workday,40-59,17,17,0,0,0,0,0,0.0,0,0,16,16,0,1.0,0,13,19,0,68.8695,743.694,0.0
51,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,2,2,0,1.0,0,6,0,0,64.9735,82.58,0.0
51,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_nondigital_assisted,4,2,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,3,2,0,51.3158,103.714,0.0
51,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_nondigital_unassisted,3,2,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,31.229,44.0,0.0
51,D1_targeted_digital_training_75pct,W2,workday,18-39,20,20,0,0,14,14,0,12.694034,0,0,18,17,1,0.944444,0,9,21,14,56.821273,864.607,0.0
51,D1_targeted_digital_training_75pct,W2,workday,40-59,17,17,0,0,0,0,0,0.0,0,0,16,16,0,1.0,0,8,24,0,71.621406,818.213,0.0
51,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,2,2,0,1.0,0,5,1,0,69.745333,96.94,0.0
51,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_nondigital_assisted,4,2,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,2,0,54.831,86.0,0.0
51,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_nondigital_unassisted,3,2,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,31.229,44.0,0.0
51,D2_family_assistance_90pct,W0,workday,18-39,20,20,0,0,5,5,0,10.0002,0,0,18,17,1,0.944444,2,18,20,5,57.376911,956.093,0.0
51,D2_family_assistance_90pct,W0,workday,40-59,17,17,0,0,0,0,0,0.0,0,0,16,16,0,1.0,0,13,19,0,68.8695,743.694,0.0
51,D2_family_assistance_90pct,W0,workday,elder_baseline_digital,6,6,6,0,0,0,0,0.0,0,0,2,2,0,1.0,0,6,0,0,64.9735,82.58,0.0
51,D2_family_assistance_90pct,W0,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,3,2,0,51.3158,103.714,0.0
51,D2_family_assistance_90pct,W0,workday,elder_baseline_nondigital_unassisted,3,0,2,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,31.229,44.0,0.0
51,D2_family_assistance_90pct,W2,workday,18-39,20,20,0,0,14,14,0,12.694034,0,0,18,17,1,0.944444,0,9,21,14,56.821273,864.607,0.0
51,D2_family_assistance_90pct,W2,workday,40-59,17,17,0,0,0,0,0,0.0,0,0,16,16,0,1.0,0,8,24,0,71.621406,818.213,0.0
51,D2_family_assistance_90pct,W2,workday,elder_baseline_digital,6,6,6,0,0,0,0,0.0,0,0,2,2,0,1.0,0,5,1,0,69.745333,96.94,0.0
51,D2_family_assistance_90pct,W2,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,2,0,54.831,86.0,0.0
51,D2_family_assistance_90pct,W2,workday,elder_baseline_nondigital_unassisted,3,0,2,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,31.229,44.0,0.0
51,D3_universal_elder_digital_access,W0,workday,18-39,20,20,0,0,5,5,0,10.0002,0,0,18,17,1,0.944444,2,18,20,5,57.376911,956.093,0.0
51,D3_universal_elder_digital_access,W0,workday,40-59,17,17,0,0,0,0,0,0.0,0,0,16,16,0,1.0,0,13,19,0,68.8695,743.694,0.0
51,D3_universal_elder_digital_access,W0,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,2,2,0,1.0,0,6,0,0,64.9735,82.58,0.0
51,D3_universal_elder_digital_access,W0,workday,elder_baseline_nondigital_assisted,4,4,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,3,2,0,51.3158,103.714,0.0
51,D3_universal_elder_digital_access,W0,workday,elder_baseline_nondigital_unassisted,3,3,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,31.229,44.0,0.0
51,D3_universal_elder_digital_access,W2,workday,18-39,20,20,0,0,14,14,0,12.694034,0,0,18,17,1,0.944444,0,9,21,14,56.821273,864.607,0.0
51,D3_universal_elder_digital_access,W2,workday,40-59,17,17,0,0,0,0,0,0.0,0,0,16,16,0,1.0,0,8,24,0,71.621406,818.213,0.0
51,D3_universal_elder_digital_access,W2,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,2,2,0,1.0,0,5,1,0,69.745333,96.94,0.0
51,D3_universal_elder_digital_access,W2,workday,elder_baseline_nondigital_assisted,4,4,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,2,0,54.831,86.0,0.0
51,D3_universal_elder_digital_access,W2,workday,elder_baseline_nondigital_unassisted,3,3,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,31.229,44.0,0.0
51,D4_limited_community_phone_25pct,W0,workday,18-39,20,20,0,0,5,5,0,10.0002,0,0,18,17,1,0.944444,2,18,20,5,57.376911,956.093,0.0
51,D4_limited_community_phone_25pct,W0,workday,40-59,17,17,0,0,0,0,0,0.0,0,0,16,16,0,1.0,0,13,19,0,68.8695,743.694,0.0
51,D4_limited_community_phone_25pct,W0,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,2,2,0,1.0,0,6,0,0,64.9735,82.58,0.0
51,D4_limited_community_phone_25pct,W0,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,3,2,0,51.3158,103.714,0.0
51,D4_limited_community_phone_25pct,W0,workday,elder_baseline_nondigital_unassisted,3,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,31.229,44.0,0.0
51,D4_limited_community_phone_25pct,W2,workday,18-39,20,20,0,0,14,14,0,12.694034,0,0,18,17,1,0.944444,0,9,21,14,56.821273,864.607,0.0
51,D4_limited_community_phone_25pct,W2,workday,40-59,17,17,0,0,0,0,0,0.0,0,0,16,16,0,1.0,0,8,24,0,71.621406,818.213,0.0
51,D4_limited_community_phone_25pct,W2,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,2,2,0,1.0,0,5,1,0,69.745333,96.94,0.0
51,D4_limited_community_phone_25pct,W2,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,2,0,54.831,86.0,0.0
51,D4_limited_community_phone_25pct,W2,workday,elder_baseline_nondigital_unassisted,3,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,2,0,0,31.229,44.0,0.0
52,D0_baseline,W0,workday,18-39,20,20,0,0,4,4,0,14.51765,0,0,18,18,0,1.0,3,16,20,4,53.893442,963.632,0.0
52,D0_baseline,W0,workday,40-59,17,17,0,0,3,3,0,11.444333,0,0,16,15,1,0.9375,0,14,16,3,65.272273,688.716,0.0
52,D0_baseline,W0,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,3,3,0,1.0,0,9,2,0,63.929818,207.357,0.0
52,D0_baseline,W0,workday,elder_baseline_nondigital_assisted,3,0,3,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,0,0,63.79975,69.714,0.0
52,D0_baseline,W0,workday,elder_baseline_nondigital_unassisted,4,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,4,4,0,69.34175,169.954,0.0
52,D0_baseline,W2,workday,18-39,20,20,0,0,11,11,0,10.927545,0,0,18,18,0,1.0,0,10,20,11,53.332171,853.058,0.0
52,D0_baseline,W2,workday,40-59,17,17,0,0,6,6,0,14.462742,0,0,16,16,0,1.0,0,9,16,6,66.799871,677.189,0.0
52,D0_baseline,W2,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,3,3,0,1.0,0,7,3,0,64.3363,204.143,0.0
52,D0_baseline,W2,workday,elder_baseline_nondigital_assisted,3,0,3,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,0,0,47.538,30.0,0.0
52,D0_baseline,W2,workday,elder_baseline_nondigital_unassisted,4,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,1,5,0,74.0855,167.368,0.0
52,D1_targeted_digital_training_75pct,W0,workday,18-39,20,20,0,0,4,4,0,14.51765,0,0,18,18,0,1.0,3,16,20,4,53.893442,963.632,0.0
52,D1_targeted_digital_training_75pct,W0,workday,40-59,17,17,0,0,3,3,0,11.444333,0,0,16,15,1,0.9375,0,14,16,3,65.272273,688.716,0.0
52,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,3,3,0,1.0,0,9,2,0,63.929818,207.357,0.0
52,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_nondigital_assisted,3,1,3,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,0,0,63.79975,69.714,0.0
52,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_nondigital_unassisted,4,3,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,4,4,0,69.34175,169.954,0.0
52,D1_targeted_digital_training_75pct,W2,workday,18-39,20,20,0,0,11,11,0,10.927545,0,0,18,18,0,1.0,0,10,20,11,53.332171,853.058,0.0
52,D1_targeted_digital_training_75pct,W2,workday,40-59,17,17,0,0,6,6,0,14.462742,0,0,16,16,0,1.0,0,9,16,6,66.799871,677.189,0.0
52,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,3,3,0,1.0,0,7,3,0,64.3363,204.143,0.0
52,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_nondigital_assisted,3,1,3,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,0,0,47.538,30.0,0.0
52,D1_targeted_digital_training_75pct,W2,workday,elder_baseline_nondigital_unassisted,4,3,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,1,5,0,74.0855,167.368,0.0
52,D2_family_assistance_90pct,W0,workday,18-39,20,20,0,0,4,4,0,14.51765,0,0,18,18,0,1.0,3,16,20,4,53.893442,963.632,0.0
52,D2_family_assistance_90pct,W0,workday,40-59,17,17,0,0,3,3,0,11.444333,0,0,16,15,1,0.9375,0,14,16,3,65.272273,688.716,0.0
52,D2_family_assistance_90pct,W0,workday,elder_baseline_digital,6,6,6,0,0,0,0,0.0,0,0,3,3,0,1.0,0,9,2,0,63.929818,207.357,0.0
52,D2_family_assistance_90pct,W0,workday,elder_baseline_nondigital_assisted,3,0,3,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,0,0,63.79975,69.714,0.0
52,D2_family_assistance_90pct,W0,workday,elder_baseline_nondigital_unassisted,4,0,3,0,0,0,0,0.0,0,0,0,0,0,1.0,0,4,4,0,69.34175,169.954,0.0
52,D2_family_assistance_90pct,W2,workday,18-39,20,20,0,0,11,11,0,10.927545,0,0,18,18,0,1.0,0,10,20,11,53.332171,853.058,0.0
52,D2_family_assistance_90pct,W2,workday,40-59,17,17,0,0,6,6,0,14.462742,0,0,16,16,0,1.0,0,9,16,6,66.799871,677.189,0.0
52,D2_family_assistance_90pct,W2,workday,elder_baseline_digital,6,6,6,0,0,0,0,0.0,0,0,3,3,0,1.0,0,7,3,0,64.3363,204.143,0.0
52,D2_family_assistance_90pct,W2,workday,elder_baseline_nondigital_assisted,3,0,3,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,0,0,47.538,30.0,0.0
52,D2_family_assistance_90pct,W2,workday,elder_baseline_nondigital_unassisted,4,0,3,0,0,0,0,0.0,0,0,0,0,0,1.0,0,1,5,0,74.0855,167.368,0.0
52,D3_universal_elder_digital_access,W0,workday,18-39,20,20,0,0,4,4,0,14.51765,0,0,18,18,0,1.0,3,16,20,4,53.893442,963.632,0.0
52,D3_universal_elder_digital_access,W0,workday,40-59,17,17,0,0,3,3,0,11.444333,0,0,16,15,1,0.9375,0,14,16,3,65.272273,688.716,0.0
52,D3_universal_elder_digital_access,W0,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,3,3,0,1.0,0,9,2,0,63.929818,207.357,0.0
52,D3_universal_elder_digital_access,W0,workday,elder_baseline_nondigital_assisted,3,3,3,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,0,0,63.79975,69.714,0.0
52,D3_universal_elder_digital_access,W0,workday,elder_baseline_nondigital_unassisted,4,4,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,4,4,0,69.34175,169.954,0.0
52,D3_universal_elder_digital_access,W2,workday,18-39,20,20,0,0,11,11,0,10.927545,0,0,18,18,0,1.0,0,10,20,11,53.332171,853.058,0.0
52,D3_universal_elder_digital_access,W2,workday,40-59,17,17,0,0,6,6,0,14.462742,0,0,16,16,0,1.0,0,9,16,6,66.799871,677.189,0.0
52,D3_universal_elder_digital_access,W2,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,3,3,0,1.0,0,7,3,0,64.3363,204.143,0.0
52,D3_universal_elder_digital_access,W2,workday,elder_baseline_nondigital_assisted,3,3,3,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,0,0,47.538,30.0,0.0
52,D3_universal_elder_digital_access,W2,workday,elder_baseline_nondigital_unassisted,4,4,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,1,5,0,74.0855,167.368,0.0
52,D4_limited_community_phone_25pct,W0,workday,18-39,20,20,0,0,4,4,0,14.51765,0,0,18,18,0,1.0,3,16,20,4,53.893442,963.632,0.0
52,D4_limited_community_phone_25pct,W0,workday,40-59,17,17,0,0,3,3,0,11.444333,0,0,16,15,1,0.9375,0,14,16,3,65.272273,688.716,0.0
52,D4_limited_community_phone_25pct,W0,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,3,3,0,1.0,0,9,2,0,63.929818,207.357,0.0
52,D4_limited_community_phone_25pct,W0,workday,elder_baseline_nondigital_assisted,3,0,3,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,0,0,63.79975,69.714,0.0
52,D4_limited_community_phone_25pct,W0,workday,elder_baseline_nondigital_unassisted,4,0,0,1,0,0,0,0.0,0,0,0,0,0,1.0,0,4,4,0,69.34175,169.954,0.0
52,D4_limited_community_phone_25pct,W2,workday,18-39,20,20,0,0,11,11,0,10.927545,0,0,18,18,0,1.0,0,10,20,11,53.332171,853.058,0.0
52,D4_limited_community_phone_25pct,W2,workday,40-59,17,17,0,0,6,6,0,14.462742,0,0,16,16,0,1.0,0,9,16,6,66.799871,677.189,0.0
52,D4_limited_community_phone_25pct,W2,workday,elder_baseline_digital,6,6,5,0,0,0,0,0.0,0,0,3,3,0,1.0,0,7,3,0,64.3363,204.143,0.0
52,D4_limited_community_phone_25pct,W2,workday,elder_baseline_nondigital_assisted,3,0,3,0,0,0,0,0.0,0,0,1,1,0,1.0,0,2,0,0,47.538,30.0,0.0
52,D4_limited_community_phone_25pct,W2,workday,elder_baseline_nondigital_unassisted,4,0,0,1,0,0,0,0.0,0,0,0,0,0,1.0,0,1,5,0,74.0855,167.368,0.0
53,D0_baseline,W0,workday,18-39,20,20,0,0,6,5,1,13.166667,1,0,18,17,1,0.944444,2,13,23,5,59.84814,987.726,0.0
53,D0_baseline,W0,workday,40-59,17,17,0,0,5,4,1,12.5358,1,0,17,14,3,0.823529,0,24,8,4,63.820111,650.019,0.0
53,D0_baseline,W0,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,0,0,61.8488,97.479,0.0
53,D0_baseline,W0,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,1,0,57.1322,108.571,0.0
53,D0_baseline,W0,workday,elder_baseline_nondigital_unassisted,3,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,1,0,60.003667,85.7,0.0
53,D0_baseline,W2,workday,18-39,20,20,0,0,10,5,5,15.349702,5,0,18,16,2,0.888889,1,12,25,5,65.007047,1088.094,0.0
53,D0_baseline,W2,workday,40-59,17,17,0,0,8,7,1,12.334875,1,0,17,16,1,0.941176,0,16,11,7,62.340647,627.292,0.0
53,D0_baseline,W2,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,0,0,69.1662,97.857,0.0
53,D0_baseline,W2,workday,elder_baseline_nondigital_assisted,4,0,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,1,0,59.77,108.349,0.0
53,D0_baseline,W2,workday,elder_baseline_nondigital_unassisted,3,0,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,2,0,61.493667,92.7,0.0
53,D1_targeted_digital_training_75pct,W0,workday,18-39,20,20,0,0,6,5,1,13.166667,1,0,18,17,1,0.944444,2,13,23,5,59.84814,987.726,0.0
53,D1_targeted_digital_training_75pct,W0,workday,40-59,17,17,0,0,5,4,1,12.5358,1,0,17,14,3,0.823529,0,24,8,4,63.820111,650.019,0.0
53,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_digital,6,6,1,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,0,0,61.8488,97.479,0.0
53,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_nondigital_assisted,4,3,4,0,0,0,0,0.0,0,0,1,1,0,1.0,0,4,1,0,57.1322,108.571,0.0
53,D1_targeted_digital_training_75pct,W0,workday,elder_baseline_nondigital_unassisted,3,1,0,0,0,0,0,0.0,0,0,1,1,0,1.0,0,5,1,0,60.003667,85.7,0.0
53,D1_targeted_digital_training_75pct,W2,workday,18-39,20,20,0,0,10,5,5,15.349702,5,0,18,16,2,0.888889,1,12,25,5,65.007047,1088.094,0.0
