leg_id,agent_id,date,day,leg_role,activity_id,purpose,origin_zone,destination_zone,departure_time,planned_activity_start_time,earliest_feasible_departure,unconcentrated_departure_time,departure_time_concentrated,reliability_buffer_min,expected_arrival_time,actual_arrival_time,arrival_delay_minutes,on_time_arrival,activity_completed,late_but_reached,maximum_commute_time_exceeded,maximum_lateness_exceeded,completion_failure_reason,metro_origin_accessible,metro_destination_accessible,origin_feeder_mode,destination_feeder_mode,bus_metro_transfer_count,feeder_bus_time_minutes,feeder_bus_wait_minutes,feeder_bus_access_minutes,feeder_bus_in_vehicle_minutes,feeder_bus_fare_yuan,metro_main_time_minutes,origin_feeder_total_time_minutes,origin_feeder_access_minutes,origin_feeder_wait_minutes,origin_metro_walk_access_minutes,destination_feeder_total_time_minutes,destination_feeder_access_minutes,destination_feeder_wait_minutes,destination_metro_walk_access_minutes,final_attempt_departure_time,primary_mode,primary_failed,primary_failure_reason,fallback_attempted,fallback_succeeded,final_mode,itinerary_pattern,transport_succeeded,wait_minutes,failed_attempt_consumed_minutes,cumulative_wait_minutes,access_time_min,transfer_time_min,in_vehicle_time_min,total_travel_time_min,fare_yuan,fare_before_coupon_yuan,coupon_bound,coupon_redeemed,coupon_expired_after_failed_request,coupon_subsidy_yuan,final_speed_kmh,scenario_vc,weather_type_at_departure,weather_scenario,day_type,policy,experiment_condition,outdoor_exposure_minutes,heat_hazard_dose_c_min,age_vulnerability_weight,heat_risk_burden,rain_exposure_minutes,seed,priority_policy
1-2026-07-07-L01,1,2026-07-07,Tuesday,outbound,activity-1-2026-07-07-003,work,Z3,Z6,2026-07-07 06:22:13.839000,2026-07-07 08:00:00,2026-07-07 06:00:00,2026-07-07 06:22:13.839000,False,5.0,2026-07-07 07:54:59.801580,2026-07-07 07:54:59.801580,0.0,True,True,False,False,False,,False,False,bus,bus,2,53.741,17.429,20.0,16.313,4.0,29.025,24.501,8.0,11.0,0.0,29.24,12.0,6.429,0.0,2026-07-07 06:22:13.839000,metro,False,,False,False,metro,walk-bus-walk-metro-walk-bus-walk,True,20.429,0.0,20.429,20.0,10.0,42.337,92.766,8.0,8.0,False,False,False,0.0,27.75,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,37.429,0.0,1.0,0.0,0.0,48,P4_elder_priority
1-2026-07-07-L02,1,2026-07-07,Tuesday,return_home,activity-1-2026-07-07-003,return_home,Z6,Z3,2026-07-07 17:30:00,,,,False,5.0,,,,,,False,False,False,,True,False,walk,bus,1,18.594,4.0,8.0,6.594,2.0,43.424,0.0,0.0,0.0,12.0,18.594,8.0,4.0,0.0,2026-07-07 17:30:00,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,9.4,0.0,9.4,20.0,5.0,32.618,67.018,6.0,6.0,False,False,False,0.0,30.96,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,24.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
10-2026-07-07-L01,10,2026-07-07,Tuesday,outbound,activity-10-2026-07-07-002,work,Z7,Z1,2026-07-07 08:04:30,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 08:04:30,False,5.0,2026-07-07 08:55:00,2026-07-07 08:55:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,50.5,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,2026-07-07 08:04:30,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,16.0,0.0,30.0,50.5,5.0,5.0,False,False,False,0.0,35.0,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,16.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
10-2026-07-07-L02,10,2026-07-07,Tuesday,between_activities,activity-10-2026-07-07-003,visit,Z1,Z1,2026-07-07 18:52:45.540000,2026-07-07 19:30:00,2026-07-07 18:00:00,2026-07-07 18:52:45.540000,False,5.0,2026-07-07 19:25:00,2026-07-07 19:25:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,32.241,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,2026-07-07 18:52:45.540000,metro,False,,False,False,metro,walk-metro-walk,True,3.2,0.0,3.2,16.0,0.0,13.041,32.241,4.0,4.0,False,False,False,0.0,34.999,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,16.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
10-2026-07-07-L03,10,2026-07-07,Tuesday,return_home,activity-10-2026-07-07-003,return_home,Z1,Z7,2026-07-07 20:30:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 20:30:00,bus,False,,False,False,bus,walk-bus-walk,True,11.0,0.0,11.0,8.0,0.0,64.182,83.182,2.0,2.0,False,False,False,0.0,17.996,0.313889,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,19.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
11-2026-07-07-L01,11,2026-07-07,Tuesday,outbound,activity-11-2026-07-07-003,work,Z6,Z1,2026-07-07 08:30:00,2026-07-07 10:30:00,2026-07-07 08:30:00,2026-07-07 08:30:00,False,10.0,2026-07-07 10:25:20.516940,2026-07-07 10:25:20.516940,0.0,True,True,False,False,False,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:30:00,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,10.0,0.0,99.627,115.342,2.0,2.0,False,False,False,0.0,15.116,0.924444,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,15.714,0.0,1.0,0.0,0.0,48,P4_elder_priority
11-2026-07-07-L02,11,2026-07-07,Tuesday,between_activities,activity-11-2026-07-07-004,shopping,Z1,Z6,2026-07-07 19:49:53.040000,2026-07-07 21:00:00,2026-07-07 19:00:00,2026-07-07 19:49:53.040000,False,5.0,2026-07-07 20:55:00,2026-07-07 20:55:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,65.116,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,2026-07-07 19:49:53.040000,metro,False,,False,False,metro,walk-metro-walk,True,6.0,0.0,6.0,20.0,0.0,39.116,65.116,5.0,5.0,False,False,False,0.0,35.001,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,20.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
11-2026-07-07-L03,11,2026-07-07,Tuesday,return_home,activity-11-2026-07-07-004,return_home,Z6,Z6,2026-07-07 22:00:00,,,,False,3.0,,,,,,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 22:00:00,walk,False,,False,False,walk,walk,True,0.0,0.0,0.0,0.0,0.0,47.938,47.938,0.0,0.0,False,False,False,0.0,4.8,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,47.938,0.0,1.0,0.0,0.0,48,P4_elder_priority
12-2026-07-07-L01,12,2026-07-07,Tuesday,outbound,activity-12-2026-07-07-002,work,Z5,Z7,2026-07-07 09:10:01.846500,2026-07-07 10:30:00,2026-07-07 08:30:00,2026-07-07 09:10:01.846500,False,5.0,2026-07-07 10:24:59.407080,2026-07-07 10:24:59.407080,0.0,True,True,False,False,False,,False,True,bus,walk,1,28.603,5.714,12.0,10.889,2.0,41.356,28.603,12.0,5.714,0.0,0.0,0.0,0.0,8.0,2026-07-07 09:10:01.846500,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,9.708,0.0,9.708,20.0,5.0,40.251,74.959,7.0,7.0,False,False,False,0.0,29.631,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,25.714,0.0,1.0,0.0,0.0,48,P4_elder_priority
12-2026-07-07-L02,12,2026-07-07,Tuesday,return_home,activity-12-2026-07-07-002,return_home,Z7,Z5,2026-07-07 20:30:00,,,,False,5.0,,,,,,False,False,False,,False,True,bus,walk,1,24.501,11.0,8.0,5.501,2.0,47.362,24.501,8.0,11.0,0.0,0.0,0.0,0.0,12.0,2026-07-07 20:30:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,17.0,0.0,17.0,20.0,5.0,34.863,76.863,7.0,7.0,False,False,False,0.0,32.317,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,31.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
13-2026-07-07-L01,13,2026-07-07,Tuesday,outbound,activity-13-2026-07-07-003,work,Z1,Z7,2026-07-07 08:34:30,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 08:34:30,False,5.0,2026-07-07 09:25:00,2026-07-07 09:25:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,50.5,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,2026-07-07 08:34:30,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,16.0,0.0,30.0,50.5,5.0,5.0,False,False,False,0.0,35.0,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,16.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
13-2026-07-07-L02,13,2026-07-07,Tuesday,return_home,activity-13-2026-07-07-003,return_home,Z7,Z1,2026-07-07 19:30:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,bus,False,,False,False,bus,walk-bus-walk,True,4.8,0.0,4.8,8.0,0.0,66.855,79.655,2.0,2.0,False,False,False,0.0,17.276,0.681373,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,12.8,0.0,1.0,0.0,0.0,48,P4_elder_priority
14-2026-07-07-L01,14,2026-07-07,Tuesday,outbound,activity-14-2026-07-07-003,work,Z5,Z1,2026-07-07 07:23:32.580000,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 07:23:32.580000,False,5.0,2026-07-07 08:56:24.480000,2026-07-07 08:56:24.480000,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,92.865,0.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0,2026-07-07 07:23:32.580000,metro,False,,False,False,metro,walk-metro-walk,True,5.151,0.0,5.151,20.0,11.5,56.214,92.865,6.0,6.0,False,False,False,0.0,34.999,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,20.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
14-2026-07-07-L02,14,2026-07-07,Tuesday,return_home,activity-14-2026-07-07-003,return_home,Z1,Z5,2026-07-07 18:00:00,,,,False,5.0,,,,,,False,False,False,,True,False,walk,bus,1,29.727,6.857,12.0,10.87,2.0,80.409,0.0,0.0,0.0,8.0,29.727,12.0,6.857,0.0,2026-07-07 18:00:00,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,11.897,0.0,11.897,20.0,16.155,67.084,115.136,8.0,8.0,False,False,False,0.0,31.788,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,26.857,0.0,1.0,0.0,0.0,48,P4_elder_priority
15-2026-07-07-L01,15,2026-07-07,Tuesday,outbound,activity-15-2026-07-07-002,work,Z2,Z3,2026-07-07 09:01:59.232180,2026-07-07 10:30:00,2026-07-07 08:30:00,2026-07-07 09:01:59.232180,False,10.0,2026-07-07 10:20:02.027760,2026-07-07 10:20:02.027760,0.0,True,True,False,False,False,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 09:01:59.232180,bus,False,,False,False,bus,walk-bus-walk,True,4.0,0.0,4.0,8.0,0.0,66.047,78.047,2.0,2.0,False,False,False,0.0,15.147,0.924444,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,12.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
15-2026-07-07-L02,15,2026-07-07,Tuesday,return_home,activity-15-2026-07-07-002,return_home,Z3,Z2,2026-07-07 20:30:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 20:30:00,bus,False,,False,False,bus,walk-bus-walk,True,11.0,0.0,11.0,8.0,0.0,55.593,74.593,2.0,2.0,False,False,False,0.0,17.996,0.313889,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,19.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
16-2026-07-07-L01,16,2026-07-07,Tuesday,outbound,activity-16-2026-07-07-002,work,Z3,Z6,2026-07-07 07:29:14.887620,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 07:29:14.887620,False,10.0,2026-07-07 08:49:59.495760,2026-07-07 08:49:59.495760,0.0,True,True,False,False,False,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:29:14.887620,bus,False,,False,False,bus,walk-bus-walk,True,4.5,0.0,4.5,10.0,0.0,66.243,80.743,2.0,2.0,False,False,False,0.0,15.125,0.713333,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,14.5,0.0,1.0,0.0,0.0,48,P4_elder_priority
16-2026-07-07-L02,16,2026-07-07,Tuesday,return_home,activity-16-2026-07-07-002,return_home,Z6,Z3,2026-07-07 18:30:00,,,,False,5.0,,,,,,False,False,False,,True,False,walk,bus,1,19.322,4.8,8.0,6.522,2.0,43.424,0.0,0.0,0.0,12.0,19.322,8.0,4.8,0.0,2026-07-07 18:30:00,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,10.2,0.0,10.2,20.0,5.0,32.546,67.746,6.0,6.0,False,False,False,0.0,31.029,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,24.8,0.0,1.0,0.0,0.0,48,P4_elder_priority
17-2026-07-07-L01,17,2026-07-07,Tuesday,outbound,activity-17-2026-07-07-002,social_leisure,Z4,Z7,2026-07-07 08:15:20.670780,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 08:15:20.670780,False,5.0,2026-07-07 09:25:00,2026-07-07 09:25:00,0.0,True,True,False,False,False,,True,False,walk,bus,1,18.588,4.0,8.0,6.588,2.0,46.067,0.0,0.0,0.0,12.0,18.588,8.0,4.0,0.0,2026-07-07 08:15:20.670780,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,10.048,0.0,10.048,20.0,5.0,34.607,69.655,7.0,7.0,False,False,False,0.0,31.198,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,24.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
17-2026-07-07-L02,17,2026-07-07,Tuesday,between_activities,activity-17-2026-07-07-003,social_leisure,Z7,Z4,2026-07-07 10:32:58.507620,2026-07-07 12:00:00,2026-07-07 10:30:00,2026-07-07 10:32:58.507620,False,10.0,2026-07-07 11:50:00,2026-07-07 11:50:00,0.0,True,True,False,False,False,,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 10:32:58.507620,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,10.0,0.0,60.025,77.025,2.0,2.0,False,False,False,0.0,17.972,0.476667,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,17.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
17-2026-07-07-L03,17,2026-07-07,Tuesday,between_activities,activity-17-2026-07-07-004,shopping,Z4,Z4,2026-07-07 18:39:45.720000,2026-07-07 19:30:00,2026-07-07 18:00:00,2026-07-07 18:39:45.720000,False,3.0,2026-07-07 19:27:00,2026-07-07 19:27:00,0.0,True,True,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:39:45.720000,walk,False,,False,False,walk,walk,True,0.0,0.0,0.0,0.0,0.0,47.238,47.238,0.0,0.0,False,False,False,0.0,4.8,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,47.238,0.0,1.0,0.0,0.0,48,P4_elder_priority
17-2026-07-07-L04,17,2026-07-07,Tuesday,return_home,activity-17-2026-07-07-004,return_home,Z4,Z4,2026-07-07 20:30:00,,,,False,3.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 20:30:00,walk,False,,False,False,walk,walk,True,0.0,0.0,0.0,0.0,0.0,32.15,32.15,0.0,0.0,False,False,False,0.0,4.8,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,32.15,0.0,1.0,0.0,0.0,48,P4_elder_priority
18-2026-07-07-L01,18,2026-07-07,Tuesday,outbound,activity-18-2026-07-07-002,work,Z7,Z3,2026-07-07 08:26:34.350780,2026-07-07 10:00:00,2026-07-07 08:00:00,2026-07-07 08:26:34.350780,False,5.0,2026-07-07 09:55:01.320000,2026-07-07 09:55:01.320000,0.0,True,True,False,False,False,,False,True,bus,walk,1,18.588,4.0,8.0,6.588,2.0,64.861,18.588,8.0,4.0,0.0,0.0,0.0,0.0,8.0,2026-07-07 08:26:34.350780,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,8.5,0.0,8.5,16.0,14.269,49.68,88.449,7.0,7.0,False,False,False,0.0,32.351,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,20.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
18-2026-07-07-L02,18,2026-07-07,Tuesday,return_home,activity-18-2026-07-07-002,return_home,Z3,Z7,2026-07-07 19:00:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:00:00,bus,False,,False,False,bus,walk-bus-walk,True,4.8,0.0,4.8,8.0,8.0,99.496,120.296,2.0,2.0,False,False,False,0.0,16.674,0.681373,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,12.8,0.0,1.0,0.0,0.0,48,P4_elder_priority
19-2026-07-07-L01,19,2026-07-07,Tuesday,outbound,activity-19-2026-07-07-003,shopping,Z7,Z7,2026-07-07 12:28:42.617160,2026-07-07 13:00:00,2026-07-07 11:00:00,2026-07-07 12:28:42.617160,False,8.0,2026-07-07 12:52:00,2026-07-07 12:52:00,0.0,True,True,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 12:28:42.617160,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,6.0,0.0,6.0,2.0,0.0,15.29,23.29,28.57,28.57,False,False,False,0.0,32.947,0.477222,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,6.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
19-2026-07-07-L02,19,2026-07-07,Tuesday,between_activities,activity-19-2026-07-07-004,visit,Z7,Z3,2026-07-07 17:56:34.087680,2026-07-07 19:30:00,2026-07-07 17:30:00,2026-07-07 17:56:34.087680,False,5.0,2026-07-07 19:25:01.380000,2026-07-07 19:25:01.380000,0.0,True,True,False,False,False,,False,True,bus,walk,1,18.594,4.0,8.0,6.594,2.0,64.861,18.594,8.0,4.0,0.0,0.0,0.0,0.0,8.0,2026-07-07 17:56:34.087680,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,8.5,0.0,8.5,16.0,14.269,49.686,88.455,7.0,7.0,False,False,False,0.0,32.348,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,20.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
19-2026-07-07-L03,19,2026-07-07,Tuesday,return_home,activity-19-2026-07-07-004,return_home,Z3,Z7,2026-07-07 22:30:00,,,,False,5.0,,,,,,False,False,False,,False,True,bus,walk,1,24.501,11.0,8.0,5.501,2.0,66.092,24.501,8.0,11.0,0.0,0.0,0.0,0.0,8.0,2026-07-07 22:30:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,17.0,0.0,17.0,16.0,14.0,48.593,95.593,7.0,7.0,False,False,False,0.0,33.075,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,27.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
2-2026-07-07-L01,2,2026-07-07,Tuesday,outbound,activity-2-2026-07-07-002,work,Z6,Z3,2026-07-07 06:49:23.350260,2026-07-07 08:00:00,2026-07-07 06:00:00,2026-07-07 06:49:23.350260,False,5.0,2026-07-07 07:55:00,2026-07-07 07:55:00,0.0,True,True,False,False,False,,True,False,walk,bus,1,18.987,4.5,8.0,6.487,2.0,41.624,0.0,0.0,0.0,12.0,18.987,8.0,4.5,0.0,2026-07-07 06:49:23.350260,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,8.1,0.0,8.1,20.0,5.0,32.511,65.611,6.0,6.0,False,False,False,0.0,31.062,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,24.5,0.0,1.0,0.0,0.0,48,P4_elder_priority
2-2026-07-07-L02,2,2026-07-07,Tuesday,return_home,activity-2-2026-07-07-002,return_home,Z3,Z6,2026-07-07 18:00:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:00:00,bus,False,,False,False,bus,walk-bus-walk,True,4.0,0.0,4.0,10.0,0.0,66.505,80.505,2.0,2.0,False,False,False,0.0,15.065,0.944444,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,14.0,0.0,1.0,0.0,0.0,48,P4_elder_priority
20-2026-07-07-L01,20,2026-07-07,Tuesday,outbound,activity-20-2026-07-07-002,work,Z5,Z7,2026-07-07 07:07:18.335340,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 07:07:18.335340,False,5.0,2026-07-07 08:25:00,2026-07-07 08:25:00,0.0,True,True,False,False,False,,False,True,bus,walk,1,29.283,6.429,12.0,10.855,2.0,43.411,29.283,12.0,6.429,0.0,0.0,0.0,0.0,8.0,2026-07-07 07:07:18.335340,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,12.477,0.0,12.477,20.0,5.0,40.217,77.694,7.0,7.0,False,False,False,0.0,29.656,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,26.429,0.0,1.0,0.0,0.0,48,P4_elder_priority
20-2026-07-07-L02,20,2026-07-07,Tuesday,return_home,activity-20-2026-07-07-002,return_home,Z7,Z5,2026-07-07 17:00:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 17:00:00,bus,False,,False,False,bus,walk-bus-walk,True,4.5,0.0,4.5,10.0,0.0,81.083,95.583,2.0,2.0,False,False,False,0.0,13.942,0.733333,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,14.5,0.0,1.0,0.0,0.0,48,P4_elder_priority
21-2026-07-07-L01,21,2026-07-07,Tuesday,outbound,activity-21-2026-07-07-002,work,Z1,Z1,2026-07-07 08:22:05.461560,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 08:22:05.461560,False,5.0,2026-07-07 09:25:00,2026-07-07 09:25:00,0.0,True,True,False,False,False,,False,False,bus,bus,2,37.177,8.0,16.0,13.177,4.0,15.732,18.588,8.0,4.0,0.0,18.588,8.0,4.0,0.0,2026-07-07 08:22:05.461560,metro,False,,False,False,metro,walk-bus-walk-metro-walk-bus-walk,True,12.5,0.0,12.5,16.0,10.0,24.409,62.909,8.0,8.0,False,False,False,0.0,24.217,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,24.0,0.0,1.1,0.0,0.0,48,P4_elder_priority
21-2026-07-07-L02,21,2026-07-07,Tuesday,return_home,activity-21-2026-07-07-002,return_home,Z1,Z1,2026-07-07 18:00:00,,,,False,10.0,,,,,,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:00:00,bus,False,,False,False,bus,walk-bus-walk,True,4.0,0.0,4.0,8.0,0.0,28.802,40.802,2.0,2.0,False,False,False,0.0,15.014,0.944444,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,12.0,0.0,1.1,0.0,0.0,48,P4_elder_priority
22-2026-07-07-L01,22,2026-07-07,Tuesday,outbound,activity-22-2026-07-07-002,work,Z4,Z1,2026-07-07 09:02:59.220000,2026-07-07 10:30:00,2026-07-07 08:30:00,2026-07-07 09:02:59.220000,False,5.0,2026-07-07 10:25:00,2026-07-07 10:25:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,82.013,0.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0,2026-07-07 09:02:59.220000,metro,False,,False,False,metro,walk-metro-walk,True,3.994,0.0,3.994,20.0,0.0,58.019,82.013,6.0,6.0,False,False,False,0.0,35.001,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,20.0,0.0,1.1,0.0,0.0,48,P4_elder_priority
22-2026-07-07-L02,22,2026-07-07,Tuesday,return_home,activity-22-2026-07-07-002,return_home,Z1,Z4,2026-07-07 20:30:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,84.019,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,2026-07-07 20:30:00,metro,False,,False,False,metro,walk-metro-walk,True,6.0,0.0,6.0,20.0,0.0,58.019,84.019,6.0,6.0,False,False,False,0.0,35.001,,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,20.0,0.0,1.1,0.0,0.0,48,P4_elder_priority
23-2026-07-07-L01,23,2026-07-07,Tuesday,outbound,activity-23-2026-07-07-003,work,Z6,Z6,2026-07-07 08:41:42.464400,2026-07-07 10:00:00,2026-07-07 08:00:00,2026-07-07 08:41:42.464400,False,10.0,2026-07-07 09:49:59.724480,2026-07-07 09:49:59.724480,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:41:42.464400,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,12.0,0.0,50.574,68.288,2.0,2.0,False,False,False,0.0,15.091,0.924444,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,17.714,0.0,1.1,0.0,0.0,48,P4_elder_priority
23-2026-07-07-L02,23,2026-07-07,Tuesday,return_home,activity-23-2026-07-07-003,return_home,Z6,Z6,2026-07-07 18:00:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:00:00,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,12.0,0.0,50.74,68.454,2.0,2.0,False,False,False,0.0,15.042,0.944444,normal,W0,workday,P0_no_policy,elder_dispatch_P4_elder_priority,17.714,0.0,1.1,0.0,0.0,48,P4_elder_priority
