policy,weather_scenario,metric,seed_count,mean,std_dev,median,minimum,maximum,group
P4_elder_priority,W2,ride_hailing_requests,10,4.1,2.378141,4.5,0.0,8.0,40-59
P4_elder_priority,W2,successful_ride_hailing_requests,10,4.0,2.211083,4.5,0.0,7.0,40-59
P4_elder_priority,W2,failed_ride_hailing_requests,10,0.1,0.316228,0.0,0.0,1.0,40-59
P4_elder_priority,W2,ride_hailing_success_rate,9,0.986111,0.041667,1.0,0.875,1.0,40-59
P4_elder_priority,W2,mean_ride_hailing_wait_minutes_per_request,10,11.289108,4.440989,12.691337,0.0,16.175911,40-59
P4_elder_priority,W2,fallback_attempts,10,0.1,0.316228,0.0,0.0,1.0,40-59
P4_elder_priority,W2,transport_unmet,10,0.0,0.0,0.0,0.0,0.0,40-59
P4_elder_priority,W2,planned_necessary_activities,10,16.1,0.316228,16.0,16.0,17.0,40-59
P4_elder_priority,W2,completed_necessary_activities,10,16.0,0.0,16.0,16.0,16.0,40-59
P4_elder_priority,W2,necessary_activity_completion_rate,10,0.994118,0.018602,1.0,0.941176,1.0,40-59
P4_elder_priority,W2,walking_legs,10,0.1,0.316228,0.0,0.0,1.0,40-59
P4_elder_priority,W2,bus_legs,10,10.8,2.65832,11.0,6.0,16.0,40-59
P4_elder_priority,W2,metro_legs,10,17.7,3.945462,18.5,11.0,23.0,40-59
P4_elder_priority,W2,ride_hailing_legs,10,4.0,2.211083,4.5,0.0,7.0,40-59
P4_elder_priority,W2,mean_total_travel_time,10,69.005278,4.851859,68.666883,61.910906,78.489583,40-59
P4_elder_priority,W2,total_outdoor_exposure_minutes,10,674.3812,65.320058,661.1945,587.982,787.302,40-59
P4_elder_priority,W2,total_heat_risk_burden,10,0.0,0.0,0.0,0.0,0.0,40-59
P4_elder_priority,W2,ride_hailing_requests,10,0.1,0.316228,0.0,0.0,1.0,elder_digital
P4_elder_priority,W2,successful_ride_hailing_requests,10,0.1,0.316228,0.0,0.0,1.0,elder_digital
P4_elder_priority,W2,failed_ride_hailing_requests,10,0.0,0.0,0.0,0.0,0.0,elder_digital
P4_elder_priority,W2,ride_hailing_success_rate,1,1.0,0.0,1.0,1.0,1.0,elder_digital
P4_elder_priority,W2,mean_ride_hailing_wait_minutes_per_request,10,1.1,3.478505,0.0,0.0,11.0,elder_digital
P4_elder_priority,W2,fallback_attempts,10,0.0,0.0,0.0,0.0,0.0,elder_digital
P4_elder_priority,W2,transport_unmet,10,0.0,0.0,0.0,0.0,0.0,elder_digital
P4_elder_priority,W2,planned_necessary_activities,10,1.7,0.948683,2.0,0.0,3.0,elder_digital
P4_elder_priority,W2,completed_necessary_activities,10,1.7,0.948683,2.0,0.0,3.0,elder_digital
P4_elder_priority,W2,necessary_activity_completion_rate,9,1.0,0.0,1.0,1.0,1.0,elder_digital
P4_elder_priority,W2,walking_legs,10,0.0,0.0,0.0,0.0,0.0,elder_digital
P4_elder_priority,W2,bus_legs,10,7.3,2.451757,6.5,5.0,11.0,elder_digital
P4_elder_priority,W2,metro_legs,10,1.7,1.636392,1.5,0.0,5.0,elder_digital
P4_elder_priority,W2,ride_hailing_legs,10,0.1,0.316228,0.0,0.0,1.0,elder_digital
P4_elder_priority,W2,mean_total_travel_time,10,63.30674,6.511864,64.040525,51.9673,70.245333,elder_digital
P4_elder_priority,W2,total_outdoor_exposure_minutes,10,169.2198,58.525187,185.971,83.3,264.572,elder_digital
P4_elder_priority,W2,total_heat_risk_burden,10,0.0,0.0,0.0,0.0,0.0,elder_digital
P4_elder_priority,W2,ride_hailing_requests,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_assisted
P4_elder_priority,W2,successful_ride_hailing_requests,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_assisted
P4_elder_priority,W2,failed_ride_hailing_requests,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_assisted
P4_elder_priority,W2,mean_ride_hailing_wait_minutes_per_request,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_assisted
P4_elder_priority,W2,fallback_attempts,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_assisted
P4_elder_priority,W2,transport_unmet,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_assisted
P4_elder_priority,W2,planned_necessary_activities,10,1.2,1.032796,1.0,0.0,3.0,elder_nondigital_assisted
P4_elder_priority,W2,completed_necessary_activities,10,1.2,1.032796,1.0,0.0,3.0,elder_nondigital_assisted
P4_elder_priority,W2,necessary_activity_completion_rate,8,1.0,0.0,1.0,1.0,1.0,elder_nondigital_assisted
P4_elder_priority,W2,walking_legs,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_assisted
P4_elder_priority,W2,bus_legs,10,5.2,3.224903,5.5,0.0,9.0,elder_nondigital_assisted
P4_elder_priority,W2,metro_legs,10,1.1,0.875595,1.0,0.0,2.0,elder_nondigital_assisted
P4_elder_priority,W2,ride_hailing_legs,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_assisted
P4_elder_priority,W2,mean_total_travel_time,10,55.272606,21.999635,58.300591,0.0,76.009875,elder_nondigital_assisted
P4_elder_priority,W2,total_outdoor_exposure_minutes,10,118.0433,70.928947,126.853,0.0,210.403,elder_nondigital_assisted
P4_elder_priority,W2,total_heat_risk_burden,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_assisted
P4_elder_priority,W2,ride_hailing_requests,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_unassisted
P4_elder_priority,W2,successful_ride_hailing_requests,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_unassisted
P4_elder_priority,W2,failed_ride_hailing_requests,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_unassisted
P4_elder_priority,W2,mean_ride_hailing_wait_minutes_per_request,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_unassisted
P4_elder_priority,W2,fallback_attempts,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_unassisted
P4_elder_priority,W2,transport_unmet,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_unassisted
P4_elder_priority,W2,planned_necessary_activities,10,0.4,0.516398,0.0,0.0,1.0,elder_nondigital_unassisted
P4_elder_priority,W2,completed_necessary_activities,10,0.4,0.516398,0.0,0.0,1.0,elder_nondigital_unassisted
P4_elder_priority,W2,necessary_activity_completion_rate,4,1.0,0.0,1.0,1.0,1.0,elder_nondigital_unassisted
P4_elder_priority,W2,walking_legs,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_unassisted
P4_elder_priority,W2,bus_legs,10,2.2,1.47573,2.0,0.0,5.0,elder_nondigital_unassisted
P4_elder_priority,W2,metro_legs,10,1.2,1.686548,0.5,0.0,5.0,elder_nondigital_unassisted
P4_elder_priority,W2,ride_hailing_legs,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_unassisted
P4_elder_priority,W2,mean_total_travel_time,10,53.729058,26.557391,58.915667,0.0,86.627333,elder_nondigital_unassisted
P4_elder_priority,W2,total_outdoor_exposure_minutes,10,71.0373,45.697778,60.5,0.0,149.428,elder_nondigital_unassisted
P4_elder_priority,W2,total_heat_risk_burden,10,0.0,0.0,0.0,0.0,0.0,elder_nondigital_unassisted
