seed,policy,weather_scenario,day_type,group,agent_count,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,ride_hailing_success_rate,mean_ride_hailing_wait_minutes_per_request,fallback_attempts,transport_unmet,planned_necessary_activities,completed_necessary_activities,necessary_activity_completion_rate,walking_legs,bus_legs,metro_legs,ride_hailing_legs,mean_total_travel_time,total_outdoor_exposure_minutes,total_heat_risk_burden
56,P0_first_come,W2,workday,40-59,17,4,4,0,1.0,17.469889,0,0,16,16,1.0,1,10,16,4,67.936516,650.495,0.0
56,P0_first_come,W2,workday,elder_digital,6,0,0,0,,0.0,0,0,2,2,1.0,0,9,0,0,59.590111,182.214,0.0
56,P0_first_come,W2,workday,elder_nondigital_assisted,5,0,0,0,,0.0,0,0,3,3,1.0,0,7,1,0,76.009875,157.357,0.0
56,P0_first_come,W2,workday,elder_nondigital_unassisted,2,0,0,0,,0.0,0,0,0,0,,0,3,0,0,31.986333,39.8,0.0
56,P4_elder_priority,W0,workday,18-39,20,6,6,0,1.0,11.055667,0,0,18,18,1.0,0,19,19,6,61.996523,847.06,0.0
56,P4_elder_priority,W0,workday,40-59,17,0,0,0,,0.0,0,0,16,15,0.9375,1,22,10,0,69.531,610.683,0.0
56,P4_elder_priority,W0,workday,elder_digital,6,0,0,0,,0.0,0,0,2,2,1.0,0,9,0,0,55.105778,182.214,0.0
56,P4_elder_priority,W0,workday,elder_nondigital_assisted,5,0,0,0,,0.0,0,0,3,3,1.0,0,7,1,0,66.7385,156.857,0.0
56,P4_elder_priority,W0,workday,elder_nondigital_unassisted,2,0,0,0,,0.0,0,0,0,0,,0,3,0,0,29.644333,39.8,0.0
56,P4_elder_priority,W2,workday,18-39,20,10,9,1,0.9,11.1834,1,0,18,17,0.944444,0,9,25,9,63.764023,943.767,0.0
56,P4_elder_priority,W2,workday,40-59,17,4,4,0,1.0,17.469889,0,0,16,16,1.0,1,10,16,4,67.936516,650.495,0.0
56,P4_elder_priority,W2,workday,elder_digital,6,0,0,0,,0.0,0,0,2,2,1.0,0,9,0,0,59.590111,182.214,0.0
56,P4_elder_priority,W2,workday,elder_nondigital_assisted,5,0,0,0,,0.0,0,0,3,3,1.0,0,7,1,0,76.009875,157.357,0.0
56,P4_elder_priority,W2,workday,elder_nondigital_unassisted,2,0,0,0,,0.0,0,0,0,0,,0,3,0,0,31.986333,39.8,0.0
