seed,policy,weather_scenario,day_type,group,agent_count,coupon_reached,coupon_participated,coupon_awarded,coupon_redeemed,coupon_induced_requests,coupon_ineligible_ride_requests,coupon_subsidy_yuan,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,mean_ride_hailing_wait_minutes_per_request,fallback_attempts,transport_unmet,mandatory_activity_incomplete,necessary_activity_completion_rate,walking_legs,bus_legs,metro_legs,ride_hailing_legs,total_outdoor_exposure_minutes,total_heat_risk_burden
49,C3_mixed,W0,workday,18-39,80,80,62,13,6,1,0,36.32,24,24,0,10.907042,0,0,1,0.986301,8,76,70,24,3472.975,0.0
49,C3_mixed,W0,workday,40-59,66,66,43,11,2,0,0,13.51,4,4,0,8.64175,0,0,2,0.96875,3,80,51,4,2451.885,0.0
49,C3_mixed,W0,workday,60+_digital,26,26,14,10,1,1,0,5.3,2,2,0,7.0,0,0,0,1.0,0,34,3,2,728.533,0.0
49,C3_mixed,W0,workday,60+_nondigital_assisted,23,23,8,5,1,1,0,5.3,1,1,0,10.0,0,0,0,1.0,0,26,3,1,552.571,0.0
49,C3_mixed,W0,workday,60+_nondigital_unassisted,5,2,0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,3,0,104.514,0.0
49,C3_mixed,W1,workday,18-39,80,80,62,13,7,2,0,41.56,29,29,0,10.96331,0,0,1,0.986301,8,71,70,29,3442.642,20823.836003
49,C3_mixed,W1,workday,40-59,66,66,43,11,2,0,0,13.51,5,5,0,8.1134,0,0,2,0.96875,3,79,51,5,2442.885,17168.75234
49,C3_mixed,W1,workday,60+_digital,26,26,14,10,4,2,0,17.05,8,8,0,9.5,0,0,0,1.0,0,29,2,8,615.408,9204.539933
49,C3_mixed,W1,workday,60+_nondigital_assisted,23,23,8,5,1,1,0,5.3,1,1,0,10.0,0,0,0,1.0,0,23,3,1,466.857,6183.4396
49,C3_mixed,W1,workday,60+_nondigital_unassisted,5,2,0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,3,0,104.514,1420.835866
49,C3_mixed,W2,workday,18-39,80,80,62,13,9,4,0,54.33,55,54,1,12.06731,1,0,2,0.972603,2,34,81,54,3431.098,0.0
49,C3_mixed,W2,workday,40-59,66,66,43,11,4,2,0,28.42,16,16,0,10.260063,0,0,2,0.96875,0,52,59,16,2453.178,0.0
49,C3_mixed,W2,workday,60+_digital,26,26,14,10,0,1,0,0.0,2,1,1,14.0,1,0,0,1.0,0,30,6,1,753.636,0.0
49,C3_mixed,W2,workday,60+_nondigital_assisted,23,23,8,5,1,0,0,5.3,1,1,0,10.0,0,0,0,1.0,0,26,3,1,566.96,0.0
49,C3_mixed,W2,workday,60+_nondigital_unassisted,5,2,0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,3,0,106.514,0.0
50,C0_no_coupon,W0,workday,18-39,80,0,0,0,0,0,0,0.0,24,24,0,11.059767,0,0,2,0.972222,4,73,86,24,3556.447,0.0
50,C0_no_coupon,W0,workday,40-59,66,0,0,0,0,0,0,0.0,5,5,0,11.4734,0,0,0,1.0,0,78,50,5,2356.381,0.0
50,C0_no_coupon,W0,workday,60+_digital,26,0,0,0,0,0,0,0.0,2,2,0,7.0,0,0,0,1.0,0,32,7,2,691.37,0.0
50,C0_no_coupon,W0,workday,60+_nondigital_assisted,18,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,24,2,0,485.731,0.0
50,C0_no_coupon,W0,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,1,0,208.8,0.0
50,C0_no_coupon,W1,workday,18-39,80,0,0,0,0,0,0,0.0,27,27,0,11.022275,0,0,2,0.972222,4,69,86,27,3517.828,20640.023503
50,C0_no_coupon,W1,workday,40-59,66,0,0,0,0,0,0,0.0,7,7,0,11.052429,0,0,0,1.0,0,75,50,7,2327.023,16604.800306
50,C0_no_coupon,W1,workday,60+_digital,26,0,0,0,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,29,5,1,588.085,8395.921299
50,C0_no_coupon,W1,workday,60+_nondigital_assisted,18,0,0,0,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,23,0,1,437.731,5933.152767
50,C0_no_coupon,W1,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,1,0,208.8,3238.0543
50,C0_no_coupon,W2,workday,18-39,80,0,0,0,0,0,0,0.0,43,42,1,10.673791,1,1,5,0.930556,4,35,93,42,3558.785,0.0
50,C0_no_coupon,W2,workday,40-59,66,0,0,0,0,0,0,0.0,15,14,1,10.6226,1,0,3,0.95082,0,49,59,14,2422.51,0.0
50,C0_no_coupon,W2,workday,60+_digital,26,0,0,0,0,0,0,0.0,2,2,0,7.0,0,0,0,1.0,0,30,5,2,620.545,0.0
50,C0_no_coupon,W2,workday,60+_nondigital_assisted,18,0,0,0,0,0,0,0.0,1,1,0,10.0,0,0,0,1.0,0,22,3,1,486.347,0.0
50,C0_no_coupon,W2,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,1,0,213.0,0.0
50,C1_public_limited,W0,workday,18-39,80,80,65,14,7,4,0,48.88,28,27,1,10.427214,1,0,2,0.972222,4,70,86,27,3532.373,0.0
50,C1_public_limited,W0,workday,40-59,66,66,43,18,3,1,0,24.01,6,5,1,12.227833,1,0,1,0.983607,0,78,50,5,2381.523,0.0
50,C1_public_limited,W0,workday,60+_digital,26,26,13,5,0,0,0,0.0,2,2,0,7.0,0,0,0,1.0,0,32,7,2,691.37,0.0
50,C1_public_limited,W0,workday,60+_nondigital_assisted,18,18,11,3,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,24,2,0,485.731,0.0
50,C1_public_limited,W0,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,1,0,208.8,0.0
50,C1_public_limited,W1,workday,18-39,80,80,65,14,7,4,0,48.88,31,30,1,10.455774,1,0,2,0.972222,4,66,86,30,3493.754,20556.935169
50,C1_public_limited,W1,workday,40-59,66,66,43,18,3,0,0,24.01,7,6,1,11.909571,1,0,1,0.983607,0,76,50,6,2360.594,16722.166274
50,C1_public_limited,W1,workday,60+_digital,26,26,13,5,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,29,5,1,588.085,8395.921299
50,C1_public_limited,W1,workday,60+_nondigital_assisted,18,18,11,3,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,23,0,1,437.731,5933.152767
50,C1_public_limited,W1,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,1,0,208.8,3238.0543
50,C1_public_limited,W2,workday,18-39,80,80,65,14,8,2,0,67.12,45,44,1,10.608222,1,1,5,0.930556,4,35,91,44,3517.468,0.0
50,C1_public_limited,W2,workday,40-59,66,66,43,18,9,5,0,67.5,20,19,1,10.64155,1,0,3,0.95082,0,45,58,19,2392.788,0.0
50,C1_public_limited,W2,workday,60+_digital,26,26,13,5,0,0,0,0.0,2,2,0,7.0,0,0,0,1.0,0,30,5,2,620.545,0.0
50,C1_public_limited,W2,workday,60+_nondigital_assisted,18,18,11,3,0,0,0,0.0,1,1,0,10.0,0,0,0,1.0,0,22,3,1,486.347,0.0
50,C1_public_limited,W2,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,1,0,213.0,0.0
50,C2_elder_limited,W0,workday,18-39,80,0,0,0,0,0,0,0.0,24,24,0,11.059767,0,0,2,0.972222,4,73,86,24,3556.447,0.0
50,C2_elder_limited,W0,workday,40-59,66,0,0,0,0,0,0,0.0,5,5,0,11.4734,0,0,0,1.0,0,78,50,5,2356.381,0.0
50,C2_elder_limited,W0,workday,60+_digital,26,26,0,25,3,1,0,12.23,3,3,0,7.333333,0,0,0,1.0,0,31,7,3,677.37,0.0
50,C2_elder_limited,W0,workday,60+_nondigital_assisted,18,18,0,15,2,2,0,12.84,2,2,0,7.9265,0,0,0,1.0,0,22,2,2,467.727,0.0
50,C2_elder_limited,W0,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,1,0,208.8,0.0
50,C2_elder_limited,W1,workday,18-39,80,0,0,0,0,0,0,0.0,27,27,0,11.022275,0,0,2,0.972222,4,69,86,27,3517.828,20640.023503
50,C2_elder_limited,W1,workday,40-59,66,0,0,0,0,0,0,0.0,7,7,0,11.052429,0,0,0,1.0,0,75,50,7,2327.023,16604.800306
50,C2_elder_limited,W1,workday,60+_digital,26,26,0,25,1,0,0,4.59,1,1,0,8.0,0,0,0,1.0,0,29,5,1,588.085,8395.921299
50,C2_elder_limited,W1,workday,60+_nondigital_assisted,18,18,0,15,3,2,0,16.81,3,3,0,7.951,0,0,0,1.0,0,21,0,3,414.727,5619.625267
50,C2_elder_limited,W1,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,1,0,208.8,3238.0543
50,C2_elder_limited,W2,workday,18-39,80,0,0,0,0,0,0,0.0,43,42,1,10.673791,1,1,5,0.930556,4,35,93,42,3558.785,0.0
50,C2_elder_limited,W2,workday,40-59,66,0,0,0,0,0,0,0.0,15,14,1,10.6226,1,0,3,0.95082,0,49,59,14,2422.51,0.0
50,C2_elder_limited,W2,workday,60+_digital,26,26,0,25,3,1,0,12.23,3,3,0,7.333333,0,0,0,1.0,0,29,5,3,606.545,0.0
50,C2_elder_limited,W2,workday,60+_nondigital_assisted,18,18,0,15,3,2,0,20.98,3,3,0,8.666667,0,0,0,1.0,0,20,3,3,469.633,0.0
50,C2_elder_limited,W2,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,1,0,213.0,0.0
50,C3_mixed,W0,workday,18-39,80,80,65,12,7,4,0,48.88,28,27,1,10.427214,1,0,2,0.972222,4,70,86,27,3532.373,0.0
50,C3_mixed,W0,workday,40-59,66,66,43,11,0,0,0,0.0,5,4,1,12.6734,1,0,1,0.983607,0,79,50,4,2389.952,0.0
50,C3_mixed,W0,workday,60+_digital,26,26,13,11,2,1,0,8.46,3,3,0,7.333333,0,0,0,1.0,0,31,7,3,677.37,0.0
50,C3_mixed,W0,workday,60+_nondigital_assisted,18,18,11,6,1,1,0,7.54,1,1,0,9.853,0,0,0,1.0,0,23,2,1,476.727,0.0
50,C3_mixed,W0,workday,60+_nondigital_unassisted,10,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,1,0,208.8,0.0
50,C3_mixed,W1,workday,18-39,80,80,65,12,7,4,0,48.88,31,30,1,10.455774,1,0,2,0.972222,4,66,86,30,3493.754,20556.935169
50,C3_mixed,W1,workday,40-59,66,66,43,11,0,0,0,0.0,7,6,1,11.909571,1,0,1,0.983607,0,76,50,6,2360.594,16722.166274
50,C3_mixed,W1,workday,60+_digital,26,26,13,11,1,0,0,4.59,1,1,0,8.0,0,0,0,1.0,0,29,5,1,588.085,8395.921299
50,C3_mixed,W1,workday,60+_nondigital_assisted,18,18,11,6,2,2,0,11.51,3,3,0,7.951,0,0,0,1.0,0,21,0,3,414.727,5619.625267
50,C3_mixed,W1,workday,60+_nondigital_unassisted,10,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,1,0,208.8,3238.0543
50,C3_mixed,W2,workday,18-39,80,80,65,12,8,2,0,67.12,45,44,1,10.608222,1,1,5,0.930556,4,35,91,44,3517.468,0.0
50,C3_mixed,W2,workday,40-59,66,66,43,11,6,5,0,43.49,20,19,1,10.64155,1,0,3,0.95082,0,45,58,19,2392.788,0.0
50,C3_mixed,W2,workday,60+_digital,26,26,13,11,2,1,0,8.46,3,3,0,7.333333,0,0,0,1.0,0,29,5,3,606.545,0.0
50,C3_mixed,W2,workday,60+_nondigital_assisted,18,18,11,6,1,0,0,7.54,1,1,0,10.0,0,0,0,1.0,0,22,3,1,486.347,0.0
50,C3_mixed,W2,workday,60+_nondigital_unassisted,10,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,1,0,213.0,0.0
51,C0_no_coupon,W0,workday,18-39,80,0,0,0,0,0,0,0.0,9,9,0,10.401111,0,0,1,0.986111,4,86,78,9,3450.228,0.0
51,C0_no_coupon,W0,workday,40-59,66,0,0,0,0,0,0,0.0,8,8,0,11.7775,0,0,3,0.952381,0,87,45,8,2425.633,0.0
51,C0_no_coupon,W0,workday,60+_digital,26,0,0,0,0,0,0,0.0,1,1,0,12.0,0,0,0,1.0,0,39,5,1,809.868,0.0
51,C0_no_coupon,W0,workday,60+_nondigital_assisted,17,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,20,2,0,395.014,0.0
51,C0_no_coupon,W0,workday,60+_nondigital_unassisted,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,262.434,0.0
51,C0_no_coupon,W1,workday,18-39,80,0,0,0,0,0,0,0.0,9,9,0,10.401111,0,0,1,0.986111,4,85,79,9,3453.728,20503.98917
51,C0_no_coupon,W1,workday,40-59,66,0,0,0,0,0,0,0.0,9,9,0,11.357778,0,0,3,0.952381,0,87,43,9,2383.633,17819.569532
51,C0_no_coupon,W1,workday,60+_digital,26,0,0,0,0,0,0,0.0,3,3,0,12.0,0,0,0,1.0,0,35,4,3,708.188,9557.773767
51,C0_no_coupon,W1,workday,60+_nondigital_assisted,17,0,0,0,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,17,2,1,351.014,5596.486134
51,C0_no_coupon,W1,workday,60+_nondigital_unassisted,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,262.434,3884.5729
51,C0_no_coupon,W2,workday,18-39,80,0,0,0,0,0,0,0.0,40,40,0,10.308971,0,0,1,0.986111,2,40,93,40,3631.059,0.0
51,C0_no_coupon,W2,workday,40-59,66,0,0,0,0,0,0,0.0,23,23,0,10.655522,0,0,1,0.984127,0,50,61,23,2554.594,0.0
51,C0_no_coupon,W2,workday,60+_digital,26,0,0,0,0,0,0,0.0,2,2,0,9.75,0,0,0,1.0,0,32,8,2,778.473,0.0
51,C0_no_coupon,W2,workday,60+_nondigital_assisted,17,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,18,2,0,371.847,0.0
51,C0_no_coupon,W2,workday,60+_nondigital_unassisted,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,261.312,0.0
51,C1_public_limited,W0,workday,18-39,80,80,59,20,8,6,0,57.78,15,15,0,11.262867,0,0,1,0.986111,4,81,77,15,3381.742,0.0
51,C1_public_limited,W0,workday,40-59,66,66,45,15,3,2,0,16.59,10,10,0,10.922,0,0,3,0.952381,0,85,45,10,2413.344,0.0
51,C1_public_limited,W0,workday,60+_digital,26,26,11,3,2,1,0,11.91,2,2,0,11.0,0,0,0,1.0,0,38,5,2,803.209,0.0
51,C1_public_limited,W0,workday,60+_nondigital_assisted,17,17,7,2,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,20,2,0,395.014,0.0
51,C1_public_limited,W0,workday,60+_nondigital_unassisted,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,262.434,0.0
51,C1_public_limited,W1,workday,18-39,80,80,59,20,10,8,0,73.03,17,17,0,11.264294,0,0,1,0.986111,4,79,77,17,3373.113,19905.222503
51,C1_public_limited,W1,workday,40-59,66,66,45,15,4,3,0,21.04,12,12,0,10.268333,0,0,3,0.952381,0,84,43,12,2362.344,17637.35783
51,C1_public_limited,W1,workday,60+_digital,26,26,11,3,2,1,0,11.91,4,4,0,11.5,0,0,0,1.0,0,34,4,4,701.529,9506.211867
51,C1_public_limited,W1,workday,60+_nondigital_assisted,17,17,7,2,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,17,2,1,351.014,5596.442801
51,C1_public_limited,W1,workday,60+_nondigital_unassisted,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,262.434,3884.529567
51,C1_public_limited,W2,workday,18-39,80,80,59,20,12,10,0,105.96,50,48,2,11.213547,2,0,1,0.986111,2,38,87,48,3555.873,0.0
51,C1_public_limited,W2,workday,40-59,66,66,45,15,9,7,0,61.94,30,27,3,12.28096,3,0,2,0.968254,0,48,59,27,2594.849,0.0
51,C1_public_limited,W2,workday,60+_digital,26,26,11,3,2,1,0,10.55,3,3,0,9.0,0,0,0,1.0,0,32,7,3,764.284,0.0
51,C1_public_limited,W2,workday,60+_nondigital_assisted,17,17,7,2,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,18,2,0,371.847,0.0
51,C1_public_limited,W2,workday,60+_nondigital_unassisted,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,261.312,0.0
51,C2_elder_limited,W0,workday,18-39,80,0,0,0,0,0,0,0.0,9,9,0,10.401111,0,0,1,0.986111,4,86,78,9,3450.228,0.0
51,C2_elder_limited,W0,workday,40-59,66,0,0,0,0,0,0,0.0,8,8,0,11.7775,0,0,3,0.952381,0,87,45,8,2425.633,0.0
51,C2_elder_limited,W0,workday,60+_digital,26,26,0,23,2,1,0,11.91,2,2,0,11.0,0,0,0,1.0,0,38,5,2,803.209,0.0
51,C2_elder_limited,W0,workday,60+_nondigital_assisted,17,17,0,17,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,20,2,0,395.014,0.0
51,C2_elder_limited,W0,workday,60+_nondigital_unassisted,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,262.434,0.0
51,C2_elder_limited,W1,workday,18-39,80,0,0,0,0,0,0,0.0,9,9,0,10.401111,0,0,1,0.986111,4,85,79,9,3453.728,20503.98917
51,C2_elder_limited,W1,workday,40-59,66,0,0,0,0,0,0,0.0,9,9,0,11.357778,0,0,3,0.952381,0,87,43,9,2383.633,17819.569532
51,C2_elder_limited,W1,workday,60+_digital,26,26,0,23,4,2,0,21.38,5,5,0,10.4,0,0,0,1.0,0,33,4,5,692.529,9339.226867
51,C2_elder_limited,W1,workday,60+_nondigital_assisted,17,17,0,17,2,1,0,9.2,2,2,0,7.0,0,0,0,1.0,0,16,2,2,342.014,5423.066134
51,C2_elder_limited,W1,workday,60+_nondigital_unassisted,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,262.434,3884.5729
51,C2_elder_limited,W2,workday,18-39,80,0,0,0,0,0,0,0.0,40,40,0,10.308971,0,0,1,0.986111,2,40,93,40,3631.059,0.0
51,C2_elder_limited,W2,workday,40-59,66,0,0,0,0,0,0,0.0,23,22,1,11.177261,1,0,1,0.984127,0,51,61,22,2587.594,0.0
51,C2_elder_limited,W2,workday,60+_digital,26,26,0,23,3,2,0,13.71,4,3,1,11.75,1,0,0,1.0,0,32,7,3,784.284,0.0
51,C2_elder_limited,W2,workday,60+_nondigital_assisted,17,17,0,17,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,18,2,0,371.847,0.0
51,C2_elder_limited,W2,workday,60+_nondigital_unassisted,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,261.312,0.0
51,C3_mixed,W0,workday,18-39,80,80,59,12,5,4,0,38.19,13,13,0,11.764846,0,0,1,0.986111,4,82,78,13,3414.741,0.0
51,C3_mixed,W0,workday,40-59,66,66,45,11,1,1,0,9.38,9,9,0,11.357778,0,0,3,0.952381,0,86,45,9,2418.84,0.0
51,C3_mixed,W0,workday,60+_digital,26,26,11,10,2,1,0,11.91,2,2,0,11.0,0,0,0,1.0,0,38,5,2,803.209,0.0
51,C3_mixed,W0,workday,60+_nondigital_assisted,17,17,7,6,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,20,2,0,395.014,0.0
51,C3_mixed,W0,workday,60+_nondigital_unassisted,11,4,0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,262.434,0.0
51,C3_mixed,W1,workday,18-39,80,80,59,12,6,5,0,43.43,14,14,0,11.710214,0,0,1,0.986111,4,81,78,14,3409.241,20262.76217
51,C3_mixed,W1,workday,40-59,66,66,45,11,2,2,0,13.83,11,11,0,10.565455,0,0,3,0.952381,0,85,43,11,2367.84,17646.215764
51,C3_mixed,W1,workday,60+_digital,26,26,11,10,3,1,0,16.08,4,4,0,11.5,0,0,0,1.0,0,34,4,4,701.529,9506.2552
51,C3_mixed,W1,workday,60+_nondigital_assisted,17,17,7,6,1,1,0,3.86,2,2,0,7.0,0,0,0,1.0,0,16,2,2,342.014,5423.044467
51,C3_mixed,W1,workday,60+_nondigital_unassisted,11,4,0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,262.434,3884.551234
51,C3_mixed,W2,workday,18-39,80,80,59,12,7,5,0,57.38,45,40,5,11.739655,5,0,1,0.986111,2,43,90,40,3711.305,0.0
51,C3_mixed,W2,workday,40-59,66,66,45,11,4,6,0,29.92,29,22,7,12.962448,7,0,2,0.968254,0,52,60,22,2694.903,0.0
51,C3_mixed,W2,workday,60+_digital,26,26,11,10,3,2,0,13.71,4,3,1,11.75,1,0,0,1.0,0,32,7,3,784.284,0.0
51,C3_mixed,W2,workday,60+_nondigital_assisted,17,17,7,6,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,18,2,0,371.847,0.0
51,C3_mixed,W2,workday,60+_nondigital_unassisted,11,4,0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,261.312,0.0
52,C0_no_coupon,W0,workday,18-39,80,0,0,0,0,0,0,0.0,15,15,0,11.377133,0,0,3,0.958904,7,71,88,15,3668.184,0.0
52,C0_no_coupon,W0,workday,40-59,66,0,0,0,0,0,0,0.0,3,3,0,8.721667,0,0,1,0.983607,0,84,50,3,2387.317,0.0
52,C0_no_coupon,W0,workday,60+_digital,26,0,0,0,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,20,5,1,435.357,0.0
52,C0_no_coupon,W0,workday,60+_nondigital_assisted,22,0,0,0,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,32,2,1,608.315,0.0
52,C0_no_coupon,W0,workday,60+_nondigital_unassisted,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,0,0,183.558,0.0
52,C0_no_coupon,W1,workday,18-39,80,0,0,0,0,0,0,0.0,17,17,0,10.862176,0,0,3,0.958904,7,69,88,17,3647.184,22012.308836
52,C0_no_coupon,W1,workday,40-59,66,0,0,0,0,0,0,0.0,3,3,0,8.721667,0,0,1,0.983607,0,83,51,3,2390.817,17237.61105
52,C0_no_coupon,W1,workday,60+_digital,26,0,0,0,0,0,0,0.0,2,2,0,7.0,0,0,0,1.0,0,14,4,2,327.214,4207.211233
52,C0_no_coupon,W1,workday,60+_nondigital_assisted,22,0,0,0,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,25,2,1,484.029,7159.282434
52,C0_no_coupon,W1,workday,60+_nondigital_unassisted,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,10,0,0,171.058,2047.345733
52,C0_no_coupon,W2,workday,18-39,80,0,0,0,0,0,0,0.0,32,32,0,11.683,0,0,3,0.958904,3,42,92,32,3587.891,0.0
52,C0_no_coupon,W2,workday,40-59,66,0,0,0,0,0,0,0.0,22,20,2,11.3265,2,0,0,1.0,0,46,60,20,2422.635,0.0
52,C0_no_coupon,W2,workday,60+_digital,26,0,0,0,0,0,0,0.0,1,0,1,20.0,1,0,0,1.0,0,17,3,0,365.389,0.0
52,C0_no_coupon,W2,workday,60+_nondigital_assisted,22,0,0,0,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,27,3,1,559.29,0.0
52,C0_no_coupon,W2,workday,60+_nondigital_unassisted,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,0,0,149.872,0.0
52,C1_public_limited,W0,workday,18-39,80,80,64,17,3,2,0,22.22,17,17,0,11.097353,0,0,3,0.958904,7,69,88,17,3654.682,0.0
52,C1_public_limited,W0,workday,40-59,66,66,44,14,3,2,0,17.6,5,5,0,8.6136,0,0,1,0.983607,0,83,49,5,2365.22,0.0
52,C1_public_limited,W0,workday,60+_digital,26,26,11,5,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,20,5,1,435.357,0.0
52,C1_public_limited,W0,workday,60+_nondigital_assisted,22,22,12,4,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,32,2,1,608.315,0.0
52,C1_public_limited,W0,workday,60+_nondigital_unassisted,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,0,0,183.558,0.0
52,C1_public_limited,W1,workday,18-39,80,80,64,17,3,2,0,22.22,19,19,0,10.666053,0,0,3,0.958904,7,67,88,19,3633.682,21955.802836
52,C1_public_limited,W1,workday,40-59,66,66,44,14,4,3,0,21.82,6,6,0,8.844667,0,0,1,0.983607,0,81,50,6,2360.291,17021.843118
52,C1_public_limited,W1,workday,60+_digital,26,26,11,5,0,0,0,0.0,2,2,0,7.0,0,0,0,1.0,0,14,4,2,327.214,4207.189567
52,C1_public_limited,W1,workday,60+_nondigital_assisted,22,22,12,4,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,25,2,1,484.029,7159.282434
52,C1_public_limited,W1,workday,60+_nondigital_unassisted,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,10,0,0,171.058,2047.324066
52,C1_public_limited,W2,workday,18-39,80,80,64,17,7,3,0,62.05,35,35,0,11.672057,0,0,3,0.958904,3,40,91,35,3558.043,0.0
52,C1_public_limited,W2,workday,40-59,66,66,44,14,5,3,0,30.41,25,23,2,11.964157,2,0,0,1.0,0,43,60,23,2429.627,0.0
52,C1_public_limited,W2,workday,60+_digital,26,26,11,5,0,0,0,0.0,1,0,1,20.0,1,0,0,1.0,0,17,3,0,365.389,0.0
52,C1_public_limited,W2,workday,60+_nondigital_assisted,22,22,12,4,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,27,3,1,559.29,0.0
52,C1_public_limited,W2,workday,60+_nondigital_unassisted,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,0,0,149.872,0.0
52,C2_elder_limited,W0,workday,18-39,80,0,0,0,0,0,0,0.0,15,15,0,11.377133,0,0,3,0.958904,7,71,88,15,3668.184,0.0
52,C2_elder_limited,W0,workday,40-59,66,0,0,0,0,0,0,0.0,3,3,0,8.721667,0,0,1,0.983607,0,84,50,3,2387.317,0.0
52,C2_elder_limited,W0,workday,60+_digital,26,26,0,23,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,20,5,1,435.357,0.0
52,C2_elder_limited,W0,workday,60+_nondigital_assisted,22,22,0,17,1,0,0,5.09,1,1,0,6.0,0,0,0,1.0,0,32,2,1,608.315,0.0
52,C2_elder_limited,W0,workday,60+_nondigital_unassisted,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,0,0,183.558,0.0
52,C2_elder_limited,W1,workday,18-39,80,0,0,0,0,0,0,0.0,17,17,0,10.862176,0,0,3,0.958904,7,69,88,17,3647.184,22012.308836
52,C2_elder_limited,W1,workday,40-59,66,0,0,0,0,0,0,0.0,3,3,0,8.721667,0,0,1,0.983607,0,83,51,3,2390.817,17237.61105
