seed,policy,experiment_condition,weather_scenario,weather_type,day_type,agent_count,planned_activities,completed_activities,activity_completion_rate,planned_necessary_activities,completed_necessary_activities,necessary_activity_completion_rate,weather_cancelled_activities,transport_unmet_activities,necessary_transport_unmet_activities,planned_legs,successful_legs,transport_unmet_legs,transport_success_rate,walking_legs,bus_legs,metro_legs,ride_hailing_legs,walking_mode_share,bus_mode_share,metro_mode_share,ride_hailing_mode_share,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,ride_hailing_failed,fallback_attempts,fallback_successes,fallback_succeeded,fallback_failed,late_but_reached,reached_but_activity_incomplete,transport_unmet,mandatory_activity_incomplete,mean_bus_wait_minutes,mean_metro_wait_minutes,bus_metro_transfer_legs,bus_metro_transfer_share_of_metro,mean_feeder_bus_time_minutes,mean_ride_hailing_wait_minutes,mean_total_travel_time,mean_fare_yuan,on_time_arrivals,on_time_arrival_rate,bus_activity_arrivals,bus_late_arrivals,bus_late_arrival_rate,interzonal_metro_legs,interzonal_metro_share,scheduled_bus_vehicle_trips,bus_demand,bus_feeder_boardings,total_bus_passenger_boardings,successful_ride_hailing_vehicle_trips,road_vehicle_volume,mean_volume_capacity_ratio,mean_road_speed_kmh,intrazonal_successful_legs,interzonal_successful_legs,initial_ride_hailing_vehicles,end_idle_vehicles,end_busy_vehicles,end_idle_by_zone,feedback_flow_is_first_round_successful_rides,metro_enabled,weather_exposed_activities,remote_work,travel_required_activities,transport_related_unmet,necessary_transport_related_unmet,total_outdoor_exposure_minutes,total_heat_hazard_dose_c_min,total_heat_risk_burden,necessary_heat_risk_burden,heat_risk_per_completed_travel_required_necessary_activity,heat_risk_per_planned_travel_required_necessary_activity,total_rain_exposure_minutes,total_system_wait_minutes,coupon_reached,coupon_participated,coupon_awarded,coupon_redeemed,coupon_expired_after_failed_request,coupon_induced_requests,coupon_ineligible_ride_requests,coupon_subsidy_yuan,mean_ride_hailing_wait_minutes_per_request
55,C2_elder_limited,coupon_C2_elder_limited,W0,normal,workday,200,211,202,0.957346,148,140,0.945946,0,0,0,391,391,0,1.0,4,207,158,22,0.01023,0.529412,0.404092,0.056266,22,22,0,0,0,0,0,0,7,9,0,8,6.858,7.92,76,0.481013,27.923,10.254,62.936,4.893,204,0.966825,106,4,0.037736,129,0.563319,1018.941,207,89,296,22,1040.941,0.712553,17.427,162,229,36,36,0,"{""Z1"": 7, ""Z2"": 7, ""Z3"": 2, ""Z4"": 2, ""Z5"": 3, ""Z6"": 3, ""Z7"": 7, ""Z8"": 2, ""Z9"": 3}",True,True,0,0,211,0,0,7283.353,0.0,0.0,0.0,0.0,0.0,0.0,2896.7,43,0,40,5,0,4,0,20.1,10.253636
55,C2_elder_limited,coupon_C2_elder_limited,W1,extreme_heat,workday,200,211,196,0.92891,148,140,0.945946,6,0,0,382,382,0,1.0,2,196,153,31,0.005236,0.513089,0.400524,0.081152,31,31,0,0,0,0,0,0,7,9,0,8,6.842,7.829,72,0.470588,28.098,9.879,62.7,5.47,198,0.965854,99,4,0.040404,124,0.551111,1018.941,196,84,280,31,1049.941,0.713675,17.985,157,225,36,36,0,"{""Z1"": 6, ""Z2"": 7, ""Z3"": 3, ""Z4"": 2, ""Z5"": 3, ""Z6"": 3, ""Z7"": 7, ""Z8"": 2, ""Z9"": 3}",True,True,33,0,205,0,0,6973.614,49345.788166,54565.456601,35915.586735,256.539905,242.672883,0.0,2845.124,43,0,40,7,0,5,0,29.87,9.878935
55,C2_elder_limited,coupon_C2_elder_limited,W2,heavy_rain,workday,200,211,192,0.909953,148,140,0.945946,11,0,0,369,369,0,1.0,0,139,174,56,0.0,0.376694,0.471545,0.151762,56,56,0,0,0,0,0,0,8,8,0,8,7.362,8.72,95,0.545977,31.869,10.983,64.717,8.182,189,0.959391,69,2,0.028986,142,0.660465,1018.941,139,118,257,56,1074.941,0.785774,17.269,154,215,36,36,0,"{""Z1"": 7, ""Z2"": 7, ""Z3"": 4, ""Z4"": 1, ""Z5"": 3, ""Z6"": 4, ""Z7"": 8, ""Z8"": 1, ""Z9"": 1}",True,True,157,3,197,0,0,7324.513,0.0,0.0,0.0,0.0,0.0,4787.531409,3155.629,43,0,40,7,0,3,0,29.12,10.982984
55,C3_mixed,coupon_C3_mixed,W0,normal,workday,200,211,203,0.962085,148,141,0.952703,0,0,0,391,391,0,1.0,4,203,157,27,0.01023,0.519182,0.401535,0.069054,27,27,0,0,0,0,0,0,7,8,0,7,6.914,7.796,75,0.477707,27.551,9.723,62.586,5.19,204,0.966825,104,4,0.038462,128,0.558952,1018.941,203,87,290,27,1045.941,0.710554,17.688,162,229,36,36,0,"{""Z1"": 8, ""Z2"": 6, ""Z3"": 3, ""Z4"": 2, ""Z5"": 3, ""Z6"": 3, ""Z7"": 7, ""Z8"": 1, ""Z9"": 3}",True,True,0,0,211,0,0,7235.909,0.0,0.0,0.0,0.0,0.0,0.0,2890.057,196,124,40,12,0,9,0,75.3,9.722556
55,C3_mixed,coupon_C3_mixed,W1,extreme_heat,workday,200,211,197,0.933649,148,141,0.952703,6,0,0,382,382,0,1.0,2,191,152,37,0.005236,0.5,0.397906,0.096859,37,37,0,0,0,0,0,0,7,8,0,7,6.884,7.7,71,0.467105,27.708,9.491,62.269,5.845,198,0.965854,97,4,0.041237,123,0.546667,1018.941,191,82,273,37,1055.941,0.711656,18.312,157,225,36,36,0,"{""Z1"": 7, ""Z2"": 6, ""Z3"": 4, ""Z4"": 2, ""Z5"": 3, ""Z6"": 3, ""Z7"": 7, ""Z8"": 1, ""Z9"": 3}",True,True,33,0,205,0,0,6912.17,49106.238169,54300.358805,35710.449938,253.265602,241.286824,0.0,2836.481,196,124,40,14,0,11,0,85.07,9.491243
55,C3_mixed,coupon_C3_mixed,W2,heavy_rain,workday,200,211,193,0.914692,148,141,0.952703,11,0,0,369,369,0,1.0,0,138,169,62,0.0,0.373984,0.457995,0.168022,64,62,2,2,2,2,2,0,7,7,0,7,7.39,8.496,90,0.532544,31.311,10.871,64.335,8.642,190,0.964467,68,2,0.029412,139,0.646512,1018.941,138,110,248,62,1080.941,0.79296,17.433,154,215,36,36,0,"{""Z1"": 8, ""Z2"": 6, ""Z3"": 5, ""Z4"": 0, ""Z5"": 2, ""Z6"": 4, ""Z7"": 10, ""Z8"": 0, ""Z9"": 1}",True,True,157,3,197,0,0,7262.34,0.0,0.0,0.0,0.0,0.0,4745.776003,3169.514,196,124,40,20,0,11,0,140.19,11.155972
56,C0_no_coupon,coupon_C0_no_coupon,W0,normal,workday,200,225,223,0.991111,146,144,0.986301,0,0,0,411,411,0,1.0,5,244,127,35,0.012165,0.593674,0.309002,0.085158,35,35,0,0,0,0,0,0,4,2,0,2,7.28,7.435,56,0.440945,25.132,10.553,60.823,5.219,221,0.982222,127,2,0.015748,109,0.480176,1018.941,244,59,303,35,1053.941,0.675023,18.055,184,227,36,36,0,"{""Z1"": 8, ""Z2"": 5, ""Z3"": 2, ""Z4"": 3, ""Z5"": 2, ""Z6"": 3, ""Z7"": 7, ""Z8"": 3, ""Z9"": 3}",True,True,0,0,225,0,0,7522.486,0.0,0.0,0.0,0.0,0.0,0.0,3089.9,0,0,0,0,0,0,0,0.0,10.553257
56,C0_no_coupon,coupon_C0_no_coupon,W1,extreme_heat,workday,200,225,219,0.973333,146,144,0.986301,4,0,0,406,406,0,1.0,5,229,127,45,0.012315,0.564039,0.312808,0.110837,45,45,0,0,0,0,0,0,4,2,0,2,7.22,7.435,56,0.440945,25.133,10.254,60.517,5.799,217,0.9819,120,2,0.016667,109,0.484444,1018.941,229,59,288,45,1063.941,0.675173,18.594,181,225,36,36,0,"{""Z1"": 7, ""Z2"": 5, ""Z3"": 3, ""Z4"": 3, ""Z5"": 2, ""Z6"": 3, ""Z7"": 7, ""Z8"": 3, ""Z9"": 3}",True,True,34,0,221,0,0,7327.568,52866.749332,59415.2,33666.851235,233.797578,230.594871,0.0,3058.982,0,0,0,0,0,0,0,0.0,10.254356
56,C0_no_coupon,coupon_C0_no_coupon,W2,heavy_rain,workday,200,225,218,0.968889,146,143,0.979452,4,0,0,398,398,0,1.0,5,164,152,77,0.012563,0.41206,0.38191,0.193467,80,77,3,3,3,3,3,0,6,3,0,3,7.785,8.234,80,0.526316,28.761,11.207,63.12,8.936,211,0.97235,75,2,0.026667,133,0.591111,1018.941,164,91,255,77,1095.941,0.748377,18.012,173,225,36,36,0,"{""Z1"": 10, ""Z2"": 3, ""Z3"": 0, ""Z4"": 3, ""Z5"": 2, ""Z6"": 4, ""Z7"": 7, ""Z8"": 5, ""Z9"": 2}",True,True,165,4,217,0,0,7805.473,0.0,0.0,0.0,0.0,0.0,4489.908338,3451.183,0,0,0,0,0,0,0,0.0,11.537007
56,C1_public_limited,coupon_C1_public_limited,W0,normal,workday,200,225,223,0.991111,146,144,0.986301,0,0,0,411,411,0,1.0,5,234,127,45,0.012165,0.569343,0.309002,0.109489,45,45,0,0,0,0,0,0,3,2,0,2,7.225,7.435,56,0.440945,25.133,10.482,60.14,5.763,222,0.986667,118,1,0.008475,109,0.480176,1018.941,234,59,293,45,1063.941,0.673929,18.534,184,227,36,36,0,"{""Z1"": 8, ""Z2"": 5, ""Z3"": 3, ""Z4"": 2, ""Z5"": 2, ""Z6"": 3, ""Z7"": 7, ""Z8"": 3, ""Z9"": 3}",True,True,0,0,225,0,0,7429.211,0.0,0.0,0.0,0.0,0.0,0.0,3106.625,192,130,40,14,0,10,0,83.13,10.482156
56,C1_public_limited,coupon_C1_public_limited,W1,extreme_heat,workday,200,225,219,0.973333,146,144,0.986301,4,0,0,406,406,0,1.0,5,221,127,53,0.012315,0.544335,0.312808,0.130542,53,53,0,0,0,0,0,0,3,2,0,2,7.159,7.435,56,0.440945,25.133,10.345,59.966,6.191,218,0.986425,112,1,0.008929,109,0.484444,1018.941,221,59,280,53,1071.941,0.674023,18.981,181,225,36,36,0,"{""Z1"": 7, ""Z2"": 6, ""Z3"": 3, ""Z4"": 2, ""Z5"": 2, ""Z6"": 3, ""Z7"": 7, ""Z8"": 3, ""Z9"": 3}",True,True,34,0,221,0,0,7253.293,52537.895998,59078.975465,33431.276367,232.161641,228.981345,0.0,3074.707,192,130,40,15,0,8,0,85.93,10.344887
56,C1_public_limited,coupon_C1_public_limited,W2,heavy_rain,workday,200,225,218,0.968889,146,143,0.979452,4,0,0,398,398,0,1.0,4,155,148,91,0.01005,0.389447,0.371859,0.228643,93,91,2,2,2,2,2,0,7,3,0,3,7.804,8.135,76,0.513514,28.36,10.966,61.981,9.719,210,0.967742,68,2,0.029412,130,0.577778,1018.941,155,85,240,91,1109.941,0.751306,18.555,173,225,36,36,0,"{""Z1"": 11, ""Z2"": 3, ""Z3"": 2, ""Z4"": 2, ""Z5"": 4, ""Z6"": 3, ""Z7"": 6, ""Z8"": 3, ""Z9"": 2}",True,True,165,4,217,0,0,7580.899,0.0,0.0,0.0,0.0,0.0,4426.136012,3451.375,192,130,40,24,0,13,0,167.63,11.159848
56,C2_elder_limited,coupon_C2_elder_limited,W0,normal,workday,200,225,223,0.991111,146,144,0.986301,0,0,0,411,411,0,1.0,5,244,127,35,0.012165,0.593674,0.309002,0.085158,35,35,0,0,0,0,0,0,4,2,0,2,7.28,7.435,56,0.440945,25.132,10.553,60.823,5.2,221,0.982222,127,2,0.015748,109,0.480176,1018.941,244,59,303,35,1053.941,0.675023,18.055,184,227,36,36,0,"{""Z1"": 8, ""Z2"": 5, ""Z3"": 2, ""Z4"": 3, ""Z5"": 2, ""Z6"": 3, ""Z7"": 7, ""Z8"": 3, ""Z9"": 3}",True,True,0,0,225,0,0,7522.486,0.0,0.0,0.0,0.0,0.0,0.0,3089.9,46,0,40,2,0,0,0,8.02,10.553257
56,C2_elder_limited,coupon_C2_elder_limited,W1,extreme_heat,workday,200,225,219,0.973333,146,144,0.986301,4,0,0,406,406,0,1.0,5,227,127,47,0.012315,0.559113,0.312808,0.115764,47,47,0,0,0,0,0,0,4,2,0,2,7.16,7.435,56,0.440945,25.133,10.244,60.34,5.883,217,0.9819,119,2,0.016807,109,0.484444,1018.941,227,59,286,47,1065.941,0.675196,18.703,181,225,36,36,0,"{""Z1"": 7, ""Z2"": 5, ""Z3"": 3, ""Z4"": 3, ""Z5"": 2, ""Z6"": 3, ""Z7"": 7, ""Z8"": 3, ""Z9"": 3}",True,True,34,0,221,0,0,7291.568,52415.999332,58829.225,33666.851235,233.797578,230.594871,0.0,3050.982,46,0,40,7,0,2,0,31.86,10.243532
56,C2_elder_limited,coupon_C2_elder_limited,W2,heavy_rain,workday,200,225,218,0.968889,146,143,0.979452,4,0,0,398,398,0,1.0,5,161,152,80,0.012563,0.404523,0.38191,0.201005,83,80,3,3,3,3,3,0,6,3,0,3,7.802,8.234,80,0.526316,28.761,11.157,62.961,9.026,211,0.97235,72,2,0.027778,133,0.591111,1018.941,161,91,252,80,1098.941,0.747547,18.168,173,225,36,36,0,"{""Z1"": 10, ""Z2"": 4, ""Z3"": 0, ""Z4"": 3, ""Z5"": 2, ""Z6"": 4, ""Z7"": 7, ""Z8"": 4, ""Z9"": 2}",True,True,165,4,217,0,0,7780.501,0.0,0.0,0.0,0.0,0.0,4452.372121,3460.211,46,0,40,6,0,3,0,24.93,11.476621
56,C3_mixed,coupon_C3_mixed,W0,normal,workday,200,225,223,0.991111,146,144,0.986301,0,0,0,411,411,0,1.0,5,236,127,43,0.012165,0.574209,0.309002,0.104623,43,43,0,0,0,0,0,0,3,2,0,2,7.235,7.435,56,0.440945,25.133,10.474,60.252,5.687,222,0.986667,120,1,0.008333,109,0.480176,1018.941,236,59,295,43,1061.941,0.673821,18.436,184,227,36,36,0,"{""Z1"": 8, ""Z2"": 5, ""Z3"": 3, ""Z4"": 2, ""Z5"": 2, ""Z6"": 3, ""Z7"": 7, ""Z8"": 3, ""Z9"": 3}",True,True,0,0,225,0,0,7444.592,0.0,0.0,0.0,0.0,0.0,0.0,3102.006,198,130,40,10,0,8,0,60.27,10.473581
56,C3_mixed,coupon_C3_mixed,W1,extreme_heat,workday,200,225,219,0.973333,146,144,0.986301,4,0,0,406,406,0,1.0,5,221,127,53,0.012315,0.544335,0.312808,0.130542,53,53,0,0,0,0,0,0,3,2,0,2,7.158,7.435,56,0.440945,25.133,10.207,59.969,6.202,218,0.986425,113,1,0.00885,109,0.484444,1018.941,221,59,280,53,1071.941,0.673943,18.99,181,225,36,36,0,"{""Z1"": 7, ""Z2"": 6, ""Z3"": 3, ""Z4"": 2, ""Z5"": 2, ""Z6"": 3, ""Z7"": 7, ""Z8"": 3, ""Z9"": 3}",True,True,34,0,221,0,0,7245.674,52331.630998,58790.288799,33443.139701,232.244026,229.062601,0.0,3067.088,198,130,40,13,0,8,0,72.98,10.206528
56,C3_mixed,coupon_C3_mixed,W2,heavy_rain,workday,200,225,218,0.968889,146,143,0.979452,4,0,0,398,398,0,1.0,4,157,150,87,0.01005,0.394472,0.376884,0.218593,89,87,2,2,2,2,2,0,7,3,0,3,7.803,8.201,78,0.52,28.711,11.006,62.265,9.456,210,0.967742,69,2,0.028986,132,0.586667,1018.941,157,88,245,87,1105.941,0.748265,18.446,173,225,36,36,0,"{""Z1"": 11, ""Z2"": 3, ""Z3"": 2, ""Z4"": 3, ""Z5"": 2, ""Z6"": 3, ""Z7"": 7, ""Z8"": 3, ""Z9"": 2}",True,True,165,4,217,0,0,7633.294,0.0,0.0,0.0,0.0,0.0,4448.737302,3452.804,198,130,40,17,0,9,0,112.94,11.208163
