policy,baseline_policy,weather_scenario,metric,baseline_mean,policy_mean,absolute_change,percent_change,percent_change_defined,undefined_reason
C3_mixed,C0_no_coupon,W2,fallback_attempts,1.6,3.0,1.4,87.5,True,
C3_mixed,C0_no_coupon,W2,fallback_succeeded,1.5,2.9,1.4,93.333333,True,
C3_mixed,C0_no_coupon,W2,transport_unmet,0.1,0.1,0.0,0.0,True,
C3_mixed,C0_no_coupon,W2,mandatory_activity_incomplete,4.5,4.5,0.0,0.0,True,
C3_mixed,C0_no_coupon,W2,activity_completion_rate,0.935187,0.933807,-0.00138,-0.147564,True,
C3_mixed,C0_no_coupon,W2,necessary_activity_completion_rate,0.969392,0.969379,-1.3e-05,-0.001341,True,
C3_mixed,C0_no_coupon,W2,walking_mode_share,0.006953,0.006701,-0.000252,-3.624335,True,
C3_mixed,C0_no_coupon,W2,bus_mode_share,0.398869,0.388937,-0.009932,-2.490041,True,
C3_mixed,C0_no_coupon,W2,metro_mode_share,0.425072,0.417547,-0.007525,-1.770288,True,
C3_mixed,C0_no_coupon,W2,ride_hailing_mode_share,0.169107,0.186814,0.017707,10.470885,True,
C3_mixed,C0_no_coupon,W2,mean_total_travel_time,64.388,63.9689,-0.4191,-0.650898,True,
C3_mixed,C0_no_coupon,W2,mean_road_speed_kmh,17.3341,17.6082,0.2741,1.581276,True,
C3_mixed,C0_no_coupon,W2,total_outdoor_exposure_minutes,7387.9946,7344.994,-43.0006,-0.582033,True,
C3_mixed,C0_no_coupon,W2,total_heat_risk_burden,0.0,0.0,0.0,,False,baseline_zero
