policy,weather_scenario,coupon_subsidy_yuan,coupon_redeemed,coupon_induced_requests,successful_ride_hailing_requests,yuan_per_redeemed_coupon,yuan_per_induced_request,note
C0_no_coupon,W2,0.000000,0.000000,0.000000,55.200000,NA,NA,descriptive mechanism efficiency; not a welfare or causal cost-effectiveness estimate
C1_public_limited,W2,117.196000,16.300000,8.400000,63.000000,7.189939,13.951905,descriptive mechanism efficiency; not a welfare or causal cost-effectiveness estimate
C2_elder_limited,W2,5.987000,1.300000,1.000000,56.200000,4.605385,5.987000,descriptive mechanism efficiency; not a welfare or causal cost-effectiveness estimate
C3_mixed,W2,82.657000,11.700000,6.400000,61.500000,7.064701,12.915156,descriptive mechanism efficiency; not a welfare or causal cost-effectiveness estimate
