weather_scenario,day_type,policy,agent_id,activity_id,activity_purpose,is_mandatory,origin_zone,destination_zone,final_status,weather_cancelled,transport_unmet,completed,transport_succeeded,activity_completed,late_but_reached,mandatory_activity_incomplete,completion_failure_reason,actual_arrival_time,arrival_delay_minutes,on_time_arrival
W2,workday,P0_no_policy,77,activity-77-2026-07-07-003,work,True,Z6,Z1,completed,False,False,True,True,True,False,False,,2026-07-07 08:25:20.027100,0.0,True
W2,workday,P0_no_policy,77,activity-77-2026-07-07-004,visit,False,Z1,Z6,completed,False,False,True,True,True,False,False,,2026-07-07 20:01:19.791180,1.33,True
W2,workday,P0_no_policy,78,activity-78-2026-07-07-003,work,True,Z2,Z7,completed,False,False,True,True,True,False,False,,2026-07-07 09:25:15.554220,0.0,True
W2,workday,P0_no_policy,79,activity-79-2026-07-07-002,work,True,Z5,Z3,completed,False,False,True,True,True,False,False,,2026-07-07 10:25:25.888980,0.0,True
W2,workday,P0_no_policy,80,activity-80-2026-07-07-001,shopping,False,Z3,Z8,completed,False,False,True,True,True,False,False,,2026-07-07 16:52:37.590720,0.0,True
W2,workday,P0_no_policy,81,activity-81-2026-07-07-002,work,True,Z9,Z9,completed,False,False,True,True,True,False,False,,2026-07-07 08:14:20.127840,0.0,True
W2,workday,P0_no_policy,82,activity-82-2026-07-07-003,work,True,Z2,Z7,completed,False,False,True,True,True,False,False,,2026-07-07 09:55:09.839700,0.0,True
W2,workday,P0_no_policy,83,activity-83-2026-07-07-002,work,True,Z1,Z2,completed,False,False,True,True,True,False,False,,2026-07-07 09:23:00.081360,0.0,True
W2,workday,P0_no_policy,84,activity-84-2026-07-07-002,work,True,Z2,Z3,completed,False,False,True,True,True,False,False,,2026-07-07 10:25:00,0.0,True
W2,workday,P0_no_policy,85,activity-85-2026-07-07-003,work,True,Z6,Z6,completed,False,False,True,True,True,False,False,,2026-07-07 07:12:26.994120,0.0,True
W2,workday,P0_no_policy,85,activity-85-2026-07-07-004,visit,False,Z6,Z6,completed,False,False,True,True,True,False,False,,2026-07-07 18:50:35.956560,0.0,True
W2,workday,P0_no_policy,86,activity-86-2026-07-07-002,work,True,Z2,Z8,completed,False,False,True,True,True,False,False,,2026-07-07 08:12:20.340480,0.0,True
W2,workday,P0_no_policy,87,activity-87-2026-07-07-002,work,True,Z6,Z6,completed,False,False,True,True,True,False,False,,2026-07-07 10:27:38.135760,0.0,True
W2,workday,P0_no_policy,88,activity-88-2026-07-07-002,work,True,Z4,Z1,completed,False,False,True,True,True,False,False,,2026-07-07 09:25:00,0.0,True
W2,workday,P0_no_policy,88,activity-88-2026-07-07-003,social_leisure,False,Z1,Z4,completed,False,False,True,True,True,True,False,,2026-07-07 19:13:31.969920,13.533,False
W2,workday,P0_no_policy,89,activity-89-2026-07-07-002,work,True,Z7,Z1,completed,False,False,True,True,True,False,False,,2026-07-07 08:55:00,0.0,True
W2,workday,P0_no_policy,89,activity-89-2026-07-07-003,out_of_home_family_activity,False,Z1,Z4,completed,False,False,True,True,True,False,False,,2026-07-07 19:28:03.540000,0.0,True
W2,workday,P0_no_policy,90,activity-90-2026-07-07-002,work,True,Z7,Z1,completed,False,False,True,True,True,False,False,,2026-07-07 08:01:16.194120,0.0,True
W2,workday,P0_no_policy,91,activity-91-2026-07-07-002,work,True,Z6,Z6,completed,False,False,True,True,True,True,False,,2026-07-07 10:27:05.755200,27.096,False
W2,workday,P0_no_policy,92,activity-92-2026-07-07-002,work,True,Z6,Z6,completed,False,False,True,True,True,False,False,,2026-07-07 08:21:25.023780,0.0,True
W2,workday,P0_no_policy,93,activity-93-2026-07-07-002,work,True,Z5,Z5,completed,False,False,True,True,True,False,False,,2026-07-07 08:15:38.474580,0.0,True
W2,workday,P0_no_policy,94,activity-94-2026-07-07-002,work,True,Z2,Z1,completed,False,False,True,True,True,False,False,,2026-07-07 07:30:50.280000,0.0,True
W2,workday,P0_no_policy,95,activity-95-2026-07-07-002,work,True,Z5,Z1,reached_but_activity_incomplete,False,False,False,True,False,True,True,maximum_commute_time_exceeded,2026-07-07 08:50:47.409000,20.79,False
W2,workday,P0_no_policy,96,activity-96-2026-07-07-002,work,True,Z9,Z9,completed,False,False,True,True,True,False,False,,2026-07-07 07:50:52.821300,0.0,True
W2,workday,P0_no_policy,97,activity-97-2026-07-07-002,work,True,Z9,Z9,completed,False,False,True,True,True,False,False,,2026-07-07 08:17:24.509280,0.0,True
W2,workday,P0_no_policy,98,activity-98-2026-07-07-002,work,True,Z2,Z3,completed,False,False,True,True,True,False,False,,2026-07-07 08:22:29.520480,0.0,True
W2,workday,P0_no_policy,99,activity-99-2026-07-07-002,work,True,Z2,Z1,completed,False,False,True,True,True,False,False,,2026-07-07 10:26:06.666666,0.0,True
W2,workday,P0_no_policy,100,activity-100-2026-07-07-002,out_of_home_family_activity,False,Z7,Z4,completed,False,False,True,True,True,False,False,,2026-07-07 11:21:43.737900,0.0,True
W2,workday,P0_no_policy,101,activity-101-2026-07-07-002,work,True,Z6,Z6,completed,False,False,True,True,True,False,False,,2026-07-07 09:56:26.035500,0.0,True
W2,workday,P0_no_policy,102,activity-102-2026-07-07-002,work,True,Z4,Z2,reached_but_activity_incomplete,False,False,False,True,False,False,True,maximum_commute_time_exceeded,2026-07-07 08:03:01.590180,3.027,True
W2,workday,P0_no_policy,102,activity-102-2026-07-07-003,out_of_home_family_care,False,Z2,Z7,completed,False,False,True,True,True,False,False,,2026-07-07 18:55:30.277140,0.0,True
W2,workday,P0_no_policy,103,activity-103-2026-07-07-002,work,True,Z4,Z7,completed,False,False,True,True,True,False,False,,2026-07-07 09:58:13.522860,0.0,True
W2,workday,P0_no_policy,104,activity-104-2026-07-07-003,work,True,Z1,Z1,completed,False,False,True,True,True,False,False,,2026-07-07 07:52:21.073440,0.0,True
W2,workday,P0_no_policy,105,activity-105-2026-07-07-003,work,True,Z3,Z6,completed,False,False,True,True,True,False,False,,2026-07-07 07:57:48.909900,0.0,True
W2,workday,P0_no_policy,106,activity-106-2026-07-07-002,work,True,Z3,Z1,completed,False,False,True,True,True,False,False,,2026-07-07 07:51:01.192500,0.0,True
W2,workday,P0_no_policy,107,activity-107-2026-07-07-002,work,True,Z2,Z3,completed,False,False,True,True,True,False,False,,2026-07-07 09:24:40.778460,0.0,True
W2,workday,P0_no_policy,108,activity-108-2026-07-07-002,work,True,Z3,Z2,completed,False,False,True,True,True,False,False,,2026-07-07 09:24:40.778460,0.0,True
W2,workday,P0_no_policy,109,activity-109-2026-07-07-002,work,True,Z3,Z1,completed,False,False,True,True,True,False,False,,2026-07-07 09:25:00,0.0,True
W2,workday,P0_no_policy,110,activity-110-2026-07-07-003,medical,True,Z7,Z7,completed,False,False,True,True,True,False,False,,2026-07-07 09:25:00,0.0,True
W2,workday,P0_no_policy,110,activity-110-2026-07-07-004,visit,False,Z7,Z3,completed,False,False,True,True,True,False,False,,2026-07-07 13:55:18.894540,0.0,True
W2,workday,P0_no_policy,112,activity-112-2026-07-07-002,work,True,Z5,Z7,completed,False,False,True,True,True,False,False,,2026-07-07 09:29:01.148460,0.0,True
W2,workday,P0_no_policy,113,activity-113-2026-07-07-001,shopping,False,Z8,Z8,completed,False,False,True,True,True,False,False,,2026-07-07 18:22:53.564820,0.0,True
W2,workday,P0_no_policy,114,activity-114-2026-07-07-002,work,True,Z2,Z8,completed,False,False,True,True,True,False,False,,2026-07-07 09:25:00,0.0,True
