agent_id,day_type,age_group,digital_access,family_assistance,nondigital_unassisted,coupon_policy,coupon_eligible,coupon_reached,coupon_participated,coupon_awarded,public_coupon_participated,elder_reserve_reached,coupon_pool_type,coupon_allocation_rank,coupon_access_channel,public_participation_probability,public_participation_draw,public_dispatch_rank,elder_reserve_rank,community_phone_covered,community_phone_coverage_draw,pg_official_parent_agent_class,pg_adapter_agent_class,pg_num_rounds,pg_initial_endowment,pg_public_pool_multiplier,pg_round_contributions,pg_final_contribution,pg_total_contribution,pg_cumulative_payoff,pg_need_score,pg_cooperation_score,pg_priority_score,pg_peer_feedback_source_count,pg_peer_signal_round_2,pg_peer_signal_round_3,pg_linked_decision,pg_physical_coupon_pool,pg_coupons_created_by_multiplier,pg_allocation_reason
144,workday,40-59,True,False,False,C4_public_goods,True,True,True,True,True,False,public_goods,30,digital_self,0.65,0.5856759863761503,0.15321727100770588,,False,0.676309295517574,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.25,0.0,0.1625,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
145,workday,40-59,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.65,0.2398001230402438,0.9295891223252875,,False,0.4586108497295564,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.25,0.0,0.1625,125,0.010317,0.00619,True,40,0,below_priority_cutoff
146,workday,40-59,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.65,0.0816620233392288,0.8871621226593117,,False,0.7991931024246957,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.25,0.0,0.1625,125,0.010317,0.00619,True,40,0,below_priority_cutoff
147,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.63706697991373,,,False,0.6583587182296182,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
148,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,1,family_proxy,0.45,0.022242202938072497,0.4748853475754708,,False,0.6244947458526896,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|12|12,12,44,16.55873,0.55,0.733333,0.614167,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
149,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.8834509839789066,,,False,0.7028451818463144,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
150,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,18,family_proxy,0.45,0.21982018615001075,0.8163197087998665,,False,0.5026853390676597,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
151,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,10,digital_self,0.45,0.10418784635809054,0.3888306440309409,,False,0.36261383508775374,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
152,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,24,family_proxy,0.45,0.18343345686972504,0.977323341844213,,False,0.5443448236476867,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
153,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.899009232442141,,,False,0.46525152635475175,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
154,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.5401885636974957,,,False,0.09130220354471029,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
155,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,17,family_proxy,0.45,0.1014702114497501,0.6840151641254401,,False,0.07000386538665097,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
156,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.617526157884748,,,False,0.8491707621965043,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
157,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,5,digital_self,0.45,0.19420943753565065,0.13334719935933537,,False,0.9612243870998514,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
158,workday,60+,False,False,True,C4_public_goods,True,True,True,True,True,False,public_goods,2,community_phone,0.45,0.0906947585319841,0.28383896707680745,,True,0.12548341915260325,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.7,0.0,0.455,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
159,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,12,digital_self,0.45,0.1698864468856639,0.42227204408172464,,False,0.6504779770789867,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
160,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,15,digital_self,0.45,0.031170349374985203,0.6679085960044349,,False,0.05812996925913401,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
161,workday,60+,False,False,True,C4_public_goods,False,False,False,False,False,False,,,none,0.45,0.6242683459503658,,,False,0.5465068839111892,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,not_reached
162,workday,60+,False,False,True,C4_public_goods,False,False,False,False,False,False,,,none,0.45,0.31577352035121564,,,False,0.4556591448020622,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,not_reached
163,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.7431521165685061,,,False,0.9852781302902341,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
164,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.711018867590289,,,False,0.029066534864103072,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
165,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.751041710674141,,,False,0.09731434434010443,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
166,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,11,digital_self,0.45,0.22106292610180583,0.41370893262483294,,False,0.5674098288290534,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
167,workday,60+,False,False,True,C4_public_goods,True,True,False,False,False,False,,,community_phone,0.45,0.4933077002508776,,,True,0.012265046014934496,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
168,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.5978276601504982,,,False,0.8289475683225781,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
169,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.45052870499841324,,,False,0.603665268292111,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
170,workday,60+,True,False,False,C4_public_goods,True,True,True,True,True,False,public_goods,7,digital_self,0.45,0.3529130419407461,0.1560326828883459,,False,0.7386859423688774,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
171,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.7761086805460605,,,False,0.14930850779505253,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
172,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,21,digital_self,0.45,0.25443417808003455,0.9275962582451138,,False,0.4721889608246473,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
173,workday,60+,False,False,True,C4_public_goods,False,False,False,False,False,False,,,none,0.45,0.47043913780412117,,,False,0.849942832389382,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,not_reached
174,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.7947518610148451,,,False,0.04367901182538116,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
175,workday,60+,False,False,True,C4_public_goods,False,False,False,False,False,False,,,none,0.45,0.9176235462671659,,,False,0.8361697890788452,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,not_reached
176,workday,60+,True,False,False,C4_public_goods,True,True,True,True,True,False,public_goods,9,digital_self,0.45,0.12646372390319038,0.3873215363330973,,False,0.9942621709385323,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
177,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.9740395976114861,,,False,0.9466053181726286,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
178,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.5586719849035264,,,False,0.20535143156512825,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
179,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,23,digital_self,0.45,0.15593797608346047,0.9685774952352079,,False,0.8501801605768198,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
180,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.9168496183681424,,,False,0.40899400274283987,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
181,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.6540026130221711,,,False,0.37722465902064845,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
182,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,13,digital_self,0.45,0.267187369095201,0.428779739326399,,False,0.9911251327799069,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
183,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.6786732241353054,,,False,0.764993947359978,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
184,workday,60+,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.5051989317097821,,,False,0.20084807354949558,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
185,workday,60+,False,False,True,C4_public_goods,True,True,True,True,True,False,public_goods,3,community_phone,0.45,0.4362133853325747,0.8938663524458457,,True,0.23997599933851466,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.7,0.0,0.455,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
186,workday,60+,True,False,False,C4_public_goods,True,True,True,True,True,False,public_goods,6,digital_self,0.45,0.34705128440253863,0.14208401581029576,,False,0.18245519085836132,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
187,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,20,digital_self,0.45,0.10322235096140414,0.8845110669127408,,False,0.6931194938399435,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
188,workday,60+,False,False,True,C4_public_goods,False,False,False,False,False,False,,,none,0.45,0.6763263106160049,,,False,0.9598461876453664,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,not_reached
189,workday,60+,True,False,False,C4_public_goods,True,True,True,True,True,False,public_goods,22,digital_self,0.45,0.43225743487416857,0.9425219597046983,,False,0.5615168489956776,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
190,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,19,digital_self,0.45,0.345993192927823,0.8327809268981214,,False,0.3762382399682232,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
191,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.6505737467914452,,,False,0.4077096076425745,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
192,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,14,family_proxy,0.45,0.4409353314786924,0.4555540304777451,,False,0.14688502160302658,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
193,workday,60+,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.8849078122363107,,,False,0.3918897995862732,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
194,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.6404645541271138,,,False,0.7380222089921229,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
195,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,16,family_proxy,0.45,0.40854798021962724,0.6775418601300878,,False,0.7916761480652265,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
196,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.7741483110239401,,,False,0.14277074122594338,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
197,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,4,digital_self,0.45,0.32393360287401174,0.13093873341780846,,False,0.44503983841388234,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
198,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.6095776682024604,,,False,0.2762429704982088,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
199,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,8,family_proxy,0.45,0.21114877965362977,0.2042833198442055,,False,0.6135929828215979,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.55,0.0,0.3575,125,0.010317,0.00619,True,40,0,need_and_cooperation_priority
200,workday,60+,False,False,True,C4_public_goods,False,False,False,False,False,False,,,none,0.45,0.23948110900938951,,,False,0.49716503471608614,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,not_reached
