source_decision_sequence,source_agent_id,source_leg_id,target_decision_sequence,target_agent_id,target_leg_id,shared_state_key,mechanism,source_flow_contribution_pcu_per_hour,target_probability_delta
49,93,93-2026-07-07-L01,59,57,57-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000497902, ""metro"": 0.002102282, ""ride_hailing"": -0.001604379}"
51,50,50-2026-07-07-L01,59,57,57-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000497902, ""metro"": 0.002102282, ""ride_hailing"": -0.001604379}"
55,97,97-2026-07-07-L01,59,57,57-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000497902, ""metro"": 0.002102282, ""ride_hailing"": -0.001604379}"
57,92,92-2026-07-07-L01,59,57,57-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000497902, ""metro"": 0.002102282, ""ride_hailing"": -0.001604379}"
46,121,121-2026-07-07-L01,60,13,13-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.027003772, ""metro"": 0.042108258, ""ride_hailing"": -0.015104486}"
48,81,81-2026-07-07-L01,60,13,13-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.027003772, ""metro"": 0.042108258, ""ride_hailing"": -0.015104486}"
49,93,93-2026-07-07-L01,60,13,13-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.027003772, ""metro"": 0.042108258, ""ride_hailing"": -0.015104486}"
51,50,50-2026-07-07-L01,60,13,13-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.027003772, ""metro"": 0.042108258, ""ride_hailing"": -0.015104486}"
55,97,97-2026-07-07-L01,60,13,13-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.027003772, ""metro"": 0.042108258, ""ride_hailing"": -0.015104486}"
57,92,92-2026-07-07-L01,60,13,13-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.027003772, ""metro"": 0.042108258, ""ride_hailing"": -0.015104486}"
46,121,121-2026-07-07-L01,61,112,112-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.102339756, ""metro"": 0.115181362, ""ride_hailing"": -0.012841606}"
48,81,81-2026-07-07-L01,61,112,112-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.102339756, ""metro"": 0.115181362, ""ride_hailing"": -0.012841606}"
49,93,93-2026-07-07-L01,61,112,112-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.102339756, ""metro"": 0.115181362, ""ride_hailing"": -0.012841606}"
51,50,50-2026-07-07-L01,61,112,112-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.102339756, ""metro"": 0.115181362, ""ride_hailing"": -0.012841606}"
55,97,97-2026-07-07-L01,61,112,112-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.102339756, ""metro"": 0.115181362, ""ride_hailing"": -0.012841606}"
57,92,92-2026-07-07-L01,61,112,112-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.102339756, ""metro"": 0.115181362, ""ride_hailing"": -0.012841606}"
46,121,121-2026-07-07-L01,62,22,22-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.026811728, ""metro"": 0.041361576, ""ride_hailing"": -0.014549848}"
48,81,81-2026-07-07-L01,62,22,22-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.026811728, ""metro"": 0.041361576, ""ride_hailing"": -0.014549848}"
49,93,93-2026-07-07-L01,62,22,22-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.026811728, ""metro"": 0.041361576, ""ride_hailing"": -0.014549848}"
51,50,50-2026-07-07-L01,62,22,22-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.026811728, ""metro"": 0.041361576, ""ride_hailing"": -0.014549848}"
55,97,97-2026-07-07-L01,62,22,22-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.026811728, ""metro"": 0.041361576, ""ride_hailing"": -0.014549848}"
57,92,92-2026-07-07-L01,62,22,22-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.026811728, ""metro"": 0.041361576, ""ride_hailing"": -0.014549848}"
46,121,121-2026-07-07-L01,63,123,123-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.059061823, ""metro"": 0.059828521, ""ride_hailing"": -0.000766698}"
48,81,81-2026-07-07-L01,63,123,123-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.059061823, ""metro"": 0.059828521, ""ride_hailing"": -0.000766698}"
49,93,93-2026-07-07-L01,63,123,123-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.059061823, ""metro"": 0.059828521, ""ride_hailing"": -0.000766698}"
51,50,50-2026-07-07-L01,63,123,123-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.059061823, ""metro"": 0.059828521, ""ride_hailing"": -0.000766698}"
55,97,97-2026-07-07-L01,63,123,123-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.059061823, ""metro"": 0.059828521, ""ride_hailing"": -0.000766698}"
57,92,92-2026-07-07-L01,63,123,123-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.059061823, ""metro"": 0.059828521, ""ride_hailing"": -0.000766698}"
46,121,121-2026-07-07-L01,64,3,3-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012519388, ""metro"": 0.017927333, ""ride_hailing"": -0.005407945}"
48,81,81-2026-07-07-L01,64,3,3-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012519388, ""metro"": 0.017927333, ""ride_hailing"": -0.005407945}"
49,93,93-2026-07-07-L01,64,3,3-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012519388, ""metro"": 0.017927333, ""ride_hailing"": -0.005407945}"
51,50,50-2026-07-07-L01,64,3,3-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012519388, ""metro"": 0.017927333, ""ride_hailing"": -0.005407945}"
55,97,97-2026-07-07-L01,64,3,3-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012519388, ""metro"": 0.017927333, ""ride_hailing"": -0.005407945}"
57,92,92-2026-07-07-L01,64,3,3-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012519388, ""metro"": 0.017927333, ""ride_hailing"": -0.005407945}"
46,121,121-2026-07-07-L01,65,146,146-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.007844115, ""metro"": 0.009223883, ""ride_hailing"": -0.001379768}"
48,81,81-2026-07-07-L01,65,146,146-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.007844115, ""metro"": 0.009223883, ""ride_hailing"": -0.001379768}"
49,93,93-2026-07-07-L01,65,146,146-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.007844115, ""metro"": 0.009223883, ""ride_hailing"": -0.001379768}"
51,50,50-2026-07-07-L01,65,146,146-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.007844115, ""metro"": 0.009223883, ""ride_hailing"": -0.001379768}"
55,97,97-2026-07-07-L01,65,146,146-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.007844115, ""metro"": 0.009223883, ""ride_hailing"": -0.001379768}"
57,92,92-2026-07-07-L01,65,146,146-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.007844115, ""metro"": 0.009223883, ""ride_hailing"": -0.001379768}"
46,121,121-2026-07-07-L01,66,11,11-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.002262944, ""metro"": 0.003418359, ""ride_hailing"": -0.001155416}"
48,81,81-2026-07-07-L01,66,11,11-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.002262944, ""metro"": 0.003418359, ""ride_hailing"": -0.001155416}"
49,93,93-2026-07-07-L01,66,11,11-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.002262944, ""metro"": 0.003418359, ""ride_hailing"": -0.001155416}"
51,50,50-2026-07-07-L01,66,11,11-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.002262944, ""metro"": 0.003418359, ""ride_hailing"": -0.001155416}"
55,97,97-2026-07-07-L01,66,11,11-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.002262944, ""metro"": 0.003418359, ""ride_hailing"": -0.001155416}"
57,92,92-2026-07-07-L01,66,11,11-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.002262944, ""metro"": 0.003418359, ""ride_hailing"": -0.001155416}"
46,121,121-2026-07-07-L01,67,8,8-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.034143716, ""metro"": 0.0, ""ride_hailing"": 0.034143716}"
48,81,81-2026-07-07-L01,67,8,8-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.034143716, ""metro"": 0.0, ""ride_hailing"": 0.034143716}"
49,93,93-2026-07-07-L01,67,8,8-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.034143716, ""metro"": 0.0, ""ride_hailing"": 0.034143716}"
51,50,50-2026-07-07-L01,67,8,8-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.034143716, ""metro"": 0.0, ""ride_hailing"": 0.034143716}"
55,97,97-2026-07-07-L01,67,8,8-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.034143716, ""metro"": 0.0, ""ride_hailing"": 0.034143716}"
57,92,92-2026-07-07-L01,67,8,8-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.034143716, ""metro"": 0.0, ""ride_hailing"": 0.034143716}"
46,121,121-2026-07-07-L01,68,88,88-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": 0.0, ""metro"": 3.7542e-05, ""ride_hailing"": -3.7542e-05}"
48,81,81-2026-07-07-L01,68,88,88-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": 0.0, ""metro"": 3.7542e-05, ""ride_hailing"": -3.7542e-05}"
49,93,93-2026-07-07-L01,68,88,88-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": 0.0, ""metro"": 3.7542e-05, ""ride_hailing"": -3.7542e-05}"
51,50,50-2026-07-07-L01,68,88,88-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": 0.0, ""metro"": 3.7542e-05, ""ride_hailing"": -3.7542e-05}"
55,97,97-2026-07-07-L01,68,88,88-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": 0.0, ""metro"": 3.7542e-05, ""ride_hailing"": -3.7542e-05}"
57,92,92-2026-07-07-L01,68,88,88-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": 0.0, ""metro"": 3.7542e-05, ""ride_hailing"": -3.7542e-05}"
67,8,8-2026-07-07-L01,68,88,88-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": 0.0, ""metro"": 3.7542e-05, ""ride_hailing"": -3.7542e-05}"
46,121,121-2026-07-07-L01,69,24,24-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.079257044, ""metro"": 0.0, ""ride_hailing"": 0.079257044}"
48,81,81-2026-07-07-L01,69,24,24-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.079257044, ""metro"": 0.0, ""ride_hailing"": 0.079257044}"
49,93,93-2026-07-07-L01,69,24,24-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.079257044, ""metro"": 0.0, ""ride_hailing"": 0.079257044}"
51,50,50-2026-07-07-L01,69,24,24-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.079257044, ""metro"": 0.0, ""ride_hailing"": 0.079257044}"
55,97,97-2026-07-07-L01,69,24,24-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.079257044, ""metro"": 0.0, ""ride_hailing"": 0.079257044}"
57,92,92-2026-07-07-L01,69,24,24-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.079257044, ""metro"": 0.0, ""ride_hailing"": 0.079257044}"
67,8,8-2026-07-07-L01,69,24,24-2026-07-07-L01,nine_zone_representative|all|2026-07-07T07:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.079257044, ""metro"": 0.0, ""ride_hailing"": 0.079257044}"
76,68,68-2026-07-07-L01,77,141,141-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.013482191, ""metro"": 0.014008327, ""ride_hailing"": -0.000526135}"
76,68,68-2026-07-07-L01,78,17,17-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.005516478, ""metro"": 0.007193796, ""ride_hailing"": -0.001677318}"
76,68,68-2026-07-07-L01,79,67,67-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.001119659, ""metro"": 0.001536599, ""ride_hailing"": -0.00041694}"
76,68,68-2026-07-07-L01,80,152,152-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.001843164, ""metro"": 0.0, ""ride_hailing"": 0.001843164}"
76,68,68-2026-07-07-L01,81,60,60-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.003535776, ""metro"": 0.004993364, ""ride_hailing"": -0.001457588}"
80,152,152-2026-07-07-L01,81,60,60-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.003535776, ""metro"": 0.004993364, ""ride_hailing"": -0.001457588}"
76,68,68-2026-07-07-L01,82,108,108-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.021333947, ""metro"": 0.023401058, ""ride_hailing"": -0.002067111}"
80,152,152-2026-07-07-L01,82,108,108-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.021333947, ""metro"": 0.023401058, ""ride_hailing"": -0.002067111}"
76,68,68-2026-07-07-L01,83,107,107-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.018275388, ""metro"": 0.023321896, ""ride_hailing"": -0.005046508}"
80,152,152-2026-07-07-L01,83,107,107-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.018275388, ""metro"": 0.023321896, ""ride_hailing"": -0.005046508}"
76,68,68-2026-07-07-L01,84,116,116-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.006586113, ""metro"": 0.007875798, ""ride_hailing"": -0.001289684}"
80,152,152-2026-07-07-L01,84,116,116-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.006586113, ""metro"": 0.007875798, ""ride_hailing"": -0.001289684}"
76,68,68-2026-07-07-L01,85,195,195-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.003923105, ""metro"": 0.0, ""ride_hailing"": 0.003923105}"
80,152,152-2026-07-07-L01,85,195,195-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.003923105, ""metro"": 0.0, ""ride_hailing"": 0.003923105}"
76,68,68-2026-07-07-L01,86,129,129-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.022400787, ""metro"": 0.024276543, ""ride_hailing"": -0.001875756}"
80,152,152-2026-07-07-L01,86,129,129-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.022400787, ""metro"": 0.024276543, ""ride_hailing"": -0.001875756}"
76,68,68-2026-07-07-L01,87,26,26-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.017607778, ""metro"": 0.023923342, ""ride_hailing"": -0.006315564}"
80,152,152-2026-07-07-L01,87,26,26-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.017607778, ""metro"": 0.023923342, ""ride_hailing"": -0.006315564}"
76,68,68-2026-07-07-L01,88,140,140-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012685984, ""metro"": 0.015223045, ""ride_hailing"": -0.002537061}"
80,152,152-2026-07-07-L01,88,140,140-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012685984, ""metro"": 0.015223045, ""ride_hailing"": -0.002537061}"
76,68,68-2026-07-07-L01,89,55,55-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.009255939, ""metro"": 0.013475123, ""ride_hailing"": -0.004219183}"
80,152,152-2026-07-07-L01,89,55,55-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.009255939, ""metro"": 0.013475123, ""ride_hailing"": -0.004219183}"
76,68,68-2026-07-07-L01,90,51,51-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.009255939, ""metro"": 0.013475123, ""ride_hailing"": -0.004219183}"
80,152,152-2026-07-07-L01,90,51,51-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.009255939, ""metro"": 0.013475123, ""ride_hailing"": -0.004219183}"
76,68,68-2026-07-07-L01,91,1,1-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012777467, ""metro"": 0.003268264, ""ride_hailing"": 0.009509204}"
80,152,152-2026-07-07-L01,91,1,1-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012777467, ""metro"": 0.003268264, ""ride_hailing"": 0.009509204}"
76,68,68-2026-07-07-L01,92,10,10-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000200245, ""metro"": 0.00042773, ""ride_hailing"": -0.000227486}"
80,152,152-2026-07-07-L01,92,10,10-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000200245, ""metro"": 0.00042773, ""ride_hailing"": -0.000227486}"
91,1,1-2026-07-07-L01,92,10,10-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000200245, ""metro"": 0.00042773, ""ride_hailing"": -0.000227486}"
76,68,68-2026-07-07-L01,93,178,178-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.023325421, ""metro"": 0.023064828, ""ride_hailing"": 0.000260593}"
80,152,152-2026-07-07-L01,93,178,178-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.023325421, ""metro"": 0.023064828, ""ride_hailing"": 0.000260593}"
