leg_id,agent_id,date,day,leg_role,activity_id,purpose,origin_zone,destination_zone,departure_time,planned_activity_start_time,earliest_feasible_departure,unconcentrated_departure_time,departure_time_concentrated,reliability_buffer_min,expected_arrival_time,actual_arrival_time,arrival_delay_minutes,on_time_arrival,activity_completed,late_but_reached,maximum_commute_time_exceeded,maximum_lateness_exceeded,completion_failure_reason,metro_origin_accessible,metro_destination_accessible,origin_feeder_mode,destination_feeder_mode,bus_metro_transfer_count,feeder_bus_time_minutes,feeder_bus_wait_minutes,feeder_bus_access_minutes,feeder_bus_in_vehicle_minutes,feeder_bus_fare_yuan,metro_main_time_minutes,origin_feeder_total_time_minutes,origin_feeder_access_minutes,origin_feeder_wait_minutes,origin_metro_walk_access_minutes,destination_feeder_total_time_minutes,destination_feeder_access_minutes,destination_feeder_wait_minutes,destination_metro_walk_access_minutes,final_attempt_departure_time,primary_mode,primary_failed,primary_failure_reason,fallback_attempted,fallback_succeeded,final_mode,itinerary_pattern,transport_succeeded,wait_minutes,failed_attempt_consumed_minutes,cumulative_wait_minutes,access_time_min,transfer_time_min,in_vehicle_time_min,total_travel_time_min,fare_yuan,fare_before_coupon_yuan,coupon_bound,coupon_redeemed,coupon_expired_after_failed_request,coupon_subsidy_yuan,final_speed_kmh,scenario_vc,weather_type_at_departure,expected_outdoor_exposure_minutes_at_choice,weather_exposure_age_weight,weather_exposure_disutility,weather_scenario,day_type,policy,experiment_condition
200-2026-07-07-L01,200,2026-07-07,Tuesday,outbound,activity-200-2026-07-07-003,social_leisure,Z8,Z2,2026-07-07 12:22:45.960000,2026-07-07 13:30:00,2026-07-07 11:30:00,2026-07-07 12:22:45.960000,False,10.0,2026-07-07 13:20:03.536640,2026-07-07 13:20:03.536640,0.0,True,True,False,False,False,,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 12:22:45.960000,bus,False,,False,False,bus,walk-bus-walk,True,10.0,0.0,10.0,10.0,0.0,37.293,57.293,2.0,2.0,False,False,False,0.0,17.972,0.476667,normal,20.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
200-2026-07-07-L02,200,2026-07-07,Tuesday,return_home,activity-200-2026-07-07-003,return_home,Z2,Z8,2026-07-07 16:30:00,,,,False,10.0,,,,,,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 16:30:00,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,10.0,0.0,49.095,66.095,2.0,2.0,False,False,False,0.0,13.651,0.476667,normal,17.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
21-2026-07-07-L01,21,2026-07-07,Tuesday,outbound,activity-21-2026-07-07-003,work,Z7,Z1,2026-07-07 09:32:54.666667,2026-07-07 10:30:00,2026-07-07 08:30:00,2026-07-07 09:32:54.666667,False,5.0,2026-07-07 10:25:00,2026-07-07 10:25:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,52.089,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.889,2026-07-07 09:32:54.666667,metro,False,,False,False,metro,walk-metro-walk,True,3.2,0.0,3.2,18.889,0.0,30.0,52.089,5.0,5.0,False,False,False,0.0,35.0,,heavy_rain,18.888889,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
21-2026-07-07-L02,21,2026-07-07,Tuesday,return_home,activity-21-2026-07-07-003,return_home,Z1,Z7,2026-07-07 19:30:00,,,,False,5.0,,,,,,False,False,False,,True,False,walk,bus,1,25.119,11.0,8.0,6.119,2.0,43.2,0.0,0.0,0.0,10.0,25.119,8.0,11.0,0.0,2026-07-07 19:30:00,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,14.2,0.0,14.2,18.0,5.0,36.119,73.319,7.0,7.0,False,False,False,0.0,31.811,,heavy_rain,29.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
22-2026-07-07-L01,22,2026-07-07,Tuesday,outbound,activity-22-2026-07-07-002,work,Z3,Z3,2026-07-07 07:50:02.580000,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 07:50:02.580000,False,5.0,2026-07-07 08:25:00,2026-07-07 08:25:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,34.957,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 07:50:02.580000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,10.457,34.957,4.0,4.0,False,False,False,0.0,35.0,,heavy_rain,20.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
22-2026-07-07-L02,22,2026-07-07,Tuesday,between_activities,activity-22-2026-07-07-003,out_of_home_family_care,Z3,Z2,2026-07-07 17:38:37.560000,2026-07-07 19:00:00,2026-07-07 17:00:00,2026-07-07 17:38:37.560000,False,5.0,2026-07-07 18:54:42.277140,2026-07-07 18:54:42.277140,0.0,True,True,False,False,False,,True,False,walk,bus,1,20.593,4.0,8.0,8.593,2.0,50.486,0.0,0.0,0.0,10.0,20.593,8.0,4.0,0.0,2026-07-07 17:38:37.560000,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,8.5,0.0,8.5,18.0,15.0,34.579,76.079,6.0,6.0,False,False,False,0.0,29.165,,heavy_rain,22.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
22-2026-07-07-L03,22,2026-07-07,Tuesday,return_home,activity-22-2026-07-07-003,return_home,Z2,Z3,2026-07-07 21:00:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,58.764,0.0,0.0,0.0,8.889,0.0,0.0,0.0,8.889,2026-07-07 21:00:00,metro,False,,False,False,metro,walk-metro-walk,True,6.0,0.0,6.0,17.778,9.0,25.986,58.764,4.0,4.0,False,False,False,0.0,34.999,,normal,17.777778,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
23-2026-07-07-L01,23,2026-07-07,Tuesday,outbound,activity-23-2026-07-07-003,social_leisure,Z7,Z7,2026-07-07 18:20:50.040000,2026-07-07 19:00:00,2026-07-07 17:00:00,2026-07-07 18:20:50.040000,False,8.0,2026-07-07 18:52:51.973620,2026-07-07 18:52:51.973620,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:20:50.040000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,11.0,0.0,11.0,2.0,0.0,19.032,32.032,24.24,24.24,False,False,False,0.0,21.419,1.130719,heavy_rain,11.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
23-2026-07-07-L02,23,2026-07-07,Tuesday,return_home,activity-23-2026-07-07-003,return_home,Z7,Z7,2026-07-07 22:00:00,,,,False,8.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 22:00:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,8.0,0.0,8.0,2.0,0.0,12.36,22.36,24.24,24.24,False,False,False,0.0,32.981,0.33,normal,8.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
24-2026-07-07-L01,24,2026-07-07,Tuesday,outbound,activity-24-2026-07-07-003,work,Z6,Z6,2026-07-07 07:56:10.200000,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 07:56:10.200000,False,8.0,2026-07-07 08:48:20.742300,2026-07-07 08:48:20.742300,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:56:10.200000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,12.549,0.0,12.549,2.0,0.0,37.627,52.176,39.56,39.56,False,False,False,0.0,19.878,1.211765,heavy_rain,12.549,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
24-2026-07-07-L02,24,2026-07-07,Tuesday,return_home,activity-24-2026-07-07-003,return_home,Z6,Z6,2026-07-07 19:30:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,bus,False,,False,False,bus,walk-bus-walk,True,6.857,0.0,6.857,12.0,0.0,53.63,72.487,2.0,2.0,False,False,False,0.0,15.341,0.801615,heavy_rain,18.857,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
25-2026-07-07-L01,25,2026-07-07,Tuesday,outbound,activity-25-2026-07-07-002,work,Z2,Z7,2026-07-07 07:03:31.080000,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 07:03:31.080000,False,5.0,2026-07-07 08:25:05.940480,2026-07-07 08:25:05.940480,0.0,True,True,False,False,False,,False,True,bus,walk,1,20.687,4.5,8.0,8.187,2.0,55.894,20.687,8.0,4.5,0.0,0.0,0.0,0.0,10.0,2026-07-07 07:03:31.080000,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,7.5,0.0,7.5,18.0,5.0,51.081,81.581,7.0,7.0,False,False,False,0.0,31.328,,heavy_rain,22.5,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
25-2026-07-07-L02,25,2026-07-07,Tuesday,return_home,activity-25-2026-07-07-002,return_home,Z7,Z2,2026-07-07 17:30:00,,,,False,5.0,,,,,,False,False,False,,False,True,bus,walk,1,20.474,4.0,8.0,8.474,2.0,57.394,20.474,8.0,4.0,0.0,0.0,0.0,0.0,10.0,2026-07-07 17:30:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,8.5,0.0,8.5,18.0,5.0,51.368,82.868,7.0,7.0,False,False,False,0.0,31.153,,heavy_rain,22.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
26-2026-07-07-L01,26,2026-07-07,Tuesday,outbound,activity-26-2026-07-07-002,work,Z4,Z7,2026-07-07 08:12:31.380000,2026-07-07 10:00:00,2026-07-07 08:00:00,2026-07-07 08:12:31.380000,False,5.0,2026-07-07 09:49:41.322300,2026-07-07 09:49:41.322300,0.0,True,True,False,False,False,,False,False,bus,bus,2,53.099,10.514,20.0,22.585,4.0,34.067,31.994,12.0,5.714,0.0,21.105,8.0,4.8,0.0,2026-07-07 08:12:31.380000,metro,False,,False,False,metro,walk-bus-walk-metro-walk-bus-walk,True,16.562,0.0,16.562,20.0,10.0,50.604,97.166,9.0,9.0,False,False,False,0.0,24.597,,heavy_rain,30.514,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
26-2026-07-07-L02,26,2026-07-07,Tuesday,return_home,activity-26-2026-07-07-002,return_home,Z7,Z4,2026-07-07 19:30:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,bus,False,,False,False,bus,walk-bus-walk,True,4.992,0.0,4.992,10.0,0.0,71.222,86.214,2.0,2.0,False,False,False,0.0,15.146,0.954556,heavy_rain,14.992,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
27-2026-07-07-L01,27,2026-07-07,Tuesday,outbound,activity-27-2026-07-07-003,work,Z5,Z1,2026-07-07 06:24:22.140000,2026-07-07 08:00:00,2026-07-07 06:00:00,2026-07-07 06:24:22.140000,False,5.0,2026-07-07 07:55:01.800000,2026-07-07 07:55:01.800000,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,90.661,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,2026-07-07 06:24:22.140000,metro,False,,False,False,metro,walk-metro-walk,True,4.047,0.0,4.047,22.0,8.4,56.214,90.661,6.0,6.0,False,False,False,0.0,34.999,,normal,22.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
27-2026-07-07-L02,27,2026-07-07,Tuesday,between_activities,activity-27-2026-07-07-004,shopping,Z1,Z5,2026-07-07 18:00:00,2026-07-07 20:00:00,2026-07-07 18:00:00,2026-07-07 18:00:00,False,5.0,2026-07-07 20:00:01.881900,2026-07-07 20:00:01.881900,0.031,True,False,False,True,False,maximum_commute_time_exceeded,True,False,walk,bus,1,32.622,6.857,12.0,13.765,2.0,82.409,0.0,0.0,0.0,10.0,32.622,12.0,6.857,0.0,2026-07-07 18:00:00,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,11.897,0.0,11.897,22.0,16.155,69.979,120.031,8.0,8.0,False,False,False,0.0,30.473,,heavy_rain,28.857,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
27-2026-07-07-L03,27,2026-07-07,Tuesday,return_home,activity-27-2026-07-07-004,return_home,Z5,Z5,2026-07-07 20:30:00,,,,False,8.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 20:30:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,10.667,0.0,10.667,2.0,0.0,8.16,20.826,16.8,16.8,False,False,False,0.0,29.691,0.338739,normal,10.667,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
28-2026-07-07-L01,28,2026-07-07,Tuesday,outbound,activity-28-2026-07-07-002,work,Z6,Z6,2026-07-07 08:36:51,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 08:36:51,False,8.0,2026-07-07 09:23:46.046460,2026-07-07 09:23:46.046460,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:36:51,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,13.333,0.0,13.333,2.0,0.0,31.583,46.917,36.01,36.01,False,False,False,0.0,21.184,1.126797,heavy_rain,13.333,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
28-2026-07-07-L02,28,2026-07-07,Tuesday,return_home,activity-28-2026-07-07-002,return_home,Z6,Z6,2026-07-07 17:30:00,,,,False,8.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 17:30:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,14.667,0.0,14.667,2.0,0.0,31.238,47.905,36.01,36.01,False,False,False,0.0,21.419,1.130719,heavy_rain,14.667,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
29-2026-07-07-L01,29,2026-07-07,Tuesday,outbound,activity-29-2026-07-07-003,work,Z7,Z7,2026-07-07 09:05:38.280000,2026-07-07 10:00:00,2026-07-07 08:00:00,2026-07-07 09:05:38.280000,False,5.0,2026-07-07 09:55:08.640000,2026-07-07 09:55:08.640000,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,49.506,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 09:05:38.280000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,25.006,49.506,4.0,4.0,False,False,False,0.0,35.0,,heavy_rain,20.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
29-2026-07-07-L02,29,2026-07-07,Tuesday,return_home,activity-29-2026-07-07-003,return_home,Z7,Z7,2026-07-07 19:00:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:00:00,bus,False,,False,False,bus,walk-bus-walk,True,4.8,0.0,4.8,8.0,0.0,71.344,84.144,2.0,2.0,False,False,False,0.0,13.495,0.801615,heavy_rain,12.8,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
3-2026-07-07-L01,3,2026-07-07,Tuesday,outbound,activity-3-2026-07-07-002,work,Z2,Z3,2026-07-07 07:54:30.840000,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 07:54:30.840000,False,5.0,2026-07-07 08:55:00,2026-07-07 08:55:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,60.486,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 07:54:30.840000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,10.0,25.986,60.486,4.0,4.0,False,False,False,0.0,34.999,,heavy_rain,20.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
3-2026-07-07-L02,3,2026-07-07,Tuesday,return_home,activity-3-2026-07-07-002,return_home,Z3,Z2,2026-07-07 17:00:00,,,,False,5.0,,,,,,False,False,False,,False,False,bus,bus,2,41.152,8.5,16.0,16.652,4.0,40.486,20.754,8.0,4.5,0.0,20.398,8.0,4.0,0.0,2026-07-07 17:00:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk-bus-walk,True,13.0,0.0,13.0,16.0,20.0,42.638,91.638,8.0,8.0,False,False,False,0.0,25.974,,heavy_rain,24.5,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
30-2026-07-07-L01,30,2026-07-07,Tuesday,outbound,activity-30-2026-07-07-003,work,Z2,Z3,2026-07-07 07:39:25.560000,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 07:39:25.560000,False,5.0,2026-07-07 08:54:01.136820,2026-07-07 08:54:01.136820,0.0,True,True,False,False,False,,True,False,walk,bus,1,20.728,4.0,8.0,8.728,2.0,48.865,0.0,0.0,0.0,10.0,20.728,8.0,4.0,0.0,2026-07-07 07:39:25.560000,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,7.0,0.0,7.0,18.0,14.879,34.714,74.593,6.0,6.0,False,False,False,0.0,29.051,,heavy_rain,22.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
30-2026-07-07-L02,30,2026-07-07,Tuesday,between_activities,activity-30-2026-07-07-004,shopping,Z3,Z1,2026-07-07 19:18:42.480000,2026-07-07 20:00:00,2026-07-07 18:00:00,2026-07-07 19:18:42.480000,False,5.0,2026-07-07 19:55:00,2026-07-07 19:55:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,36.292,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 19:18:42.480000,metro,False,,False,False,metro,walk-metro-walk,True,3.2,0.0,3.2,20.0,0.0,13.092,36.292,4.0,4.0,False,False,False,0.0,35.0,,heavy_rain,20.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
30-2026-07-07-L03,30,2026-07-07,Tuesday,return_home,activity-30-2026-07-07-004,return_home,Z1,Z2,2026-07-07 20:30:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,36.672,0.0,0.0,0.0,8.889,0.0,0.0,0.0,8.889,2026-07-07 20:30:00,metro,False,,False,False,metro,walk-metro-walk,True,6.0,0.0,6.0,17.778,0.0,12.894,36.672,4.0,4.0,False,False,False,0.0,34.998,,normal,17.777778,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
31-2026-07-07-L01,31,2026-07-07,Tuesday,outbound,activity-31-2026-07-07-002,work,Z7,Z2,2026-07-07 08:47:36.360000,2026-07-07 10:00:00,2026-07-07 08:00:00,2026-07-07 08:47:36.360000,False,5.0,2026-07-07 09:55:00,2026-07-07 09:55:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,67.394,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 08:47:36.360000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,42.894,67.394,5.0,5.0,False,False,False,0.0,34.999,,heavy_rain,20.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
31-2026-07-07-L02,31,2026-07-07,Tuesday,return_home,activity-31-2026-07-07-002,return_home,Z2,Z7,2026-07-07 20:00:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,66.672,0.0,0.0,0.0,8.889,0.0,0.0,0.0,8.889,2026-07-07 20:00:00,metro,False,,False,False,metro,walk-metro-walk,True,6.0,0.0,6.0,17.778,0.0,42.894,66.672,5.0,5.0,False,False,False,0.0,34.999,,normal,17.777778,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
32-2026-07-07-L01,32,2026-07-07,Tuesday,outbound,activity-32-2026-07-07-002,work,Z5,Z7,2026-07-07 07:09:30.120000,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 07:09:30.120000,False,5.0,2026-07-07 08:22:53.212260,2026-07-07 08:22:53.212260,0.0,True,True,False,False,False,,True,False,walk,bus,1,20.279,4.0,8.0,8.279,2.0,48.106,0.0,0.0,0.0,15.0,20.279,8.0,4.0,0.0,2026-07-07 07:09:30.120000,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,7.744,0.0,7.744,23.0,5.0,37.641,73.385,7.0,7.0,False,False,False,0.0,29.932,,heavy_rain,27.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
32-2026-07-07-L02,32,2026-07-07,Tuesday,return_home,activity-32-2026-07-07-002,return_home,Z7,Z5,2026-07-07 17:00:00,,,,False,5.0,,,,,,False,False,False,,False,True,bus,walk,1,20.885,4.5,8.0,8.385,2.0,47.482,20.885,8.0,4.5,0.0,0.0,0.0,0.0,15.0,2026-07-07 17:00:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,7.62,0.0,7.62,23.0,5.0,37.747,73.367,7.0,7.0,False,False,False,0.0,29.848,,heavy_rain,27.5,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
33-2026-07-07-L01,33,2026-07-07,Tuesday,outbound,activity-33-2026-07-07-003,work,Z6,Z6,2026-07-07 09:00:48.540000,2026-07-07 10:30:00,2026-07-07 08:30:00,2026-07-07 09:00:48.540000,False,10.0,2026-07-07 10:29:28.654560,2026-07-07 10:29:28.654560,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 09:00:48.540000,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,12.0,0.0,70.955,88.669,2.0,2.0,False,False,False,0.0,12.684,1.087582,heavy_rain,17.714,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
33-2026-07-07-L02,33,2026-07-07,Tuesday,return_home,activity-33-2026-07-07-003,return_home,Z6,Z6,2026-07-07 19:00:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:00:00,bus,False,,False,False,bus,walk-bus-walk,True,6.857,0.0,6.857,12.0,0.0,65.943,84.8,2.0,2.0,False,False,False,0.0,13.648,0.801615,heavy_rain,18.857,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
34-2026-07-07-L01,34,2026-07-07,Tuesday,outbound,activity-34-2026-07-07-002,work,Z7,Z2,2026-07-07 06:48:25.800000,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 06:48:25.800000,False,5.0,2026-07-07 08:27:31.548600,2026-07-07 08:27:31.548600,0.0,True,True,False,False,False,,False,False,bus,bus,2,43.202,10.61,16.0,16.592,4.0,45.894,22.841,8.0,6.61,0.0,20.361,8.0,4.0,0.0,2026-07-07 06:48:25.800000,metro,False,,False,False,metro,walk-bus-walk-metro-walk-bus-walk,True,13.61,0.0,13.61,16.0,10.0,59.486,99.096,9.0,9.0,False,False,False,0.0,28.566,,normal,26.61,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
34-2026-07-07-L02,34,2026-07-07,Tuesday,return_home,activity-34-2026-07-07-002,return_home,Z2,Z7,2026-07-07 17:00:00,,,,False,5.0,,,,,,False,False,False,,True,False,walk,bus,1,20.634,4.0,8.0,8.634,2.0,55.894,0.0,0.0,0.0,10.0,20.634,8.0,4.0,0.0,2026-07-07 17:00:00,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,7.0,0.0,7.0,18.0,5.0,51.528,81.528,7.0,7.0,False,False,False,0.0,31.056,,heavy_rain,22.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
35-2026-07-07-L01,35,2026-07-07,Tuesday,outbound,activity-35-2026-07-07-003,work,Z9,Z6,2026-07-07 06:52:02.700000,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 06:52:02.700000,False,8.0,2026-07-07 08:24:13.693260,2026-07-07 08:24:13.693260,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 06:52:02.700000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,15.444,0.0,15.444,2.0,0.0,74.739,92.183,72.16,72.16,False,False,False,0.0,19.7,0.972549,normal,15.444,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
35-2026-07-07-L02,35,2026-07-07,Tuesday,return_home,activity-35-2026-07-07-003,return_home,Z6,Z9,2026-07-07 18:30:00,,,,False,10.0,,,,,,False,False,False,,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:30:00,bus,False,,False,False,bus,walk-bus-walk,True,6.4,0.0,6.4,14.0,0.0,123.478,143.878,2.0,2.0,False,False,False,0.0,13.117,1.330719,heavy_rain,20.4,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
36-2026-07-07-L01,36,2026-07-07,Tuesday,outbound,activity-36-2026-07-07-002,work,Z8,Z1,2026-07-07 07:01:44.400000,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 07:01:44.400000,False,5.0,2026-07-07 08:25:09.870540,2026-07-07 08:25:09.870540,0.0,True,True,False,False,False,,False,True,bus,walk,1,32.074,6.429,12.0,13.646,2.0,46.351,32.074,12.0,6.429,0.0,0.0,0.0,0.0,10.0,2026-07-07 07:01:44.400000,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,12.477,0.0,12.477,22.0,5.0,43.948,83.425,7.0,7.0,False,False,False,0.0,27.887,,heavy_rain,28.429,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
36-2026-07-07-L02,36,2026-07-07,Tuesday,return_home,activity-36-2026-07-07-002,return_home,Z1,Z8,2026-07-07 18:00:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,60.342,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,2026-07-07 18:00:00,metro,False,,False,False,metro,walk-metro-walk,True,5.04,0.0,5.04,25.0,0.0,30.302,60.342,5.0,5.0,False,False,False,0.0,35.0,,heavy_rain,25.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
