leg_id,agent_id,date,day,leg_role,activity_id,purpose,origin_zone,destination_zone,departure_time,planned_activity_start_time,earliest_feasible_departure,unconcentrated_departure_time,departure_time_concentrated,reliability_buffer_min,expected_arrival_time,actual_arrival_time,arrival_delay_minutes,on_time_arrival,activity_completed,late_but_reached,maximum_commute_time_exceeded,maximum_lateness_exceeded,completion_failure_reason,metro_origin_accessible,metro_destination_accessible,origin_feeder_mode,destination_feeder_mode,bus_metro_transfer_count,feeder_bus_time_minutes,feeder_bus_wait_minutes,feeder_bus_access_minutes,feeder_bus_in_vehicle_minutes,feeder_bus_fare_yuan,metro_main_time_minutes,origin_feeder_total_time_minutes,origin_feeder_access_minutes,origin_feeder_wait_minutes,origin_metro_walk_access_minutes,destination_feeder_total_time_minutes,destination_feeder_access_minutes,destination_feeder_wait_minutes,destination_metro_walk_access_minutes,final_attempt_departure_time,primary_mode,primary_failed,primary_failure_reason,fallback_attempted,fallback_succeeded,final_mode,itinerary_pattern,transport_succeeded,wait_minutes,failed_attempt_consumed_minutes,cumulative_wait_minutes,access_time_min,transfer_time_min,in_vehicle_time_min,total_travel_time_min,fare_yuan,fare_before_coupon_yuan,coupon_bound,coupon_redeemed,coupon_expired_after_failed_request,coupon_subsidy_yuan,final_speed_kmh,scenario_vc,weather_type_at_departure,expected_outdoor_exposure_minutes_at_choice,weather_exposure_age_weight,weather_exposure_disutility,weather_scenario,day_type,policy,experiment_condition
138-2026-07-07-L02,138,2026-07-07,Tuesday,return_home,activity-138-2026-07-07-002,return_home,Z1,Z5,2026-07-07 18:30:00,,,,False,5.0,,,,,,False,False,False,,True,False,walk,bus,1,37.918,15.714,12.0,10.204,2.0,80.755,0.0,0.0,0.0,10.0,37.918,12.0,15.714,0.0,2026-07-07 18:30:00,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,20.754,0.0,20.754,22.0,14.501,66.418,123.673,8.0,8.0,False,False,False,0.0,32.107,,heavy_rain,37.714,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
139-2026-07-07-L01,139,2026-07-07,Tuesday,outbound,activity-139-2026-07-07-002,work,Z2,Z2,2026-07-07 07:15:15.900000,2026-07-07 08:00:00,2026-07-07 06:00:00,2026-07-07 07:15:15.900000,False,10.0,2026-07-07 08:25:10.911840,2026-07-07 08:25:10.911840,25.182,False,True,True,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:15:15.900000,bus,False,,False,False,bus,walk-bus-walk,True,4.5,0.0,4.5,8.0,0.0,57.417,69.917,2.0,2.0,False,False,False,0.0,11.924,0.858824,heavy_rain,12.5,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
139-2026-07-07-L02,139,2026-07-07,Tuesday,return_home,activity-139-2026-07-07-002,return_home,Z2,Z2,2026-07-07 17:00:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 17:00:00,bus,False,,False,False,bus,walk-bus-walk,True,4.5,0.0,4.5,8.0,0.0,57.121,69.621,2.0,2.0,False,False,False,0.0,11.985,0.862745,heavy_rain,12.5,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
14-2026-07-07-L01,14,2026-07-07,Tuesday,outbound,activity-14-2026-07-07-003,work,Z6,Z6,2026-07-07 08:43:45.900000,2026-07-07 10:00:00,2026-07-07 08:00:00,2026-07-07 08:43:45.900000,False,8.0,2026-07-07 09:26:32.489580,2026-07-07 09:26:32.489580,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:43:45.900000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,13.333,0.0,13.333,2.0,0.0,27.442,42.776,31.7,31.7,False,False,False,0.0,20.894,1.146405,heavy_rain,13.333,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
14-2026-07-07-L02,14,2026-07-07,Tuesday,return_home,activity-14-2026-07-07-003,return_home,Z6,Z6,2026-07-07 18:30:00,,,,False,8.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:30:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,14.667,0.0,14.667,2.0,0.0,26.429,43.096,31.7,31.7,False,False,False,0.0,21.695,1.130719,heavy_rain,14.667,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
140-2026-07-07-L01,140,2026-07-07,Tuesday,outbound,activity-140-2026-07-07-002,work,Z3,Z1,2026-07-07 08:17:24.480000,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 08:17:24.480000,False,5.0,2026-07-07 08:55:00,2026-07-07 08:55:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,37.592,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2026-07-07 08:17:24.480000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,13.092,37.592,4.0,4.0,False,False,False,0.0,35.0,,heavy_rain,20.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
140-2026-07-07-L02,140,2026-07-07,Tuesday,return_home,activity-140-2026-07-07-002,return_home,Z1,Z3,2026-07-07 17:30:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 17:30:00,bus,False,,False,False,bus,walk-bus-walk,True,4.0,0.0,4.0,8.0,0.0,43.144,55.144,2.0,2.0,False,False,False,0.0,11.683,1.130719,heavy_rain,12.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
141-2026-07-07-L01,141,2026-07-07,Tuesday,outbound,activity-141-2026-07-07-002,work,Z8,Z1,2026-07-07 08:04:14.160000,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 08:04:14.160000,False,5.0,2026-07-07 09:27:23.482020,2026-07-07 09:27:23.482020,0.0,True,True,False,False,False,,False,True,bus,walk,1,31.805,5.714,12.0,14.091,2.0,46.35,31.805,12.0,5.714,0.0,0.0,0.0,0.0,10.0,2026-07-07 08:04:14.160000,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,11.762,0.0,11.762,22.0,5.0,44.393,83.155,7.0,7.0,False,False,False,0.0,27.607,,heavy_rain,27.714,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
141-2026-07-07-L02,141,2026-07-07,Tuesday,return_home,activity-141-2026-07-07-002,return_home,Z1,Z8,2026-07-07 19:30:00,,,,False,10.0,,,,,,False,False,False,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,bus,False,,False,False,bus,walk-bus-walk,True,4.992,0.0,4.992,10.0,0.0,76.024,91.016,2.0,2.0,False,False,False,0.0,15.345,0.895732,heavy_rain,14.992,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
142-2026-07-07-L01,142,2026-07-07,Tuesday,outbound,activity-142-2026-07-07-003,work,Z4,Z4,2026-07-07 06:56:29.520000,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 06:56:29.520000,False,10.0,2026-07-07 08:22:28.937640,2026-07-07 08:22:28.937640,0.0,True,True,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 06:56:29.520000,bus,False,,False,False,bus,walk-bus-walk,True,6.429,0.0,6.429,12.0,0.0,67.561,85.99,2.0,2.0,False,False,False,0.0,11.859,0.87451,normal,18.429,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
142-2026-07-07-L02,142,2026-07-07,Tuesday,between_activities,activity-142-2026-07-07-004,social_leisure,Z4,Z4,2026-07-07 17:32:42.300000,2026-07-07 18:30:00,2026-07-07 17:00:00,2026-07-07 17:32:42.300000,False,10.0,2026-07-07 18:21:50.673060,2026-07-07 18:21:50.673060,0.0,True,True,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 17:32:42.300000,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,12.0,0.0,31.426,49.14,2.0,2.0,False,False,False,0.0,11.522,1.150327,heavy_rain,17.714,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
142-2026-07-07-L03,142,2026-07-07,Tuesday,return_home,activity-142-2026-07-07-004,return_home,Z4,Z4,2026-07-07 19:30:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,bus,False,,False,False,bus,walk-bus-walk,True,6.857,0.0,6.857,12.0,0.0,31.772,50.63,2.0,2.0,False,False,False,0.0,14.76,0.801615,heavy_rain,18.857,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
143-2026-07-07-L01,143,2026-07-07,Tuesday,outbound,activity-143-2026-07-07-002,work,Z5,Z1,2026-07-07 08:00:00,2026-07-07 10:00:00,2026-07-07 08:00:00,2026-07-07 08:00:00,False,5.0,2026-07-07 10:13:41.563080,2026-07-07 10:13:41.563080,13.693,False,False,True,True,False,maximum_commute_time_exceeded,False,False,bus,bus,2,51.69,10.514,20.0,21.176,4.0,72.003,31.627,12.0,5.714,0.0,20.063,8.0,4.8,0.0,2026-07-07 08:00:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk-bus-walk,True,16.562,0.0,16.562,20.0,19.741,77.39,133.693,10.0,10.0,False,False,False,0.0,28.834,,heavy_rain,30.514,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
143-2026-07-07-L02,143,2026-07-07,Tuesday,return_home,activity-143-2026-07-07-002,return_home,Z1,Z5,2026-07-07 19:00:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,91.323,0.0,0.0,0.0,10.0,0.0,0.0,0.0,13.333,2026-07-07 19:00:00,metro,False,,False,False,metro,walk-metro-walk,True,3.328,0.0,3.328,23.333,8.448,56.214,91.323,6.0,6.0,False,False,False,0.0,34.999,,heavy_rain,23.333333,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
144-2026-07-07-L01,144,2026-07-07,Tuesday,outbound,activity-144-2026-07-07-002,work,Z6,Z2,2026-07-07 07:36:42.120000,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 07:36:42.120000,False,5.0,2026-07-07 09:23:04.181220,2026-07-07 09:23:04.181220,0.0,True,True,False,False,False,,True,False,walk,bus,1,20.607,4.0,8.0,8.607,2.0,80.761,0.0,0.0,0.0,15.0,20.607,8.0,4.0,0.0,2026-07-07 07:36:42.120000,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,7.751,0.0,7.751,23.0,15.0,60.617,106.368,8.0,8.0,False,False,False,0.0,31.664,,heavy_rain,27.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
144-2026-07-07-L02,144,2026-07-07,Tuesday,return_home,activity-144-2026-07-07-002,return_home,Z2,Z6,2026-07-07 19:00:00,,,,False,5.0,,,,,,False,False,False,,False,False,bus,bus,2,58.878,20.514,20.0,18.364,4.0,63.848,20.97,8.0,4.8,0.0,37.908,12.0,15.714,0.0,2026-07-07 19:00:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk-bus-walk,True,23.714,0.0,23.714,20.0,18.638,70.374,132.726,10.0,10.0,False,False,False,0.0,29.618,,heavy_rain,40.514,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
145-2026-07-07-L01,145,2026-07-07,Tuesday,outbound,activity-145-2026-07-07-002,out_of_home_family_activity,Z1,Z2,2026-07-07 10:04:21.480000,2026-07-07 11:00:00,2026-07-07 09:00:00,2026-07-07 10:04:21.480000,False,5.0,2026-07-07 10:38:13.786667,2026-07-07 10:38:13.786667,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,33.872,0.0,0.0,0.0,8.889,0.0,0.0,0.0,8.889,2026-07-07 10:04:21.480000,metro,False,,False,False,metro,walk-metro-walk,True,3.2,0.0,3.2,17.778,0.0,12.894,33.872,4.0,4.0,False,False,False,0.0,34.998,,normal,17.777778,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
145-2026-07-07-L02,145,2026-07-07,Tuesday,return_home,activity-145-2026-07-07-002,return_home,Z2,Z1,2026-07-07 12:00:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,33.894,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,2026-07-07 12:00:00,metro,False,,False,False,metro,walk-metro-walk,True,5.0,0.0,5.0,16.0,0.0,12.894,33.894,4.0,4.0,False,False,False,0.0,34.998,,normal,16.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
146-2026-07-07-L01,146,2026-07-07,Tuesday,outbound,activity-146-2026-07-07-002,work,Z5,Z7,2026-07-07 07:54:35.400000,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 07:54:35.400000,False,5.0,2026-07-07 08:55:00,2026-07-07 08:55:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,60.41,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,2026-07-07 07:54:35.400000,metro,False,,False,False,metro,walk-metro-walk,True,6.048,0.0,6.048,25.0,0.0,29.362,60.41,5.0,5.0,False,False,False,0.0,35.0,,heavy_rain,25.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
146-2026-07-07-L02,146,2026-07-07,Tuesday,return_home,activity-146-2026-07-07-002,return_home,Z7,Z5,2026-07-07 19:00:00,,,,False,5.0,,,,,,False,False,False,,True,False,walk,bus,1,34.924,12.731,12.0,10.194,2.0,42.691,0.0,0.0,0.0,10.0,34.924,12.0,12.731,0.0,2026-07-07 19:00:00,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,16.059,0.0,16.059,22.0,5.0,39.556,82.615,7.0,7.0,False,False,False,0.0,30.152,,heavy_rain,34.731,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
147-2026-07-07-L01,147,2026-07-07,Tuesday,outbound,activity-147-2026-07-07-001,out_of_home_family_care,Z4,Z4,2026-07-07 09:04:20.880000,2026-07-07 10:30:00,2026-07-07 08:30:00,2026-07-07 09:04:20.880000,False,10.0,2026-07-07 10:29:22.284600,2026-07-07 10:29:22.284600,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 09:04:20.880000,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,12.0,0.0,67.308,85.023,2.0,2.0,False,False,False,0.0,12.726,1.087582,heavy_rain,17.714,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
147-2026-07-07-L02,147,2026-07-07,Tuesday,return_home,activity-147-2026-07-07-001,return_home,Z4,Z4,2026-07-07 18:30:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:30:00,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,12.0,0.0,71.239,88.954,2.0,2.0,False,False,False,0.0,12.024,1.111111,heavy_rain,17.714,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
148-2026-07-07-L01,148,2026-07-07,Tuesday,outbound,activity-148-2026-07-07-002,out_of_home_family_care,Z7,Z2,2026-07-07 09:30:00,2026-07-07 11:30:00,2026-07-07 09:30:00,2026-07-07 09:30:00,False,5.0,2026-07-07 10:50:56.976353,2026-07-07 10:50:56.976353,0.0,True,True,False,False,False,,False,True,bus,walk,1,20.967,4.8,8.0,8.167,2.0,54.983,20.967,8.0,4.8,0.0,0.0,0.0,0.0,8.889,2026-07-07 09:30:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,8.0,0.0,8.0,16.889,5.0,51.061,80.95,7.0,7.0,False,False,False,0.0,31.34,,heavy_rain,21.688889,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
148-2026-07-07-L02,148,2026-07-07,Tuesday,return_home,activity-148-2026-07-07-002,return_home,Z2,Z7,2026-07-07 13:30:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,63.894,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,2026-07-07 13:30:00,metro,False,,False,False,metro,walk-metro-walk,True,5.0,0.0,5.0,16.0,0.0,42.894,63.894,5.0,5.0,False,False,False,0.0,34.999,,normal,16.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
149-2026-07-07-L01,149,2026-07-07,Tuesday,outbound,activity-149-2026-07-07-001,visit,Z6,Z3,2026-07-07 07:12:25.800000,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 07:12:25.800000,False,10.0,2026-07-07 08:52:17.625720,2026-07-07 08:52:17.625720,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:12:25.800000,bus,False,,False,False,bus,walk-bus-walk,True,6.429,0.0,6.429,10.0,0.0,83.436,99.864,2.0,2.0,False,False,False,0.0,12.008,0.839216,heavy_rain,16.429,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
149-2026-07-07-L02,149,2026-07-07,Tuesday,between_activities,activity-149-2026-07-07-002,shopping,Z3,Z6,2026-07-07 11:37:20.280000,2026-07-07 13:00:00,2026-07-07 11:00:00,2026-07-07 11:37:20.280000,False,10.0,2026-07-07 12:50:39.434220,2026-07-07 12:50:39.434220,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 11:37:20.280000,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,10.0,0.0,56.319,73.319,2.0,2.0,False,False,False,0.0,17.79,0.515315,normal,17.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
149-2026-07-07-L03,149,2026-07-07,Tuesday,return_home,activity-149-2026-07-07-002,return_home,Z6,Z6,2026-07-07 14:30:00,,,,False,10.0,,,,,,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 14:30:00,bus,False,,False,False,bus,walk-bus-walk,True,10.0,0.0,10.0,12.0,0.0,22.876,44.876,2.0,2.0,False,False,False,0.0,17.972,0.476667,normal,22.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
15-2026-07-07-L01,15,2026-07-07,Tuesday,outbound,activity-15-2026-07-07-002,work,Z7,Z1,2026-07-07 08:46:42.720000,2026-07-07 10:00:00,2026-07-07 08:00:00,2026-07-07 08:46:42.720000,False,5.0,2026-07-07 09:57:01.457940,2026-07-07 09:57:01.457940,0.0,True,True,False,False,False,,False,True,bus,walk,1,20.812,4.0,8.0,8.812,2.0,44.5,20.812,8.0,4.0,0.0,0.0,0.0,0.0,10.0,2026-07-07 08:46:42.720000,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,8.5,0.0,8.5,18.0,5.0,38.812,70.312,7.0,7.0,False,False,False,0.0,29.604,,heavy_rain,22.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
15-2026-07-07-L02,15,2026-07-07,Tuesday,return_home,activity-15-2026-07-07-002,return_home,Z1,Z7,2026-07-07 18:30:00,,,,False,5.0,,,,,,False,False,False,,True,False,walk,bus,1,21.059,4.8,8.0,8.259,2.0,44.5,0.0,0.0,0.0,10.0,21.059,8.0,4.8,0.0,2026-07-07 18:30:00,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,9.3,0.0,9.3,18.0,5.0,38.259,70.559,7.0,7.0,False,False,False,0.0,30.032,,heavy_rain,22.8,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
150-2026-07-07-L01,150,2026-07-07,Tuesday,outbound,activity-150-2026-07-07-002,visit,Z6,Z6,2026-07-07 10:23:32.460000,2026-07-07 11:30:00,2026-07-07 09:30:00,2026-07-07 10:23:32.460000,False,10.0,2026-07-07 11:20:08.613240,2026-07-07 11:20:08.613240,0.0,True,True,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 10:23:32.460000,bus,False,,False,False,bus,walk-bus-walk,True,10.0,0.0,10.0,12.0,0.0,34.603,56.603,2.0,2.0,False,False,False,0.0,16.133,0.538421,normal,22.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
150-2026-07-07-L02,150,2026-07-07,Tuesday,return_home,activity-150-2026-07-07-002,return_home,Z6,Z6,2026-07-07 15:30:00,,,,False,10.0,,,,,,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 15:30:00,bus,False,,False,False,bus,walk-bus-walk,True,10.0,0.0,10.0,12.0,0.0,31.062,53.062,2.0,2.0,False,False,False,0.0,17.972,0.476667,normal,22.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
152-2026-07-07-L01,152,2026-07-07,Tuesday,outbound,activity-152-2026-07-07-002,medical,Z6,Z6,2026-07-07 08:07:28.320000,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 08:07:28.320000,False,8.0,2026-07-07 08:51:42.243660,2026-07-07 09:03:38.367440,0.0,True,True,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:07:28.320000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,25.268,0.0,25.268,2.0,0.0,28.899,56.167,27.06,33.82,True,True,False,6.76,21.468,1.10719,heavy_rain,13.333,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
152-2026-07-07-L02,152,2026-07-07,Tuesday,return_home,activity-152-2026-07-07-002,return_home,Z6,Z6,2026-07-07 11:00:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 11:00:00,bus,False,,False,False,bus,walk-bus-walk,True,10.0,0.0,10.0,12.0,0.0,41.793,63.793,2.0,2.0,False,False,False,0.0,16.329,0.515315,normal,22.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
155-2026-07-07-L01,155,2026-07-07,Tuesday,outbound,activity-155-2026-07-07-002,medical,Z2,Z2,2026-07-07 10:46:53.220000,2026-07-07 11:30:00,2026-07-07 09:30:00,2026-07-07 10:46:53.220000,False,8.0,2026-07-07 11:03:53.316120,2026-07-07 11:03:53.316120,0.0,True,True,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 10:46:53.220000,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,6.0,0.0,6.0,2.0,0.0,9.002,17.002,14.32,17.9,True,True,False,3.58,29.636,0.515315,normal,6.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
155-2026-07-07-L02,155,2026-07-07,Tuesday,return_home,activity-155-2026-07-07-002,return_home,Z2,Z2,2026-07-07 15:30:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 15:30:00,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,8.0,0.0,16.328,31.328,2.0,2.0,False,False,False,0.0,17.972,0.476667,normal,15.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
156-2026-07-07-L01,156,2026-07-07,Tuesday,outbound,activity-156-2026-07-07-001,medical,Z4,Z7,2026-07-07 10:59:34.200000,2026-07-07 12:30:00,2026-07-07 10:30:00,2026-07-07 10:59:34.200000,False,10.0,2026-07-07 12:23:44.495640,2026-07-07 12:23:44.495640,0.0,True,True,False,False,False,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 10:59:34.200000,bus,False,,False,False,bus,walk-bus-walk,True,10.0,0.0,10.0,10.0,0.0,64.172,84.172,2.0,2.0,False,False,False,0.0,16.81,0.533333,normal,20.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
156-2026-07-07-L02,156,2026-07-07,Tuesday,return_home,activity-156-2026-07-07-001,return_home,Z7,Z4,2026-07-07 14:30:00,,,,False,10.0,,,,,,False,False,False,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 14:30:00,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,10.0,0.0,60.025,77.025,2.0,2.0,False,False,False,0.0,17.972,0.476667,normal,17.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
157-2026-07-07-L01,157,2026-07-07,Tuesday,outbound,activity-157-2026-07-07-001,visit,Z7,Z7,2026-07-07 09:41:19.380000,2026-07-07 11:00:00,2026-07-07 09:00:00,2026-07-07 09:41:19.380000,False,10.0,2026-07-07 10:39:33.292440,2026-07-07 10:39:33.292440,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 09:41:19.380000,bus,False,,False,False,bus,walk-bus-walk,True,4.8,0.0,4.8,8.0,0.0,45.432,58.232,2.0,2.0,False,False,False,0.0,13.945,0.809458,heavy_rain,12.8,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
157-2026-07-07-L02,157,2026-07-07,Tuesday,return_home,activity-157-2026-07-07-001,return_home,Z7,Z7,2026-07-07 15:00:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 15:00:00,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,8.0,0.0,35.252,50.252,2.0,2.0,False,False,False,0.0,17.972,0.476667,normal,15.0,1.0,0.0,W2,workday,C4_public_goods,API_interdependent_city_mobility
