seed,policy,agent_id,day_type,age_group,digital_access,family_assistance,nondigital_unassisted,coupon_policy,coupon_eligible,coupon_reached,coupon_participated,coupon_awarded,public_coupon_participated,elder_reserve_reached,coupon_pool_type,coupon_allocation_rank,coupon_access_channel,public_participation_probability,public_participation_draw,public_dispatch_rank,elder_reserve_rank,community_phone_covered,community_phone_coverage_draw
47,C0_no_coupon,130,workday,40-59,True,False,False,C0_no_coupon,False,False,False,False,False,False,,,none,0.65,0.5266533729314661,0.9781158781503895,0.8601586823505492,False,0.18295300299870537
47,C0_no_coupon,131,workday,40-59,True,False,False,C0_no_coupon,False,False,False,False,False,False,,,none,0.65,0.5765042664273896,0.3930601682926093,0.5836038240043524,False,0.8322986851163986
47,C0_no_coupon,132,workday,40-59,True,False,False,C0_no_coupon,False,False,False,False,False,False,,,none,0.65,0.2690472383443592,0.7251119930266472,0.7918406139239075,False,0.4725953038560514
47,C0_no_coupon,133,workday,40-59,True,False,False,C0_no_coupon,False,False,False,False,False,False,,,none,0.65,0.8132849288242717,0.828647090457599,0.6551705325379825,False,0.7917476420546644
47,C0_no_coupon,134,workday,40-59,True,False,False,C0_no_coupon,False,False,False,False,False,False,,,none,0.65,0.20517695741669878,0.9350848727796798,0.6299614257910835,False,0.9129388775539189
47,C0_no_coupon,135,workday,40-59,True,False,False,C0_no_coupon,False,False,False,False,False,False,,,none,0.65,0.6652354599902659,0.6608922032227523,0.9003291899547383,False,0.7817322498551184
47,C0_no_coupon,136,workday,40-59,True,False,False,C0_no_coupon,False,False,False,False,False,False,,,none,0.65,0.8477315547932798,0.3511139537001061,0.8058079392842624,False,0.7222999232931921
47,C0_no_coupon,137,workday,40-59,True,False,False,C0_no_coupon,False,False,False,False,False,False,,,none,0.65,0.0014579496417741352,0.11265822139218541,0.5091034583509834,False,0.8944176613395215
47,C0_no_coupon,138,workday,40-59,True,False,False,C0_no_coupon,False,False,False,False,False,False,,,none,0.65,0.39385369186642966,0.25753358120876063,0.8440116107155828,False,0.39045541021528407
47,C0_no_coupon,139,workday,40-59,True,False,False,C0_no_coupon,False,False,False,False,False,False,,,none,0.65,0.13313286565841603,0.5981792619471418,0.18571472046559917,False,0.48701995244367474
47,C0_no_coupon,140,workday,40-59,True,False,False,C0_no_coupon,False,False,False,False,False,False,,,none,0.65,0.7887303473391828,0.3659858824407149,0.7374069984300027,False,0.6658049207909529
47,C0_no_coupon,141,workday,40-59,True,False,False,C0_no_coupon,False,False,False,False,False,False,,,none,0.65,0.8840075535046178,0.7210548814900045,0.781643013650763,False,0.7508664573034494
47,C0_no_coupon,142,workday,40-59,True,False,False,C0_no_coupon,False,False,False,False,False,False,,,none,0.65,0.2350988441436156,0.9781237877359286,0.6291675026168537,False,0.25572436980989566
47,C0_no_coupon,143,workday,40-59,True,False,False,C0_no_coupon,False,False,False,False,False,False,,,none,0.65,0.08679992209952589,0.21071106033700857,0.6057877009222229,False,0.5471254145584733
