policy,baseline_policy,weather_scenario,metric,baseline_mean,policy_mean,absolute_change,percent_change,percent_change_defined,undefined_reason
C3_mixed,C0_no_coupon,W0,successful_ride_hailing_requests,23.5,27.3,3.8,16.170213,True,
C3_mixed,C0_no_coupon,W0,ride_hailing_failed,0.0,0.2,0.2,,False,baseline_zero
C3_mixed,C0_no_coupon,W0,mean_ride_hailing_wait_minutes_per_request,10.81538,10.710783,-0.104597,-0.967113,True,
C3_mixed,C0_no_coupon,W0,fallback_attempts,0.0,0.2,0.2,,False,baseline_zero
C3_mixed,C0_no_coupon,W0,fallback_succeeded,0.0,0.2,0.2,,False,baseline_zero
C3_mixed,C0_no_coupon,W0,transport_unmet,0.0,0.0,0.0,,False,baseline_zero
C3_mixed,C0_no_coupon,W0,mandatory_activity_incomplete,3.3,3.3,0.0,0.0,True,
C3_mixed,C0_no_coupon,W0,activity_completion_rate,0.981786,0.981805,1.9e-05,0.001935,True,
C3_mixed,C0_no_coupon,W0,necessary_activity_completion_rate,0.977543,0.977529,-1.4e-05,-0.001432,True,
C3_mixed,C0_no_coupon,W0,walking_mode_share,0.013682,0.013682,0.0,0.0,True,
C3_mixed,C0_no_coupon,W0,bus_mode_share,0.572276,0.563735,-0.008541,-1.492462,True,
C3_mixed,C0_no_coupon,W0,metro_mode_share,0.354608,0.353582,-0.001026,-0.289334,True,
C3_mixed,C0_no_coupon,W0,ride_hailing_mode_share,0.059433,0.069,0.009567,16.097118,True,
C3_mixed,C0_no_coupon,W0,mean_total_travel_time,62.5136,62.2334,-0.2802,-0.448222,True,
C3_mixed,C0_no_coupon,W0,mean_road_speed_kmh,17.3696,17.5693,0.1997,1.14971,True,
C3_mixed,C0_no_coupon,W0,total_outdoor_exposure_minutes,7369.3231,7332.6259,-36.6972,-0.497972,True,
C3_mixed,C0_no_coupon,W0,total_heat_risk_burden,0.0,0.0,0.0,,False,baseline_zero
C3_mixed,C0_no_coupon,W1,coupon_reached,0.0,195.6,195.6,,False,baseline_zero
C3_mixed,C0_no_coupon,W1,coupon_participated,0.0,128.6,128.6,,False,baseline_zero
C3_mixed,C0_no_coupon,W1,coupon_awarded,0.0,40.0,40.0,,False,baseline_zero
C3_mixed,C0_no_coupon,W1,coupon_redeemed,0.0,7.0,7.0,,False,baseline_zero
C3_mixed,C0_no_coupon,W1,coupon_induced_requests,0.0,4.1,4.1,,False,baseline_zero
C3_mixed,C0_no_coupon,W1,coupon_subsidy_yuan,0.0,46.853,46.853,,False,baseline_zero
C3_mixed,C0_no_coupon,W1,ride_hailing_requests,26.8,30.9,4.1,15.298507,True,
C3_mixed,C0_no_coupon,W1,successful_ride_hailing_requests,26.8,30.7,3.9,14.552239,True,
C3_mixed,C0_no_coupon,W1,ride_hailing_failed,0.0,0.2,0.2,,False,baseline_zero
C3_mixed,C0_no_coupon,W1,mean_ride_hailing_wait_minutes_per_request,10.701099,10.579932,-0.121167,-1.132286,True,
