policy,weather_scenario,metric,seed_count,mean,std_dev,median,minimum,maximum
C3_mixed,W1,transport_unmet,10,0.0,0.0,0.0,0.0,0.0
C3_mixed,W1,mandatory_activity_incomplete,10,3.3,1.636392,3.0,1.0,7.0
C3_mixed,W1,activity_completion_rate,10,0.957564,0.014547,0.957871,0.933649,0.976415
C3_mixed,W1,necessary_activity_completion_rate,10,0.977529,0.01107,0.97931,0.952703,0.993197
C3_mixed,W1,walking_mode_share,10,0.013176,0.007719,0.01053,0.005236,0.028351
C3_mixed,W1,bus_mode_share,10,0.548045,0.023824,0.548152,0.515707,0.595908
C3_mixed,W1,metro_mode_share,10,0.359551,0.027401,0.361272,0.315271,0.405759
C3_mixed,W1,ride_hailing_mode_share,10,0.079228,0.015723,0.073639,0.06117,0.110837
C3_mixed,W1,mean_total_travel_time,10,62.2666,1.68962,62.391,60.207,65.179
C3_mixed,W1,mean_road_speed_kmh,10,17.7829,0.359209,17.719,17.424,18.564
C3_mixed,W1,total_outdoor_exposure_minutes,10,7146.2191,188.651852,7146.364,6884.161,7412.5
C3_mixed,W1,total_heat_risk_burden,10,56784.652188,2416.322648,56447.052338,53051.379289,60707.362632
C3_mixed,W2,coupon_reached,10,195.6,2.065591,195.5,193.0,198.0
C3_mixed,W2,coupon_participated,10,128.6,4.526465,129.0,122.0,137.0
C3_mixed,W2,coupon_awarded,10,40.0,0.0,40.0,40.0,40.0
C3_mixed,W2,coupon_redeemed,10,11.7,3.12872,11.5,8.0,18.0
C3_mixed,W2,coupon_induced_requests,10,6.4,2.796824,5.5,3.0,12.0
C3_mixed,W2,coupon_subsidy_yuan,10,82.657,23.788751,75.01,50.95,126.96
C3_mixed,W2,ride_hailing_requests,10,62.8,6.106463,62.0,55.0,73.0
C3_mixed,W2,successful_ride_hailing_requests,10,61.5,5.317685,60.5,55.0,71.0
C3_mixed,W2,ride_hailing_failed,10,1.3,1.251666,1.0,0.0,4.0
C3_mixed,W2,mean_ride_hailing_wait_minutes_per_request,10,11.357477,0.497082,11.394078,10.6904,12.037734
C3_mixed,W2,fallback_attempts,10,1.3,1.251666,1.0,0.0,4.0
C3_mixed,W2,fallback_succeeded,10,1.2,1.229273,1.0,0.0,4.0
C3_mixed,W2,transport_unmet,10,0.1,0.316228,0.0,0.0,1.0
C3_mixed,W2,mandatory_activity_incomplete,10,4.6,2.270585,3.5,2.0,8.0
C3_mixed,W2,activity_completion_rate,10,0.934724,0.019169,0.933164,0.913636,0.968889
C3_mixed,W2,necessary_activity_completion_rate,10,0.96873,0.015337,0.97605,0.944828,0.986207
C3_mixed,W2,walking_mode_share,10,0.006701,0.003406,0.005451,0.0,0.011019
C3_mixed,W2,bus_mode_share,10,0.382166,0.015587,0.381543,0.352304,0.407792
C3_mixed,W2,metro_mode_share,10,0.446462,0.023056,0.452351,0.41206,0.487805
C3_mixed,W2,ride_hailing_mode_share,10,0.164671,0.010475,0.163504,0.152406,0.181818
C3_mixed,W2,mean_total_travel_time,10,64.1638,1.825337,63.8995,61.768,67.903
C3_mixed,W2,mean_road_speed_kmh,10,17.4444,0.314938,17.4065,17.067,18.044
C3_mixed,W2,total_outdoor_exposure_minutes,10,7475.5265,237.042198,7477.9945,7090.186,7910.318
C3_mixed,W2,total_heat_risk_burden,10,0.0,0.0,0.0,0.0,0.0
